 swc(1),swc(2),swc(3),swc(4),swc(5),swc(6),swc(7),swc(8),swc(9),swc(10)
   0.2790823579,   0.1179195940,   0.0782783628,   0.0724936351,   0.0790472850,   0.3292496800,   0.0871447176,   0.0930692703,   0.0357561074,   0.0369646177
   0.2789782882,   0.1252324730,   0.0784229860,   0.0722931027,   0.0788036436,   0.3288175464,   0.0868894383,   0.0930470005,   0.0359069929,   0.0369155295
   0.2791688740,   0.1323005557,   0.0787211359,   0.0720954239,   0.0785552189,   0.3283690214,   0.0866309926,   0.0930117145,   0.0360552706,   0.0368647054
   0.2791300416,   0.1390349418,   0.0791518539,   0.0718887597,   0.0782722905,   0.3278256059,   0.0863519832,   0.0929260999,   0.0361923836,   0.0368034393
   0.2791185081,   0.1455178112,   0.0798077062,   0.0717071444,   0.0780278519,   0.3273789883,   0.0860935152,   0.0928811654,   0.0363382138,   0.0367526710
   0.2790842652,   0.1517427564,   0.0806957409,   0.0715454817,   0.0778048560,   0.3269850314,   0.0858470201,   0.0928562433,   0.0364887156,   0.0367076620
   0.2791926861,   0.1573284715,   0.0817424804,   0.0713698715,   0.0775222257,   0.3264276385,   0.0855657831,   0.0927488506,   0.0366203897,   0.0366448835
   0.2791337967,   0.1625432819,   0.0830280185,   0.0712151304,   0.0772526264,   0.3258986175,   0.0852901265,   0.0926500335,   0.0367532633,   0.0365851298
   0.2790353894,   0.1671786010,   0.0844803005,   0.0710542277,   0.0769287720,   0.3252170980,   0.0849816129,   0.0924740285,   0.0368673503,   0.0365087949
   0.2778944373,   0.1715465635,   0.0861798748,   0.0709249601,   0.0766283572,   0.3245894313,   0.0846834257,   0.0923189074,   0.0369846299,   0.0364383087
   0.2616177797,   0.1744648665,   0.0880914703,   0.0708263069,   0.0763386339,   0.3239815235,   0.0843892470,   0.0921685994,   0.0371019244,   0.0363699310
   0.2181959748,   0.1727496237,   0.0899560750,   0.0707385242,   0.0760102868,   0.3232586980,   0.0840699524,   0.0919592232,   0.0372035950,   0.0362891220
   0.1898994595,   0.1693770438,   0.0916737467,   0.0707090646,   0.0757489353,   0.3227058053,   0.0837862268,   0.0918261930,   0.0373220630,   0.0362265557
   0.1630790234,   0.1655380279,   0.0930843428,   0.0706868246,   0.0754477233,   0.3220329583,   0.0834771991,   0.0916320160,   0.0374244489,   0.0361511968
   0.1388228387,   0.1608643234,   0.0942033306,   0.0706758127,   0.0751260296,   0.3212903738,   0.0831529722,   0.0914007500,   0.0375158824,   0.0360683724
   0.1201621965,   0.1555986106,   0.0950393230,   0.0706808865,   0.0748056099,   0.3205366433,   0.0828257054,   0.0911602676,   0.0376028530,   0.0359843634
   0.1103468537,   0.1508115381,   0.0956829712,   0.0707173496,   0.0745299235,   0.3198910058,   0.0825205594,   0.0909670964,   0.0376994610,   0.0359118246
   0.0990279540,   0.1466195136,   0.0961587280,   0.0707726404,   0.0742778257,   0.3192966878,   0.0822265148,   0.0907944292,   0.0377997346,   0.0358448364
   0.0894610137,   0.1428543776,   0.0964403078,   0.0708258152,   0.0740132108,   0.3186541498,   0.0819226131,   0.0905951783,   0.0378917456,   0.0357727371
   0.1350023001,   0.1395938098,   0.0966491476,   0.0709031597,   0.0737986565,   0.3181365430,   0.0816447809,   0.0904515013,   0.0379962660,   0.0357138216
   0.1492618471,   0.1378706545,   0.0968409404,   0.0710058808,   0.0736367777,   0.3177532554,   0.0813960135,   0.0903676376,   0.0381155498,   0.0356690586
   0.1314569563,   0.1356093138,   0.0968775377,   0.0710794032,   0.0734163597,   0.3171955943,   0.0811124370,   0.0901979581,   0.0382119119,   0.0356060565
   0.1201244816,   0.1330936998,   0.0968716964,   0.0711612105,   0.0732220635,   0.3166983426,   0.0808416456,   0.0900534317,   0.0383133963,   0.0355493464
   0.1077278629,   0.1306348592,   0.0967730880,   0.0712319985,   0.0730146691,   0.3161529899,   0.0805619583,   0.0898829103,   0.0384070314,   0.0354876108
   0.0983854160,   0.1283171922,   0.0965875983,   0.0712882951,   0.0727911144,   0.3155507743,   0.0802712590,   0.0896824971,   0.0384912081,   0.0354199968
   0.0918014944,   0.1261899769,   0.0963754803,   0.0713457912,   0.0725863054,   0.3149897456,   0.0799894780,   0.0894984454,   0.0385780819,   0.0353567079
   0.1059296355,   0.1242789254,   0.0961807966,   0.0714165047,   0.0724245980,   0.3145394325,   0.0797309801,   0.0893635005,   0.0386768058,   0.0353049263
   0.0954410136,   0.1225085482,   0.0959710404,   0.0714877024,   0.0722786561,   0.3141243458,   0.0794808567,   0.0892421380,   0.0387784280,   0.0352567956
   0.0951191857,   0.1208954006,   0.0957746878,   0.0715671629,   0.0721643269,   0.3137897551,   0.0792483613,   0.0891557932,   0.0388888791,   0.0352171138
   0.0897503197,   0.1192841902,   0.0954867825,   0.0716172755,   0.0720064864,   0.3133247197,   0.0789907426,   0.0890051052,   0.0389810018,   0.0351638868
   0.0831751227,   0.1177631170,   0.0951822251,   0.0716614872,   0.0718542039,   0.3128672540,   0.0787356943,   0.0888553038,   0.0390722714,   0.0351114422
   0.0790215507,   0.1163248271,   0.0948647186,   0.0716999099,   0.0717077553,   0.3124187887,   0.0784833506,   0.0887070596,   0.0391627885,   0.0350599438
   0.0770175233,   0.1150483415,   0.0946060866,   0.0717569441,   0.0716146082,   0.3121145964,   0.0782611147,   0.0886239111,   0.0392706618,   0.0350233428
   0.0724428520,   0.1137762368,   0.0942915976,   0.0717925578,   0.0714937672,   0.3117260933,   0.0780235007,   0.0884985849,   0.0393662229,   0.0349780656
   0.0707001016,   0.1125809178,   0.0939827263,   0.0718269870,   0.0713864416,   0.3113701940,   0.0777935684,   0.0883859918,   0.0394645594,   0.0349361524
   0.0668039918,   0.1114379391,   0.0936658308,   0.0718550682,   0.0712818503,   0.3110168278,   0.0775653869,   0.0882721543,   0.0395617783,   0.0348945521
   0.0621856637,   0.1103103310,   0.0933153108,   0.0718672276,   0.0711610541,   0.3106128573,   0.0773284137,   0.0881321281,   0.0396506600,   0.0348477438
   0.0595901124,   0.1092041060,   0.0929391235,   0.0718654245,   0.0710285529,   0.3101707697,   0.0770849511,   0.0879719928,   0.0397326499,   0.0347970389
   0.0573186018,   0.1081980765,   0.0926057771,   0.0718739629,   0.0709313154,   0.3098247051,   0.0768614635,   0.0878547132,   0.0398259833,   0.0347562172
   0.0556115806,   0.1072116867,   0.0922536254,   0.0718710497,   0.0708253980,   0.3094505370,   0.0766336992,   0.0877220258,   0.0399140380,   0.0347125120
   0.0541298687,   0.1062142104,   0.0918588713,   0.0718473941,   0.0706932396,   0.3089979589,   0.0763916075,   0.0875506848,   0.0399895608,   0.0346608497
   0.0528725982,   0.1052625030,   0.0914710388,   0.0718204454,   0.0705690384,   0.3085648119,   0.0761542544,   0.0873863921,   0.0400658213,   0.0346112065
   0.0519851223,   0.1043856293,   0.0911177993,   0.0718006566,   0.0704718083,   0.3082057834,   0.0759324506,   0.0872549042,   0.0401507542,   0.0345691219
   0.0601506568,   0.1035931557,   0.0908107385,   0.0717927441,   0.0704095289,   0.3079445362,   0.0757308304,   0.0871669948,   0.0402480215,   0.0345369019
   0.0585922673,   0.1027848572,   0.0904675499,   0.0717671067,   0.0703232512,   0.3076132834,   0.0755170360,   0.0870444253,   0.0403342694,   0.0344976597
   0.0574514121,   0.1020085141,   0.0901298076,   0.0717385188,   0.0702421442,   0.3072956204,   0.0753070191,   0.0869262069,   0.0404210053,   0.0344598033
   0.0561137944,   0.1012548879,   0.0897913650,   0.0717047602,   0.0701614469,   0.3069780171,   0.0750981867,   0.0868062600,   0.0405064523,   0.0344219469
   0.0535889454,   0.1005065963,   0.0894384608,   0.0716606379,   0.0700709522,   0.3066314161,   0.0748849139,   0.0866709948,   0.0405862927,   0.0343811847
   0.0522278771,   0.0998205394,   0.0891216248,   0.0716250762,   0.0700067580,   0.3063592911,   0.0746870413,   0.0865687206,   0.0406754278,   0.0343479738
   0.0503251962,   0.0991657600,   0.0888161287,   0.0715895370,   0.0699509159,   0.3061111569,   0.0744950548,   0.0864757672,   0.0407669879,   0.0343171470
   0.0487516969,   0.0984911695,   0.0884783939,   0.0715375096,   0.0698715076,   0.3057953417,   0.0742914379,   0.0863498002,   0.0408475585,   0.0342795737
   0.0476395041,   0.0978331491,   0.0881404579,   0.0714806914,   0.0697915480,   0.3054778278,   0.0740885586,   0.0862215161,   0.0409263819,   0.0342418998
   0.0466197953,   0.0972139165,   0.0878231749,   0.0714273304,   0.0697260648,   0.3052019775,   0.0738947764,   0.0861110315,   0.0410101078,   0.0342083871
   0.0454986133,   0.0966027975,   0.0875005350,   0.0713677555,   0.0696559325,   0.3049133718,   0.0736997128,   0.0859930515,   0.0410907306,   0.0341736004
   0.0448362716,   0.0960254520,   0.0871959329,   0.0713109523,   0.0695981681,   0.3046607375,   0.0735126063,   0.0858903751,   0.0411754660,   0.0341424942
   0.0686589181,   0.0955199972,   0.0869443789,   0.0712708086,   0.0695786476,   0.3045190573,   0.0733476281,   0.0858374760,   0.0412758067,   0.0341223925
   0.0644725859,   0.0949678645,   0.0866417289,   0.0712077096,   0.0695202425,   0.3042672276,   0.0731633231,   0.0857320726,   0.0413588248,   0.0340914056
   0.2791509032,   0.0988074839,   0.0864314660,   0.0711736158,   0.0695233941,   0.3041933775,   0.0730134919,   0.0857075825,   0.0414677411,   0.0340781063
   0.2791502178,   0.1067527831,   0.0861466005,   0.0710837916,   0.0694226995,   0.3038231432,   0.0728096291,   0.0855445713,   0.0415310226,   0.0340354405
   0.2790916562,   0.1144027114,   0.0859313905,   0.0709825754,   0.0693037659,   0.3034008741,   0.0725968704,   0.0853565484,   0.0415846184,   0.0339877009
   0.2792094946,   0.1218255535,   0.0857940391,   0.0708646476,   0.0691535845,   0.3028889298,   0.0723682493,   0.0851264074,   0.0416226499,   0.0339312032
   0.2790023685,   0.1289729327,   0.0857974291,   0.0707451254,   0.0689989477,   0.3023635745,   0.0721376762,   0.0848895684,   0.0416564122,   0.0338734575
   0.2791867554,   0.1357142329,   0.0859680623,   0.0706265271,   0.0688399598,   0.3018251657,   0.0719054416,   0.0846462548,   0.0416861288,   0.0338145345
   0.2406089008,   0.1399315447,   0.0862904936,   0.0705056340,   0.0686663017,   0.3012436330,   0.0716658160,   0.0843826681,   0.0417069867,   0.0337514803
   0.2054738849,   0.1400309503,   0.0866387337,   0.0703843087,   0.0684793815,   0.3006221652,   0.0714194700,   0.0841005892,   0.0417193249,   0.0336846337
   0.1869607270,   0.1388111115,   0.0869783238,   0.0702786073,   0.0683104694,   0.3000510335,   0.0711828619,   0.0838412866,   0.0417371020,   0.0336227976
   0.1683544368,   0.1372245103,   0.0872834846,   0.0701855347,   0.0681543723,   0.2995151579,   0.0709534660,   0.0835978314,   0.0417583250,   0.0335645191
   0.1530827433,   0.1355435252,   0.0875709951,   0.0701139867,   0.0680297092,   0.2990690172,   0.0707411394,   0.0833946913,   0.0417915620,   0.0335150249
   0.1464183331,   0.1338873804,   0.0878992751,   0.0700845793,   0.0679757819,   0.2988274992,   0.0705670118,   0.0832837969,   0.0418553874,   0.0334854834
   0.2792221606,   0.1355538964,   0.0882004276,   0.0700631961,   0.0679279193,   0.2986032367,   0.0703971386,   0.0831796750,   0.0419209301,   0.0334576182
   0.2792211473,   0.1424620897,   0.0886667445,   0.0700488240,   0.0678822696,   0.2983848751,   0.0702293888,   0.0830772296,   0.0419864841,   0.0334303305
   0.2792020738,   0.1488130540,   0.0892563611,   0.0700118020,   0.0677770451,   0.2979918718,   0.0700311884,   0.0828949213,   0.0420233048,   0.0333862938
   0.2647987008,   0.1539442539,   0.0900083035,   0.0699687675,   0.0676397681,   0.2975030839,   0.0698164999,   0.0826687887,   0.0420431606,   0.0333331302
   0.2294885218,   0.1551668942,   0.0908696055,   0.0699365512,   0.0674977452,   0.2969969809,   0.0695994645,   0.0824346468,   0.0420584530,   0.0332783945
   0.2068024725,   0.1540372968,   0.0917630345,   0.0699419379,   0.0673998147,   0.2966154516,   0.0694056377,   0.0822564363,   0.0420920439,   0.0332357213
   0.1899005026,   0.1522119045,   0.0926138982,   0.0699771568,   0.0673316196,   0.2963170707,   0.0692275167,   0.0821150392,   0.0421376154,   0.0332010277
   0.1746335179,   0.1501207799,   0.0933709815,   0.0700277016,   0.0672677383,   0.2960277200,   0.0690519437,   0.0819768459,   0.0421834551,   0.0331672058
   0.1602068841,   0.1479023099,   0.0940075591,   0.0700829029,   0.0671915486,   0.2956981063,   0.0688701198,   0.0818198845,   0.0422216505,   0.0331295729
   0.1461614519,   0.1454426795,   0.0945506692,   0.0701503307,   0.0671217069,   0.2953815460,   0.0686914772,   0.0816683397,   0.0422606356,   0.0330933109
   0.1365187615,   0.1427527368,   0.0949971676,   0.0702317283,   0.0670643374,   0.2950961292,   0.0685193390,   0.0815301687,   0.0423035435,   0.0330600776
   0.1275993735,   0.1398822069,   0.0953274220,   0.0703177154,   0.0670061260,   0.2948026955,   0.0683467090,   0.0813878924,   0.0423440784,   0.0330261216
   0.1195698455,   0.1370459199,   0.0955602601,   0.0704099834,   0.0669544488,   0.2945233285,   0.0681773722,   0.0812510625,   0.0423857085,   0.0329934731
   0.1120306328,   0.1344305128,   0.0957173929,   0.0705090016,   0.0669133514,   0.2942692935,   0.0680134147,   0.0811250061,   0.0424304865,   0.0329632647
   0.1078851596,   0.1320451945,   0.0958115608,   0.0706124157,   0.0668813065,   0.2940362692,   0.0678540617,   0.0810076594,   0.0424776636,   0.0329351425
   0.1029917449,   0.1298606545,   0.0958569944,   0.0707197562,   0.0668595284,   0.2938280404,   0.0676999167,   0.0809005871,   0.0425279811,   0.0329093598
   0.2502580881,   0.1288654208,   0.0958822593,   0.0708354563,   0.0668577328,   0.2936734557,   0.0675559863,   0.0808165148,   0.0425862782,   0.0328886136
   0.2791520655,   0.1362038702,   0.0960247591,   0.0709573925,   0.0668703988,   0.2935563028,   0.0674195066,   0.0807482749,   0.0426501371,   0.0328713953
   0.2692126632,   0.1427389830,   0.0963729620,   0.0710817948,   0.0668840334,   0.2934371829,   0.0672836229,   0.0806783885,   0.0427130274,   0.0328540765
   0.2512094676,   0.1465080529,   0.0968745723,   0.0712070689,   0.0668884367,   0.2932862341,   0.0671432167,   0.0805936232,   0.0427700020,   0.0328337625
   0.2320050746,   0.1480119079,   0.0974177271,   0.0713263080,   0.0668672621,   0.2930556536,   0.0669898987,   0.0804727003,   0.0428128541,   0.0328059345
   0.2218303829,   0.1481831968,   0.0979735106,   0.0714553297,   0.0668490827,   0.2928276658,   0.0668376982,   0.0803524032,   0.0428551547,   0.0327783711
   0.2045783699,   0.1474073827,   0.0985203758,   0.0716007054,   0.0668449700,   0.2926347256,   0.0666923970,   0.0802469403,   0.0429024063,   0.0327541754
   0.1956702620,   0.1462113708,   0.0990276784,   0.0717611238,   0.0668545216,   0.2924751937,   0.0665536150,   0.0801554993,   0.0429544523,   0.0327330641
   0.1822527498,   0.1447841227,   0.0994688272,   0.0719290078,   0.0668660477,   0.2923147380,   0.0664154962,   0.0800629407,   0.0430056006,   0.0327118523
   0.1706977934,   0.1431583464,   0.0998116061,   0.0720935017,   0.0668633729,   0.2921058834,   0.0662699267,   0.0799484476,   0.0430477895,   0.0326861292
   0.1617587060,   0.1414497197,   0.1000487134,   0.0722496733,   0.0668418780,   0.2918352187,   0.0661145598,   0.0798061341,   0.0430784263,   0.0326547213
   0.1541532129,   0.1397689134,   0.1002638638,   0.0724216327,   0.0668482035,   0.2916376889,   0.0659722909,   0.0796955228,   0.0431204960,   0.0326301120
   0.1491395831,   0.1380718648,   0.1004543379,   0.0726068392,   0.0668785051,   0.2915023267,   0.0658413172,   0.0796117112,   0.0431724191,   0.0326112919
   0.1427407861,   0.1363360584,   0.1006093770,   0.0727998689,   0.0669245124,   0.2914053798,   0.0657175779,   0.0795439631,   0.0432302952,   0.0325960070
   0.1366636157,   0.1344628185,   0.1006745100,   0.0729808286,   0.0669536144,   0.2912524641,   0.0655851662,   0.0794509128,   0.0432778336,   0.0325755551
   0.1332903802,   0.1325870007,   0.1006987691,   0.0731633753,   0.0669928566,   0.2911219001,   0.0654572546,   0.0793670714,   0.0433284640,   0.0325571746
   0.1298355460,   0.1307288557,   0.1006769389,   0.0733433589,   0.0670362711,   0.2909969687,   0.0653309822,   0.0792848468,   0.0433793552,   0.0325392522
   0.1244735345,   0.1288100630,   0.1005829647,   0.0735094771,   0.0670662820,   0.2908266783,   0.0651978329,   0.0791822746,   0.0434217229,   0.0325171202
   0.1208388060,   0.1269003451,   0.1004351303,   0.0736652389,   0.0670915768,   0.2906364501,   0.0650620461,   0.0790704340,   0.0434597544,   0.0324932039
   0.1181251034,   0.1251043975,   0.1002616212,   0.0738175735,   0.0671252608,   0.2904649973,   0.0649300069,   0.0789661035,   0.0435001440,   0.0324709862
   0.1179890782,   0.1235092133,   0.1001282185,   0.0739866570,   0.0672027320,   0.2904138267,   0.0648186132,   0.0789134800,   0.0435607508,   0.0324598067
   0.1155095249,   0.1220077276,   0.0999697223,   0.0741495043,   0.0672828853,   0.2903654873,   0.0647084042,   0.0788612962,   0.0436213836,   0.0324488357
   0.1135986522,   0.1206041500,   0.0998002142,   0.0743091106,   0.0673717260,   0.2903375328,   0.0646022856,   0.0788171738,   0.0436850227,   0.0324397720
   0.1125849038,   0.1193093285,   0.0996393412,   0.0744712725,   0.0674789995,   0.2903583348,   0.0645048469,   0.0787932947,   0.0437567942,   0.0324351266
   0.1105033681,   0.1180709228,   0.0994539484,   0.0746236891,   0.0675833076,   0.2903671563,   0.0644061044,   0.0787632763,   0.0438260958,   0.0324293375
   0.1091359109,   0.1168960631,   0.0992565900,   0.0747695938,   0.0676906109,   0.2903814018,   0.0643090382,   0.0787347183,   0.0438959226,   0.0324240178
   0.1086747125,   0.1157912239,   0.0990590006,   0.0749123469,   0.0678067580,   0.2904181480,   0.0642162338,   0.0787148625,   0.0439693481,   0.0324206725
   0.1062727869,   0.1147109047,   0.0988291875,   0.0750402585,   0.0679111853,   0.2904193997,   0.0641183928,   0.0786787197,   0.0440360792,   0.0324140713
   0.1047907248,   0.1136856228,   0.0985963941,   0.0751625970,   0.0680204928,   0.2904324830,   0.0640231073,   0.0786469206,   0.0441045091,   0.0324085057
   0.1025736034,   0.1127071530,   0.0983587280,   0.0752784610,   0.0681325942,   0.2904517055,   0.0639295354,   0.0786170289,   0.0441737063,   0.0324034803
   0.0992576331,   0.1117576808,   0.0981047451,   0.0753833130,   0.0682395771,   0.2904556394,   0.0638341531,   0.0785796866,   0.0442397073,   0.0323970281
   0.0985017121,   0.1108262539,   0.0978279188,   0.0754742399,   0.0683365092,   0.2904309332,   0.0637347177,   0.0785290524,   0.0443000868,   0.0323878750
   0.0978684872,   0.1099394485,   0.0975540057,   0.0755600631,   0.0684385970,   0.2904204726,   0.0636381879,   0.0784837380,   0.0443624705,   0.0323800035
   0.0975738615,   0.1091082618,   0.0972958803,   0.0756455362,   0.0685532764,   0.2904455066,   0.0635479763,   0.0784529969,   0.0444307998,   0.0323753469
   0.0962919816,   0.1083187237,   0.0970446840,   0.0757277608,   0.0686746836,   0.2904900908,   0.0634615421,   0.0784297958,   0.0445022993,   0.0323723890
   0.0962029248,   0.1075438559,   0.0967789292,   0.0757986754,   0.0687886849,   0.2905153334,   0.0633725226,   0.0783972815,   0.0445697941,   0.0323676504
   0.0983703882,   0.1068363860,   0.0965473577,   0.0758762956,   0.0689258724,   0.2906066477,   0.0632947460,   0.0783922076,   0.0446489267,   0.0323688313
   0.0981389061,   0.1061484441,   0.0963102430,   0.0759463906,   0.0690606609,   0.2906927168,   0.0632168502,   0.0783841982,   0.0447268859,   0.0323695689
   0.0967925191,   0.1054772735,   0.0960666090,   0.0760084838,   0.0691919997,   0.2907716334,   0.0631383955,   0.0783721209,   0.0448032506,   0.0323695578
   0.0968016610,   0.1048270017,   0.0958214328,   0.0760642961,   0.0693227053,   0.2908515036,   0.0630606934,   0.0783593953,   0.0448793843,   0.0323695876
   0.0970794559,   0.1042127758,   0.0955898240,   0.0761196315,   0.0694623515,   0.2909584641,   0.0629879609,   0.0783575103,   0.0449602976,   0.0323720574
   0.0959914699,   0.1036157534,   0.0953564122,   0.0761689693,   0.0696006492,   0.2910650373,   0.0629158169,   0.0783545300,   0.0450408310,   0.0323744491
   0.0953937620,   0.1030311733,   0.0951179191,   0.0762110427,   0.0697351396,   0.2911645770,   0.0628431663,   0.0783477128,   0.0451198407,   0.0323761292
   0.0935392827,   0.1024611965,   0.0948772505,   0.0762469620,   0.0698674321,   0.2912617922,   0.0627707914,   0.0783389583,   0.0451980904,   0.0323775820
   0.0916124657,   0.1019047946,   0.0946343467,   0.0762767270,   0.0699972212,   0.2913564742,   0.0626985952,   0.0783280805,   0.0452755690,   0.0323787034
   0.0896532685,   0.1013603210,   0.0943886265,   0.0763001144,   0.0701238513,   0.2914462984,   0.0626263320,   0.0783144981,   0.0453518666,   0.0323794037
   0.0876042098,   0.1008329019,   0.0941455290,   0.0763192996,   0.0702507719,   0.2915415168,   0.0625554845,   0.0783023238,   0.0454288386,   0.0323805064
   0.0859731883,   0.1003210247,   0.0939045176,   0.0763342232,   0.0703774393,   0.2916408777,   0.0624858811,   0.0782910138,   0.0455062389,   0.0323819593
   0.0856553838,   0.0998229980,   0.0936647803,   0.0763446838,   0.0705031529,   0.2917421460,   0.0624172390,   0.0782799497,   0.0455837846,   0.0323835462
   0.0839196667,   0.0993409455,   0.0934290066,   0.0763518140,   0.0706295371,   0.2918507457,   0.0623503067,   0.0782710165,   0.0456623212,   0.0323857740
   0.0820648298,   0.0988661796,   0.0931897908,   0.0763527676,   0.0707514659,   0.2919521928,   0.0622828938,   0.0782582462,   0.0457392894,   0.0323872790
   0.0806780159,   0.0983999223,   0.0929486826,   0.0763484165,   0.0708697066,   0.2920494080,   0.0622154437,   0.0782430097,   0.0458150916,   0.0323884040
   0.0797951221,   0.0979481637,   0.0927118659,   0.0763411373,   0.0709884539,   0.2921536863,   0.0621496551,   0.0782298967,   0.0458919331,   0.0323900878
   0.0791612118,   0.0975121334,   0.0924810395,   0.0763317794,   0.0711088628,   0.2922679186,   0.0620860644,   0.0782203972,   0.0459703654,   0.0323926918
   0.0781161785,   0.0970842987,   0.0922497287,   0.0763179511,   0.0712262690,   0.2923803926,   0.0620227829,   0.0782093108,   0.0460481718,   0.0323950462
   0.0768995583,   0.0966608226,   0.0920147672,   0.0762984529,   0.0713382885,   0.2924839854,   0.0619588010,   0.0781938657,   0.0461240336,   0.0323966332
   0.0767649412,   0.0962422639,   0.0917768255,   0.0762736350,   0.0714452490,   0.2925807238,   0.0618942901,   0.0781746805,   0.0461981893,   0.0323975049
   0.1272580326,   0.0958559439,   0.0915555209,   0.0762513205,   0.0715611354,   0.2927070558,   0.0618349761,   0.0781675056,   0.0462778136,   0.0324010886
   0.1369837075,   0.0956829935,   0.0913389027,   0.0762267932,   0.0716768652,   0.2928394079,   0.0617772005,   0.0781620890,   0.0463582575,   0.0324051641
   0.1341662854,   0.0954866186,   0.0911201537,   0.0761973113,   0.0717870966,   0.2929634154,   0.0617188215,   0.0781525970,   0.0464369245,   0.0324084796
   0.1315974146,   0.0952691659,   0.0908988938,   0.0761628225,   0.0718915164,   0.2930788696,   0.0616597086,   0.0781387091,   0.0465135798,   0.0324109867
   0.1303367466,   0.0950354859,   0.0906752720,   0.0761235282,   0.0719903409,   0.2931857705,   0.0615999624,   0.0781206340,   0.0465883724,   0.0324127004
   0.1288142353,   0.0947967693,   0.0904552788,   0.0760819465,   0.0720879436,   0.2932961583,   0.0615413152,   0.0781034082,   0.0466634594,   0.0324147269
   0.1254318953,   0.0945485383,   0.0902430415,   0.0760399401,   0.0721874982,   0.2934181094,   0.0614850782,   0.0780905336,   0.0467405766,   0.0324177891
   0.1395019144,   0.0943456367,   0.0900325403,   0.0759952515,   0.0722845718,   0.2935402393,   0.0614294671,   0.0780771971,   0.0468174219,   0.0324208587
   0.1354301572,   0.0941816568,   0.0898284167,   0.0759497583,   0.0723823532,   0.2936706841,   0.0613757819,   0.0780668184,   0.0468956754,   0.0324246809
   0.1324489415,   0.0939976349,   0.0896256790,   0.0759016201,   0.0724772066,   0.2938003540,   0.0613225885,   0.0780554786,   0.0469734930,   0.0324283838
   0.1301111132,   0.0937920883,   0.0894216076,   0.0758498833,   0.0725671574,   0.2939235866,   0.0612691008,   0.0780410096,   0.0470498204,   0.0324315727
   0.1285834759,   0.0935803354,   0.0892235339,   0.0757976845,   0.0726578236,   0.2940556407,   0.0612175465,   0.0780296028,   0.0471276157,   0.0324354991
   0.1258676797,   0.0933574438,   0.0890283510,   0.0757438764,   0.0727469698,   0.2941900194,   0.0611670502,   0.0780188665,   0.0472057052,   0.0324396938
   0.1252963692,   0.0931223631,   0.0888320357,   0.0756870285,   0.0728316084,   0.2943195999,   0.0611164235,   0.0780055076,   0.0472825170,   0.0324434228
   0.1490611732,   0.0929754451,   0.0886407197,   0.0756296441,   0.0729163587,   0.2944560349,   0.0610674918,   0.0779945552,   0.0473604985,   0.0324477591
   0.1477778703,   0.0928974077,   0.0884523913,   0.0755707324,   0.0729991645,   0.2945938110,   0.0610194393,   0.0779838413,   0.0474385507,   0.0324522816
   0.1459159255,   0.0928084478,   0.0882671550,   0.0755104944,   0.0730801970,   0.2947338521,   0.0609723590,   0.0779735073,   0.0475167707,   0.0324569754
   0.1436475515,   0.0927052721,   0.0880833268,   0.0754483342,   0.0731581822,   0.2948722541,   0.0609257482,   0.0779621303,   0.0475945435,   0.0324615575
   0.1401820183,   0.0925846398,   0.0878997445,   0.0753839165,   0.0732323676,   0.2950072885,   0.0608792976,   0.0779489726,   0.0476713926,   0.0324658640
   0.1370363832,   0.0924474522,   0.0877181962,   0.0753180832,   0.0733041987,   0.2951428294,   0.0608335659,   0.0779355839,   0.0477481261,   0.0324702077
   0.1352159977,   0.0922987759,   0.0875390545,   0.0752511397,   0.0733741745,   0.2952796817,   0.0607887246,   0.0779224262,   0.0478249304,   0.0324747190
   0.1339272410,   0.0921413079,   0.0873602852,   0.0751823559,   0.0734407380,   0.2954141796,   0.0607441850,   0.0779079497,   0.0479010306,   0.0324790440
   0.1315886527,   0.0919729546,   0.0871820077,   0.0751118362,   0.0735040307,   0.2955464423,   0.0606999844,   0.0778921396,   0.0479764827,   0.0324831717
   0.1285049319,   0.0917896479,   0.0870057419,   0.0750403181,   0.0735653639,   0.2956797481,   0.0606566072,   0.0778765604,   0.0480519272,   0.0324874446
   0.1261205375,   0.0915867761,   0.0868277997,   0.0749663785,   0.0736219287,   0.2958069146,   0.0606129803,   0.0778580084,   0.0481259003,   0.0324911922
   0.1247648522,   0.0913796127,   0.0866554454,   0.0748931468,   0.0736796185,   0.2959427238,   0.0605713241,   0.0778430179,   0.0482015014,   0.0324957632
   0.1231478974,   0.0911653265,   0.0864846632,   0.0748190135,   0.0737353116,   0.2960795462,   0.0605304800,   0.0778279826,   0.0482770503,   0.0325004756
   0.1220827848,   0.0909439400,   0.0863138810,   0.0747434199,   0.0737878308,   0.2962138951,   0.0604899600,   0.0778118297,   0.0483519211,   0.0325050019
   0.1205019504,   0.0907141492,   0.0861431286,   0.0746664852,   0.0738371983,   0.2963457406,   0.0604497902,   0.0777944475,   0.0484261662,   0.0325093530
   0.1187922582,   0.0904760584,   0.0859741792,   0.0745889246,   0.0738849640,   0.2964792252,   0.0604105145,   0.0777775496,   0.0485004932,   0.0325139165
   0.1160242632,   0.0902251974,   0.0858063102,   0.0745105669,   0.0739306211,   0.2966129184,   0.0603719428,   0.0777605101,   0.0485747047,   0.0325185247
   0.1140427068,   0.0899575204,   0.0856376365,   0.0744307041,   0.0739727095,   0.2967429459,   0.0603335202,   0.0777417868,   0.0486480072,   0.0325228460
