 swc(1),swc(2),swc(3),swc(4),swc(5),swc(6),swc(7),swc(8),swc(9),swc(10)
   0.0927656665,   0.1030763090,   0.1059986949,   0.1001275629,   0.1139838919,   0.3580645323,   0.0976658836,   0.1365852505,   0.1616572291,   0.4523513615
   0.0912159309,   0.1025018841,   0.1055129319,   0.0996645465,   0.1134300977,   0.3583841324,   0.0977919921,   0.1361279786,   0.1609811187,   0.4517627954
   0.0910687447,   0.1019502878,   0.1050425693,   0.0992122144,   0.1128954142,   0.3586876988,   0.0979270115,   0.1356991976,   0.1603333652,   0.4511902332
   0.0905722305,   0.1014219597,   0.1045888364,   0.0987712294,   0.1123806313,   0.3589798808,   0.0980713144,   0.1353001297,   0.1597159356,   0.4506434500
   0.0894716829,   0.1009063721,   0.1041413397,   0.0983366445,   0.1118742153,   0.3592419028,   0.0982193649,   0.1349162906,   0.1591115594,   0.4500721097
   0.0882138908,   0.1004103199,   0.1037076116,   0.0979119539,   0.1113841459,   0.3594906926,   0.0983740613,   0.1345576942,   0.1585326344,   0.4495172799
   0.0860453546,   0.0999186411,   0.1032723859,   0.0974899530,   0.1108935624,   0.3596970141,   0.0985274687,   0.1342031062,   0.1579537392,   0.4489023089
   0.0839348435,   0.0994336605,   0.1028384045,   0.0970717072,   0.1104055271,   0.3598676622,   0.0986796096,   0.1338559240,   0.1573792100,   0.4482422769
   0.0814208612,   0.0989539251,   0.1024045348,   0.0966565311,   0.1099186987,   0.3600014746,   0.0988288969,   0.1335143000,   0.1568070948,   0.4475324452
   0.0786241144,   0.0984837562,   0.1019756049,   0.0962465107,   0.1094383150,   0.3601099253,   0.0989766642,   0.1331845671,   0.1562450379,   0.4467987120
   0.0764699504,   0.0980287343,   0.1015577391,   0.0958444923,   0.1089709774,   0.3602074981,   0.0991254374,   0.1328747720,   0.1557034999,   0.4460753500
   0.0723266751,   0.0975807309,   0.1011428908,   0.0954466462,   0.1085076109,   0.3602785468,   0.0992709324,   0.1325735003,   0.1551686674,   0.4453218579
   0.0709881857,   0.0971431434,   0.1007347703,   0.0950546190,   0.1080523282,   0.3603324294,   0.0994141400,   0.1322856098,   0.1546468437,   0.4445590377
   0.0697166473,   0.0967206433,   0.1003386080,   0.0946708694,   0.1076106057,   0.3603812456,   0.0995576382,   0.1320180446,   0.1541467905,   0.4438165724
   0.0677709579,   0.0963065252,   0.0999476314,   0.0942922309,   0.1071749330,   0.3604119420,   0.0996978208,   0.1317611039,   0.1536571085,   0.4430605471
   0.0651099682,   0.0958963186,   0.0995573997,   0.0939165652,   0.1067405120,   0.3604164422,   0.0998318717,   0.1315083057,   0.1531701833,   0.4422686398
   0.0626369938,   0.0954859182,   0.0991637483,   0.0935417712,   0.1063029021,   0.3603868186,   0.0999568924,   0.1312535107,   0.1526789516,   0.4414191842
   0.0604619794,   0.0950833932,   0.0987753049,   0.0931716785,   0.1058714390,   0.3603424430,   0.1000766829,   0.1310085207,   0.1521977484,   0.4405591190
   0.0584255382,   0.0946985483,   0.0984026343,   0.0928112864,   0.1054574996,   0.3603074551,   0.1001967788,   0.1307878345,   0.1517443657,   0.4397465885
   0.0555920973,   0.0943137556,   0.0980273485,   0.0924520716,   0.1050410271,   0.3602428436,   0.1003076583,   0.1305653006,   0.1512880176,   0.4388848543
   0.0541988201,   0.0939328745,   0.0976536795,   0.0920957699,   0.1046265960,   0.3601586223,   0.1004107744,   0.1303465366,   0.1508354396,   0.4379969537
   0.0529214554,   0.0935610905,   0.0972872302,   0.0917450115,   0.1042203382,   0.3600680828,   0.1005090028,   0.1301392615,   0.1503961682,   0.4371144474
   0.0517268144,   0.0931983739,   0.0969280750,   0.0913998187,   0.1038222462,   0.3599725366,   0.1006025150,   0.1299433261,   0.1499703676,   0.4362392128
   0.0515496358,   0.0928446203,   0.0965762809,   0.0910602212,   0.1034323499,   0.3598728180,   0.1006912068,   0.1297585517,   0.1495579332,   0.4353727400
   0.0510810427,   0.0925121307,   0.0962449163,   0.0907322988,   0.1030647084,   0.3597988188,   0.1007826924,   0.1296034157,   0.1491811574,   0.4345879555
   0.0508358367,   0.0921888798,   0.0959214866,   0.0904103965,   0.1027054861,   0.3597237766,   0.1008709669,   0.1294598430,   0.1488189846,   0.4338189065
   0.0505890660,   0.0918702558,   0.0956012756,   0.0900922567,   0.1023496091,   0.3596378565,   0.1009535268,   0.1293208897,   0.1484633982,   0.4330410659
   0.0495238565,   0.0915473923,   0.0952750295,   0.0897734910,   0.1019870639,   0.3595208824,   0.1010250077,   0.1291729063,   0.1480984837,   0.4322041869
   0.0487039797,   0.0912250578,   0.0949478149,   0.0894562602,   0.1016234681,   0.3593848348,   0.1010875702,   0.1290229708,   0.1477326453,   0.4313363731
   0.0482250080,   0.0908956751,   0.0946117267,   0.0891368315,   0.1012503877,   0.3592123091,   0.1011365205,   0.1288593858,   0.1473523676,   0.4303943515
   0.0480303280,   0.0905837789,   0.0942926556,   0.0888271257,   0.1008959636,   0.3590627313,   0.1011856571,   0.1287197024,   0.1470016688,   0.4295208454
   0.0475545563,   0.0902844146,   0.0939854905,   0.0885248706,   0.1005544960,   0.3589252234,   0.1012333110,   0.1285961568,   0.1466720402,   0.4286900163
   0.0476476178,   0.0899995863,   0.0936924666,   0.0882311389,   0.1002281681,   0.3588054776,   0.1012810618,   0.1284919679,   0.1463672072,   0.4279151857
   0.0471173674,   0.0897038430,   0.0933868736,   0.0879335031,   0.0998880640,   0.3586425781,   0.1013144478,   0.1283675879,   0.1460413784,   0.4270497262
   0.0459166802,   0.0894016847,   0.0930733830,   0.0876339972,   0.0995394662,   0.3584479690,   0.1013350412,   0.1282299012,   0.1457024068,   0.4261190891
   0.0454851687,   0.0890941173,   0.0927531719,   0.0873329863,   0.0991837382,   0.3582245409,   0.1013428643,   0.1280802041,   0.1453519315,   0.4251291454
   0.0446876362,   0.0887903273,   0.0924358889,   0.0870348439,   0.0988315120,   0.3579953015,   0.1013431549,   0.1279327422,   0.1450064927,   0.4241343439
   0.0437010154,   0.0884898007,   0.0921210274,   0.0867393389,   0.0984821990,   0.3577593863,   0.1013358533,   0.1277866066,   0.1446652263,   0.4231327772
   0.0431610011,   0.0881929919,   0.0918092579,   0.0864467248,   0.0981364846,   0.3575187922,   0.1013214663,   0.1276425272,   0.1443290561,   0.4221284091
   0.0428116098,   0.0879213586,   0.0915231705,   0.0861675218,   0.0978188291,   0.3573270142,   0.1013134345,   0.1275342107,   0.1440373063,   0.4212492406
   0.0428506434,   0.0876669586,   0.0912544727,   0.0858981237,   0.0975198671,   0.3571648598,   0.1013087258,   0.1274490952,   0.1437758058,   0.4204506278
   0.0428941138,   0.0873913616,   0.0909627303,   0.0856196582,   0.0971957520,   0.3569374084,   0.1012838185,   0.1273262948,   0.1434741914,   0.4195059240
   0.0429245755,   0.0871336907,   0.0906891674,   0.0853511393,   0.0968914852,   0.3567428291,   0.1012619212,   0.1272278875,   0.1432040632,   0.4186470211
   0.0429217517,   0.0868515670,   0.0903891996,   0.0850718766,   0.0965585262,   0.3564751744,   0.1012174934,   0.1270861030,   0.1428875476,   0.4176228940
   0.0427516252,   0.0865932181,   0.0901136175,   0.0848052800,   0.0962522477,   0.3562560976,   0.1011795849,   0.1269781440,   0.1426131427,   0.4167204201
   0.0426393002,   0.0863317847,   0.0898342580,   0.0845383704,   0.0959418416,   0.3560183346,   0.1011327207,   0.1268608272,   0.1423317343,   0.4157814980
   0.0428352691,   0.0861142576,   0.0896005854,   0.0842941254,   0.0956809893,   0.3558813035,   0.1011065096,   0.1268098056,   0.1421300173,   0.4150876105
   0.0423942320,   0.0858725831,   0.0893409997,   0.0840395167,   0.0953916982,   0.3556727469,   0.1010600850,   0.1267153472,   0.1418826580,   0.4142338037
   0.0423012637,   0.0855990723,   0.0890474617,   0.0837705731,   0.0950655714,   0.3553732932,   0.1009869128,   0.1265649796,   0.1415748149,   0.4131726921
   0.0422098264,   0.0853270590,   0.0887549147,   0.0835031569,   0.0947409347,   0.3550679386,   0.1009062901,   0.1264124662,   0.1412675977,   0.4121024311
   0.0419522300,   0.0850738138,   0.0884816870,   0.0832458287,   0.0944375694,   0.3548012674,   0.1008300930,   0.1262859106,   0.1409934908,   0.4111284316
   0.0415642858,   0.0848020986,   0.0881885663,   0.0829804316,   0.0941128209,   0.3544780612,   0.1007351503,   0.1261244714,   0.1406830847,   0.4100270569
   0.0411790870,   0.0845347196,   0.0878996029,   0.0827179477,   0.0937929824,   0.3541573584,   0.1006350964,   0.1259655505,   0.1403786391,   0.4089356959
   0.0410228446,   0.0842532068,   0.0875953436,   0.0824493691,   0.0934570283,   0.3537914455,   0.1005185395,   0.1257786155,   0.1400456876,   0.4077431262
   0.0410607383,   0.0839861259,   0.0873059183,   0.0821885020,   0.0931376517,   0.3534549773,   0.1004029661,   0.1256107092,   0.1397374123,   0.4066218138
   0.0407110751,   0.0837272331,   0.0870247036,   0.0819325224,   0.0928274095,   0.3531315923,   0.1002860367,   0.1254513562,   0.1394423097,   0.4055355787
   0.0406324454,   0.0834558159,   0.0867299885,   0.0816712007,   0.0925029367,   0.3527678549,   0.1001540199,   0.1252664179,   0.1391215175,   0.4043591917
   0.0407169275,   0.0832226872,   0.0864752159,   0.0814293697,   0.0922220722,   0.3524967730,   0.1000401452,   0.1251400411,   0.1388705671,   0.4034014642
   0.0403153598,   0.0829639137,   0.0861931890,   0.0811760277,   0.0919117257,   0.3521508574,   0.0999043882,   0.1249660552,   0.1385694146,   0.4022757113
   0.0397200026,   0.0826971307,   0.0859025121,   0.0809195340,   0.0915922970,   0.3517766297,   0.0997570008,   0.1247738674,   0.1382508129,   0.4010882378
   0.0392733663,   0.0824178234,   0.0855983570,   0.0806575865,   0.0912587345,   0.3513622284,   0.0995947644,   0.1245558262,   0.1379061043,   0.3998113573
   0.0392004885,   0.0821563154,   0.0853126496,   0.0804049000,   0.0909457579,   0.3509882987,   0.0994370431,   0.1243626848,   0.1375924796,   0.3986300230
   0.1210149601,   0.0819630995,   0.0850668773,   0.0801716670,   0.0906762779,   0.3507094979,   0.0992987007,   0.1242286935,   0.1373490393,   0.3976703584
   0.1085579470,   0.0817292482,   0.0847838297,   0.0799221098,   0.0903661996,   0.3503294587,   0.0991329849,   0.1240300387,   0.1370362788,   0.3964839280
   0.2418613881,   0.0818640888,   0.0845011771,   0.0796734169,   0.0900568366,   0.3499444723,   0.0989615172,   0.1238273308,   0.1367219239,   0.3952888250
   0.2514327765,   0.0868872330,   0.0842688680,   0.0794435441,   0.0897893682,   0.3496521413,   0.0988090634,   0.1236818880,   0.1364752054,   0.3943086565
   0.2219126225,   0.0898287520,   0.0839875415,   0.0791835338,   0.0894488394,   0.3491807878,   0.0986104161,   0.1234227940,   0.1361039728,   0.3929257989
   0.2025852352,   0.0912142321,   0.0836939961,   0.0789136812,   0.0890841261,   0.3486448228,   0.0983903632,   0.1231220886,   0.1356880814,   0.3913977742
   0.1962875277,   0.0921789929,   0.0834727585,   0.0786753297,   0.0887914374,   0.3482731879,   0.0982045755,   0.1229235008,   0.1353891492,   0.3902438283
   0.1967360228,   0.0930544734,   0.0832618847,   0.0784407035,   0.0885041878,   0.3479089439,   0.0980178416,   0.1227281243,   0.1350970715,   0.3891102374
   0.1735962778,   0.0935004056,   0.0830202922,   0.0781911016,   0.0881788135,   0.3474473357,   0.0978047922,   0.1224704459,   0.1347380131,   0.3877613246
   0.2592234015,   0.0948296040,   0.0828096569,   0.0779558346,   0.0878849253,   0.3470551372,   0.0976040363,   0.1222548634,   0.1344284564,   0.3865706623
   0.2246603966,   0.0982456878,   0.0826066136,   0.0777150095,   0.0875746906,   0.3466176391,   0.0973900333,   0.1220096201,   0.1340887547,   0.3852829039
   0.1917416006,   0.0993384421,   0.0823543519,   0.0774456337,   0.0871950686,   0.3460055590,   0.0971300825,   0.1216540709,   0.1336275935,   0.3836071193
   0.1654544026,   0.0993330777,   0.0820692554,   0.0771605745,   0.0867777988,   0.3452936709,   0.0968395174,   0.1212355196,   0.1330968440,   0.3817102909
   0.1441864669,   0.0989427194,   0.0818082541,   0.0768887401,   0.0863903835,   0.3446461558,   0.0965577960,   0.1208562329,   0.1326110810,   0.3799589276
   0.1328518391,   0.0984013975,   0.0815233439,   0.0766087919,   0.0859831050,   0.3439416885,   0.0962568223,   0.1204406098,   0.1320860386,   0.3780842721
   0.1245170385,   0.0978035927,   0.0812509134,   0.0763376504,   0.0855955780,   0.3432776332,   0.0959595665,   0.1200490594,   0.1315890253,   0.3763018847
   0.1206673458,   0.0971888974,   0.0809964091,   0.0760779455,   0.0852335021,   0.3426684439,   0.0956709832,   0.1196903810,   0.1311304718,   0.3746448457
   0.1224691719,   0.0965386555,   0.0807351619,   0.0758183897,   0.0848703533,   0.3420496881,   0.0953762382,   0.1193244234,   0.1306657344,   0.3729706407
   0.2791637778,   0.1014755815,   0.0805811957,   0.0756045505,   0.0846109763,   0.3416827917,   0.0951385796,   0.1191121191,   0.1303748041,   0.3718531728
   0.2792714238,   0.1064793691,   0.0803726092,   0.0753392801,   0.0842290446,   0.3410046995,   0.0948258936,   0.1187065542,   0.1298710257,   0.3700599670
   0.2384846956,   0.1112817228,   0.0802252963,   0.0750773922,   0.0838517994,   0.3403307199,   0.0945102423,   0.1183025464,   0.1293702722,   0.3682805896
   0.2150773853,   0.1129397303,   0.0801154897,   0.0748184770,   0.0834775195,   0.3396564126,   0.0941905752,   0.1178973392,   0.1288695633,   0.3665056825
   0.1932193488,   0.1131605282,   0.0798833370,   0.0745008439,   0.0829640701,   0.3386218846,   0.0937824249,   0.1172714457,   0.1281239986,   0.3639570475
   0.1781163067,   0.1126160026,   0.0796037391,   0.0741655901,   0.0824094713,   0.3374704123,   0.0933392644,   0.1165752783,   0.1272993088,   0.3611644804
   0.1611664146,   0.1118582413,   0.0793953165,   0.0738695413,   0.0819438547,   0.3365333378,   0.0929396302,   0.1160103753,   0.1266203374,   0.3588431180
   0.1462223530,   0.1109139025,   0.0791594908,   0.0735690445,   0.0814660713,   0.3355548978,   0.0925259590,   0.1154205501,   0.1259141713,   0.3564427197
   0.1579469889,   0.1100881323,   0.0789916962,   0.0733073652,   0.0810758621,   0.3347915113,   0.0921574384,   0.1149607599,   0.1253529787,   0.3545098901
   0.1382264942,   0.1090911329,   0.0787096620,   0.0730013549,   0.0805818588,   0.3337514102,   0.0917229801,   0.1143338457,   0.1246077269,   0.3520000875
   0.1339942217,   0.1079314649,   0.0783730745,   0.0726782531,   0.0800495371,   0.3325995207,   0.0912578627,   0.1136410981,   0.1237891465,   0.3492670655
   0.1233330742,   0.1065903902,   0.0779385865,   0.0723182186,   0.0794349015,   0.3312189281,   0.0907357112,   0.1128136069,   0.1228207499,   0.3460698724
   0.1138359755,   0.1050618738,   0.0774175003,   0.0719260499,   0.0787515268,   0.3296406567,   0.0901625305,   0.1118720844,   0.1217246056,   0.3424811363
   0.1048624143,   0.1035484150,   0.0768791139,   0.0715325251,   0.0780704319,   0.3280485570,   0.0895800889,   0.1109274030,   0.1206231937,   0.3388911188
   0.0961670205,   0.1021095291,   0.0763460398,   0.0711470470,   0.0774122328,   0.3264981508,   0.0890026093,   0.1100119427,   0.1195532903,   0.3354160786
   0.0876911506,   0.1006561667,   0.0757608041,   0.0707427263,   0.0767169446,   0.3248290122,   0.0883944929,   0.1090317890,   0.1184109896,   0.3317278028
   0.0818094984,   0.0993519649,   0.0752408653,   0.0703723952,   0.0761020929,   0.3233576417,   0.0878279880,   0.1081717685,   0.1174011678,   0.3284750283
   0.0781057701,   0.0980515182,   0.0746893212,   0.0699914619,   0.0754676908,   0.3218156993,   0.0872437060,   0.1072749943,   0.1163507402,   0.3251098990
   0.0851389468,   0.0969245955,   0.0742292032,   0.0696557239,   0.0749367699,   0.3205394745,   0.0867176875,   0.1065354198,   0.1154744551,   0.3223110735
   0.0808596238,   0.0956270769,   0.0736213550,   0.0692553818,   0.0742656514,   0.3188636601,   0.0861031711,   0.1055695638,   0.1143495739,   0.3187397718
   0.0783578828,   0.0942328945,   0.0729146600,   0.0688117594,   0.0735053346,   0.3169192076,   0.0854276419,   0.1044572368,   0.1130621880,   0.3146755695
   0.0751001015,   0.0930717513,   0.0723479018,   0.0684345588,   0.0728954747,   0.3153709471,   0.0848395526,   0.1035768241,   0.1120305136,   0.3114403784
   0.0720863417,   0.0919224247,   0.0717671588,   0.0680527762,   0.0722788423,   0.3137862682,   0.0842445791,   0.1026807129,   0.1109823808,   0.3081705272
   0.0719593167,   0.0909047201,   0.0712607652,   0.0677073225,   0.0717438683,   0.3124150932,   0.0836976990,   0.1019089967,   0.1100720689,   0.3053544760
   0.0662847459,   0.0898498967,   0.0707098097,   0.0673428252,   0.0711692795,   0.3109174669,   0.0831257179,   0.1010700613,   0.1090895161,   0.3023243546
   0.1858482063,   0.0892115757,   0.0702754930,   0.0670342296,   0.0707176402,   0.3097550571,   0.0826281756,   0.1004216447,   0.1083171517,   0.2999786437
   0.1750193834,   0.0891034678,   0.0698198825,   0.0667157620,   0.0702443942,   0.3085209131,   0.0821186304,   0.0997351930,   0.1075056195,   0.2975191474
   0.1581007093,   0.0884739384,   0.0692204759,   0.0663296506,   0.0696272850,   0.3068589270,   0.0815197155,   0.0988164544,   0.1064403579,   0.2942716181
   0.1407876313,   0.0875570849,   0.0685756430,   0.0659223869,   0.0689678267,   0.3050549328,   0.0808931887,   0.0978263989,   0.1052974164,   0.2907980084
   0.1283963770,   0.0864420459,   0.0678502992,   0.0654772893,   0.0682316273,   0.3030043840,   0.0802170783,   0.0967103094,   0.1040164754,   0.2869095504
   0.2789699733,   0.0868157372,   0.0671967044,   0.0650661662,   0.0675715953,   0.3011533618,   0.0795867667,   0.0957113951,   0.1028638408,   0.2834535241
   0.2791605592,   0.0939094424,   0.0664791018,   0.0646099150,   0.0668196753,   0.2990072668,   0.0788980648,   0.0945624262,   0.1015477479,   0.2794989347
   0.2790863514,   0.1006860733,   0.0657663792,   0.0641287044,   0.0660197809,   0.2966890037,   0.0781773627,   0.0933331922,   0.1001437083,   0.2752621174
   0.2669952512,   0.1066149101,   0.0650723279,   0.0636223331,   0.0651715174,   0.2941935062,   0.0774245337,   0.0920231044,   0.0986515507,   0.2707228661
   0.2318528444,   0.1090137064,   0.0644753426,   0.0631357357,   0.0643679798,   0.2918003500,   0.0766985938,   0.0907806531,   0.0972333550,   0.2663980424
   0.2109958977,   0.1090302467,   0.0638954565,   0.0626508519,   0.0635708570,   0.2893953621,   0.0759761035,   0.0895450041,   0.0958230942,   0.2620792687
   0.1822918504,   0.1080136448,   0.0633420497,   0.0621824749,   0.0628098771,   0.2870719135,   0.0752767101,   0.0883638188,   0.0944731161,   0.2579352558
