time,Var1,m,water_free,runoff,water_leach,waterF_1_,waterF_2_,waterF_3_,waterF_4_,waterF_5_,waterF_6_,waterF_7_,waterF_8_,waterF_9_,wpotent_1_,wpotent_2_,wpotent_3_,wpotent_4_,wpotent_5_,wpotent_6_,wpotent_7_,wpotent_8_,wpotent_9_,wpotent_10_
07-Apr-2018,11076.5,11076.5,0,0,0,-0.00170837812916667,-0.0011441688875,-0.00042462505,-0.0004017707875,-0.0003086457,-0.0001993655125,-9.63709125e-05,0,0,-314.2712059021,-279.319136301675,-247.156870524083,-197.159293492629,-176.920550028483,-156.814292907713,-136.575121561688,-109.331474939992,-20.7470054626,-76.3595937092875
08-Apr-2018,11100.5,11100.5,0,0,0,-0.001431194725,-0.001019105025,-0.000502551441666667,-0.000509300683333333,-0.000385317208333333,-0.000227468504166667,-9.46438458333333e-05,0,0,-316.613496144612,-283.508177439379,-251.396327972408,-197.446764628092,-177.141759236654,-157.00814119975,-136.733484903971,-109.546456654858,-20.7470054626,-76.3601086934333
09-Apr-2018,11124.5,11124.5,0,0,0,-0.00157094757083333,-0.000990194791666666,-0.000562863533333333,-0.000560963725,-0.000429218225,-0.000257450216666667,-9.35364708333333e-05,0,0,-326.338114420567,-288.121313730875,-254.891448338829,-197.741059621175,-177.402095158888,-157.251921971646,-136.938511530554,-109.762349128729,-20.7470054626,-76.3607301712083
10-Apr-2018,11148.5,11148.5,0,0,0,-0.0016376243875,-0.00104378291666667,-0.000618631295833333,-0.000608727654166667,-0.000459420554166667,-0.000271720341666667,-9.27486416666667e-05,0,0,-337.680393218987,-294.147223154704,-258.228183746333,-198.029324849437,-177.658152898162,-157.495942433671,-137.162157058708,-109.974516232808,-20.7470054626,-76.3612581888667
11-Apr-2018,11172.5,11172.5,0,0,0,-0.00155218677916667,-0.00106181645,-0.000672357833333333,-0.000686345770833333,-0.000519902808333333,-0.0002988851,-9.23381041666666e-05,0,0,-346.026069641108,-299.9770495097,-261.735678354896,-198.402294794725,-177.979082743321,-157.793493270867,-137.422464370721,-110.192470550525,-20.7470054626,-76.3620109558125
12-Apr-2018,11196.5,11196.5,0,0,0,-0.00139206126666667,-0.00104134649583333,-0.000719704954166667,-0.000733775495833333,-0.0005589811625,-0.000323423279166667,-9.2359225e-05,0,0,-350.615767161046,-304.78463109335,-265.040139516192,-198.786931355787,-178.328932444254,-158.126932779946,-137.720624923704,-110.413231849671,-20.7470054626,-76.362846056625
13-Apr-2018,11220.5,11220.5,0,0,0,0.0041823125,-0.0006776534125,-0.000749516425,-0.0007070323,-0.000536230554166667,-0.0003242862875,-9.25364333333333e-05,0,0,-298.953098297108,-299.805422465008,-267.286037445071,-199.077423731487,-178.631488164262,-158.435527801504,-138.023220062254,-110.627558390296,-20.7470054626,-76.3634077708167
14-Apr-2018,11244.5,11244.5,0,0,0,0.0101095235708333,0.0039321198875,-0.000474059791666667,-0.000555573275,-0.000460971945833333,-0.000296178029166667,-9.23799e-05,0,0,-211.280752817783,-239.317949930829,-253.492261886587,-199.191682179767,-178.838715871167,-158.668795903525,-138.288187662758,-110.833305358892,-20.7470054626,-76.3636366526375
15-Apr-2018,11268.5,11268.5,0,0,0,0.00120342581666667,0.002260035725,-2.3324675e-05,-0.000200288475,-0.000263292445833333,-0.0002301975,-9.16501e-05,0,0,-233.491947174062,-230.032685597733,-230.230927149446,-199.03840319315,-178.910735448208,-158.813133239737,-138.51462427775,-111.044894854233,-20.7470054626,-76.3640737533583
16-Apr-2018,11292.5,11292.5,0,0,0,0.000738865554166667,0.000781054175,7.86633e-05,-8.03781875e-05,-0.000156974879166667,-0.000161349458333333,-8.99494458333333e-05,0,0,-238.524080276492,-233.574443817142,-224.977622350058,-198.985649744667,-178.934351603183,-158.876000722254,-138.665450414021,-111.260089556383,-20.7470054626,-76.3647057215333
17-Apr-2018,11316.5,11316.5,0,0,0,-0.0003481095,0.0004529683625,0.000120296325,-3.48757458333333e-05,-0.000113779066666667,-0.000127183233333333,-8.76917833333333e-05,0,0,-246.021810531617,-234.378789901733,-222.865219116217,-198.997866948454,-178.975566864008,-158.933179219558,-138.766522725425,-111.474337895712,-20.7470054626,-76.3654362360625
18-Apr-2018,11340.5,11340.5,0,0,0,-0.00238445666666667,-0.000504819341666667,9.83096333333333e-05,-1.08572666666667e-05,-7.919185e-05,-0.000102837108333333,-8.51689166666667e-05,0,0,-267.526858647667,-243.051495234171,-223.992159525546,-199.003142674763,-178.996193567913,-158.966652552296,-138.831535975137,-111.680609385179,-20.7470054626,-76.3660421371417
19-Apr-2018,11364.5,11364.5,0,0,0,-0.00203692214583333,-0.0010045394625,3.3607625e-06,-6.7908675e-05,-9.67772375e-05,-9.59331875e-05,-8.25496e-05,0,0,-278.688421885171,-253.035818735762,-228.913094838454,-199.081467310596,-179.037947336825,-159.001798629754,-138.875523885083,-111.879844665525,-20.7470054626,-76.3665752410917
20-Apr-2018,11388.5,11388.5,0,0,0,-0.00125588739583333,-0.000842525504166667,-9.16919875e-05,-0.000119281179166667,-0.000119436279166667,-0.000102614570833333,-8.01046416666667e-05,0,0,-278.593065897621,-257.670890808108,-233.883131663004,-199.176378250117,-179.099812189742,-159.055117289225,-138.919815699258,-112.070745786025,-20.7470054626,-76.3669840494916
21-Apr-2018,11412.5,11412.5,0,0,0,-0.0019698423375,-0.000866343883333333,-0.000165200008333333,-0.000186838425,-0.000158118225,-0.000112857608333333,-7.78594583333334e-05,0,0,-292.678752899171,-262.971591949458,-237.818471272796,-199.297204335529,-179.176944096879,-159.117636998487,-138.968535105392,-112.254382451375,-20.7470054626,-76.367298762025
22-Apr-2018,11436.5,11436.5,0,0,0,-0.00108224093333333,-0.000952769120833333,-0.0002508436375,-0.000274844616666667,-0.0002184643875,-0.000137893758333333,-7.60187416666667e-05,0,0,-292.760009765625,-270.133345286046,-242.533891042067,-199.492819468192,-179.315068562829,-159.232775370275,-139.050007502233,-112.438391049721,-20.7470054626,-76.3677692413458
23-Apr-2018,11460.5,11460.5,0,0,0,-0.00142929794166667,-0.000693010195833333,-0.000307206316666667,-0.0003378313875,-0.000268570433333333,-0.00016557625,-7.46655375e-05,0,0,-298.404422759996,-270.92379633585,-245.825429916371,-199.713323593146,-179.493521372479,-159.391784032183,-139.171271006271,-112.621924718237,-20.7470054626,-76.3683207829917
24-Apr-2018,11484.5,11484.5,0,0,0,-0.00188255412083333,-0.0009180972375,-0.0003649797125,-0.000390109841666667,-0.000308041395833333,-0.0001878820625,-7.37210625e-05,0,0,-316.399565378833,-278.919352213542,-249.280656178787,-199.951370875046,-179.695802688596,-159.578327178954,-139.326580047608,-112.805101394646,-20.7470054626,-76.3689304987625
25-Apr-2018,11508.5,11508.5,0,0,0,-0.0020519873375,-0.00107646030833333,-0.000437523304166667,-0.000440428204166667,-0.000337076016666667,-0.000201713675,-7.30328708333334e-05,0,0,-334.319402058925,-287.766522725425,-253.588713963821,-200.191067377725,-179.900477091479,-159.771022160846,-139.498886744167,-112.984578132633,-20.7470054626,-76.3694521586167
26-Apr-2018,11532.5,11532.5,0,0,0,-0.00170550598333333,-0.00111796092083333,-0.0005151750625,-0.0005162421625,-0.0003882817125,-0.000223235995833333,-7.2614575e-05,0,0,-341.982691446942,-295.853048960362,-258.385482788079,-200.49435043335,-180.1508102417,-160.000444412229,-139.696908315017,-113.165666898083,-20.7470054626,-76.3700532913208
27-Apr-2018,11556.5,11556.5,0,0,0,-0.00172395943333333,-0.00109024677083333,-0.000581898791666667,-0.000576281916666667,-0.000430124979166667,-0.000244711291666667,-7.2505825e-05,0,0,-354.130851745613,-302.195106506342,-262.729006449388,-200.814022064204,-180.426877975454,-160.258743921917,-139.92302385965,-113.346980094904,-20.7470054626,-76.370663960775
28-Apr-2018,11580.5,11580.5,0,0,0,-0.0017401766375,-0.001101871525,-0.000640992933333333,-0.000633042595833333,-0.000472537475,-0.000267147858333333,-7.26939958333333e-05,0,0,-368.317026774083,-309.204055786133,-266.830604553221,-201.166541417438,-180.736749649046,-160.550092697142,-140.179880142217,-113.530889511104,-20.7470054626,-76.3713404337417
29-Apr-2018,11604.5,11604.5,0,0,0,-9.85317583333333e-05,-0.0009739482,-0.000691392066666667,-0.00068191885,-0.0005052788875,-0.000283209125,-7.309655e-05,0,0,-332.361446380621,-311.969930013017,-270.556577046708,-201.524157206208,-181.056049982712,-160.854239781704,-140.45744895935,-113.715011596679,-20.7470054626,-76.3719803492167
30-Apr-2018,11628.5,11628.5,0,0,0,0.000175225183333333,-0.000463020441666667,-0.000683684475,-0.000693455658333333,-0.0005247239625,-0.000298941229166667,-7.3708475e-05,0,0,-304.359367370608,-298.841734568271,-271.037531534829,-201.877819061279,-181.396255493162,-161.184193293258,-140.760379791258,-113.902855555212,-20.7470054626,-76.3726857503292
01-May-2018,11652.5,11652.5,0,0,0,-0.000864310766666667,-0.0005206306,-0.000654033354166667,-0.000681481566666667,-0.0005257271375,-0.000304895220833333,-7.44195375e-05,0,0,-329.274305979408,-299.284763336192,-270.194558461508,-202.210386912025,-181.731645584104,-161.5166200002,-141.078941345217,-114.094449043267,-20.7470054626,-76.3734502792417
02-May-2018,11676.5,11676.5,0,0,0,-0.0009941278125,-0.000662400075,-0.000645623033333333,-0.000666722595833333,-0.000516078041666667,-0.000303121275,-7.51097916666667e-05,0,0,-338.633425394696,-303.575024922687,-270.518128712975,-202.527343114225,-182.053757985429,-161.840208053575,-141.399583180746,-114.287912050883,-20.7470054626,-76.3741982777917
03-May-2018,11700.5,11700.5,0,0,0,-0.00115360497083333,-0.000754088045833333,-0.00065076075,-0.0006563231125,-0.000503028716666667,-0.000296039420833333,-7.567685e-05,0,0,-349.38907877605,-307.677502950025,-271.591500600171,-202.825818379725,-182.354745864867,-162.144295374554,-141.708730061846,-114.480373064675,-20.7470054626,-76.374844868975
04-May-2018,11724.5,11724.5,0,0,0,-0.00148955904166667,-0.00086956485,-0.0006664491,-0.000657206795833333,-0.00049875645,-0.000292258120833333,-7.61378541666667e-05,0,0,-370.004835764567,-313.678641001371,-273.333905537925,-203.132540384929,-182.655959447233,-162.44503593445,-142.009950002025,-114.673503557829,-20.7470054626,-76.37544790905
05-May-2018,11748.5,11748.5,0,0,0,-0.0016797047625,-0.0009954501125,-0.000694491270833333,-0.0006917464875,-0.000518253920833333,-0.000295234504166667,-7.6554475e-05,0,0,-393.328603108721,-321.868353525792,-275.985449473058,-203.485421498617,-182.978211085004,-162.756569544475,-142.311836242679,-114.869421641029,-20.7470054626,-76.376089096075
06-May-2018,11772.5,11772.5,0,0,0,-0.001537504775,-0.001053397625,-0.000730987183333333,-0.000738519641666667,-0.000554751029166667,-0.000311950295833333,-7.71195458333333e-05,0,0,-405.404253641758,-329.788773854567,-279.403499603267,-203.904136657721,-183.355693817142,-163.115404129033,-142.639489491787,-115.072806676229,-20.7470054626,-76.3769276936833
07-May-2018,11796.5,11796.5,0,0,0,-0.00105747716666667,-0.0010175183875,-0.0007643298375,-0.000777270945833333,-0.0005851726,-0.000328406129166667,-7.78670125e-05,0,0,-394.360697428392,-334.710154215492,-282.767262776696,-204.342173258463,-183.757067362467,-163.500127792367,-142.992233276379,-115.280262947079,-20.7470054626,-76.377826690675
08-May-2018,11820.5,11820.5,0,0,0,-0.000957721529166667,-0.000883969854166667,-0.000780108758333333,-0.0007996250625,-0.000605943645833333,-0.000342003433333333,-7.87664458333333e-05,0,0,-388.675483703613,-334.024032592779,-285.100648244217,-204.784264882408,-184.173821131392,-163.903945287075,-143.367335637404,-115.491594632463,-20.7470054626,-76.3787698745708
09-May-2018,11844.5,11844.5,0,0,0,-0.00138803153333333,-0.000922976475,-0.000788558216666667,-0.00080184585,-0.000609034625,-0.000347352091666667,-7.97210583333333e-05,0,0,-419.749024709067,-338.874726613367,-286.929926554371,-205.201185862229,-184.580574035642,-164.305440902712,-143.75232251485,-115.704421043387,-20.7470054626,-76.3796612421625
10-May-2018,11868.5,11868.5,0,0,0,-0.000999535695833333,-0.000942101704166667,-0.0008019956125,-0.000821704820833333,-0.0006227697125,-0.000352603591666667,-8.06770041666667e-05,0,0,-409.836376190187,-343.886193593342,-289.211594899504,-205.646291097013,-185.001210530596,-164.715768178292,-144.145736694342,-115.921520551037,-20.7470054626,-76.3805920283
11-May-2018,11892.5,11892.5,0,0,0,-0.00102663560833333,-0.000888144341666667,-0.000808526491666667,-0.00083796025,-0.000639233825,-0.0003623807875,-8.16966541666667e-05,0,0,-414.354030609133,-345.267017364496,-291.155129750571,-206.117433547975,-185.449660619096,-165.152172088613,-144.557059605913,-116.145027478538,-20.7470054626,-76.3816353480042
12-May-2018,11916.5,11916.5,0,0,0,-0.00106921704166667,-0.0008872730625,-0.0008120183625,-0.000837976758333333,-0.000640824095833333,-0.000366271879166667,-8.27362208333333e-05,0,0,-423.667973836258,-348.451906840017,-292.856989542654,-206.568136850996,-185.890419642133,-165.587610244758,-144.976427714033,-116.370843887333,-20.7470054626,-76.3826440175417
13-May-2018,11940.5,11940.5,0,0,0,-0.00106112318333333,-0.000889045995833333,-0.000815037875,-0.000837028070833333,-0.0006399192125,-0.0003669874375,-8.37358625e-05,0,0,-430.51797739665,-351.759194691975,-294.534933725988,-207.014069239304,-186.327169418333,-166.0201956431,-145.397935867308,-116.599136034646,-20.7470054626,-76.3836266199708
14-May-2018,11964.5,11964.5,0,0,0,-0.00106641024166667,-0.000890098016666667,-0.0008174440375,-0.000836524754166667,-0.0006385515125,-0.000366371379166667,-8.46697416666667e-05,0,0,-438.360459645588,-355.030749003096,-296.183848063146,-207.457314173383,-186.76081848145,-166.449877421063,-145.818669001267,-116.829803148908,-20.7470054626,-76.3845799763917
15-May-2018,11988.5,11988.5,0,0,0,-0.000824806066666667,-0.000878783691666667,-0.000819871333333333,-0.0008009663625,-0.000608135825,-0.0003569061375,-8.54771291666667e-05,0,0,-426.372016906742,-357.245011647546,-297.594003041588,-207.823394775383,-187.147877375283,-166.847644805913,-146.223299026488,-117.056695620225,-20.7470054626,-76.3853095372542
16-May-2018,12012.5,12012.5,0,0,0,-0.000944849875,-0.000832481229166667,-0.000814606833333333,-0.0008105014125,-0.00060836455,-0.000348187791666667,-8.60765375e-05,0,0,-434.092301686604,-356.816860198967,-298.572671254471,-208.224409739188,-187.531986872362,-167.227619171146,-146.609524408975,-117.284705162042,-20.7470054626,-76.3859895070375
17-May-2018,12036.5,12036.5,0,0,0,-0.00107256089166667,-0.000857776775,-0.0008102073875,-0.000829918754166667,-0.000629285604166667,-0.0003569141,-8.67013791666667e-05,0,0,-452.335844675696,-360.700682322175,-299.869283040367,-208.698268890383,-187.978745778396,-167.659211476654,-147.015876134238,-117.523454984029,-20.7470054626,-76.3869482676167
18-May-2018,12060.5,12060.5,0,0,0,-0.00104680825833333,-0.0008721374125,-0.000810004058333333,-0.000824917379166667,-0.000628598666666667,-0.0003610324875,-8.73713208333333e-05,0,0,-459.817345937096,-364.551162719733,-301.392075856533,-209.142920811975,-188.417304992679,-168.093325932817,-147.432362238571,-117.7642065684,-20.7470054626,-76.3878882726042
19-May-2018,12084.5,12084.5,0,0,0,-0.000988552833333333,-0.000872343316666667,-0.000810743783333333,-0.0008044863,-0.00061231095,-0.000357118454166667,-8.79870458333334e-05,0,0,-462.474744160971,-367.567849477125,-302.852840423588,-209.544445037846,-188.827223459883,-168.507147471112,-147.843262354525,-118.003585179646,-20.7470054626,-76.3886988957708
20-May-2018,12108.5,12108.5,0,0,0,-0.000935795979166667,-0.000862896166666667,-0.000809909104166667,-0.000784949145833333,-0.000590742783333333,-0.000345565033333333,-8.8434225e-05,0,0,-462.752157847088,-369.534133911137,-304.059265136721,-209.904849370321,-189.196451822921,-168.883630116779,-148.231839497883,-118.239061355596,-20.7470054626,-76.3893041610584
21-May-2018,12132.5,12132.5,0,0,0,0.00908687699583333,-0.000337966366666667,-0.000800556483333333,-0.0007682544875,-0.0005753766375,-0.000336611708333333,-8.87266458333333e-05,0,0,-395.218225479129,-352.091019948325,-304.564806620288,-210.258072535196,-189.556528091433,-169.248039881387,-148.604283014929,-118.474269866958,-20.7470054626,-76.3898423512708
22-May-2018,12156.5,12156.5,0,0,0,0.00393505606666667,0.00322396692083333,-0.0004926654,-0.000604025254166667,-0.000507646720833333,-0.000319522354166667,-8.88585e-05,0,0,-245.796047210692,-255.678801218663,-280.270387013746,-210.411648432413,-189.85468355815,-169.579435348508,-148.960268656408,-118.709817250583,-20.7470054626,-76.3903423945083
23-May-2018,12180.5,12180.5,0,0,0,0.00843846960416667,0.00425722685416667,-0.000166670108333333,-0.0003198741875,-0.000342279245833333,-0.000266947466666667,-8.85903875e-05,0,0,-220.084610621146,-237.863552729296,-253.731300989788,-210.277394612625,-189.981021245321,-169.794031778975,-149.270779291787,-118.945352554317,-20.7470054626,-76.3908125559583
24-May-2018,12204.5,12204.5,0,0,0,-0.00225054441666667,0.000987504095833334,5.134115e-05,-0.00013300675,-0.000211437154166667,-0.000198543029166667,-8.7581625e-05,0,0,-267.487985610958,-243.143954594937,-236.011416753133,-210.131584803263,-190.008164087938,-169.892213185625,-149.499661127721,-119.184555371612,-20.7470054626,-76.3914302190083
