time,Var1,m,water_free,runoff,water_leach,waterF_1_,waterF_2_,waterF_3_,waterF_4_,waterF_5_,waterF_6_,waterF_7_,waterF_8_,waterF_9_,wpotent_1_,wpotent_2_,wpotent_3_,wpotent_4_,wpotent_5_,wpotent_6_,wpotent_7_,wpotent_8_,wpotent_9_,wpotent_10_
12-Jan-2017,276.5,276.5,0,0,0,-0.000590966520833333,0.00064879505,0.0014430572625,0.00151927225,0.00113881130416667,0.0005526899,-1.91250416666667e-06,0,0,-262.601320266729,-248.423311869308,-241.930939356487,-250.183336893721,-235.462518056229,-218.02879015605,-204.043980916346,-182.004730224613,-20.7470054626,-75.8642956415667
13-Jan-2017,300.5,300.5,0,0,0,-0.0006635970875,0.000366825445833333,0.00112524198333333,0.00121376942916667,0.000965436104166667,0.0005390532,-5.42291666666667e-07,0,0,-271.900328318279,-256.2787437439,-246.745052973425,-250.690874735513,-234.837202707912,-216.952451070146,-202.596582412729,-182.018126805617,-20.7470054626,-75.8644272486584
14-Jan-2017,324.5,324.5,0,0,0,-0.000529305779166667,0.000204393633333333,0.000671587,0.000913679066666666,0.000802526904166667,0.00050153865,7.335625e-07,0,0,-277.797345479333,-262.568712870279,-250.976179122917,-251.363779703779,-234.451672236133,-216.174416224167,-201.236283620204,-182.018808364863,-20.7470054626,-75.8644603093917
15-Jan-2017,348.5,348.5,14.3302257408708,0,0,0.0499819335208333,0.028512342725,0.0111376943208333,0.0018444661375,0.000985040120833333,0.000466251233333333,1.87880833333333e-06,0,0,-158.783568064379,-184.156808853142,-204.710233688342,-240.712592442833,-233.386430104575,-215.458290735879,-200.00720342,-182.010989507037,-20.7470054626,-75.8644673029625
16-Jan-2017,372.5,372.5,21.3591619332625,0,0,0.0272975551541667,0.0251724450666667,0.0203601420708333,0.00236769794166667,0.00114879157083333,0.000490043725,3.000225e-06,0,0,-157.1002591451,-166.857091903688,-170.609128316242,-195.1306031545,-231.834849675492,-214.172939300533,-198.798538208013,-181.997093200675,-20.7470054626,-75.8644854227333
17-Jan-2017,396.5,396.5,15.200938582425,0,0,0.0230161143375,0.0215490983083333,0.019153869075,0.0082764552125,0.00323824170833333,0.000696022483333333,4.29856666666667e-06,0,0,-156.8572915395,-163.516295750938,-162.766983668,-170.401546478271,-225.031229654942,-211.086501439408,-197.397235234583,-181.977418263758,-20.7470054626,-75.864528656
18-Jan-2017,420.5,420.5,9.61869333188333,0,0,0.0196678749416667,0.0190191639541667,0.0179533934416667,0.0128489533583333,0.00638976710416667,0.0013675076,6.58332083333333e-06,0,0,-156.988278706867,-161.334671656283,-159.654287338258,-160.738339106242,-213.572091420492,-203.363948822033,-194.9396718343,-181.948465347287,-20.7470054626,-75.8645985921208
19-Jan-2017,444.5,444.5,3.9629449894125,0,0,0.0176853221291667,0.0168692037291667,0.0157737373,0.0138791398416667,0.0083401195625,0.0023333526125,1.06546e-05,0,0,-156.951407750446,-159.872651418054,-157.5763276418,-157.3715801239,-203.428614934279,-193.076270421354,-190.5744190216,-181.902914683029,-20.7470054626,-75.8647267023666
20-Jan-2017,468.5,468.5,0.193848740308333,0,0,0.00944172943333334,0.0129257921833333,0.013267189125,0.0134899832375,0.00931378155833333,0.00459116116666667,0.000623553704166667,0,0,-166.254330952971,-162.070930480946,-156.595265070596,-156.096385320033,-196.052258173621,-184.379383087167,-182.806789398187,-181.117500305163,-20.7470054626,-75.8648459116833
21-Jan-2017,492.5,492.5,0,0,0,0.0004532671125,0.00336965773333333,0.00528335827916667,0.00986539789583333,0.0077901535375,0.00381015474583333,0.000869031404166667,0,0,-182.314015706383,-172.557196935025,-160.332453409833,-159.524257024133,-191.905609766646,-177.522668202717,-176.335753122962,-175.796556472788,-20.7470054626,-75.8649075825709
22-Jan-2017,516.5,516.5,0,0,0,-0.00172612349583333,0.000790368833333333,0.0032865722125,0.00676576945,0.0058402114625,0.00407999555,0.00101742312916667,0,0,-191.004511515296,-179.585985819504,-165.335936228442,-164.204019546504,-190.0985736847,-173.79689534505,-170.725263595588,-170.147006352746,-20.7470054626,-75.864997227975
23-Jan-2017,540.5,540.5,0,0,0,-0.00177128275833333,-2.05973208333333e-05,0.00216200405,0.00491560972083333,0.00461352905,0.00380226020833333,0.00121746917083333,0,0,-197.793970108038,-186.016085306792,-170.963951110837,-168.328461964929,-189.453320185354,-172.215752283738,-165.543636957804,-164.862384796142,-20.7470054626,-75.8651253382209
24-Jan-2017,564.5,564.5,0,0,0,-0.00103104804166667,0.000162259479166667,0.00173373949583333,0.00382480155,0.00371779425833333,0.0032336041375,0.000864486791666667,0,0,-201.804349899296,-190.580945332842,-175.824368794762,-171.618567784629,-189.292303085329,-171.458317438758,-161.265574773146,-160.415492375688,-20.7470054626,-75.8652461369916
25-Jan-2017,588.5,588.5,0,0,0,-0.00174976265416667,-0.00018154355,0.00143616003333333,0.00311048845833333,0.00299769172083333,0.00258254264583333,0.000664081741666667,0,0,-207.825523376467,-195.361153920496,-179.998697916667,-174.304450988771,-189.213463465371,-170.926603317258,-157.885819117229,-157.030431747438,-20.7470054626,-75.8653160731
26-Jan-2017,612.5,612.5,0,0,0,-0.00298126507916667,-0.0009224570625,0.00112902672083333,0.00258436105833333,0.002417499825,0.00201300735416667,0.000377500020833333,0,0,-217.691923141488,-202.423009872433,-185.320060094188,-176.641640981046,-189.070418039958,-170.427420934046,-155.385245005296,-154.352722167962,-20.7470054626,-75.86537742615
