"","swc.1.","swc.2.","swc.3.","swc.4.","swc.5.","swc.6.","swc.7.","swc.8.","swc.9.","swc.10.","duplicate_swc.1.","duplicate_swc.2.","duplicate_swc.3.","duplicate_swc.4.","time"
"394",0.1369167417,0.1441446394,0.1318099052,0.0973234773,0.2228596807,0.2725178599,0.2086843699,0.1131021678,0.0732413009,0.1607132852,0.1369167417,0.1441446394,0.1318099052,0.0973234773,2019-01-29
"395",0.1334783882,0.1425991356,0.1318089515,0.0971615687,0.2224445492,0.2720650136,0.2081793696,0.1128735095,0.0732374862,0.1607142091,0.1334783882,0.1425991356,0.1318089515,0.0971615687,2019-01-30
"396",0.1299197227,0.1407365054,0.1310397536,0.0969631374,0.2219753712,0.2715680897,0.2076579034,0.1126399115,0.0732335895,0.160713762,0.1299197227,0.1407365054,0.1310397536,0.0969631374,2019-01-31
"397",0.127490595,0.1391653419,0.1301258206,0.0967301503,0.2214281857,0.2709912062,0.2070596069,0.1124009565,0.0732297227,0.1607137471,0.127490595,0.1391653419,0.1301258206,0.0967301503,2019-02-01
"398",0.125009656,0.1377080679,0.1293165386,0.0964697227,0.2208074927,0.270334512,0.2063745111,0.1121513173,0.0732258335,0.1607131064,0.125009656,0.1377080679,0.1293165386,0.0964697227,2019-02-02
"399",0.1257623583,0.1375976652,0.1288701892,0.0961977392,0.2201435566,0.2696277797,0.2056296021,0.1118893549,0.0732219592,0.160712868,0.1257623583,0.1375976652,0.1288701892,0.0961977392,2019-02-03
"400",0.123427406,0.1364999413,0.1284299791,0.0959269702,0.2194773108,0.2689161003,0.2048726827,0.1116143242,0.0732180849,0.1607126743,0.123427406,0.1364999413,0.1284299791,0.0959269702,2019-02-04
"401",0.124951452,0.1369326264,0.1282723695,0.0956563503,0.2188022584,0.2681936324,0.2041037381,0.1113278791,0.0732142404,0.1607129276,0.124951452,0.1369326264,0.1282723695,0.0956563503,2019-02-05
"402",0.1262200028,0.1375087649,0.1283931881,0.0954082012,0.2181683928,0.2675099373,0.2033646554,0.1110319793,0.0732104331,0.1607137322,0.1262200028,0.1375087649,0.1283931881,0.0954082012,2019-02-06
"403",0.1277697682,0.1387190819,0.1288532168,0.0951908156,0.2175973803,0.2668893635,0.2026851922,0.1107303128,0.0732066259,0.1607148349,0.1277697682,0.1387190819,0.1288532168,0.0951908156,2019-02-07
"404",0.128169775,0.1386242807,0.128887549,0.0949887484,0.2170806825,0.2663313448,0.2020787299,0.1104275659,0.0732028261,0.1607161015,0.128169775,0.1386242807,0.128887549,0.0949887484,2019-02-08
"405",0.1285946071,0.1388262808,0.1289360672,0.0947940722,0.2165838927,0.2657961845,0.2015011907,0.1101257578,0.0731990188,0.1607170403,0.1285946071,0.1388262808,0.1289360672,0.0947940722,2019-02-09
"406",0.1283641011,0.1388323754,0.1289487481,0.0946051106,0.2161026001,0.26527825,0.2009434849,0.1098254696,0.0731951892,0.1607171297,0.1283641011,0.1388323754,0.1289487481,0.0946051106,2019-02-10
"407",0.1286716163,0.1389690489,0.1289454997,0.0944240987,0.2156421393,0.2647830546,0.2004105598,0.1095293984,0.0731913745,0.1607179046,0.1286716163,0.1389690489,0.1289454997,0.0944240987,2019-02-11
"408",0.1240714043,0.1367966533,0.1282793581,0.0942264125,0.2151640356,0.2642765045,0.1998784989,0.1092358902,0.0731875077,0.1607175171,0.1240714043,0.1367966533,0.1282793581,0.0942264125,2019-02-12
"409",0.1244035065,0.1365104914,0.1277573407,0.0940012336,0.2146172523,0.2636995912,0.1992818862,0.1089429557,0.0731835663,0.1607160568,0.1244035065,0.1365104914,0.1277573407,0.0940012336,2019-02-13
"410",0.1264262944,0.1372576058,0.1277286708,0.0937778354,0.2140522301,0.2630957067,0.1986432672,0.1086467952,0.073179543,0.1607127339,0.1264262944,0.1372576058,0.1277286708,0.0937778354,2019-02-14
"411",0.1255670041,0.1370708495,0.127751559,0.0935690701,0.213517651,0.2625212073,0.1980274767,0.1083490103,0.0731754899,0.1607089639,0.1255670041,0.1370708495,0.127751559,0.0935690701,2019-02-15
"412",0.1263447702,0.1372676194,0.1277062148,0.0933688655,0.2130076438,0.2619739175,0.1974419057,0.1080534309,0.0731715411,0.1607065797,0.1263447702,0.1372676194,0.1277062148,0.0933688655,2019-02-16
"413",0.1230032444,0.1360278577,0.1273610741,0.0931708366,0.2125132829,0.261446476,0.1968820542,0.1077608988,0.0731676221,0.1607053131,0.1230032444,0.1360278577,0.1273610741,0.0931708366,2019-02-17
"414",0.125147894,0.1366528869,0.1272704601,0.0929780751,0.2120260596,0.260926187,0.1963315159,0.1074741408,0.073163867,0.1607072055,0.125147894,0.1366528869,0.1272704601,0.0929780751,2019-02-18
"415",0.1364860237,0.1391417086,0.1276411861,0.0928035229,0.2115673572,0.2604312301,0.1957992017,0.1071896031,0.0731601119,0.1607089788,0.1364860237,0.1391417086,0.1276411861,0.0928035229,2019-02-19
"416",0.1367973983,0.1430766881,0.1296765506,0.092702508,0.2112269253,0.2600404322,0.1953389794,0.1069056317,0.0731561854,0.1607075036,0.1367973983,0.1430766881,0.1296765506,0.092702508,2019-02-20
"417",0.1341230422,0.1421904266,0.1302290857,0.0926334783,0.2110170424,0.2598001063,0.1950467676,0.1066316292,0.0731522366,0.1607056707,0.1341230422,0.1421904266,0.1302290857,0.0926334783,2019-02-21
"418",0.1326665431,0.1413603723,0.1299288869,0.0925435722,0.2107957155,0.2595643699,0.194794789,0.106371671,0.0731484592,0.1607036144,0.1326665431,0.1413603723,0.1299288869,0.0925435722,2019-02-22
"419",0.1291257292,0.1395749152,0.129229784,0.092432797,0.210537985,0.2592960298,0.1945210397,0.1061248779,0.0731447265,0.1607019603,0.1291257292,0.1395749152,0.129229784,0.092432797,2019-02-23
"420",0.1274803728,0.1381377876,0.128286913,0.0922831371,0.2101954967,0.2589437664,0.1941732764,0.1058860645,0.0731409118,0.1606992632,0.1274803728,0.1381377876,0.128286913,0.0922831371,2019-02-24
"421",0.1242189333,0.1364247203,0.1274528056,0.0921076462,0.209781453,0.2585133314,0.1937406659,0.1056501865,0.0731370151,0.1606952101,0.1242189333,0.1364247203,0.1274528056,0.0921076462,2019-02-25
"422",0.1182887554,0.1335190982,0.1262317449,0.0918952227,0.2092876583,0.2580023706,0.1932303905,0.1054140702,0.0731330812,0.1606904566,0.1182887554,0.1335190982,0.1262317449,0.0918952227,2019-02-26
"423",0.115569517,0.1322571188,0.1252470016,0.0916523859,0.2087108344,0.2574027777,0.1926295757,0.1051760688,0.0731292218,0.1606869102,0.115569517,0.1322571188,0.1252470016,0.0916523859,2019-02-27
"424",0.1117280945,0.129571408,0.1239857227,0.0913763195,0.2080578208,0.2567245364,0.1919492036,0.1049310192,0.0731253475,0.1606830359,0.1117280945,0.129571408,0.1239857227,0.0913763195,2019-02-28
"425",0.1141599119,0.1298229098,0.1234426275,0.0910847709,0.2073386014,0.255969584,0.1911820173,0.1046757028,0.0731214359,0.1606785357,0.1141599119,0.1298229098,0.1234426275,0.0910847709,2019-03-01
"426",0.1126224771,0.1291927248,0.1231611297,0.0908096805,0.2066411674,0.2552288473,0.1904098839,0.1044112444,0.073117584,0.160675332,0.1126224771,0.1291927248,0.1231611297,0.0908096805,2019-03-02
"427",0.116980128,0.1311842799,0.1235707551,0.0905745327,0.2060165405,0.2545560598,0.1896915436,0.1041438803,0.0731140077,0.1606773287,0.116980128,0.1311842799,0.1235707551,0.0905745327,2019-03-03
"428",0.1261325926,0.1349406689,0.1245618761,0.090379782,0.2054724693,0.2539621294,0.1890455186,0.1038713977,0.0731104314,0.160679251,0.1261325926,0.1349406689,0.1245618761,0.090379782,2019-03-04
"429",0.1620636582,0.1555154622,0.1330973357,0.0904099867,0.2052491009,0.2536336184,0.1885689199,0.1035982743,0.0731068105,0.1606806368,0.1620636582,0.1555154622,0.1330973357,0.0904099867,2019-03-05
"430",0.1547672302,0.1571790874,0.1394313276,0.0906962082,0.2057218254,0.2540261745,0.1887443513,0.1033379585,0.0731029436,0.1606772691,0.1547672302,0.1571790874,0.1394313276,0.0906962082,2019-03-06
"431",0.1469089687,0.1521885246,0.1377003789,0.090870969,0.2062004954,0.2545351386,0.1892479211,0.1031158566,0.0730990097,0.1606728137,0.1469089687,0.1521885246,0.1377003789,0.090870969,2019-03-07
"432",0.1434893161,0.149338007,0.1353932768,0.0909548327,0.2064949125,0.2548761666,0.1896499246,0.1029325351,0.0730951503,0.1606692821,0.1434893161,0.149338007,0.1353932768,0.0909548327,2019-03-08
"433",0.1359937787,0.1448737532,0.1329962015,0.0909769759,0.2066349387,0.255053997,0.1898847073,0.1027770489,0.0730913207,0.1606658399,0.1359937787,0.1448737532,0.1329962015,0.0909769759,2019-03-09
"434",0.1315746456,0.1418170482,0.1307646334,0.0909314528,0.2066051215,0.2550534308,0.1899406463,0.102641739,0.0730875656,0.1606642753,0.1315746456,0.1418170482,0.1307646334,0.0909314528,2019-03-10
"435",0.1284118742,0.1392715424,0.1290222257,0.0908371583,0.2064343393,0.2548974752,0.1898256093,0.1025162563,0.0730838478,0.1606632322,0.1284118742,0.1392715424,0.1290222257,0.0908371583,2019-03-11
"436",0.1954942644,0.1656302661,0.1346890032,0.0908025205,0.2062415183,0.2546773553,0.1895993948,0.1023954228,0.0730802044,0.1606640071,0.1954942644,0.1656302661,0.1346890032,0.0908025205,2019-03-12
"437",0.1790615916,0.1765321493,0.1515687108,0.0922097936,0.2083697766,0.2564022541,0.1904507279,0.1022853926,0.0730764568,0.160662517,0.1790615916,0.1765321493,0.1515687108,0.0922097936,2019-03-13
"438",0.2004422545,0.1830733865,0.153144896,0.0939780772,0.212014541,0.2600539327,0.1937526315,0.1022723839,0.0730728209,0.1606633961,0.2004422545,0.1830733865,0.153144896,0.0939780772,2019-03-14
"439",0.1758553684,0.1749290228,0.1543420106,0.0947916955,0.2155027241,0.2641478479,0.1985273063,0.1024184078,0.0730690807,0.1606618911,0.1758553684,0.1749290228,0.1543420106,0.0947916955,2019-03-15
"440",0.1675211042,0.1682782471,0.1497028917,0.0950481966,0.2164592594,0.2653686404,0.2003747225,0.1026736572,0.0730653033,0.1606599092,0.1675211042,0.1682782471,0.1497028917,0.0950481966,2019-03-16
"441",0.1525201648,0.1575627774,0.142914325,0.0952710286,0.217217654,0.2662496269,0.2014469802,0.1029621586,0.0730615109,0.1606573462,0.1525201648,0.1575627774,0.142914325,0.0952710286,2019-03-17
"442",0.1465171874,0.1522889435,0.1383158565,0.0953207463,0.2175107747,0.2666261494,0.2019798011,0.1032625511,0.0730577186,0.1606545448,0.1465171874,0.1522889435,0.1383158565,0.0953207463,2019-03-18
"443",0.1916494519,0.1646976322,0.1387972534,0.0953343585,0.2175762951,0.2667181492,0.2021379173,0.1035584062,0.0730539635,0.1606528312,0.1916494519,0.1646976322,0.1387972534,0.0953343585,2019-03-19
"444",0.1450636834,0.1529571414,0.1399580836,0.0955661982,0.2180681974,0.2672045827,0.2025613189,0.1038454697,0.073050186,0.1606507003,0.1450636834,0.1529571414,0.1399580836,0.0955661982,2019-03-20
"445",0.161467284,0.1506539434,0.1363943517,0.0955518633,0.2181711197,0.2673648596,0.2028361559,0.1041334271,0.0730465204,0.1606508642,0.161467284,0.1506539434,0.1363943517,0.0955518633,2019-03-21
"446",0.2003433406,0.1830571294,0.1550077796,0.0964997858,0.2192575783,0.2682623863,0.2034312189,0.1044142321,0.07304281,0.1606502831,0.2003433406,0.1830571294,0.1550077796,0.0964997858,2019-03-22
"447",0.2006894797,0.1848729849,0.1569737792,0.098576799,0.2237690985,0.272803545,0.2075028569,0.1047640517,0.0730390176,0.1606477797,0.2006894797,0.1848729849,0.1569737792,0.098576799,2019-03-23
"448",0.1896041036,0.1855759323,0.1593343318,0.1002280638,0.2282786518,0.277700007,0.2127231359,0.1052777246,0.0730352402,0.1606452465,0.1896041036,0.1855759323,0.1593343318,0.1002280638,2019-03-24
"449",0.1705135107,0.1702404618,0.1515743732,0.1003438383,0.2296686172,0.2796162069,0.2157719731,0.1059376746,0.0730315819,0.1606419235,0.1705135107,0.1702404618,0.1515743732,0.1003438383,2019-03-25
"450",0.1571192294,0.1607336402,0.1450498402,0.1005638316,0.2304205298,0.2804991603,0.2168960869,0.1066336185,0.0730279312,0.1606388092,0.1571192294,0.1607336402,0.1450498402,0.1005638316,2019-03-26
"451",0.1492007375,0.1544674337,0.1402662992,0.1005614698,0.2305874228,0.2807361484,0.2172855139,0.1073247865,0.0730242506,0.1606345624,0.1492007375,0.1544674337,0.1402662992,0.1005614698,2019-03-27
"452",0.1376429945,0.1470307708,0.1361846775,0.1003874093,0.2303078771,0.2804801464,0.2171103656,0.1079838797,0.0730206519,0.1606291384,0.1376429945,0.1470307708,0.1361846775,0.1003874093,2019-03-28
"453",0.1323468536,0.1430928409,0.1334035248,0.1000654697,0.229627043,0.279782027,0.2164361924,0.1085899472,0.073017098,0.1606243998,0.1323468536,0.1430928409,0.1334035248,0.1000654697,2019-03-29
"454",0.1305755675,0.1419031173,0.1323178858,0.0997116044,0.2287959903,0.2789000273,0.2155131847,0.1091282293,0.0730137229,0.1606228203,0.1305755675,0.1419031173,0.1323178858,0.0997116044,2019-03-30
"455",0.1356871277,0.1434487402,0.1321718693,0.0993692353,0.2279545367,0.277995795,0.2145428509,0.1095917225,0.0730104446,0.1606236547,0.1356871277,0.1434487402,0.1321718693,0.0993692353,2019-03-31
"456",0.1363191158,0.1444538981,0.1329639256,0.0990886986,0.2272210568,0.2771939337,0.2136532515,0.1099752486,0.0730070025,0.1606206894,0.1363191158,0.1444538981,0.1329639256,0.0990886986,2019-04-01
"457",0.1325728893,0.1424340606,0.1323037446,0.09880656,0.2265394032,0.276463598,0.2128717154,0.1102907062,0.0730035231,0.1606172174,0.1325728893,0.1424340606,0.1323037446,0.09880656,2019-04-02
"458",0.129645884,0.1407013834,0.1313323975,0.0984868109,0.225781709,0.2756592929,0.2120292932,0.1105411723,0.0730000138,0.1606129259,0.129645884,0.1407013834,0.1313323975,0.0984868109,2019-04-03
"459",0.1235875636,0.1375544667,0.1299559474,0.0981258973,0.2249369472,0.2747663856,0.2111006081,0.1107263565,0.072996445,0.1606080532,0.1235875636,0.1375544667,0.1299559474,0.0981258973,2019-04-04
"460",0.1218089908,0.1360611469,0.1288305223,0.0977228954,0.2239798605,0.2737525403,0.2100435048,0.1108451858,0.0729928613,0.1606032401,0.1218089908,0.1360611469,0.1288305223,0.0977228954,2019-04-05
"461",0.1167312041,0.1336383373,0.127780214,0.0973009095,0.2229672372,0.2726767063,0.2089134008,0.1108965352,0.072989285,0.1605978906,0.1167312041,0.1336383373,0.127780214,0.0973009095,2019-04-06
"462",0.1125007123,0.1315194815,0.1266631484,0.096847482,0.2218795568,0.271523118,0.2077063322,0.1108819172,0.0729856864,0.1605919898,0.1125007123,0.1315194815,0.1266631484,0.096847482,2019-04-07
"463",0.1076260358,0.129124254,0.1255093962,0.0963660181,0.220721364,0.2702952623,0.2064224184,0.1108026579,0.0729820207,0.1605853587,0.1076260358,0.129124254,0.1255093962,0.0963660181,2019-04-08
"464",0.1079763547,0.1281504184,0.124575004,0.0958595201,0.2194919884,0.2689912319,0.2050593048,0.1106599569,0.0729782954,0.160577327,0.1079763547,0.1281504184,0.124575004,0.0958595201,2019-04-09
"465",0.1112212241,0.1292335689,0.1245328262,0.0953920335,0.2183120549,0.2677250803,0.2037070692,0.1104621813,0.0729746968,0.1605716497,0.1112212241,0.1292335689,0.1245328262,0.0953920335,2019-04-10
"466",0.1126749441,0.1300282031,0.1247362122,0.094982259,0.2172610164,0.2665916383,0.2024842054,0.1102215648,0.0729713067,0.1605696678,0.1126749441,0.1300282031,0.1247362122,0.094982259,2019-04-11
"467",0.1424762756,0.1342965215,0.1251267046,0.0946041644,0.2162872553,0.2655424774,0.2013563812,0.1099443585,0.0729679093,0.1605674624,0.1424762756,0.1342965215,0.1251267046,0.0946041644,2019-04-12
"468",0.1756292284,0.1665736139,0.1420688778,0.0948045477,0.2161828727,0.2652460039,0.2007234693,0.109649688,0.0729646534,0.1605685949,0.1756292284,0.1665736139,0.1420688778,0.0948045477,2019-04-13
"469",0.1458687782,0.1527376473,0.1396348029,0.0950831547,0.2168748081,0.2659488022,0.2013319731,0.1093847901,0.0729611069,0.1605640054,0.1458687782,0.1527376473,0.1396348029,0.0950831547,2019-04-14
"470",0.1391930431,0.1472582668,0.135276109,0.0950851664,0.2170436382,0.266186446,0.2016944289,0.1091736704,0.0729575306,0.1605582684,0.1391930431,0.1472582668,0.135276109,0.0950851664,2019-04-15
"471",0.12983796,0.1417357475,0.1320164949,0.0949718282,0.216886133,0.2660614848,0.2016467452,0.1089894474,0.0729538873,0.1605516374,0.12983796,0.1417357475,0.1320164949,0.0949718282,2019-04-16
"472",0.1976458132,0.1726920605,0.1436354369,0.0950614512,0.2168143988,0.2659161687,0.2014087588,0.1088195294,0.0729505345,0.1605502665,0.1976458132,0.1726920605,0.1436354369,0.0950614512,2019-04-17
"473",0.1793464124,0.1778690964,0.1548326612,0.0964386687,0.2189205289,0.2678017914,0.2027227432,0.1086829901,0.0729470849,0.1605473012,0.1793464124,0.1778690964,0.1548326612,0.0964386687,2019-04-18
"474",0.1592120975,0.1628713906,0.1470701396,0.0964569747,0.2200863063,0.2693068087,0.2047093958,0.1086567491,0.0729435608,0.1605429202,0.1592120975,0.1628713906,0.1470701396,0.0964569747,2019-04-19
"475",0.1466670632,0.1531690955,0.1398517936,0.0965690166,0.220611006,0.2699565291,0.205584228,0.1086935252,0.0729399621,0.1605364531,0.1466670632,0.1531690955,0.1398517936,0.0965690166,2019-04-20
"476",0.1333634853,0.1449056864,0.1346146315,0.0964903384,0.2206109315,0.2700238824,0.2057952285,0.1087515876,0.0729363337,0.1605301201,0.1333634853,0.1449056864,0.1346146315,0.0964903384,2019-04-21
"477",0.1305218637,0.1415868998,0.1316633224,0.0962896347,0.2202347964,0.269665271,0.2055078149,0.1088047996,0.0729328692,0.1605268717,0.1305218637,0.1415868998,0.1316633224,0.0962896347,2019-04-22
"478",0.1958212107,0.1801775694,0.1525486708,0.096762754,0.2207866013,0.2700698972,0.2055972666,0.10884507,0.0729295909,0.1605274379,0.1958212107,0.1801775694,0.1525486708,0.096762754,2019-04-23
"479",0.1635970026,0.1662769169,0.1496011764,0.0973060876,0.2221502215,0.2715117931,0.2070479691,0.1089207456,0.0729260892,0.1605231017,0.1635970026,0.1662769169,0.1496011764,0.0973060876,2019-04-24
"480",0.173516199,0.1639475226,0.1440006047,0.0975204855,0.2228799462,0.2723662257,0.2081139386,0.1090523079,0.0729225427,0.1605178565,0.173516199,0.1639475226,0.1440006047,0.0975204855,2019-04-25
"481",0.1986685246,0.1774145812,0.1488419473,0.097837694,0.2235701829,0.273090601,0.2088743299,0.109214969,0.0729190633,0.160514161,0.1986685246,0.1774145812,0.1488419473,0.097837694,2019-04-26
"482",0.1644511521,0.1670128852,0.1501132995,0.0983880758,0.2248473614,0.2744221091,0.2101944983,0.1094099805,0.0729154944,0.1605081707,0.1644511521,0.1670128852,0.1501132995,0.0983880758,2019-04-27
"483",0.1496300399,0.1556883752,0.1418474764,0.0985362977,0.225478515,0.275187254,0.2111982107,0.1096476316,0.072911799,0.1605000794,0.1496300399,0.1556883752,0.1418474764,0.0985362977,2019-04-28
"484",0.1393042505,0.1484439224,0.136781767,0.0984731689,0.225510031,0.2752842903,0.2114406228,0.1098966151,0.0729083568,0.1604939997,0.1393042505,0.1484439224,0.136781767,0.0984731689,2019-04-29
"485",0.1348322183,0.1444294155,0.1337228715,0.098270908,0.2251342386,0.2749236524,0.2111492306,0.1101233885,0.0729049444,0.1604880989,0.1348322183,0.1444294155,0.1337228715,0.098270908,2019-04-30
"486",0.128192395,0.1404832155,0.1315317005,0.0979771987,0.2244924158,0.2742625475,0.2105011344,0.1103032082,0.0729013532,0.1604785919,0.128192395,0.1404832155,0.1315317005,0.0979771987,2019-05-01
"487",0.1254210025,0.1383491009,0.1300656646,0.0976400003,0.2237134576,0.2734451592,0.2096657306,0.110434778,0.0728979558,0.1604730487,0.1254210025,0.1383491009,0.1300656646,0.0976400003,2019-05-02
"488",0.1169705167,0.1343304217,0.1283657104,0.097242035,0.2227885574,0.2724726498,0.2086653411,0.1105041131,0.0728945807,0.1604638696,0.1169705167,0.1343304217,0.1283657104,0.097242035,2019-05-03
"489",0.1173916459,0.1333018243,0.1271770895,0.0967972353,0.2217313796,0.2713567317,0.2075111419,0.1105127707,0.0728912354,0.1604553908,0.1173916459,0.1333018243,0.1271770895,0.0967972353,2019-05-04
"490",0.1103427187,0.1302976906,0.1259637326,0.0963252559,0.2205975801,0.270155102,0.2062555104,0.1104542241,0.0728877112,0.1604432762,0.1103427187,0.1302976906,0.1259637326,0.0963252559,2019-05-05
"491",0.1073382571,0.1282356381,0.1247404218,0.0958186388,0.2193793803,0.2688663602,0.2049143612,0.110334076,0.0728841648,0.1604311317,0.1073382571,0.1282356381,0.1247404218,0.0958186388,2019-05-06
"492",0.1073205695,0.1279548109,0.1242090687,0.0953269154,0.2181614041,0.2675670683,0.2035421431,0.110157989,0.0728807524,0.1604216993,0.1073205695,0.1279548109,0.1242090687,0.0953269154,2019-05-07
"493",0.1957456172,0.1681654006,0.1374302208,0.0951615795,0.2173190862,0.2665576935,0.2023151815,0.1099344045,0.0728775412,0.1604160964,0.1957456172,0.1681654006,0.1374302208,0.0951615795,2019-05-08
"494",0.2003172636,0.1833520085,0.1556992829,0.0964003876,0.2191292346,0.2680605054,0.2030948699,0.1097210646,0.0728745684,0.1604152471,0.2003172636,0.1833520085,0.1556992829,0.0964003876,2019-05-09
"495",0.2006425858,0.1848622262,0.1571410298,0.0985380113,0.2236755788,0.2727278173,0.2075351477,0.1096712798,0.072871618,0.1604151428,0.2006425858,0.1848622262,0.1571410298,0.0985380113,2019-05-10
"496",0.2008284926,0.1857103556,0.1586973816,0.1001510173,0.2278294712,0.2772766352,0.2125408053,0.109862566,0.0728684813,0.160411045,0.2008284926,0.1857103556,0.1586973816,0.1001510173,2019-05-11
"497",0.1991191804,0.1908257604,0.16152668,0.1017574891,0.2321324199,0.2819526196,0.2175727934,0.1102712825,0.0728651583,0.1604032367,0.1991191804,0.1908257604,0.16152668,0.1017574891,2019-05-12
"498",0.1639441997,0.169196561,0.1529795974,0.1021203548,0.23391895,0.2843051255,0.2211112231,0.1108797491,0.072861746,0.1603933424,0.1639441997,0.169196561,0.1529795974,0.1021203548,2019-05-13
"499",0.1403424293,0.1506417841,0.1397992224,0.1019035056,0.2339293957,0.2843743265,0.221333921,0.111504674,0.0728581622,0.1603798866,0.1403424293,0.1506417841,0.1397992224,0.1019035056,2019-05-14
"500",0.1289818138,0.1421728134,0.1338812113,0.1015230045,0.2332328856,0.2836936712,0.2207603306,0.1120786071,0.0728544965,0.1603649855,0.1289818138,0.1421728134,0.1338812113,0.1015230045,2019-05-15
"501",0.1237629503,0.1381932795,0.131131202,0.1009937599,0.232048139,0.2824499309,0.2194890082,0.1125599295,0.0728507638,0.1603483707,0.1237629503,0.1381932795,0.131131202,0.1009937599,2019-05-16
"502",0.1204960793,0.1362183839,0.1297971606,0.100427337,0.2307048589,0.2810158134,0.2179649472,0.11293073,0.0728470758,0.1603325605,0.1204960793,0.1362183839,0.1297971606,0.100427337,2019-05-17
"503",0.1180686802,0.1345649362,0.1287532449,0.0998468399,0.2293093204,0.2795216441,0.2163669318,0.1131867766,0.0728434026,0.1603170633,0.1180686802,0.1345649362,0.1287532449,0.0998468399,2019-05-18
"504",0.1177068651,0.1339133829,0.1281229854,0.0992757604,0.2279175222,0.2780284584,0.2147642821,0.1133330911,0.0728397742,0.1603026837,0.1177068651,0.1339133829,0.1281229854,0.0992757604,2019-05-19
"505",0.1181009039,0.1340176016,0.1279023588,0.0987471119,0.2266047746,0.2766131163,0.2132308632,0.1133810282,0.0728362799,0.1602912545,0.1181009039,0.1340176016,0.1279023588,0.0987471119,2019-05-20
"506",0.1189287305,0.1340385526,0.1276964545,0.0982370451,0.225338608,0.2752509415,0.2117627561,0.1133365557,0.0728326589,0.1602771282,0.1189287305,0.1340385526,0.1276964545,0.0982370451,2019-05-21
"507",0.1163386852,0.1328789443,0.127173245,0.0977253541,0.2240812778,0.2739043534,0.2103247046,0.1132087633,0.0728287995,0.1602582633,0.1163386852,0.1328789443,0.127173245,0.0977253541,2019-05-22
"508",0.1135454252,0.1316950619,0.1266111881,0.0972394496,0.2228840888,0.272621125,0.2089508474,0.1130199656,0.0728251711,0.1602442861,0.1135454252,0.1316950619,0.1266111881,0.0972394496,2019-05-23
"509",0.1099725887,0.1298679411,0.1256306022,0.0967073143,0.2215929329,0.2712473869,0.2075034082,0.1127621904,0.0728211924,0.1602223665,0.1099725887,0.1298679411,0.1256306022,0.0967073143,2019-05-24
"510",0.1063715965,0.1277912259,0.1245417371,0.0961424783,0.2202241421,0.2697944045,0.2059797496,0.1124432608,0.0728169978,0.1601961553,0.1063715965,0.1277912259,0.1245417371,0.0961424783,2019-05-25
"511",0.1005026698,0.1262726188,0.123702988,0.095586963,0.2188571244,0.2683360279,0.2044345886,0.1120765209,0.0728129745,0.1601734161,0.1005026698,0.1262726188,0.123702988,0.095586963,2019-05-26
"512",0.0990580246,0.1239018142,0.1224492341,0.0949917734,0.2174155265,0.266811043,0.2028470486,0.1116601676,0.0728087947,0.1601474881,0.0990580246,0.1239018142,0.1224492341,0.0949917734,2019-05-27
"513",0.09832865,0.1234278083,0.1219101474,0.094419919,0.2159900367,0.2652907372,0.2012408376,0.1112042218,0.0728047192,0.1601238996,0.09832865,0.1234278083,0.1219101474,0.094419919,2019-05-28
"514",0.0994869024,0.1234349459,0.1215914786,0.0938906148,0.21465379,0.2638598084,0.1997163743,0.1107205227,0.0728009194,0.1601060331,0.0994869024,0.1234349459,0.1215914786,0.0938906148,2019-05-29
"515",0.1002901793,0.1236531362,0.1214152277,0.0933903977,0.2133848518,0.2625020146,0.1982741803,0.1102137789,0.0727972165,0.1600898802,0.1002901793,0.1236531362,0.1214152277,0.0933903977,2019-05-30
"516",0.0953633785,0.1218788847,0.1207805723,0.0928691253,0.2120869607,0.261125505,0.196837768,0.109679997,0.0727931559,0.1600662619,0.0953633785,0.1218788847,0.1207805723,0.0928691253,2019-05-31
"517",0.1601117551,0.1451340765,0.1239552349,0.0924620926,0.2109349668,0.2598656416,0.1954681277,0.1091416627,0.0727895126,0.1600511819,0.1601117551,0.1451340765,0.1239552349,0.0924620926,2019-06-01
"518",0.1293700337,0.1399011463,0.1286299527,0.0924064368,0.2105264664,0.2593240738,0.1946831942,0.1086063534,0.072785832,0.1600356102,0.1293700337,0.1399011463,0.1286299527,0.0924064368,2019-06-02
"519",0.1287610382,0.1369261146,0.1272152662,0.0922155306,0.2100844234,0.258859545,0.1941891164,0.1081005782,0.0727820471,0.1600184143,0.1287610382,0.1369261146,0.1272152662,0.0922155306,2019-06-03
"520",0.1100089103,0.1300413609,0.1249260083,0.0919191167,0.2094218284,0.2581837773,0.1935311407,0.1076139137,0.0727779344,0.1599938273,0.1100089103,0.1300413609,0.1249260083,0.0919191167,2019-06-04
"521",0.1092967615,0.1282347739,0.1232175827,0.0915696621,0.2086094469,0.2573460937,0.1927028447,0.1071491465,0.0727742612,0.1599750668,0.1092967615,0.1282347739,0.1232175827,0.0915696621,2019-06-05
"522",0.0994643643,0.1242710054,0.1216378286,0.0911544785,0.207620427,0.256319344,0.1916771382,0.1066776291,0.0727701336,0.159946546,0.0994643643,0.1242710054,0.1216378286,0.0911544785,2019-06-06
"523",0.0955531746,0.121591419,0.1200174093,0.0906720683,0.2064669728,0.2551234961,0.1904867887,0.1061965823,0.072765775,0.1599125117,0.0955531746,0.121591419,0.1200174093,0.0906720683,2019-06-07
