 NEE,GPP,Reco,FoliageC
    -0.11657718,     0.20549287,     0.08891569,   7.5446724892
    -0.12748197,     0.20761022,     0.08012828,   7.5494275093
    -0.10246576,     0.17694923,     0.07448348,   7.5503983498
    -0.07348002,     0.15074869,     0.07726866,   7.5404057503
    -0.08193002,     0.15525575,     0.07332573,   7.5201997757
    -0.04534329,     0.12859635,     0.08325304,   7.4996500015
    -0.23587148,     0.34767723,     0.11180573,   7.5262374878
    -0.19340374,     0.30283377,     0.10943004,   7.5918116570
    -0.13517541,     0.23433442,     0.09915904,   7.6298613548
    -0.08112621,     0.17412114,     0.09299492,   7.6362338066
    -0.04431114,     0.15635195,     0.11204081,   7.6229195595
    -0.35934547,     0.63763851,     0.27829307,   7.7437152863
    -0.29064974,     0.53883684,     0.24818712,   7.9502825737
    -0.21070081,     0.41928360,     0.20858285,   8.0951976776
    -0.19260778,     0.39611822,     0.20351042,   8.1995697021
    -0.15167606,     0.33760461,     0.18592858,   8.2820739746
    -0.12734686,     0.29535213,     0.16800527,   8.3399839401
    -0.11641888,     0.28257743,     0.16615854,   8.3829517365
    -0.09445462,     0.25530663,     0.16085200,   8.4159307480
    -0.07808703,     0.22995630,     0.15186928,   8.4346437454
    -0.07121429,     0.21171245,     0.14049819,   8.4424676895
    -0.10264671,     0.23841910,     0.13577242,   8.4494895935
    -0.09127925,     0.21217667,     0.12089739,   8.4578609467
    -0.07106698,     0.18627594,     0.11520896,   8.4526920319
    -0.03692491,     0.15104292,     0.11411802,   8.4340896606
    -0.00371141,     0.11490311,     0.11119169,   8.3976392746
     0.00788597,     0.10113161,     0.10901757,   8.3500814438
     0.01774797,     0.08255553,     0.10030351,   8.2945413589
     0.02640518,     0.10087073,     0.12727591,   8.2402620316
    -0.44359529,     0.75762093,     0.31402558,   8.3638992310
    -0.55659008,     0.95907348,     0.40248349,   8.7162942886
    -0.57030576,     1.00179625,     0.43149027,   9.1284847260
    -0.45158419,     0.84327829,     0.39169413,   9.5206890106
    -0.36648288,     0.73925686,     0.37277398,   9.8243732452
    -0.39666569,     0.73684257,     0.34017691,  10.0870037079
    -0.50365144,     0.81201780,     0.30836651,  10.3567066193
    -0.49949121,     0.78285772,     0.28336641,  10.6437196732
    -0.46470967,     0.74340582,     0.27869621,  10.8981294632
    -0.40214932,     0.65613663,     0.25398734,  11.1241788864
    -0.28043592,     0.52476686,     0.24433087,  11.2914571762
    -0.23718414,     0.46307880,     0.22589459,  11.4095201492
    -0.18901365,     0.41671464,     0.22770098,  11.4938507080
    -0.15467766,     0.36712554,     0.21244785,  11.5600366592
    -0.11822151,     0.32453319,     0.20631169,  11.5976104736
    -0.16687185,     0.36460748,     0.19773567,  11.6290731430
    -0.07181899,     0.24873908,     0.17692009,  11.6508312225
    -0.25061423,     0.46018344,     0.20956933,  11.6792726517
    -0.21163322,     0.38519853,     0.17356536,  11.7522487640
    -0.10865609,     0.26023221,     0.15157612,  11.7722196579
    -0.22126526,     0.37628829,     0.15502304,  11.7884616852
    -0.13651948,     0.28265005,     0.14613058,  11.8099012375
    -0.14275189,     0.26739544,     0.12464356,  11.7982339859
    -0.14431135,     0.26425669,     0.11994533,  11.7918558121
    -0.09286524,     0.20684941,     0.11398416,  11.7681150436
    -0.16633344,     0.29084438,     0.12451093,  11.7415704727
    -0.11615546,     0.26525742,     0.14910194,  11.7489824295
    -0.23007363,     0.48549196,     0.25541833,  11.7985210419
    -0.31316647,     0.52104115,     0.20787463,  11.9144611359
    -0.27668408,     0.47718436,     0.20050023,  12.0198240280
    -0.25641939,     0.49275279,     0.23633340,  12.1199293137
    -0.17403175,     0.40238914,     0.22835742,  12.2024202347
    -0.17200513,     0.38013265,     0.20812754,  12.2518491745
    -0.23213595,     0.41855207,     0.18641615,  12.3070621490
    -0.13875227,     0.30047950,     0.16172726,  12.3401412964
    -0.05540277,     0.21038179,     0.15497904,  12.3220024109
    -0.08841562,     0.23806256,     0.14964694,  12.2858762741
    -0.03856479,     0.17945978,     0.14089501,  12.2468357086
    -0.00541829,     0.15074152,     0.14532322,  12.1846065521
     0.00211379,     0.14200847,     0.14412227,  12.1138648987
    -0.00058037,     0.13976097,     0.13918059,  12.0402259827
     0.00097823,     0.12589051,     0.12686875,  11.9630365372
     0.02115284,     0.10359609,     0.12474890,  11.8778848648
     0.02657475,     0.09437548,     0.12095023,  11.7853393555
     0.02222541,     0.09278687,     0.11501228,  11.6931028366
     0.04356906,     0.06657714,     0.11014621,  11.5927228928
     0.05216502,     0.06105004,     0.11321505,  11.4882001877
     0.04335746,     0.06267025,     0.10602771,  11.3834142685
     0.05618980,     0.05661392,     0.11280373,  11.2775154114
     0.03210279,     0.06808974,     0.10019252,  11.1751098633
    -0.00657299,     0.14378075,     0.13720778,  11.0876789093
    -0.04646774,     0.22982246,     0.18335471,  11.0624837875
     0.00119847,     0.20980838,     0.21100685,  11.0404405594
    -0.08369436,     0.35416460,     0.27047029,  11.0665550232
    -0.10036476,     0.34828311,     0.24791837,  11.1213674545
    -0.05845990,     0.29828036,     0.23982047,  11.1548385620
    -0.32078668,     0.70353353,     0.38274688,  11.2920227051
    -0.23151018,     0.62006146,     0.38855118,  11.5275669098
    -0.28818864,     0.63552618,     0.34733763,  11.7227373123
    -0.30572042,     0.61846519,     0.31274480,  11.9087619781
    -0.26276389,     0.56360406,     0.30084017,  12.0779552460
    -0.22204179,     0.49632162,     0.27427983,  12.2127246857
    -0.15894254,     0.40991503,     0.25097251,  12.3069868088
    -0.26418629,     0.48461163,     0.22042534,  12.3863821030
    -0.17550649,     0.37471208,     0.19920559,  12.4664478302
    -0.16565333,     0.37624338,     0.21058998,  12.5127878189
    -0.12514874,     0.31929180,     0.19414309,  12.5468301773
    -0.13056542,     0.30805370,     0.17748828,  12.5598554611
    -0.13466077,     0.29873309,     0.16407235,  12.5661983490
    -0.13168775,     0.29387227,     0.16218448,  12.5679187775
    -0.08685091,     0.23846747,     0.15161659,  12.5560493469
    -0.05848933,     0.20170610,     0.14321679,  12.5212917328
    -0.03700894,     0.19023411,     0.15322518,  12.4746875763
    -0.03333126,     0.17763269,     0.14430144,  12.4211416245
    -0.05517493,     0.18631506,     0.13114010,  12.3645801544
    -0.04509896,     0.16041555,     0.11531656,  12.3055992126
    -0.02123759,     0.12933710,     0.10809951,  12.2328891754
    -0.02167326,     0.11711528,     0.09544204,  12.1487350464
    -0.02713960,     0.10367417,     0.07653458,  12.0603179932
    -0.01519276,     0.09714556,     0.08195280,  11.9699220657
    -0.01822841,     0.13990471,     0.12167630,  11.8848228455
    -0.08548651,     0.22665137,     0.14116485,  11.8458156586
    -0.06860560,     0.18233195,     0.11372635,  11.8092098236
    -0.04703038,     0.15127739,     0.10424703,  11.7554178238
    -0.03328894,     0.12573977,     0.09245082,  11.6867322922
    -0.01438882,     0.11446348,     0.10007466,  11.6102218628
    -0.00141124,     0.10381765,     0.10240640,  11.5278835297
    -0.01243864,     0.09880193,     0.08636330,  11.4415636063
    -0.00117886,     0.06580313,     0.06462428,  11.3489551544
    -0.01665485,     0.09109626,     0.07444142,  11.2553005219
    -0.00129933,     0.07138598,     0.07008664,  11.1631250381
     0.01196397,     0.07018695,     0.08215092,  11.0674400330
    -0.00490227,     0.10925807,     0.10435580,  10.9840984344
     0.00927313,     0.09387155,     0.10314468,  10.9070549011
     0.00368546,     0.06568573,     0.06937119,  10.8167572021
    -0.00406333,     0.05880484,     0.05474152,  10.6710815430
     0.00392603,     0.05744654,     0.06137257,  10.5651407242
     0.01068782,     0.05698653,     0.06767435,  10.4699573517
     0.01192672,     0.05431949,     0.06624622,  10.3740653992
     0.02062282,     0.04884429,     0.06946710,  10.2774877548
     0.01576966,     0.04993093,     0.06570059,  10.1806344986
     0.01223229,     0.03802805,     0.05026035,  10.0811586380
     0.00814130,     0.03670549,     0.04484678,   9.9731941223
     0.01070511,     0.03595649,     0.04666160,   9.8710107803
     0.01542480,     0.03311983,     0.04854463,   9.7714185715
     0.01664837,     0.02764951,     0.04429788,   9.6700525284
     0.01026591,     0.03057995,     0.04084586,   9.5335597992
     0.01952851,     0.02941915,     0.04894765,   9.4259862900
     0.02924458,     0.01655735,     0.04580193,   9.3262519836
     0.01780955,     0.01420439,     0.03201395,   9.0169620514
     0.01265206,     0.02030867,     0.03296074,   8.7662067413
     0.01239355,     0.02405333,     0.03644687,   8.6368923187
     0.01554551,     0.02138805,     0.03693356,   8.4450502396
     0.01747531,     0.02158934,     0.03906465,   8.3099355698
     0.02185485,     0.02040564,     0.04226049,   8.2167034149
     0.02233422,     0.01894355,     0.04127777,   8.1190690994
     0.02379882,     0.01800063,     0.04179945,   8.0290489197
     0.02407259,     0.01872466,     0.04279726,   7.9430308342
     0.02383309,     0.01663707,     0.04047016,   7.8579053879
     0.02280763,     0.01227581,     0.03508344,   7.7161669731
     0.02146094,     0.01268782,     0.03414877,   7.5490179062
     0.02283500,     0.01069287,     0.03352787,   7.4349622726
     0.01989720,     0.01116570,     0.03106290,   7.2388801575
     0.02063796,     0.01136555,     0.03200350,   7.0845155716
     0.02319921,     0.00852462,     0.03172382,   6.9843978882
     0.02042545,     0.00951998,     0.02994542,   6.8109812737
     0.02200001,     0.01002831,     0.03202832,   6.6624412537
     0.02346632,     0.00935330,     0.03281962,   6.5702314377
     0.02429720,     0.00850357,     0.03280077,   6.4955296516
     0.02349979,     0.00858639,     0.03208618,   6.4058966637
     0.02385245,     0.00655875,     0.03041120,   6.3013949394
     0.02494029,     0.00734959,     0.03228988,   6.2135353088
     0.02480706,     0.00674753,     0.03155459,   6.1304588318
     0.02296254,     0.00393601,     0.02689855,   5.9546670914
     0.02151137,     0.00415384,     0.02566521,   5.7723927498
     0.02173477,     0.00485777,     0.02659254,   5.6442279816
     0.02185648,     0.00477326,     0.02662974,   5.4492135048
     0.02257898,     0.00473123,     0.02731020,   5.2317290306
     0.02647518,     0.00482753,     0.03130271,   5.1479220390
     0.02692310,     0.00294848,     0.02987157,   5.0882592201
     0.01996389,     0.00112251,     0.02108641,   4.9435400963
     0.02034148,     0.00134169,     0.02168317,   4.6390781403
     0.02228452,     0.00245915,     0.02474367,   4.2201561928
     0.01646058,     0.00220756,     0.01866814,   3.7296307087
     0.01500898,     0.00190216,     0.01691114,   3.3423552513
     0.01572143,     0.00140258,     0.01712400,   3.0048925877
     0.02178275,     0.00000000,     0.02178275,   2.9225761890
     0.01801552,     0.00000000,     0.01801552,   2.7058970928
     0.02499978,     0.00000000,     0.02499978,   2.6195025444
     0.09374995,     0.00000000,     0.09374995,   2.5860023499
     0.08824833,     0.00000000,     0.08824833,   2.5458655357
     0.05509554,     0.00000000,     0.05509554,   2.3264873028
     0.06044376,     0.00000000,     0.06044376,   2.1894702911
     0.06250907,     0.00000000,     0.06250907,   2.1295735836
     0.06675474,     0.00000000,     0.06675474,   2.1015849113
     0.06642362,     0.00000000,     0.06642362,   2.0785324574
     0.06143749,     0.00000000,     0.06143749,   2.0554103851
     0.04695275,     0.00000000,     0.04695275,   1.9563835859
     0.05532825,     0.00000000,     0.05532825,   1.7967083454
     0.08791995,     0.00000000,     0.08791995,   1.7056885958
     0.07758556,     0.00000000,     0.07758556,   1.5493667126
     0.06399537,     0.00000000,     0.06399537,   1.3773702383
     0.06147740,     0.00000000,     0.06147740,   1.2165527344
     0.05749897,     0.00000000,     0.05749897,   1.0555229187
     0.05330597,     0.00000000,     0.05330597,   0.9088202119
     0.04963924,     0.00000000,     0.04963924,   0.8014971018
     0.05196786,     0.00000000,     0.05196786,   0.7304162383
     0.04961345,     0.00000000,     0.04961345,   0.6624752879
     0.04746490,     0.00000000,     0.04746490,   0.6091204882
     0.05477599,     0.00000000,     0.05477599,   0.5931102633
     0.04709251,     0.00000000,     0.04709251,   0.5308997631
     0.04004076,     0.00000000,     0.04004076,   0.4640276432
     0.04029239,     0.00000000,     0.04029239,   0.4133211076
     0.04343081,     0.00000000,     0.04343081,   0.3764235377
     0.03451094,     0.00000000,     0.03451094,   0.3289882839
     0.03356901,     0.00000000,     0.03356901,   0.2811897695
     0.03216648,     0.00000000,     0.03216648,   0.2383103967
     0.03122302,     0.00000000,     0.03122302,   0.2037017345
     0.03027177,     0.00000000,     0.03027177,   0.1798442006
     0.02970727,     0.00000000,     0.02970727,   0.1633405536
     0.02840860,     0.00000000,     0.02840860,   0.1419172883
     0.02749565,     0.00000000,     0.02749565,   0.1198000535
     0.02659963,     0.00000000,     0.02659963,   0.1032783911
     0.02710531,     0.00000000,     0.02710531,   0.0943345129
     0.03578961,     0.00000000,     0.03578961,   0.0902257711
     0.04269098,     0.00000000,     0.04269098,   0.0887780935
     0.03768688,     0.00000000,     0.03768688,   0.0873057991
     0.03028950,     0.00000000,     0.03028950,   0.0805039480
     0.02598656,     0.00000000,     0.02598656,   0.0715615898
     0.02603049,     0.00000000,     0.02603049,   0.0651245862
     0.02225321,     0.00000000,     0.02225321,   0.0579910278
     0.02298362,     0.00000000,     0.02298362,   0.0518544205
     0.02129116,     0.00000000,     0.02129116,   0.0455022492
     0.02224884,     0.00000000,     0.02224884,   0.0396291688
     0.02087551,     0.00000000,     0.02087551,   0.0346327759
     0.02086763,     0.00000000,     0.02086763,   0.0298788659
     0.01917700,     0.00000000,     0.01917700,   0.0245329048
     0.01910664,     0.00000000,     0.01910664,   0.0196985286
     0.01903158,     0.00000000,     0.01903158,   0.0157012884
     0.01895186,     0.00000000,     0.01895186,   0.0125952419
     0.01885845,     0.00000000,     0.01885845,   0.0108196372
     0.01876285,     0.00000000,     0.01876285,   0.0089836642
     0.01866504,     0.00000000,     0.01866504,   0.0071424358
     0.01855885,     0.00000000,     0.01855885,   0.0061280928
     0.01851253,     0.00000000,     0.01851253,   0.0050824820
     0.01978330,     0.00000000,     0.01978330,   0.0037814132
     0.02068483,     0.00000000,     0.02068483,   0.0028824294
     0.03157854,     0.00000000,     0.03157854,   0.0025060184
     0.02521872,     0.00000000,     0.02521872,   0.0021260949
     0.02137139,     0.00000000,     0.02137139,   0.0016724911
     0.01828435,     0.00000000,     0.01828435,   0.0011304214
     0.01760196,     0.00000000,     0.01760196,   0.0004175330
     0.01759062,     0.00000000,     0.01759062,   0.0000194422
     0.01892106,     0.00000000,     0.01892106,   0.0000000000
     0.02573828,     0.00000000,     0.02573828,   0.0000000000
     0.02542312,     0.00000000,     0.02542312,   0.0000000000
     0.02367389,     0.00000000,     0.02367389,   0.0000000000
     0.02240445,     0.00000000,     0.02240445,   0.0000000000
     0.02877100,     0.00000000,     0.02877100,   0.0000000000
     0.02263176,     0.00000000,     0.02263176,   0.0000000000
     0.02082635,     0.00000000,     0.02082635,   0.0000000000
     0.02023483,     0.00000000,     0.02023483,   0.0000000000
     0.01967924,     0.00000000,     0.01967924,   0.0000000000
     0.01940556,     0.00000000,     0.01940556,   0.0000000000
     0.02738491,     0.00000000,     0.02738491,   0.0000000000
     0.02892695,     0.00000000,     0.02892695,   0.0000000000
     0.02504280,     0.00000000,     0.02504280,   0.0000000000
     0.02684225,     0.00000000,     0.02684225,   0.0000000000
     0.02036981,     0.00000000,     0.02036981,   0.0000000000
     0.01827820,     0.00000000,     0.01827820,   0.0000000000
     0.02286322,     0.00000000,     0.02286322,   0.0000000000
     0.02447912,     0.00000000,     0.02447912,   0.0000000000
     0.01937608,     0.00000000,     0.01937608,   0.0000000000
     0.03073711,     0.00000000,     0.03073711,   0.0000000000
     0.03216853,     0.00000000,     0.03216853,   0.0000000000
     0.03509754,     0.00000000,     0.03509754,   0.0000000000
     0.01075703,     0.01972993,     0.03048696,   0.0041888147
     0.00400455,     0.01853017,     0.02253472,   0.0118982196
    -0.00147178,     0.02258408,     0.02111230,   0.0204453394
     0.00726501,     0.02197109,     0.02923610,   0.0298143048
     0.01194923,     0.02353458,     0.03548381,   0.0391261652
     0.02026493,     0.01072247,     0.03098741,   0.0463080853
     0.01402905,     0.00789075,     0.02191980,   0.0455138758
     0.00310683,     0.01512683,     0.01823366,   0.0460500792
     0.01078679,     0.01257358,     0.02336038,   0.0507172830
     0.01138311,     0.00726098,     0.01864409,   0.0506117567
     0.00671270,     0.00962031,     0.01633301,   0.0493596010
     0.00523586,     0.01143955,     0.01667540,   0.0503028966
     0.01129475,     0.01168278,     0.02297754,   0.0539841317
     0.01246145,     0.01371576,     0.02617721,   0.0571713075
     0.01444692,     0.01369620,     0.02814312,   0.0610256121
     0.01214163,     0.01615817,     0.02829980,   0.0640204325
     0.01665263,     0.01667771,     0.03333034,   0.0698772594
     0.02065677,     0.01866816,     0.03932492,   0.0767950043
     0.01180809,     0.01382261,     0.02563070,   0.0814921930
     0.00565126,     0.01612577,     0.02177703,   0.0864862874
     0.01453715,     0.00841847,     0.02295562,   0.0888716727
     0.00722647,     0.01063601,     0.01786249,   0.0861012042
     0.01080044,     0.01234629,     0.02314674,   0.0863876268
     0.00862440,     0.01637839,     0.02500278,   0.0912170112
     0.01689070,     0.01481102,     0.03170172,   0.0967859477
     0.01875733,     0.01377991,     0.03253725,   0.1012511998
     0.02062993,     0.00982742,     0.03045736,   0.1046135202
     0.01922146,     0.01347023,     0.03269168,   0.1078100577
     0.02362407,     0.01581466,     0.03943873,   0.1128593609
     0.02438391,     0.01437054,     0.03875446,   0.1180022135
     0.02785643,     0.01535447,     0.04321091,   0.1231679395
     0.02809196,     0.01273367,     0.04082563,   0.1278517097
     0.02555953,     0.01415571,     0.03971524,   0.1315219700
     0.02881097,     0.01466637,     0.04347734,   0.1361801326
     0.03078074,     0.01252356,     0.04330430,   0.1404754072
     0.02602791,     0.01246222,     0.03849013,   0.1414329112
     0.02878567,     0.01214634,     0.04093200,   0.1444775760
     0.02987797,     0.01002247,     0.03990044,   0.1477447748
     0.02476599,     0.00986613,     0.03463212,   0.1490621269
     0.02718653,     0.01194523,     0.03913176,   0.1518298090
     0.03014016,     0.01071263,     0.04085280,   0.1550463140
     0.03308658,     0.01105798,     0.04414456,   0.1579499245
     0.03026292,     0.00975206,     0.04001498,   0.1601847410
     0.03019158,     0.00613467,     0.03632624,   0.1618698239
     0.02420978,     0.00539295,     0.02960273,   0.1617228985
     0.02210263,     0.00618634,     0.02828897,   0.1559559703
     0.02069822,     0.00599765,     0.02669587,   0.1491942853
     0.02148934,     0.00884249,     0.03033183,   0.1487541199
     0.02892929,     0.01051083,     0.03944012,   0.1511048526
     0.03798248,     0.01020371,     0.04818619,   0.1539285183
     0.04066189,     0.01033006,     0.05099194,   0.1564757675
     0.02943171,     0.00529581,     0.03472752,   0.1568175256
     0.02294462,     0.00816134,     0.03110596,   0.1513842195
