 swc(1),swc(2),swc(3),swc(4),swc(5),swc(6),swc(7),swc(8),swc(9),swc(10)
   0.0480523705,   0.0833172426,   0.1083742157,   0.1257576942,   0.1376940757,   0.1437606812,   0.1389507949,   0.1285966188,   0.1244105920,   0.3896607757
   0.0476971716,   0.0823037699,   0.1070765778,   0.1243739277,   0.1364117116,   0.1431365460,   0.1393254399,   0.1293977350,   0.1250350177,   0.3903520703
   0.2733179331,   0.1163990721,   0.1062955856,   0.1230796203,   0.1351814419,   0.1424846202,   0.1396178901,   0.1301734895,   0.1256810725,   0.3910742104
   0.2733525038,   0.1850839853,   0.1114146635,   0.1220186502,   0.1339986026,   0.1418061703,   0.1398309767,   0.1309170872,   0.1263452768,   0.3918276429
   0.2733425796,   0.2326285243,   0.1293113083,   0.1218517423,   0.1328707337,   0.1410891116,   0.1399614215,   0.1316197217,   0.1270224005,   0.3926112652
   0.2733310163,   0.2581121027,   0.1593885273,   0.1241960377,   0.1319342852,   0.1403515637,   0.1400162131,   0.1322777718,   0.1277092248,   0.3934263289
   0.2307202965,   0.2607337236,   0.1924263388,   0.1316154152,   0.1315034628,   0.1396143585,   0.1399986297,   0.1328864098,   0.1284011155,   0.3942725956
   0.1745055020,   0.2315536141,   0.2095241547,   0.1444677263,   0.1321887672,   0.1389588416,   0.1399253309,   0.1334469318,   0.1290956736,   0.3951528370
   0.1483112127,   0.2076680958,   0.2120850980,   0.1582742482,   0.1345059276,   0.1384883970,   0.1398141682,   0.1339591891,   0.1297893524,   0.3960676193
   0.1338911206,   0.1900833696,   0.2080963403,   0.1695806235,   0.1384772360,   0.1383066922,   0.1396810859,   0.1344199777,   0.1304763705,   0.3970144689
   0.1569669396,   0.1821396053,   0.2024280131,   0.1774581820,   0.1437166035,   0.1385469735,   0.1395668834,   0.1348368824,   0.1311552525,   0.3979954720
   0.1507584453,   0.1750431061,   0.1968698502,   0.1823538095,   0.1495831907,   0.1392847002,   0.1395075917,   0.1352152675,   0.1318224818,   0.3990094364
   0.1344396919,   0.1679009348,   0.1913930774,   0.1848774999,   0.1554356515,   0.1405470818,   0.1395378411,   0.1355620027,   0.1324747950,   0.4000542760
   0.1199563891,   0.1603660136,   0.1859258264,   0.1856079400,   0.1607823074,   0.1423161477,   0.1396957636,   0.1358888596,   0.1331111342,   0.4011291564
   0.1096403003,   0.1531927437,   0.1805318147,   0.1849996150,   0.1652982831,   0.1445140392,   0.1400163472,   0.1362096816,   0.1337310523,   0.4022331238
   0.1016885564,   0.1466668248,   0.1753066778,   0.1834177971,   0.1688148379,   0.1470142454,   0.1405248046,   0.1365393996,   0.1343353987,   0.4033645689
   0.0940928757,   0.1407836378,   0.1703426689,   0.1812007725,   0.1713166237,   0.1496739537,   0.1412377357,   0.1368954033,   0.1349269003,   0.4045232832
   0.0880559087,   0.1354909539,   0.1656675339,   0.1785912067,   0.1728777736,   0.1523465365,   0.1421567500,   0.1372942030,   0.1355091929,   0.4057088494
   0.0838221461,   0.1307311207,   0.1612618417,   0.1757455915,   0.1736129522,   0.1548969448,   0.1432668269,   0.1377502978,   0.1360865831,   0.4069202542
   0.0803632513,   0.1264526844,   0.1571141332,   0.1727744639,   0.1736563146,   0.1572192907,   0.1445402354,   0.1382762343,   0.1366644800,   0.4081573784
   0.0764482096,   0.1226014569,   0.1532708704,   0.1698020548,   0.1731498390,   0.1592512280,   0.1459434330,   0.1388833523,   0.1372501254,   0.4094215930
   0.0727771819,   0.1190801933,   0.1496732831,   0.1668640375,   0.1722079962,   0.1609435678,   0.1474302560,   0.1395763904,   0.1378495395,   0.4107131660
   0.0703653395,   0.1158691049,   0.1463173628,   0.1639958620,   0.1709472090,   0.1622830778,   0.1489544511,   0.1403570175,   0.1384696364,   0.4120337069
   0.0679313913,   0.1129230633,   0.1431696415,   0.1612074077,   0.1694516242,   0.1632715762,   0.1504687518,   0.1412213445,   0.1391165853,   0.4133850038
   0.0663691014,   0.1102278382,   0.1402312517,   0.1585185379,   0.1677973419,   0.1639316082,   0.1519318223,   0.1421623379,   0.1397961974,   0.4147696793
   0.0654187128,   0.1077659428,   0.1374885738,   0.1559360921,   0.1660399437,   0.1642914861,   0.1533078551,   0.1431683153,   0.1405131817,   0.4161909223
   0.0667095557,   0.1055040136,   0.1348845363,   0.1534399390,   0.1642062366,   0.1643744260,   0.1545641720,   0.1442227811,   0.1412699074,   0.4176509380
   0.0652979538,   0.1034641191,   0.1324806362,   0.1510668248,   0.1623567194,   0.1642259657,   0.1556846052,   0.1453109980,   0.1420695037,   0.4191547632
   0.0643706694,   0.1015702412,   0.1302276105,   0.1487984061,   0.1605082899,   0.1638704240,   0.1566521972,   0.1464133114,   0.1429113150,   0.4207054079
   0.0633411631,   0.0998033658,   0.1281057149,   0.1466282457,   0.1586734354,   0.1633399725,   0.1574584395,   0.1475104839,   0.1437933594,   0.4223064184
   0.0621915758,   0.0981366336,   0.1260878891,   0.1445437372,   0.1568569243,   0.1626609415,   0.1580995023,   0.1485832483,   0.1447117180,   0.4239609241
   0.0607894361,   0.0965489373,   0.1241555363,   0.1425353736,   0.1550629437,   0.1618576795,   0.1585767716,   0.1496138275,   0.1456606984,   0.4256718159
   0.0597442165,   0.0950416401,   0.1223138049,   0.1406051666,   0.1533012390,   0.1609557867,   0.1588973254,   0.1505871713,   0.1466338038,   0.4274421930
   0.0586687662,   0.0936171561,   0.1205682382,   0.1387556344,   0.1515797824,   0.1599780470,   0.1590711027,   0.1514908075,   0.1476232558,   0.4292747080
   0.0578854866,   0.0922574848,   0.1188918501,   0.1369724125,   0.1498942673,   0.1589367092,   0.1591067463,   0.1523133516,   0.1486197710,   0.4311701655
   0.0569452047,   0.0909622908,   0.1172866672,   0.1352555007,   0.1482485831,   0.1578494757,   0.1590145528,   0.1530470699,   0.1496140063,   0.4331293702
   0.0562832542,   0.0897303373,   0.1157535613,   0.1336042881,   0.1466455907,   0.1567312181,   0.1588058025,   0.1536864489,   0.1505964994,   0.4351522028
   0.0556052476,   0.0885722488,   0.1143102497,   0.1320273727,   0.1450935900,   0.1555967331,   0.1584958881,   0.1542293578,   0.1515582949,   0.4372380078
   0.0549957417,   0.0874648094,   0.1129226983,   0.1305069327,   0.1435822248,   0.1544471085,   0.1580945998,   0.1546735913,   0.1524897367,   0.4393839538
   0.0542924143,   0.0864015967,   0.1115841046,   0.1290377975,   0.1421100646,   0.1532878727,   0.1576128602,   0.1550197005,   0.1533825248,   0.4415867925
   0.0536087714,   0.0853812397,   0.1102958843,   0.1276194751,   0.1406778246,   0.1521254927,   0.1570617557,   0.1552703679,   0.1542292088,   0.4438424706
   0.2733687162,   0.0982432291,   0.1091368347,   0.1262594759,   0.1392913312,   0.1509687752,   0.1564527899,   0.1554298997,   0.1550240219,   0.4461467564
   0.2264691144,   0.1597528309,   0.1116383374,   0.1250471175,   0.1379529983,   0.1498220563,   0.1557951570,   0.1555030942,   0.1557618529,   0.4484940171
   0.1762543470,   0.1708155870,   0.1181950718,   0.1242799237,   0.1366724074,   0.1486818641,   0.1550940871,   0.1554949731,   0.1564366221,   0.4508773088
   0.1497403085,   0.1684077382,   0.1246668100,   0.1240895316,   0.1354865879,   0.1475536525,   0.1543582529,   0.1554102600,   0.1570446640,   0.4532898366
   0.1336449385,   0.1625433117,   0.1297519505,   0.1244089454,   0.1344351470,   0.1464489847,   0.1535962522,   0.1552553177,   0.1575848609,   0.4557246268
   0.1235315502,   0.1562363207,   0.1333691031,   0.1251077056,   0.1335455328,   0.1453809142,   0.1528164148,   0.1550374776,   0.1580572277,   0.4581748247
   0.1143235043,   0.1501505971,   0.1357036233,   0.1260296106,   0.1328173131,   0.1443515122,   0.1520222723,   0.1547617167,   0.1584618241,   0.4606322944
   0.1079979837,   0.1445072144,   0.1370063424,   0.1270481348,   0.1322487742,   0.1433690190,   0.1512199342,   0.1544342041,   0.1588000059,   0.4630895257
   0.1023347601,   0.1393578053,   0.1374961287,   0.1280526519,   0.1318235099,   0.1424360871,   0.1504137516,   0.1540601403,   0.1590734869,   0.4655389488
   0.0981706828,   0.1347104609,   0.1373888254,   0.1289785951,   0.1315298826,   0.1415614188,   0.1496107876,   0.1536462754,   0.1592853814,   0.4679739475
   0.1631977856,   0.1392637938,   0.1372191161,   0.1297908872,   0.1313472986,   0.1407483518,   0.1488161683,   0.1531984359,   0.1594390422,   0.4703879952
   0.1424795091,   0.1415129155,   0.1375936717,   0.1305414736,   0.1312560141,   0.1399969161,   0.1480340362,   0.1527216733,   0.1595379114,   0.4727748632
   0.1276787519,   0.1402980685,   0.1379574388,   0.1312639117,   0.1312456131,   0.1393082589,   0.1472686082,   0.1522213221,   0.1595859677,   0.4751288295
   0.1170770749,   0.1375580281,   0.1380394101,   0.1319399029,   0.1313011646,   0.1386800408,   0.1465226263,   0.1517016888,   0.1595870554,   0.4774441421
   0.1081809476,   0.1342158020,   0.1377605945,   0.1325346380,   0.1314081997,   0.1381095201,   0.1457981467,   0.1511669159,   0.1595452577,   0.4797158837
   0.1025817022,   0.1307696253,   0.1371423453,   0.1330180913,   0.1315534413,   0.1375949532,   0.1450975984,   0.1506211162,   0.1594648957,   0.4819396138
   0.1718954295,   0.1332015991,   0.1364316940,   0.1333913654,   0.1317333132,   0.1371410787,   0.1444260031,   0.1500695795,   0.1593510956,   0.4841122627
   0.1483734995,   0.1380210519,   0.1364054680,   0.1336869299,   0.1319243163,   0.1367373317,   0.1437817514,   0.1495141536,   0.1592074335,   0.4862293899
   0.1308303773,   0.1381000280,   0.1365960091,   0.1339650452,   0.1321222186,   0.1363801807,   0.1431658864,   0.1489579976,   0.1590383053,   0.4882877469
   0.1194409057,   0.1360599399,   0.1366198957,   0.1342214942,   0.1323219240,   0.1360641420,   0.1425782740,   0.1484033018,   0.1588479429,   0.4902839661
   0.1111694425,   0.1332351565,   0.1363749653,   0.1344424188,   0.1325260252,   0.1357897222,   0.1420204490,   0.1478533298,   0.1586414278,   0.4922156930
   0.1039828435,   0.1301273704,   0.1358495057,   0.1346006691,   0.1327286214,   0.1355531663,   0.1414925158,   0.1473100632,   0.1584236771,   0.4940797389
   0.0979698896,   0.1269495338,   0.1350685358,   0.1346723586,   0.1329204887,   0.1353496462,   0.1409937441,   0.1467750669,   0.1582006216,   0.4958719909
   0.0930310786,   0.1238292530,   0.1340749264,   0.1346415579,   0.1330919862,   0.1351747364,   0.1405232996,   0.1462498903,   0.1579802185,   0.4975868762
   0.0898253769,   0.1208734065,   0.1329295635,   0.1345026940,   0.1332366765,   0.1350257993,   0.1400811821,   0.1457362622,   0.1577783078,   0.4992115200
   0.1161632761,   0.1198133156,   0.1317552477,   0.1342706829,   0.1333549917,   0.1349034458,   0.1396687031,   0.1452371925,   0.1584573239,   0.4998899996
   0.1126930341,   0.1192687154,   0.1306469589,   0.1339416653,   0.1334276795,   0.1347947419,   0.1392812878,   0.1447548717,   0.1597601175,   0.4998899996
   0.1057769880,   0.1182034984,   0.1295871437,   0.1335400939,   0.1334548891,   0.1346974522,   0.1389185488,   0.1442902982,   0.1610125750,   0.4998899996
   0.1004988998,   0.1167289838,   0.1285352558,   0.1330804825,   0.1334366649,   0.1346081793,   0.1385793686,   0.1438437104,   0.1622173637,   0.4998899996
   0.0956969187,   0.1150354967,   0.1274663210,   0.1325700283,   0.1333702803,   0.1345220655,   0.1382617950,   0.1434147805,   0.1633766443,   0.4998899996
   0.0919670463,   0.1132438704,   0.1263779551,   0.1320165247,   0.1332577169,   0.1344361156,   0.1379643083,   0.1430034041,   0.1644929200,   0.4998899996
   0.1006284952,   0.1119320020,   0.1252845824,   0.1314252466,   0.1331011653,   0.1343473345,   0.1376852542,   0.1426093727,   0.1655683666,   0.4998899996
   0.1025455445,   0.1108985320,   0.1242008060,   0.1307915449,   0.1328956485,   0.1342481822,   0.1374206990,   0.1422311515,   0.1666039526,   0.4998899996
   0.1225232184,   0.1120959520,   0.1232134104,   0.1301308274,   0.1326469481,   0.1341382414,   0.1371694803,   0.1418687105,   0.1676018983,   0.4998899996
   0.1131320000,   0.1126894951,   0.1223833784,   0.1294582486,   0.1323582530,   0.1340152770,   0.1369293779,   0.1415212601,   0.1685644090,   0.4998899996
   0.1046040058,   0.1123024374,   0.1216231585,   0.1287841201,   0.1320337057,   0.1338773817,   0.1366982013,   0.1411880851,   0.1694928110,   0.4998899996
   0.0990048572,   0.1113377213,   0.1208794266,   0.1281148791,   0.1316798478,   0.1337247938,   0.1364746392,   0.1408685446,   0.1703893542,   0.4998899996
   0.0943500027,   0.1100889221,   0.1201249734,   0.1274506301,   0.1313008517,   0.1335569024,   0.1362569332,   0.1405617297,   0.1712555140,   0.4998899996
   0.0899864063,   0.1086660624,   0.1193423346,   0.1267866790,   0.1308982372,   0.1333722025,   0.1360429227,   0.1402665377,   0.1720922142,   0.4998899996
   0.0860725194,   0.1071318388,   0.1185194999,   0.1261169016,   0.1304725111,   0.1331692189,   0.1358303279,   0.1399815977,   0.1729004830,   0.4998899996
   0.0830447078,   0.1055721492,   0.1176827252,   0.1254515201,   0.1300337464,   0.1329528838,   0.1356196702,   0.1397071481,   0.1736827940,   0.4998899996
   0.0804399773,   0.1040197834,   0.1168178022,   0.1247805953,   0.1295783073,   0.1327202022,   0.1354084015,   0.1394413263,   0.1744391918,   0.4998899996
   0.0780419409,   0.1024904028,   0.1159305796,   0.1241035834,   0.1291080266,   0.1324716955,   0.1351955682,   0.1391831040,   0.1751707047,   0.4998899996
   0.0758037195,   0.1009891406,   0.1150192544,   0.1234162226,   0.1286220104,   0.1322062463,   0.1349793822,   0.1389313787,   0.1758776307,   0.4998899996
   0.0738035887,   0.0995206535,   0.1140861064,   0.1227169856,   0.1281202734,   0.1319237947,   0.1347587258,   0.1386849433,   0.1765606552,   0.4998899996
   0.0717887506,   0.0980957150,   0.1131471097,   0.1220113859,   0.1276070625,   0.1316269487,   0.1345335990,   0.1384433806,   0.1772209853,   0.4998899996
   0.0700260550,   0.0967126414,   0.1122037992,   0.1212992296,   0.1270826012,   0.1313159913,   0.1343031824,   0.1382057220,   0.1778589338,   0.4998899996
   0.0684070662,   0.0953817889,   0.1112679467,   0.1205854788,   0.1265504509,   0.1309930980,   0.1340677738,   0.1379714459,   0.1784756333,   0.4998899996
   0.0668971464,   0.0941022709,   0.1103415564,   0.1198709682,   0.1260113865,   0.1306588948,   0.1338268220,   0.1377397776,   0.1790713519,   0.4998899996
   0.0654163510,   0.0928665623,   0.1094207466,   0.1191538349,   0.1254644394,   0.1303126514,   0.1335796714,   0.1375097483,   0.1796461195,   0.4998899996
   0.0641560778,   0.0916709751,   0.1085016206,   0.1184320226,   0.1249084845,   0.1299538314,   0.1333253682,   0.1372803450,   0.1801997572,   0.4998899996
   0.1480403394,   0.0919996500,   0.1076071262,   0.1177133992,   0.1243486702,   0.1295858175,   0.1330649704,   0.1370515376,   0.1807332784,   0.4998899996
   0.1436364651,   0.0992925465,   0.1069766134,   0.1170014739,   0.1237831637,   0.1292072535,   0.1327974498,   0.1368223280,   0.1812463254,   0.4998899996
   0.1398055404,   0.1048172638,   0.1066915318,   0.1163122281,   0.1232113838,   0.1288173646,   0.1325220913,   0.1365918219,   0.1817383766,   0.4998899996
   0.1270661354,   0.1080281213,   0.1066908017,   0.1156725436,   0.1226433441,   0.1284214258,   0.1322409213,   0.1363605261,   0.1822110116,   0.4998899996
   0.2367141396,   0.1512900740,   0.1083248630,   0.1151120365,   0.1220820397,   0.1280194521,   0.1319535375,   0.1361277401,   0.1826638877,   0.4998899996
   0.1999161541,   0.1738343537,   0.1146378890,   0.1148660704,   0.1215392053,   0.1276121438,   0.1316599101,   0.1358930767,   0.1830968559,   0.4998899996
   0.1639698744,   0.1753314883,   0.1224681139,   0.1151651293,   0.1210410446,   0.1271992475,   0.1313591301,   0.1356555521,   0.1835088730,   0.4998899996
   0.1425329894,   0.1696967483,   0.1290679723,   0.1160367057,   0.1206288040,   0.1267878115,   0.1310527623,   0.1354153901,   0.1839008778,   0.4998899996
   0.1274331063,   0.1625111699,   0.1338397861,   0.1173606813,   0.1203316674,   0.1263823062,   0.1307408810,   0.1351720691,   0.1842721254,   0.4998899996
   0.1174947768,   0.1554464847,   0.1369579434,   0.1189742386,   0.1201725081,   0.1259912848,   0.1304251403,   0.1349258274,   0.1846229732,   0.4998899996
   0.1130417064,   0.1491948962,   0.1387905926,   0.1207244918,   0.1201637611,   0.1256251335,   0.1301084012,   0.1346772164,   0.1849540770,   0.4998899996
   0.1058048531,   0.1435875595,   0.1396539211,   0.1224794164,   0.1202940047,   0.1252876520,   0.1297913492,   0.1344257444,   0.1852646917,   0.4998899996
   0.0993635207,   0.1384148747,   0.1397691220,   0.1241378933,   0.1205494404,   0.1249832213,   0.1294754744,   0.1341713220,   0.1855539531,   0.4998899996
   0.0940469652,   0.1337078959,   0.1393158585,   0.1256341487,   0.1209154353,   0.1247180551,   0.1291635782,   0.1339147240,   0.1858222187,   0.4998899996
   0.0900448710,   0.1294547021,   0.1384408027,   0.1269211620,   0.1213690042,   0.1244947016,   0.1288576573,   0.1336561888,   0.1860692948,   0.4998899996
   0.0862627625,   0.1255991459,   0.1372728050,   0.1279782802,   0.1218868047,   0.1243156642,   0.1285602152,   0.1333964765,   0.1862951964,   0.4998899996
   0.2024578005,   0.1398511976,   0.1365186274,   0.1288305223,   0.1224534810,   0.1241870001,   0.1282756776,   0.1331375986,   0.1865018904,   0.4998899996
   0.1712160707,   0.1512485445,   0.1377313137,   0.1296379119,   0.1230448708,   0.1241023242,   0.1280039251,   0.1328791231,   0.1866877526,   0.4998899996
   0.1424121410,   0.1520199180,   0.1394927502,   0.1305398494,   0.1236614212,   0.1240593866,   0.1277462095,   0.1326216310,   0.1868525147,   0.4998899996
   0.1247686520,   0.1485776007,   0.1407908052,   0.1315252334,   0.1243127212,   0.1240582690,   0.1275043786,   0.1323662996,   0.1869966835,   0.4998899996
   0.1375446618,   0.1453084797,   0.1414590329,   0.1325331032,   0.1250116676,   0.1241034567,   0.1272823215,   0.1321152002,   0.1871224195,   0.4998899996
   0.1239428297,   0.1427799463,   0.1417520791,   0.1334916055,   0.1257460415,   0.1241906062,   0.1270795763,   0.1318683177,   0.1872285157,   0.4998899996
   0.1146483347,   0.1392721832,   0.1416276246,   0.1343587041,   0.1265058219,   0.1243190914,   0.1268971562,   0.1316265017,   0.1873153597,   0.4998899996
   0.1129519939,   0.1355425864,   0.1411133260,   0.1351061016,   0.1272850931,   0.1244926602,   0.1267382652,   0.1313917786,   0.1873849034,   0.4998899996
   0.1062295660,   0.1322866082,   0.1402756721,   0.1356937885,   0.1280612051,   0.1247057021,   0.1266023219,   0.1311642826,   0.1874364167,   0.4998899996
   0.0998005345,   0.1289633214,   0.1391921341,   0.1361067593,   0.1288161874,   0.1249552891,   0.1264901310,   0.1309448779,   0.1874707490,   0.4998899996
   0.0950101465,   0.1257057786,   0.1379080713,   0.1363403499,   0.1295323521,   0.1252374798,   0.1264024824,   0.1307346076,   0.1874883771,   0.4998899996
   0.0905193463,   0.1225944683,   0.1364898384,   0.1364048868,   0.1301979721,   0.1255500317,   0.1263408065,   0.1305348724,   0.1874909103,   0.4998899996
   0.0859824494,   0.1196346506,   0.1349908412,   0.1363129914,   0.1308026016,   0.1258889735,   0.1263060123,   0.1303469688,   0.1874800026,   0.4998899996
   0.0818088427,   0.1168015227,   0.1334194839,   0.1360625625,   0.1313283592,   0.1262439042,   0.1262960732,   0.1301710457,   0.1874551028,   0.4998899996
   0.0781710520,   0.1141068190,   0.1318010092,   0.1356700957,   0.1317668706,   0.1266085654,   0.1263100058,   0.1300075799,   0.1874174029,   0.4998899996
   0.0754116625,   0.1115632951,   0.1301555037,   0.1351510435,   0.1321119219,   0.1269755661,   0.1263463348,   0.1298572868,   0.1873676032,   0.4998899996
   0.0733353421,   0.1091875508,   0.1285129637,   0.1345279664,   0.1323643029,   0.1273400635,   0.1264043450,   0.1297210902,   0.1873074919,   0.4998899996
   0.0739705488,   0.1069831178,   0.1268835664,   0.1338156164,   0.1325230449,   0.1276945174,   0.1264822483,   0.1295991540,   0.1872381717,   0.4998899996
   0.0724319145,   0.1049988642,   0.1253025830,   0.1330406666,   0.1325967908,   0.1280368268,   0.1265796274,   0.1294927299,   0.1871615946,   0.4998899996
   0.0775117278,   0.1032696739,   0.1237821206,   0.1322198957,   0.1325907707,   0.1283621341,   0.1266945153,   0.1294019669,   0.1870794594,   0.4998899996
   0.0815505683,   0.1018866152,   0.1223033294,   0.1313536018,   0.1324985623,   0.1286600381,   0.1268223375,   0.1293257475,   0.1869910806,   0.4998899996
   0.0786227509,   0.1005733684,   0.1208632737,   0.1304477155,   0.1323222220,   0.1289240867,   0.1269594282,   0.1292634159,   0.1868968904,   0.4998899996
   0.0768148527,   0.0992687419,   0.1194784045,   0.1295209974,   0.1320749223,   0.1291545033,   0.1271042675,   0.1292152256,   0.1867991537,   0.4998899996
   0.0740059763,   0.0979726017,   0.1181424707,   0.1285810322,   0.1317635626,   0.1293485612,   0.1272539943,   0.1291806847,   0.1866988689,   0.4998899996
   0.0724286288,   0.0966835544,   0.1168333441,   0.1276246011,   0.1313895732,   0.1295010298,   0.1274043173,   0.1291583925,   0.1865957081,   0.4998899996
   0.1004715487,   0.0959176794,   0.1155833527,   0.1266704798,   0.1309687048,   0.1296162158,   0.1275544167,   0.1291486025,   0.1864924729,   0.4998899996
   0.0953894630,   0.0961025208,   0.1144321710,   0.1257230788,   0.1305061430,   0.1296932101,   0.1277014911,   0.1291500777,   0.1863898039,   0.4998899996
   0.0897224322,   0.0958827436,   0.1133478358,   0.1247767881,   0.1300000101,   0.1297272891,   0.1278410554,   0.1291608810,   0.1862870008,   0.4998899996
   0.0836626291,   0.0953099281,   0.1122989431,   0.1238312572,   0.1294535547,   0.1297172755,   0.1279700398,   0.1291793287,   0.1861840487,   0.4998899996
   0.0800270885,   0.0945170745,   0.1112743393,   0.1228913292,   0.1288752258,   0.1296643317,   0.1280864328,   0.1292043626,   0.1860819012,   0.4998899996
   0.0770898461,   0.0936422274,   0.1102917269,   0.1219709367,   0.1282785982,   0.1295748055,   0.1281903535,   0.1292356849,   0.1859825701,   0.4998899996
   0.0738172010,   0.0927015543,   0.1093333960,   0.1210650876,   0.1276640147,   0.1294485331,   0.1282793581,   0.1292713881,   0.1858857870,   0.4998899996
   0.1046170294,   0.0919442326,   0.1084117815,   0.1201813295,   0.1270399690,   0.1292906106,   0.1283531040,   0.1293106228,   0.1857928187,   0.4998899996
   0.1460611522,   0.1000885516,   0.1077483296,   0.1193222702,   0.1264075190,   0.1291018277,   0.1284101307,   0.1293518394,   0.1857034415,   0.4998899996
   0.1285431534,   0.1042707562,   0.1074241549,   0.1184973940,   0.1257644147,   0.1288805902,   0.1284479648,   0.1293928176,   0.1856164187,   0.4998899996
   0.1293274313,   0.1072669551,   0.1073235050,   0.1177331582,   0.1251248121,   0.1286354959,   0.1284683794,   0.1294335127,   0.1855336577,   0.4998899996
   0.1185479388,   0.1089610085,   0.1073706970,   0.1170232445,   0.1244846657,   0.1283637434,   0.1284688711,   0.1294715852,   0.1854534894,   0.4998899996
   0.1087531671,   0.1093458980,   0.1074619964,   0.1163667664,   0.1238473207,   0.1280673295,   0.1284487695,   0.1295056194,   0.1853754371,   0.4998899996
   0.1004516929,   0.1088085696,   0.1075091287,   0.1157501489,   0.1232102290,   0.1277454197,   0.1284060478,   0.1295336634,   0.1852978468,   0.4998899996
   0.0955642387,   0.1078382507,   0.1075426191,   0.1151994541,   0.1225980595,   0.1274145693,   0.1283467263,   0.1295574903,   0.1852248162,   0.4998899996
   0.1125772968,   0.1079677641,   0.1075524613,   0.1146967113,   0.1220051125,   0.1270723343,   0.1282696128,   0.1295752525,   0.1851545274,   0.4998899996
   0.1017078832,   0.1077981740,   0.1075269356,   0.1142071858,   0.1214123145,   0.1267075539,   0.1281698197,   0.1295833886,   0.1850821525,   0.4998899996
   0.0929675326,   0.1068229005,   0.1074314937,   0.1137339920,   0.1208252758,   0.1263256967,   0.1280491799,   0.1295815408,   0.1850080639,   0.4998899996
   0.0880321562,   0.1054619923,   0.1072361171,   0.1132709533,   0.1202449203,   0.1259289235,   0.1279082000,   0.1295693368,   0.1849315912,   0.4998899996
   0.0868593678,   0.1040813848,   0.1070346534,   0.1128574610,   0.1197009757,   0.1255383790,   0.1277559698,   0.1295501888,   0.1848582774,   0.4998899996
   0.0891060084,   0.1029742360,   0.1068155468,   0.1124794185,   0.1191866025,   0.1251517236,   0.1275921017,   0.1295229942,   0.1847863346,   0.4998899996
   0.0847654864,   0.1018194035,   0.1065047011,   0.1120908409,   0.1186738834,   0.1247522086,   0.1274103224,   0.1294837296,   0.1847091913,   0.4998899996
   0.0809329674,   0.1005097181,   0.1060913354,   0.1116820052,   0.1181584969,   0.1243388504,   0.1272103041,   0.1294316053,   0.1846253127,   0.4998899996
   0.1256116480,   0.1015471295,   0.1057363898,   0.1113060117,   0.1176758260,   0.1239368767,   0.1270028204,   0.1293715388,   0.1845417470,   0.4998899996
   0.1163504273,   0.1033638865,   0.1055312604,   0.1109463945,   0.1172107309,   0.1235376820,   0.1267853081,   0.1293016374,   0.1844546646,   0.4998899996
   0.1053494588,   0.1038997620,   0.1053446382,   0.1105731055,   0.1167396381,   0.1231266633,   0.1265523285,   0.1292186975,   0.1843584776,   0.4998899996
   0.0994103998,   0.1036672592,   0.1051593572,   0.1102071330,   0.1162757725,   0.1227134392,   0.1263080239,   0.1291245967,   0.1842551082,   0.4998899996
   0.0940981433,   0.1030631289,   0.1050146595,   0.1098805368,   0.1158403680,   0.1223127618,   0.1260593981,   0.1290225834,   0.1841485351,   0.4998899996
   0.0884181410,   0.1021313667,   0.1048180386,   0.1095579416,   0.1154114008,   0.1219107360,   0.1258014739,   0.1289097667,   0.1840332001,   0.4998899996
   0.0826688111,   0.1009284630,   0.1045363620,   0.1092255488,   0.1149820685,   0.1215034798,   0.1255330145,   0.1287855059,   0.1839072257,   0.4998899996
   0.0788502768,   0.0995570272,   0.1041472033,   0.1088702753,   0.1145460010,   0.1210876107,   0.1252529770,   0.1286492497,   0.1837684959,   0.4998899996
   0.0760524273,   0.0981639326,   0.1037156284,   0.1085165441,   0.1141207218,   0.1206757203,   0.1249669641,   0.1285036951,   0.1836203337,   0.4998899996
   0.0741934627,   0.0968392938,   0.1033016518,   0.1081881151,   0.1137219146,   0.1202791333,   0.1246804446,   0.1283516586,   0.1834658533,   0.4998899996
   0.0722557306,   0.0955765024,   0.1028910577,   0.1078763306,   0.1133436486,   0.1198945567,   0.1243929639,   0.1281928718,   0.1833034307,   0.4998899996
   0.0697124749,   0.0942948312,   0.1023980454,   0.1075376496,   0.1129579768,   0.1195040643,   0.1240976304,   0.1280239820,   0.1831265539,   0.4998899996
   0.0674465597,   0.0930138379,   0.1018528491,   0.1071807817,   0.1125708297,   0.1191124246,   0.1237966642,   0.1278461665,   0.1829362214,   0.4998899996
   0.0657949150,   0.0917579457,   0.1012740135,   0.1068109125,   0.1121853441,   0.1187224016,   0.1234916225,   0.1276603490,   0.1827327460,   0.4998899996
   0.0645327121,   0.0905872509,   0.1007318795,   0.1064588949,   0.1118207350,   0.1183472425,   0.1231886446,   0.1274698973,   0.1825202852,   0.4998899996
   0.0627788082,   0.0894684643,   0.1001939029,   0.1061095074,   0.1114660054,   0.1179800630,   0.1228854880,   0.1272737682,   0.1822961122,   0.4998899996
   0.0611324795,   0.0883620009,   0.0996202603,   0.1057426557,   0.1111075953,   0.1176121980,   0.1225790009,   0.1270705163,   0.1820570678,   0.4998899996
   0.0591439232,   0.0872686729,   0.0990176424,   0.1053592265,   0.1107455939,   0.1172440127,   0.1222695634,   0.1268605739,   0.1818028241,   0.4998899996
