 swc1,swc2,swc3,swc4,swc5
 cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3
   0.0643986091,   0.0958773345,   0.0961975083,   0.0603089184,   0.1219016537
   0.0636674911,   0.0957581103,   0.0960368514,   0.0602386333,   0.1216882840
   0.0632678047,   0.0955941901,   0.0959201604,   0.0601776987,   0.1214885563
   0.0809932649,   0.0985319912,   0.0977319106,   0.0600843728,   0.1211966351
   0.0956300795,   0.1034246683,   0.0979787484,   0.0600628927,   0.1210394055
   0.1436842233,   0.1309242696,   0.1086004451,   0.0602915473,   0.1209794506
   0.1538759619,   0.1509632766,   0.1273094416,   0.0627405271,   0.1228889599
   0.1429936737,   0.1445670128,   0.1246377081,   0.0637651905,   0.1259502023
   0.1358031482,   0.1412722766,   0.1227190271,   0.0638206452,   0.1277303398
   0.1305110604,   0.1377941668,   0.1207577288,   0.0637695640,   0.1287907809
   0.1241027713,   0.1339700520,   0.1190508157,   0.0636814684,   0.1293901056
   0.1184827462,   0.1306079924,   0.1178772449,   0.0634511188,   0.1296532750
   0.1142112464,   0.1279517412,   0.1173903123,   0.0631335825,   0.1295240819
   0.1130909100,   0.1274972111,   0.1177351698,   0.0633403286,   0.1295777857
   0.1929689497,   0.1636184305,   0.1322247237,   0.0665332526,   0.1319993585
   0.1979426593,   0.1757075191,   0.1453039199,   0.0792396739,   0.1353387535
   0.1991685033,   0.1799328476,   0.1503286809,   0.0902189389,   0.1392349899
   0.1997728199,   0.1830570847,   0.1536894739,   0.0944986120,   0.1452528983
   0.2000132799,   0.1838844866,   0.1555564404,   0.0963670760,   0.1504017860
   0.2005335689,   0.1846709102,   0.1569927782,   0.0976673588,   0.1551859826
   0.1906857789,   0.1828121841,   0.1575845927,   0.0984901041,   0.1595889926
   0.1729293317,   0.1737012863,   0.1547623724,   0.0957925394,   0.1623609960
   0.1649718732,   0.1672432721,   0.1497374475,   0.0928194150,   0.1634805501
   0.1599821746,   0.1627960801,   0.1458274573,   0.0906978622,   0.1642306298
   0.1541589648,   0.1586474478,   0.1427043974,   0.0890913904,   0.1649753153
   0.1460092515,   0.1533567756,   0.1391231418,   0.0877535716,   0.1656771153
   0.1403293908,   0.1488826722,   0.1356559694,   0.0863864422,   0.1665795296
   0.1359313726,   0.1452669650,   0.1326327622,   0.0790062994,   0.1716452390
   0.1310626566,   0.1418224275,   0.1299665570,   0.0775528997,   0.1708851457
   0.1254401356,   0.1383160949,   0.1274747699,   0.0773051009,   0.1704516411
   0.1194913536,   0.1344724000,   0.1249120906,   0.0772054791,   0.1703295261
   0.1158720180,   0.1313948035,   0.1225670800,   0.0771393627,   0.1702420861
   0.1157656237,   0.1302156448,   0.1214130744,   0.0770994946,   0.1701125056
   0.1143417209,   0.1292180568,   0.1203349754,   0.0770273954,   0.1700046360
   0.1110135987,   0.1275573671,   0.1192619726,   0.0769534111,   0.1698569357
   0.1079470664,   0.1256168336,   0.1181241944,   0.0768649057,   0.1696587205
   0.1068095267,   0.1241422519,   0.1170672923,   0.0767694041,   0.1694352776
   0.1031195000,   0.1228836253,   0.1162396669,   0.0766585395,   0.1691731960
   0.0996819958,   0.1208574474,   0.1152569726,   0.0765286610,   0.1688578874
   0.0963125154,   0.1191679761,   0.1142841056,   0.0763870776,   0.1685097963
   0.0975029767,   0.1179035231,   0.1133567393,   0.0762286186,   0.1681167632
   0.0983641744,   0.1181854084,   0.1128765121,   0.0760690272,   0.1677010208
   0.1018615812,   0.1181973815,   0.1129454002,   0.0759292468,   0.1672869027
   0.1417235136,   0.1342134178,   0.1197787151,   0.0758593231,   0.1665646583
   0.1642631888,   0.1526777148,   0.1298080981,   0.0759266019,   0.1665943861
   0.1440548152,   0.1501389444,   0.1335390508,   0.0762466788,   0.1671434939
   0.1363087744,   0.1451534480,   0.1320859790,   0.0762035102,   0.1673869491
   0.1308504641,   0.1417236775,   0.1297379434,   0.0762094334,   0.1674836278
   0.1246733665,   0.1377542764,   0.1271289587,   0.0762092099,   0.1675527990
   0.1218263283,   0.1348321885,   0.1246950701,   0.0761913657,   0.1675720662
   0.1171130463,   0.1323279589,   0.1228337511,   0.0761516541,   0.1675306708
   0.1147238910,   0.1295588911,   0.1209084615,   0.0760811567,   0.1674091369
   0.1129802763,   0.1283300668,   0.1195548326,   0.0760022625,   0.1672396064
   0.1106407791,   0.1266559958,   0.1184390336,   0.0759247988,   0.1670611352
   0.1037410051,   0.1242803782,   0.1173394397,   0.0758469701,   0.1668761075
   0.0981553867,   0.1211768687,   0.1158745587,   0.0757525340,   0.1666634679
   0.0970861390,   0.1194100305,   0.1145052463,   0.0756315961,   0.1663881540
   0.0966159254,   0.1182138920,   0.1134751141,   0.0755011737,   0.1660734266
   0.0969394594,   0.1176565662,   0.1127675250,   0.0753645003,   0.1657280326
   0.0951045230,   0.1170646846,   0.1122982427,   0.0752378851,   0.1653905213
   0.0917711705,   0.1159160361,   0.1118071675,   0.0751032531,   0.1650401950
   0.0905619934,   0.1147175729,   0.1112082750,   0.0749590397,   0.1646655947
   0.0889860094,   0.1139875427,   0.1106787622,   0.0748042539,   0.1642635465
   0.0878463909,   0.1131088510,   0.1101746708,   0.0746455789,   0.1638439298
   0.0924253240,   0.1129929572,   0.1097708791,   0.0744902641,   0.1634246409
   0.0922790393,   0.1138994917,   0.1097387299,   0.0743476301,   0.1630254537
   0.0875810012,   0.1131090224,   0.1096570641,   0.0741999149,   0.1626202315
   0.0837469101,   0.1117336079,   0.1092871651,   0.0740402192,   0.1621921808
   0.0814396217,   0.1104427949,   0.1087672934,   0.0738860518,   0.1617709547
   0.0808418170,   0.1098001152,   0.1084213853,   0.0737199932,   0.1613345593
   0.0848764256,   0.1144783720,   0.1124195158,   0.0733983740,   0.1602952331
   0.0871339887,   0.1137644872,   0.1112024859,   0.0732880458,   0.1599574834
   0.0847846493,   0.1126548126,   0.1101053655,   0.0731464922,   0.1596187651
   0.0797796175,   0.1108421162,   0.1091681868,   0.0729986355,   0.1592428982
   0.0787234381,   0.1092705056,   0.1082476303,   0.0728390366,   0.1588370800
   0.0776417926,   0.1083655879,   0.1075176895,   0.0726789832,   0.1584164798
   0.0754801929,   0.1074126288,   0.1069272235,   0.0725215524,   0.1579961479
   0.0740477294,   0.1065206826,   0.1063774377,   0.0723482147,   0.1575402468
   0.0718580335,   0.1056263745,   0.1058761925,   0.0721751750,   0.1570724994
   0.0697358772,   0.1046764404,   0.1054003984,   0.0720069632,   0.1566104889
   0.0701082647,   0.1051262245,   0.1059441939,   0.0717874840,   0.1560179442
   0.0721231550,   0.1048856303,   0.1055136546,   0.0716452971,   0.1555657685
   0.0736787096,   0.1047607735,   0.1050897837,   0.0715084523,   0.1551757306
   0.0725349262,   0.1046280935,   0.1048287824,   0.0713669807,   0.1547867805
   0.0718850344,   0.1042384654,   0.1045802161,   0.0712165013,   0.1543717831
   0.0703660771,   0.1037925929,   0.1043481529,   0.0710740983,   0.1539704353
   0.1312607825,   0.1212271452,   0.1070163921,   0.0709738508,   0.1535353810
   0.1791522950,   0.1584269255,   0.1297697574,   0.0722140670,   0.1542978883
   0.1518161893,   0.1547842771,   0.1334591061,   0.0738396421,   0.1575464755
   0.1373825073,   0.1460758746,   0.1306537390,   0.0736528188,   0.1590057015
   0.1351983249,   0.1439309567,   0.1307325363,   0.0737515017,   0.1594724059
   0.1334687918,   0.1420156658,   0.1294519603,   0.0734390467,   0.1595047414
   0.1267130524,   0.1394936144,   0.1279031783,   0.0733127594,   0.1594404578
   0.1557809412,   0.1465012580,   0.1284870505,   0.0735617429,   0.1596049666
   0.1515417546,   0.1526109427,   0.1319300085,   0.0746564791,   0.1612363458
   0.1368061155,   0.1464062035,   0.1314659566,   0.0745113939,   0.1620997638
   0.1257227659,   0.1394591630,   0.1288373172,   0.0742590800,   0.1620365977
   0.1211005598,   0.1354330182,   0.1255895644,   0.0741770864,   0.1619542539
   0.1180811673,   0.1323544234,   0.1229993924,   0.0741179287,   0.1618792862
   0.1125005856,   0.1296795905,   0.1210325956,   0.0740676448,   0.1617977470
   0.1072911322,   0.1263395846,   0.1189952493,   0.0740037560,   0.1616836041
   0.1060460731,   0.1241998300,   0.1172127649,   0.0739386231,   0.1615481526
   0.0996343121,   0.1228301674,   0.1168115735,   0.0738739371,   0.1613101065
   0.0961803123,   0.1202250570,   0.1153902635,   0.0737383440,   0.1610397696
   0.0919172019,   0.1177547723,   0.1136629954,   0.0735919476,   0.1607298702
   0.0869535357,   0.1151812673,   0.1120874435,   0.0734522566,   0.1603989899
   0.0822198093,   0.1126758158,   0.1106719375,   0.0733125508,   0.1600592285
   0.0790872946,   0.1107193604,   0.1094140634,   0.0731468573,   0.1596581489
   0.0749731883,   0.1088334173,   0.1083144248,   0.0729658231,   0.1592048705
   0.0735219941,   0.1072178930,   0.1073571816,   0.0727996007,   0.1587616205
   0.0739198849,   0.1063669175,   0.1066247076,   0.0726339072,   0.1583256274
   0.0756239668,   0.1061964780,   0.1061578244,   0.0724889636,   0.1579138041
   0.0749600306,   0.1059848443,   0.1058598459,   0.0723329112,   0.1575006098
   0.0743661076,   0.1056126729,   0.1055635214,   0.0721529126,   0.1570207030
   0.0740819648,   0.1053054333,   0.1053075269,   0.0719859675,   0.1565503478
   0.0790530145,   0.1076072603,   0.1070903838,   0.0717282742,   0.1558249146
   0.0869248435,   0.1088748872,   0.1068841740,   0.0716133192,   0.1554085612
   0.1375845075,   0.1293599755,   0.1118273139,   0.0716352463,   0.1551195979
   0.1973482519,   0.1725906134,   0.1412912160,   0.0753304288,   0.1586912125
   0.1975958496,   0.1767797768,   0.1467744559,   0.0794205889,   0.1672638357
   0.1973170191,   0.1772892028,   0.1476164013,   0.0816195235,   0.1746980846
   0.1972879469,   0.1776882708,   0.1482370943,   0.0835308582,   0.1809534281
