 swc1,swc2,swc3,swc4,swc5
 cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3
   0.0650331303,   0.0958934873,   0.0960899591,   0.0607337207,   0.1232086048
   0.0640938655,   0.0958148167,   0.0960087031,   0.0606576167,   0.1230010986
   0.0635622293,   0.0956515744,   0.0959315598,   0.0605975203,   0.1228049397
   0.0802399144,   0.0966902599,   0.0959199443,   0.0605515763,   0.1226542145
   0.0942638665,   0.1016818210,   0.0962074846,   0.0605078340,   0.1224958748
   0.1406075060,   0.1276084334,   0.1045582592,   0.0605770238,   0.1224282980
   0.1495744288,   0.1474780440,   0.1246686876,   0.0623499416,   0.1237171292
   0.1399084777,   0.1421947479,   0.1230215803,   0.0633461326,   0.1261075288
   0.1338196397,   0.1395663172,   0.1215588748,   0.0635262579,   0.1276429147
   0.1288962811,   0.1365493834,   0.1199442521,   0.0635675043,   0.1286316663
   0.1227335557,   0.1329920590,   0.1184633523,   0.0635311455,   0.1292312890
   0.1173814833,   0.1298770458,   0.1176404133,   0.0632784516,   0.1294426471
   0.1133762747,   0.1274238676,   0.1171987280,   0.0630168617,   0.1293185055
   0.1115893871,   0.1259566396,   0.1166012287,   0.0628968030,   0.1291739345
   0.1925009340,   0.1623872072,   0.1302926689,   0.0648758113,   0.1302147359
   0.1977466792,   0.1747929305,   0.1436174810,   0.0743709132,   0.1345656216
   0.1987939328,   0.1782956421,   0.1487952024,   0.0865451545,   0.1362712979
   0.1994501948,   0.1816841215,   0.1519676298,   0.0927709937,   0.1414751410
   0.1999093741,   0.1834282577,   0.1544073671,   0.0952188671,   0.1470379382
   0.1999516338,   0.1842929870,   0.1561222076,   0.0969032645,   0.1522196233
   0.1797447205,   0.1780204475,   0.1559039354,   0.0966183767,   0.1566059589
   0.1686760038,   0.1702571958,   0.1519534588,   0.0935005918,   0.1587346643
   0.1614083797,   0.1643706113,   0.1474056244,   0.0908474550,   0.1596790999
   0.1569200903,   0.1603361815,   0.1438461244,   0.0888803303,   0.1603227556
   0.1514542550,   0.1565179378,   0.1409938782,   0.0873711333,   0.1609507799
   0.1436030418,   0.1515258253,   0.1376695484,   0.0861093402,   0.1616078466
   0.1379143298,   0.1470263153,   0.1341916323,   0.0849445462,   0.1621567011
   0.1336962134,   0.1436110735,   0.1313791424,   0.0805465207,   0.1655887365
   0.1290649772,   0.1403553933,   0.1288333535,   0.0762395933,   0.1670173109
   0.1236311123,   0.1369983405,   0.1264426410,   0.0758591443,   0.1664717346
   0.1178299859,   0.1332859248,   0.1239767596,   0.0757406354,   0.1663086712
   0.1143043861,   0.1302875280,   0.1216938123,   0.0756713897,   0.1662134528
   0.1136628091,   0.1284839511,   0.1199649647,   0.0756240934,   0.1661357582
   0.1118468046,   0.1273885965,   0.1188594550,   0.0755760446,   0.1660457104
   0.1085840836,   0.1258153617,   0.1178828329,   0.0755081773,   0.1659061760
   0.1055983156,   0.1239677519,   0.1168236881,   0.0754251853,   0.1657172740
   0.1044919789,   0.1225431934,   0.1158210263,   0.0753364787,   0.1655074805
   0.1009365544,   0.1213418394,   0.1150174886,   0.0752330422,   0.1652622223
   0.0975631773,   0.1194002405,   0.1140813231,   0.0751122609,   0.1649670154
   0.0942641720,   0.1177639514,   0.1131452695,   0.0749812275,   0.1646430790
   0.0954987258,   0.1165165156,   0.1122436523,   0.0748341829,   0.1642767489
   0.0964740589,   0.1167863607,   0.1117489040,   0.0746857896,   0.1638888270
   0.0997971445,   0.1164409444,   0.1114534363,   0.0745661259,   0.1635453254
   0.1365070492,   0.1272755116,   0.1128324717,   0.0744849220,   0.1632679552
   0.1574317664,   0.1448020339,   0.1218666583,   0.0745377690,   0.1631702483
   0.1367820948,   0.1436799169,   0.1275649220,   0.0746610388,   0.1633044481
   0.1295215935,   0.1396443993,   0.1272829920,   0.0747110173,   0.1634244919
   0.1243680641,   0.1368050277,   0.1256958842,   0.0747190267,   0.1634799838
   0.1185245588,   0.1333149225,   0.1236562729,   0.0747064650,   0.1634941399
   0.1160482019,   0.1307406425,   0.1216278076,   0.0746761113,   0.1634648144
   0.1118561998,   0.1286052167,   0.1200319603,   0.0746253133,   0.1633833349
   0.1102090180,   0.1262286305,   0.1184023246,   0.0745469779,   0.1632305682
   0.1089178249,   0.1253477931,   0.1172669083,   0.0744637176,   0.1630393267
   0.1066634133,   0.1238714829,   0.1163339838,   0.0743850619,   0.1628484279
   0.1001383662,   0.1217635050,   0.1153947935,   0.0743085891,   0.1626585275
   0.0948053077,   0.1189312115,   0.1141312197,   0.0742195845,   0.1624504179
   0.0938333869,   0.1172724813,   0.1129004583,   0.0741068348,   0.1621886641
   0.0934390277,   0.1161521897,   0.1119443104,   0.0739856511,   0.1618926525
   0.0938259661,   0.1156185046,   0.1112660840,   0.0738584623,   0.1615686566
   0.0921250433,   0.1150749922,   0.1108091995,   0.0737415478,   0.1612539291
   0.0889195800,   0.1140174344,   0.1103481874,   0.0736170113,   0.1609274894
   0.0877163634,   0.1128820851,   0.1097943336,   0.0734840333,   0.1605787426
   0.0862167403,   0.1121742874,   0.1092901453,   0.0733408257,   0.1602043211
   0.0850991309,   0.1113359481,   0.1088095978,   0.0731939524,   0.1598129719
   0.0896951184,   0.1111910194,   0.1084163636,   0.0730509907,   0.1594232917
   0.0897664428,   0.1120682210,   0.1083557606,   0.0729196966,   0.1590531170
   0.0851019099,   0.1113806516,   0.1082788035,   0.0727825016,   0.1586745381
   0.0813188031,   0.1100942940,   0.1079521328,   0.0726342499,   0.1582735330
   0.0790412873,   0.1088647395,   0.1074839309,   0.0724931657,   0.1578822136
   0.0783602968,   0.1080603972,   0.1070159078,   0.0723532066,   0.1574997008
   0.0775249824,   0.1074935645,   0.1066554561,   0.0722144395,   0.1571198553
   0.0773001835,   0.1070588604,   0.1062996760,   0.0720721856,   0.1567297727
   0.0752852187,   0.1065437645,   0.1059756801,   0.0719172135,   0.1563169062
   0.0714904144,   0.1055419222,   0.1056062654,   0.0717620105,   0.1558907777
   0.0709447861,   0.1046055481,   0.1051637381,   0.0716003180,   0.1554530263
   0.0705377907,   0.1041085422,   0.1047760099,   0.0714413822,   0.1550144851
   0.0692051128,   0.1035871804,   0.1044493169,   0.0712867528,   0.1545852274
   0.0683969185,   0.1030749232,   0.1041235924,   0.0711182281,   0.1541282088
   0.0669209883,   0.1025365293,   0.1038142070,   0.0709520206,   0.1536661685
   0.0654319599,   0.1019294709,   0.1035124734,   0.0707921460,   0.1532153636
   0.0652272031,   0.1014666334,   0.1032504439,   0.0706491992,   0.1528010964
   0.0665381700,   0.1012943164,   0.1030072942,   0.0704942569,   0.1523724943
   0.0679757893,   0.1013662592,   0.1028566808,   0.0703590363,   0.1519737095
   0.0673309788,   0.1014342234,   0.1027690247,   0.0702224374,   0.1515866220
   0.0670401827,   0.1012949944,   0.1026616096,   0.0700780526,   0.1511786580
   0.0660244301,   0.1010885835,   0.1025520191,   0.0699427426,   0.1507879198
   0.1277779639,   0.1178898811,   0.1042390391,   0.0698421746,   0.1504399180
   0.1745425761,   0.1535952985,   0.1243985891,   0.0704043061,   0.1506594419
   0.1477573216,   0.1510279030,   0.1305578500,   0.0719366372,   0.1529786140
   0.1339687556,   0.1434141546,   0.1285257936,   0.0718569979,   0.1543081999
   0.1297709793,   0.1394578665,   0.1273068190,   0.0715162382,   0.1542710662
   0.1281073689,   0.1375906169,   0.1258633882,   0.0714539886,   0.1542442888
   0.1217784956,   0.1356649250,   0.1246406883,   0.0714251027,   0.1542370617
   0.1511326730,   0.1418711841,   0.1247088313,   0.0714416504,   0.1542815566
   0.1476441771,   0.1483852267,   0.1286145002,   0.0719605088,   0.1548752636
   0.1331808418,   0.1434955895,   0.1286706477,   0.0721827149,   0.1556935012
   0.1221866235,   0.1368062049,   0.1265891492,   0.0719961151,   0.1557546705
   0.1177688763,   0.1330281347,   0.1237044558,   0.0719296187,   0.1556941271
   0.1150103658,   0.1301495284,   0.1213018522,   0.0718796477,   0.1556310207
   0.1097301617,   0.1276901960,   0.1194494665,   0.0718385652,   0.1555659622
   0.1046716869,   0.1245193183,   0.1175369173,   0.0717874467,   0.1554779857
   0.1034777537,   0.1224419773,   0.1158250570,   0.0717385486,   0.1553788334
   0.0963793322,   0.1201581284,   0.1144555584,   0.0716733262,   0.1552499384
   0.0920436084,   0.1172295511,   0.1128736436,   0.0715806484,   0.1550517827
   0.0876738429,   0.1148982793,   0.1113795787,   0.0714623407,   0.1547842324
   0.0829650164,   0.1125610769,   0.1100178584,   0.0713432878,   0.1544937044
   0.0785608068,   0.1102897972,   0.1087646931,   0.0712259263,   0.1542019695
   0.0756907016,   0.1084922254,   0.1076237932,   0.0710847825,   0.1538576335
   0.0719320327,   0.1067744866,   0.1066119596,   0.0709303096,   0.1534681916
   0.0705818534,   0.1052841768,   0.1057289541,   0.0707918331,   0.1530926973
