 swc1,swc2,swc3,swc4,swc5
 cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3
   0.0642038956,   0.0955540314,   0.0958931819,   0.0602987707,   0.1218637154
   0.0634058341,   0.0954541638,   0.0957655907,   0.0602220744,   0.1216458008
   0.0629560053,   0.0952939093,   0.0956637934,   0.0601596460,   0.1214412600
   0.0802412108,   0.0972953439,   0.0965799987,   0.0600845143,   0.1212118343
   0.0946834087,   0.1022519767,   0.0968404263,   0.0600540452,   0.1210496277
   0.1419601738,   0.1291170269,   0.1064412519,   0.0601825677,   0.1209612265
   0.1515368521,   0.1490572244,   0.1258626729,   0.0623001270,   0.1225372478
   0.1413013190,   0.1432307810,   0.1237111241,   0.0633323789,   0.1252610981
   0.1347467750,   0.1403168440,   0.1220245436,   0.0634528324,   0.1269299984
   0.1296866834,   0.1371195316,   0.1202262864,   0.0634447113,   0.1279628575
   0.1233832836,   0.1334207952,   0.1186178178,   0.0633814409,   0.1285645366
   0.1178715676,   0.1301398724,   0.1174967512,   0.0631706640,   0.1288422793
   0.1136657596,   0.1275344491,   0.1170372069,   0.0628681108,   0.1287349164
   0.1121517494,   0.1265657097,   0.1170611829,   0.0628622919,   0.1286602318
   0.1927117854,   0.1629496217,   0.1311943233,   0.0654876083,   0.1303576529
   0.1978410333,   0.1752261966,   0.1444691718,   0.0770287514,   0.1338132471
   0.1989988834,   0.1791609824,   0.1495890319,   0.0885910690,   0.1368208081
   0.1996023953,   0.1823188812,   0.1528628916,   0.0936575979,   0.1426606774
   0.1999645233,   0.1836573333,   0.1549817622,   0.0957239568,   0.1480652094
   0.2004861087,   0.1844494045,   0.1564563662,   0.0972171426,   0.1530981958
   0.1851438284,   0.1805488467,   0.1568498164,   0.0975108519,   0.1575296521
   0.1705278456,   0.1717486531,   0.1531318873,   0.0945589691,   0.1599758863
   0.1629772335,   0.1656310409,   0.1484266967,   0.0916875079,   0.1609627157
   0.1582762152,   0.1614229828,   0.1447206885,   0.0896228254,   0.1616146415
   0.1526581794,   0.1574639976,   0.1417536288,   0.0880523324,   0.1622695923
   0.1446789503,   0.1523426175,   0.1383171678,   0.0867446959,   0.1629143655
   0.1390055269,   0.1478643119,   0.1348503530,   0.0855548978,   0.1635794938
   0.1347152740,   0.1443678290,   0.1319630146,   0.0807661116,   0.1671659201
   0.1299878210,   0.1410331875,   0.1293580979,   0.0767035186,   0.1683430374
   0.1244686469,   0.1376068294,   0.1269164383,   0.0763338655,   0.1677657217
   0.1185965911,   0.1338303834,   0.1243995875,   0.0762121677,   0.1675997823
   0.1150206253,   0.1307889223,   0.1220789924,   0.0761423782,   0.1675056666
   0.1146228015,   0.1292764246,   0.1206164360,   0.0761016980,   0.1674091518
   0.1129851937,   0.1282187253,   0.1195155382,   0.0760432035,   0.1673161536
   0.1096825823,   0.1265955418,   0.1184831411,   0.0759741515,   0.1671777815
   0.1066461056,   0.1246946603,   0.1173777133,   0.0758905932,   0.1669900864
   0.1055099964,   0.1232355833,   0.1163401604,   0.0758009702,   0.1667798907
   0.1018793806,   0.1219977662,   0.1155157089,   0.0756962746,   0.1665329188
   0.0984605178,   0.1200073287,   0.1145504117,   0.0755734742,   0.1662343144
   0.0951160267,   0.1183370054,   0.1135898009,   0.0754398704,   0.1659052670
   0.0963169932,   0.1170712262,   0.1126692593,   0.0752899572,   0.1655329317
   0.0972313508,   0.1173361614,   0.1121721938,   0.0751386732,   0.1651383042
   0.1006213799,   0.1171570644,   0.1120499074,   0.0750113949,   0.1647670716
   0.1389263123,   0.1305638254,   0.1162502095,   0.0749198645,   0.1642485261
   0.1607386917,   0.1486082226,   0.1258315295,   0.0749798343,   0.1642000824
   0.1404236853,   0.1470441967,   0.1309976131,   0.0750856847,   0.1643818468
   0.1332189590,   0.1426904202,   0.1300307065,   0.0751442090,   0.1645484567
   0.1279886663,   0.1395584345,   0.1279758215,   0.0751629770,   0.1646469831
   0.1219854876,   0.1358064413,   0.1256023496,   0.0751611888,   0.1646997035
   0.1193073392,   0.1330350339,   0.1233335957,   0.0751405805,   0.1647038162
   0.1148130745,   0.1306864023,   0.1215755790,   0.0750988945,   0.1646519601
   0.1127341017,   0.1280781031,   0.1197672561,   0.0750282705,   0.1645252705
   0.1111676097,   0.1269886196,   0.1184933782,   0.0749507248,   0.1643550396
   0.1088454425,   0.1253828108,   0.1174412966,   0.0748762265,   0.1641803980
   0.1020870134,   0.1231097728,   0.1163967103,   0.0748026818,   0.1640030742
