 swc1,swc2,swc3,swc4,swc5
 cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3
   0.0637063906,   0.0956051350,   0.0960407779,   0.0599315688,   0.1207216159
   0.0630724132,   0.0954755098,   0.0958551019,   0.0598676950,   0.1205168813
   0.0627340823,   0.0953191072,   0.0957284868,   0.0598098002,   0.1203258410
   0.0811178386,   0.0990289673,   0.0982548892,   0.0597166233,   0.1200057641
   0.0962175503,   0.1040037274,   0.0985222682,   0.0596992224,   0.1198585108
   0.1450007856,   0.1324009299,   0.1103550494,   0.0601034760,   0.1198973209
   0.1556969881,   0.1523716599,   0.1283326447,   0.0628618300,   0.1221422851
   0.1441049278,   0.1454568952,   0.1252581179,   0.0638797805,   0.1255199760
   0.1366856694,   0.1419205666,   0.1231749877,   0.0638653561,   0.1274208277
   0.1312990785,   0.1383671314,   0.1210761964,   0.0637688413,   0.1285234839
   0.1247524023,   0.1344252527,   0.1192928553,   0.0636538491,   0.1291329414
   0.1190245971,   0.1309499890,   0.1179249510,   0.0634507984,   0.1294333041
   0.1146235391,   0.1281743497,   0.1173767149,   0.0631103367,   0.1293299943
   0.1137441695,   0.1280789375,   0.1180096120,   0.0634822845,   0.1294953972
   0.1931431592,   0.1640654653,   0.1328935325,   0.0671940520,   0.1324177235
   0.1980326772,   0.1761022210,   0.1459609419,   0.0809140205,   0.1356230378
   0.1993363649,   0.1806757152,   0.1509697139,   0.0912315398,   0.1403664947
   0.1998647898,   0.1834285855,   0.1543084532,   0.0950684249,   0.1465826631
   0.2000519484,   0.1840607673,   0.1560215503,   0.0967233405,   0.1515923142
   0.2005670816,   0.1848185360,   0.1572788805,   0.0979414582,   0.1562176496
   0.1943199337,   0.1841105074,   0.1579700410,   0.0989495590,   0.1605758816
   0.1746371686,   0.1749906987,   0.1554844826,   0.0969167724,   0.1636628509
   0.1659466922,   0.1680229157,   0.1503501832,   0.0937613547,   0.1649852395
   0.1607833207,   0.1634393632,   0.1463399529,   0.0914850980,   0.1657945216
   0.1548537910,   0.1591946185,   0.1431411952,   0.0897920281,   0.1665793061
   0.1466242075,   0.1538249403,   0.1394950300,   0.0883975253,   0.1673096716
