 swc1,swc2,swc3,swc4,swc5
 cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3,cm3/cm3
   0.0630297810,   0.0946407542,   0.0951498374,   0.0598169379,   0.1203526706
   0.0622535050,   0.0945525020,   0.0950350240,   0.0597300120,   0.1201206222
   0.0617958158,   0.0943979844,   0.0949323773,   0.0596640632,   0.1199032962
   0.0785196200,   0.0955405831,   0.0950539783,   0.0596130751,   0.1197354272
   0.0926704481,   0.1003840193,   0.0952960625,   0.0595698282,   0.1195666194
   0.1395073831,   0.1268603206,   0.1039905325,   0.0596468933,   0.1194955185
   0.1488179266,   0.1467399001,   0.1239875481,   0.0614409223,   0.1207434013
   0.1392001659,   0.1414381117,   0.1224665642,   0.0624842942,   0.1231256202
   0.1329710782,   0.1388569623,   0.1209657341,   0.0626579374,   0.1246878579
   0.1280838102,   0.1358729899,   0.1192693412,   0.0626688525,   0.1256799102
   0.1219637766,   0.1323436499,   0.1177402586,   0.0626109317,   0.1262582093
   0.1165616810,   0.1291472465,   0.1165632382,   0.0624475218,   0.1265622526
   0.1123480648,   0.1265438646,   0.1161024049,   0.0621538237,   0.1265024543
   0.1104395315,   0.1251058877,   0.1157724112,   0.0620186552,   0.1263659745
   0.1923546493,   0.1621136069,   0.1298996657,   0.0641687065,   0.1274936795
   0.1977583468,   0.1748353839,   0.1437911093,   0.0753589198,   0.1303766519
   0.1988661289,   0.1785888523,   0.1490245759,   0.0870998800,   0.1330343783
   0.1994881928,   0.1817779243,   0.1519823372,   0.0927472785,   0.1388914436
   0.1999067217,   0.1833736151,   0.1542106867,   0.0949754491,   0.1447071284
   0.1996798962,   0.1842044443,   0.1558095664,   0.0965854749,   0.1500584930
   0.1792844087,   0.1776736230,   0.1555259526,   0.0962403193,   0.1545041800
   0.1682973355,   0.1699652672,   0.1518482566,   0.0929202586,   0.1566162109
   0.1612607986,   0.1642506421,   0.1473188996,   0.0902349874,   0.1574332267
   0.1568209827,   0.1602558345,   0.1437869966,   0.0882669985,   0.1579629332
   0.1513785422,   0.1564593464,   0.1409506798,   0.0867553204,   0.1585046500
   0.1435403824,   0.1514778733,   0.1376298666,   0.0854924992,   0.1590746641
   0.1378753632,   0.1469990611,   0.1341614872,   0.0843338966,   0.1596451849
