 NEE,GPP,Reco,FoliageC
     0.58727288,     0.36529055,     0.95256335,   1.2117780447
     0.60931480,     0.30189478,     0.91120970,   1.2639960051
     0.47561094,     0.30641681,     0.78202784,   1.2475097179
     0.52709514,     0.31945249,     0.84654766,   1.2908315659
     0.46316388,     0.28721610,     0.75038004,   1.3295847178
     0.22860289,     0.19788696,     0.42648983,   1.2509132624
     0.41336423,     0.30189604,     0.71526039,   1.2729504108
     0.42640170,     0.28884083,     0.71524256,   1.3150174618
     0.45855206,     0.26236442,     0.72091651,   1.3505830765
     0.65149814,     0.24289468,     0.89439285,   1.3850651979
     0.71159863,     0.26032248,     0.97192109,   1.4186362028
     0.57723576,     0.12783422,     0.70507002,   1.4205014706
     0.44057924,     0.38272879,     0.82330811,   1.3386991024
     0.50681156,     0.40070403,     0.90751553,   1.3422784805
     0.76474524,     0.38904905,     1.15379417,   1.4033396244
     0.85579342,     0.39955738,     1.25535059,   1.4709438086
     0.57044899,     0.35802397,     0.92847300,   1.5063723326
     0.51889360,     0.32829243,     0.84718597,   1.5445095301
     0.46432123,     0.19940419,     0.66372544,   1.5773837566
     0.37256691,     0.28402346,     0.65659034,   1.5717766285
     0.43142381,     0.31511319,     0.74653703,   1.6057264805
     0.49355796,     0.30630413,     0.79986203,   1.6479303837
     0.51225019,     0.31291506,     0.82516533,   1.6905423403
     0.42607105,     0.28042281,     0.70649391,   1.7242723703
     0.48370370,     0.29592678,     0.77963042,   1.7621293068
     0.45883334,     0.28020445,     0.73903775,   1.7797522545
     0.57123649,     0.22154270,     0.79277915,   1.8084275723
     0.66878265,     0.25005642,     0.91883910,   1.8335504532
     0.61643022,     0.26634338,     0.88277370,   1.8634018898
     0.57693446,     0.29117528,     0.86810982,   1.8977339268
     0.59252924,     0.26063949,     0.85316873,   1.9304578304
     0.51979429,     0.27184507,     0.79163927,   1.9608335495
     0.43700248,     0.26963913,     0.70664155,   1.9923939705
     0.56532753,     0.22574535,     0.79107279,   2.0194997787
     0.66239715,     0.21133015,     0.87372738,   2.0401163101
     0.74868822,     0.18739337,     0.93608153,   2.0567514896
     0.83447307,     0.17321840,     1.00769138,   2.0692329407
     0.85903120,     0.15936518,     1.01839638,   2.0791406631
     0.95963895,     0.13421206,     1.09385097,   2.0851781368
     0.98329085,     0.16563763,     1.14892840,   2.0910887718
     0.95739710,     0.18379426,     1.14119148,   2.1025738716
     0.92779857,     0.19891131,     1.12671006,   2.1163129807
     0.88921475,     0.18764703,     1.07686174,   2.1307153702
     0.65547204,     0.20454459,     0.86001664,   2.1440732479
     0.72553921,     0.16961826,     0.89515752,   2.1580269337
     0.86350465,     0.15631105,     1.01981568,   2.1659564972
     0.79940599,     0.16954522,     0.96895123,   2.1736812592
     0.64135623,     0.22075708,     0.86211324,   2.1869320869
     0.52536744,     0.21794413,     0.74331158,   2.2047395706
     0.47118521,     0.19272828,     0.66391349,   2.2209515572
     0.47223958,     0.33278495,     0.80502450,   2.2508294582
     0.63105851,     0.32822016,     0.95927864,   2.2989168167
     0.84926140,     0.25838545,     1.10764694,   2.3365678787
     0.99942565,     0.17117932,     1.17060483,   2.3550882339
     0.85481244,     0.21856351,     1.07337594,   2.3691022396
     0.99774152,     0.17303741,     1.17077875,   2.3830983639
     0.93443877,     0.18643561,     1.12087440,   2.3932027817
     0.89848179,     0.17180470,     1.07028663,   2.4031703472
     0.82022673,     0.19496636,     1.01519310,   2.4128580093
     0.90183586,     0.14356063,     1.04539657,   2.4208843708
     1.02944279,     0.13806631,     1.16750920,   2.4222133160
     0.84268785,     0.18998486,     1.03267288,   2.4279751778
     0.70828742,     0.19647920,     0.90476656,   2.4405634403
     0.87962538,     0.21142679,     1.09105241,   2.4571709633
     0.94469821,     0.14973256,     1.09443092,   2.4666805267
     1.02183735,     0.11086586,     1.13270319,   2.4659056664
     0.94241816,     0.15335804,     1.09577620,   2.4657962322
     0.86679572,     0.16786498,     1.03466070,   2.4713666439
     0.87249732,     0.18153930,     1.05403650,   2.4803869724
     0.95302367,     0.14788657,     1.10091031,   2.4870002270
     1.00278020,     0.12056717,     1.12334728,   2.4863822460
     1.00007296,     0.09590677,     1.09597969,   2.4814610481
     0.85345668,     0.15537019,     1.00882685,   2.4793834686
     0.81800574,     0.14840730,     0.96641302,   2.4820339680
     0.93999636,     0.10635730,     1.04635370,   2.4804546833
     0.63732195,     0.20971064,     0.84703255,   2.4834954739
     0.69308966,     0.17274158,     0.86583132,   2.4950554371
     0.85015690,     0.11945789,     0.96961480,   2.4975121021
     0.95374548,     0.10255549,     1.05630088,   2.4926297665
     0.80023110,     0.14464377,     0.94487488,   2.4897375107
     0.56129235,     0.12545964,     0.68675202,   2.4892902374
     0.88591737,     0.07009805,     0.95601541,   2.4816586971
     0.79333252,     0.12368659,     0.91701907,   2.4742147923
     0.80077231,     0.11966756,     0.92043990,   2.4702765942
     0.69595468,     0.14045569,     0.83641040,   2.4693522453
     0.87915629,     0.06479440,     0.94395083,   2.4627428055
     0.93280244,     0.07274741,     1.00554979,   2.4494118690
     1.00939655,     0.07498539,     1.08438182,   2.4376113415
     0.87270820,     0.09337556,     0.96608371,   2.4270377159
     0.80302310,     0.09805670,     0.90107977,   2.4194431305
     0.73146766,     0.11242175,     0.84388947,   2.4141240120
     0.89939570,     0.10284632,     1.00224197,   2.4079837799
     1.27202535,     0.09320796,     1.36523330,   2.4015457630
     0.84227562,     0.09372254,     0.93599802,   2.3924937248
     1.29719782,     0.11711242,     1.41431022,   2.3882706165
     2.38220286,     0.36142072,     2.74362350,   2.4232571125
     1.35368145,     0.26446143,     1.61814272,   2.4705843925
     1.09380221,     0.20157477,     1.29537702,   2.4955360889
     0.93883240,     0.16718721,     1.10601974,   2.5075681210
     0.87662828,     0.15232471,     1.02895296,   2.5139822960
     0.96655262,     0.20174961,     1.16830218,   2.5217692852
     1.16093004,     0.26397711,     1.42490745,   2.5533523560
     0.89081776,     0.24335912,     1.13417685,   2.5821478367
     0.77983463,     0.15624173,     0.93607640,   2.5992987156
     0.88770425,     0.11699008,     1.00469422,   2.6013891697
     0.95041460,     0.21784264,     1.16825724,   2.6123316288
     0.85007888,     0.14670362,     0.99678254,   2.6243064404
     0.86197978,     0.09463184,     0.95661151,   2.6229467392
     0.87375659,     0.14496332,     1.01871991,   2.6195547581
     0.96169704,     0.12541746,     1.08711457,   2.6239938736
     0.91784060,     0.09535579,     1.01319635,   2.6208693981
     0.96079445,     0.07520476,     1.03599918,   2.6117000580
     0.88222396,     0.10575731,     0.98798120,   2.6032161713
     1.18201137,     0.22808102,     1.41009247,   2.6164484024
     1.26102686,     0.31876493,     1.57979178,   2.6543042660
     0.90977955,     0.30355182,     1.21333158,   2.7027409077
     0.64677823,     0.40810403,     1.05488229,   2.7540662289
     0.92142135,     0.21356554,     1.13498688,   2.8089795113
     0.86242902,     0.14562118,     1.00805020,   2.8214552402
     0.53910857,     0.24750537,     0.78661382,   2.8337914944
     0.42053470,     0.22829555,     0.64883024,   2.8550293446
     0.49598920,     0.19472811,     0.69071728,   2.8719742298
     0.52812332,     0.14581046,     0.67393380,   2.8781661987
     0.58755988,     0.12114321,     0.70870310,   2.8769898415
     0.62432420,     0.08586250,     0.71018672,   2.8690834045
     0.58851945,     0.13153984,     0.72005928,   2.8615834713
     0.56980389,     0.12248436,     0.69228828,   2.8577339649
     0.56525779,     0.11086763,     0.67612541,   2.8519680500
     0.50903493,     0.11444970,     0.62348455,   2.8450086117
     0.50565475,     0.15395822,     0.65961295,   2.8426461220
     0.71469671,     0.19024359,     0.90494031,   2.8548500538
     0.97722900,     0.26382115,     1.24105024,   2.8777976036
     0.62378538,     0.19492978,     0.81871516,   2.9011144638
     0.62505788,     0.14665781,     0.77171570,   2.9092969894
     0.55458748,     0.12957615,     0.68416357,   2.9089078903
     0.93623769,     0.27913865,     1.21537638,   2.9289100170
     0.73432636,     0.27872360,     1.01305008,   2.9711699486
     0.89499903,     0.27781737,     1.17281651,   3.0160393715
     1.12573791,     0.31187961,     1.43761754,   3.0647649765
     1.75218856,     0.35894662,     2.11113548,   3.1207659245
     1.89107096,     0.39900431,     2.29007530,   3.1898500919
     1.37460184,     0.36390233,     1.73850429,   3.2593679428
     1.90807235,     0.34332097,     2.25139332,   3.3142902851
     1.56707358,     0.16931918,     1.73639321,   3.3451128006
     0.75008726,     0.15822259,     0.90830994,   3.3480095863
     0.62902004,     0.17424585,     0.80326575,   3.3520677090
     0.70021141,     0.17967586,     0.87988722,   3.3621244431
     0.64674997,     0.14792341,     0.79467344,   3.3660304546
     0.57766682,     0.11191840,     0.68958533,   3.3622488976
     0.47027034,     0.13298732,     0.60325772,   3.3550267220
     0.52825773,     0.11808415,     0.64634180,   3.3487951756
     0.46749443,     0.13098615,     0.59848052,   3.3410942554
     0.27438858,     0.21185470,     0.48624328,   3.3440017700
     0.26871544,     0.17378555,     0.44250104,   3.3525896072
     0.25550038,     0.18568216,     0.44118255,   3.3583996296
     0.27155316,     0.25210857,     0.52366173,   3.3710460663
     0.49182189,     0.32209668,     0.81391847,   3.4145233631
     0.47960323,     0.32784283,     0.80744618,   3.4595360756
     0.30683094,     0.23813671,     0.54496765,   3.4928617477
     0.23920667,     0.26787266,     0.50707930,   3.5187332630
     0.40524012,     0.19378556,     0.59902561,   3.5396409035
     0.60874927,     0.17337996,     0.78212917,   3.5473337173
     0.39813566,     0.19310719,     0.59124285,   3.5540220737
     0.32167587,     0.13488843,     0.45656428,   3.5567758083
     0.37970400,     0.11679541,     0.49649942,   3.5494928360
     0.39047447,     0.10700511,     0.49747959,   3.5385746956
     0.35180831,     0.13787366,     0.48968190,   3.5296778679
     0.36213616,     0.11489190,     0.47702798,   3.5216619968
     0.37631625,     0.10032363,     0.47663990,   3.5094907284
     0.37601793,     0.09282598,     0.46884394,   3.4948883057
     0.36605912,     0.10138985,     0.46744898,   3.4806036949
     0.19971633,     0.18188150,     0.38159779,   3.4752857685
     0.20754489,     0.16793691,     0.37548178,   3.4797341824
     0.23488642,     0.13375056,     0.36863703,   3.4784555435
     0.29139650,     0.10062767,     0.39202422,   3.4688487053
     0.31669763,     0.08804843,     0.40474606,   3.4546947479
     0.22239473,     0.13969430,     0.36208901,   3.4444382191
     0.16144821,     0.13854669,     0.29999489,   3.4389157295
     0.21361735,     0.10335658,     0.31697395,   3.4306645393
     0.23206365,     0.10803596,     0.34009966,   3.4183666706
     0.20927440,     0.10204397,     0.31131834,   3.4066903591
     0.29366493,     0.07968047,     0.37334546,   3.3918523788
     0.26915213,     0.10011410,     0.36926627,   3.3767180443
     0.26787826,     0.11527827,     0.38315657,   3.3657920361
     0.40511897,     0.11511441,     0.52023339,   3.3612329960
     0.28706893,     0.15507323,     0.44214216,   3.3588578701
     0.29328564,     0.13462159,     0.42790723,   3.3584771156
     0.18591264,     0.10222181,     0.28813443,   3.3506309986
     0.15839833,     0.16681761,     0.32521594,   3.3493947983
     0.11506297,     0.18254928,     0.29761228,   3.3600482941
     0.19986725,     0.12062150,     0.32048878,   3.3647503853
     0.16581471,     0.27565750,     0.44147220,   3.3843536377
     0.21570766,     0.17706898,     0.39277670,   3.4069273472
     0.18441474,     0.28399613,     0.46841091,   3.4385972023
     0.26457840,     0.25588903,     0.52046746,   3.4787297249
     0.27635485,     0.08917664,     0.36553153,   3.4156079292
     0.15220717,     0.12074231,     0.27294949,   3.0301268101
     0.16980970,     0.11920979,     0.28901950,   2.8201971054
     0.19173388,     0.10148753,     0.29322144,   2.8189175129
     0.17618792,     0.10281489,     0.27900285,   2.8199324608
     0.04589829,     0.25580689,     0.30170515,   2.8316681385
     0.14474030,     0.24973504,     0.39447537,   2.8682880402
     0.19611758,     0.24842164,     0.44453922,   2.9085619450
     0.17622772,     0.22395782,     0.40018561,   2.9448063374
     0.16372469,     0.17918932,     0.34291402,   2.9700851440
     0.18367201,     0.08209127,     0.26576328,   2.9763398170
     0.12839216,     0.17769422,     0.30608636,   2.9828276634
     0.15029694,     0.16069725,     0.31099418,   2.9967279434
     0.17562763,     0.15193002,     0.32755765,   3.0064585209
     0.18101008,     0.14659117,     0.32760125,   3.0143604279
     0.20398876,     0.14114797,     0.34513664,   3.0209217072
     0.18745926,     0.11731127,     0.30477053,   3.0230689049
     0.18471056,     0.04040763,     0.22511822,   2.8300838470
     0.26526120,     0.00000000,     0.26526120,   2.5450398922
     0.30856767,     0.00000000,     0.30856767,   2.4810559750
     0.30468208,     0.00000000,     0.30468208,   2.4588594437
     0.26749447,     0.00000000,     0.26749447,   2.4120998383
     0.30037019,     0.00000000,     0.30037019,   2.3872947693
     0.27565384,     0.00000000,     0.27565384,   2.3659126759
     0.21169452,     0.00000000,     0.21169452,   2.2686438560
     0.18286827,     0.00000000,     0.18286827,   2.1858942509
     0.18812336,     0.00000000,     0.18812336,   1.9826387167
     0.21740329,     0.00000000,     0.21740329,   1.8455538750
     0.17394099,     0.00000000,     0.17394099,   1.7237744331
     0.14627980,     0.00000000,     0.14627980,   1.4824399948
     0.15438543,     0.00000000,     0.15438543,   1.2853138447
     0.19977394,     0.00000000,     0.19977394,   1.1599366665
     0.23463555,     0.00000000,     0.23463555,   1.1307555437
     0.23881561,     0.00000000,     0.23881561,   1.0798223019
     0.21682671,     0.00000000,     0.21682671,   1.0501600504
     0.15969825,     0.00000000,     0.15969825,   0.9356262684
     0.17393272,     0.00000000,     0.17393272,   0.8336141109
     0.17980073,     0.00000000,     0.17980073,   0.7646347880
     0.18660718,     0.00000000,     0.18660718,   0.7067932487
     0.17680494,     0.00000000,     0.17680494,   0.6776776314
     0.20248163,     0.00000000,     0.20248163,   0.6669237018
     0.21706903,     0.00000000,     0.21706903,   0.6560848951
     0.17999390,     0.00000000,     0.17999390,   0.6139814258
     0.15553540,     0.00000000,     0.15553540,   0.5499715805
     0.17718223,     0.00000000,     0.17718223,   0.5047729015
     0.20143217,     0.00000000,     0.20143217,   0.4978334904
     0.21490286,     0.00000000,     0.21490286,   0.4933377802
     0.21252854,     0.00000000,     0.21252854,   0.4887631238
     0.18770131,     0.00000000,     0.18770131,   0.4708059728
     0.13555193,     0.00000000,     0.13555193,   0.4167612493
     0.12487615,     0.00000000,     0.12487615,   0.3569301367
     0.11888692,     0.00000000,     0.11888692,   0.3115212619
     0.14628293,     0.00000000,     0.14628293,   0.2799843550
     0.15376332,     0.00000000,     0.15376332,   0.2615296841
     0.12909321,     0.00000000,     0.12909321,   0.2267842889
     0.11244497,     0.00000000,     0.11244497,   0.2010545880
     0.11018599,     0.00000000,     0.11018599,   0.1814694703
     0.10545625,     0.00000000,     0.10545625,   0.1638130546
     0.13969217,     0.00000000,     0.13969217,   0.1581596881
     0.16582875,     0.00000000,     0.16582875,   0.1496967226
     0.15246397,     0.00000000,     0.15246397,   0.1384138465
     0.11670663,     0.00000000,     0.11670663,   0.1242361292
     0.14803956,     0.00000000,     0.14803956,   0.1177808195
     0.16826794,     0.00000000,     0.16826794,   0.1156703234
     0.16320080,     0.00000000,     0.16320080,   0.1123603731
     0.17236003,     0.00000000,     0.17236003,   0.1087902486
     0.17283867,     0.00000000,     0.17283867,   0.1030227020
     0.14837182,     0.00000000,     0.14837182,   0.0941831619
     0.17031989,     0.00000000,     0.17031989,   0.0896644294
     0.18087278,     0.00000000,     0.18087278,   0.0880863965
     0.13086776,     0.00000000,     0.13086776,   0.0800134465
     0.16029996,     0.00000000,     0.16029996,   0.0759539381
     0.14286643,     0.00000000,     0.14286643,   0.0717170238
     0.13380034,     0.00000000,     0.13380034,   0.0661294386
     0.15174983,     0.00000000,     0.15174983,   0.0588126443
     0.13204637,     0.00000000,     0.13204637,   0.0496571921
     0.12410551,     0.00000000,     0.12410551,   0.0410824940
     0.12193802,     0.00000000,     0.12193802,   0.0339789018
     0.11994699,     0.00000000,     0.11994699,   0.0287566874
     0.12969919,     0.00000000,     0.12969919,   0.0234260242
     0.13389833,     0.00000000,     0.13389833,   0.0181279834
     0.13307284,     0.00000000,     0.13307284,   0.0143942675
     0.12500827,     0.00000000,     0.12500827,   0.0118591534
     0.14047807,     0.00000000,     0.14047807,   0.0104173850
     0.19046696,     0.00000000,     0.19046696,   0.0099711949
     0.18283436,     0.00000000,     0.18283436,   0.0091320667
     0.17602140,     0.00000000,     0.17602140,   0.0084398398
     0.16184783,     0.00000000,     0.16184783,   0.0074321032
     0.19193840,     0.00000000,     0.19193840,   0.0070598060
     0.16727452,     0.00000000,     0.16727452,   0.0067273304
     0.15020722,     0.00000000,     0.15020722,   0.0059853331
     0.13088663,     0.00000000,     0.13088663,   0.0050767385
     0.14692692,     0.00000000,     0.14692692,   0.0042393617
     0.17106004,     0.00000000,     0.17106004,   0.0037603192
     0.19366914,     0.00000000,     0.19366914,   0.0034867208
     0.19114771,     0.00000000,     0.19114771,   0.0031449778
     0.19389449,     0.00000000,     0.19389449,   0.0028758729
     0.16438735,     0.00000000,     0.16438735,   0.0024352751
     0.16880003,     0.00000000,     0.16880003,   0.0021179325
     0.20449063,     0.00000000,     0.20449063,   0.0018845194
     0.15146320,     0.00000000,     0.15146320,   0.0015458193
     0.12141056,     0.00000000,     0.12141056,   0.0011576371
     0.11195680,     0.00000000,     0.11195680,   0.0008514641
     0.10261012,     0.00000000,     0.10261012,   0.0005194211
     0.10608707,     0.00000000,     0.10608707,   0.0001827472
     0.13757904,     0.00000000,     0.13757904,   0.0000061309
     0.12769960,     0.00000000,     0.12769960,   0.0000000000
     0.10210551,     0.00000000,     0.10210551,   0.0000000000
     0.10161806,     0.00000000,     0.10161806,   0.0000000000
     0.14091289,     0.00000000,     0.14091289,   0.0000000000
     0.14809451,     0.00000000,     0.14809451,   0.0000000000
     0.17192703,     0.00000000,     0.17192703,   0.0000000000
     0.19465868,     0.00000000,     0.19465868,   0.0000000000
     0.20131466,     0.00000000,     0.20131466,   0.0000000000
     0.19746131,     0.00000000,     0.19746131,   0.0000000000
     0.18268162,     0.00000000,     0.18268162,   0.0000000000
     0.14192548,     0.00000000,     0.14192548,   0.0000000000
     0.10514519,     0.00000000,     0.10514519,   0.0000000000
     0.09605338,     0.00000000,     0.09605338,   0.0000000000
     0.13089707,     0.00000000,     0.13089707,   0.0000000000
     0.14592439,     0.00000000,     0.14592439,   0.0000000000
     0.14297378,     0.00000000,     0.14297378,   0.0000000000
     0.16657454,     0.00000000,     0.16657454,   0.0000000000
    -0.18822971,     0.41957372,     0.23134401,   0.0442460664
    -0.20313950,     0.45916262,     0.25602311,   0.1399541050
    -0.09562395,     0.31911325,     0.22348933,   0.2229741812
    -0.08738642,     0.24894862,     0.16156222,   0.2600918412
     0.04752520,     0.05465966,     0.10218488,   0.2574772835
     0.00750059,     0.08211807,     0.08961866,   0.2328532487
    -0.19261965,     0.31342179,     0.12080215,   0.2418788075
    -0.13220154,     0.27160046,     0.13939889,   0.2807136476
    -0.16063289,     0.33782753,     0.17719463,   0.3371901512
    -0.19646551,     0.35015553,     0.15369003,   0.3817285001
    -0.26333928,     0.39756131,     0.13422200,   0.4248306155
    -0.27013445,     0.46359184,     0.19345739,   0.5032339692
    -0.21065584,     0.42915425,     0.21849838,   0.5883705020
    -0.18313736,     0.41704839,     0.23391102,   0.6718239188
    -0.12879400,     0.43337971,     0.30458575,   0.7549899220
    -0.16808526,     0.42446437,     0.25637913,   0.8378409147
    -0.19252089,     0.38365558,     0.19113468,   0.8714624643
     0.04924303,     0.05342040,     0.10266344,   0.8186702132
     0.02026583,     0.06260672,     0.08287254,   0.7084570527
    -0.05830538,     0.16343758,     0.10513219,   0.6261795163
    -0.39353940,     0.54873949,     0.15520000,   0.6348336339
    -0.29720378,     0.55327749,     0.25607362,   0.7530431747
    -0.25479689,     0.51771545,     0.26291862,   0.8686771393
    -0.23568670,     0.49570662,     0.26001990,   0.9364935160
    -0.10940003,     0.31708822,     0.20768818,   0.9736324549
    -0.17986721,     0.37725362,     0.19738644,   0.9895670414
    -0.07894120,     0.28174934,     0.20280814,   1.0506833792
    -0.30717012,     0.56449765,     0.25732744,   1.1214392185
    -0.07244026,     0.27123874,     0.19879851,   1.1065715551
    -0.28277776,     0.54691410,     0.26413628,   1.0791865587
    -0.31072700,     0.59472352,     0.28399655,   1.1209890842
    -0.32828465,     0.61779022,     0.28950551,   1.1796679497
    -0.28602287,     0.58326280,     0.29723993,   1.2634003162
    -0.13919808,     0.46181825,     0.32262021,   1.3616123199
    -0.14481434,     0.58488590,     0.44007155,   1.3800749779
    -0.06613272,     0.30297759,     0.23684487,   1.4357428551
    -0.25385219,     0.55101269,     0.29716054,   1.5131766796
    -0.31213886,     0.69832367,     0.38618478,   1.6336812973
    -0.28836408,     0.72246039,     0.43409628,   1.7897081375
    -0.33226746,     0.69662827,     0.36436087,   1.9405900240
    -0.30135003,     0.68688756,     0.38553759,   2.0430586338
    -0.13004859,     0.55835742,     0.42830887,   2.1672515869
    -0.11568416,     0.48387119,     0.36818701,   2.2673799992
    -0.18438238,     0.56596392,     0.38158152,   2.3648164272
    -0.10557020,     0.36809435,     0.26252416,   2.3545176983
    -0.02037630,     0.19902806,     0.17865175,   2.1688814163
    -0.37754375,     0.57060325,     0.19305949,   2.0168204308
    -0.28363538,     0.52504605,     0.24141073,   2.1093752384
    -0.32324386,     0.57902396,     0.25578019,   2.2143445015
    -0.24918565,     0.54397136,     0.29478568,   2.3186278343
    -0.22040838,     0.52966177,     0.30925336,   2.4152452946
    -0.20709692,     0.51266980,     0.30557287,   2.5083699226
    -0.15455535,     0.47628668,     0.32173130,   2.5932374001
    -0.07916597,     0.40672618,     0.32756025,   2.6663472652
    -0.10648170,     0.39099765,     0.28451598,   2.7266221046
    -0.16602065,     0.50087327,     0.33485258,   2.7961316109
    -0.05615529,     0.26831904,     0.21216372,   2.7085173130
    -0.11722526,     0.32199109,     0.20476586,   2.5677657127
    -0.03604980,     0.23818356,     0.20213376,   2.4242658615
    -0.30879882,     0.62123919,     0.31244045,   2.3084034920
    -0.21331556,     0.51570332,     0.30238777,   2.4059896469
    -0.12843278,     0.51252323,     0.38409051,   2.5022382736
    -0.08833630,     0.39035270,     0.30201638,   2.5818574429
    -0.34364218,     0.78088051,     0.43723837,   2.6995873451
    -0.20549482,     0.66008490,     0.45459005,   2.8529603481
    -0.04444777,     0.52879328,     0.48434541,   2.9692728519
    -0.06072364,     0.52822137,     0.46749771,   3.0655009747
    -0.20221204,     0.55800903,     0.35579696,   3.1614449024
    -0.14370514,     0.45689067,     0.31318554,   3.2459094524
