 swc(1),swc(2),swc(3),swc(4),swc(5),swc(6),swc(7),swc(8),swc(9),swc(10),duplicate_swc(1),duplicate_swc(2),duplicate_swc(3),duplicate_swc(4)
   0.1526140720,   0.1557539105,   0.1389328539,   0.0870480537,   0.1962434947,   0.2438918054,   0.1779758781,   0.0842499733,   0.0677276179,   0.0682777390,   0.1525457054,   0.1557166874,   0.1389196813,   0.0870487988
   0.1426532716,   0.1495861262,   0.1362922341,   0.0871284083,   0.1965162158,   0.2441945970,   0.1782925427,   0.0844840929,   0.0677268729,   0.0681876466,   0.1425730437,   0.1495432705,   0.1362795085,   0.0871301666
   0.1355486959,   0.1444329619,   0.1326963902,   0.0871042088,   0.1965764463,   0.2443032414,   0.1784819663,   0.0847111344,   0.0677261129,   0.0680921078,   0.1354627758,   0.1443860829,   0.1326812208,   0.0871069208
   0.1335423738,   0.1422564685,   0.1304182410,   0.0870218724,   0.1964547336,   0.2442126423,   0.1784651130,   0.0849293843,   0.0677257553,   0.0679922253,   0.1334572583,   0.1422083974,   0.1304003894,   0.0870250016
   0.1278241575,   0.1388456821,   0.1284792721,   0.0869099647,   0.1962373853,   0.2440101206,   0.1783073694,   0.0851392001,   0.0677252039,   0.0678894520,   0.1277300417,   0.1387945414,   0.1284613013,   0.0869137943
   0.1242930815,   0.1363952160,   0.1267542988,   0.0867573693,   0.1959107369,   0.2436917424,   0.1780307889,   0.0853379816,   0.0677247569,   0.0677833110,   0.1241958067,   0.1363419890,   0.1267349869,   0.0867616907
   0.1215097308,   0.1346781850,   0.1254878193,   0.0865810141,   0.1955042034,   0.2432824522,   0.1776500791,   0.0855251253,   0.0677243993,   0.0676746592,   0.1214095056,   0.1346235871,   0.1254675239,   0.0865857229
   0.1176775768,   0.1323710531,   0.1242800727,   0.0863776132,   0.1950240582,   0.2427940518,   0.1771848351,   0.0856976658,   0.0677239671,   0.0675627589,   0.1175722703,   0.1323141605,   0.1242594048,   0.0863827690
   0.1153367683,   0.1308949292,   0.1232131422,   0.0861540362,   0.1944855899,   0.2422421724,   0.1766522080,   0.0858645961,   0.0677236542,   0.0674567297,   0.1152290180,   0.1308367252,   0.1231916696,   0.0861595050
   0.1152364016,   0.1301205009,   0.1224560514,   0.0859208480,   0.1939085722,   0.2416456044,   0.1760670990,   0.0860178173,   0.0677235201,   0.0673493594,   0.1151307821,   0.1300617009,   0.1224334762,   0.0859264061
   0.1115458161,   0.1284600794,   0.1217272282,   0.0856753364,   0.1932958215,   0.2410095930,   0.1754380167,   0.0861546919,   0.0677231625,   0.0672397465,   0.1114338487,   0.1283996701,   0.1217049658,   0.0856812820
   0.1140174046,   0.1287715435,   0.1213121116,   0.0854309574,   0.1926709563,   0.2403561175,   0.1747834682,   0.0862691700,   0.0677232370,   0.0671212077,   0.1139126197,   0.1287118495,   0.1212883741,   0.0854366645
   0.1095243096,   0.1272861212,   0.1208839640,   0.0851842538,   0.1920394748,   0.2396954298,   0.1741212606,   0.0863767117,   0.0677228495,   0.0670098290,   0.1094104052,   0.1272250861,   0.1208612695,   0.0851903334
   0.1080081910,   0.1261622310,   0.1202056855,   0.0849227831,   0.1913794279,   0.2390087843,   0.1734392345,   0.0864669755,   0.0677226111,   0.0668961778,   0.1078929752,   0.1261000335,   0.1201825738,   0.0849290416
   0.1065528169,   0.1252568364,   0.1196306422,   0.0846524686,   0.1906914264,   0.2382920831,   0.1727270782,   0.0865306035,   0.0677223876,   0.0667718872,   0.1064360812,   0.1251938939,   0.1196072623,   0.0846588612
   0.1066257209,   0.1247767285,   0.1191557944,   0.0843863487,   0.1900084466,   0.2375788093,   0.1720152199,   0.0865902528,   0.0677223131,   0.0666562393,   0.1065109521,   0.1247135028,   0.1191317737,   0.0843927562
   0.1884756088,   0.1716175824,   0.1437425613,   0.0849041268,   0.1900599301,   0.2373471260,   0.1714974642,   0.0866698176,   0.0677293614,   0.0665610358,   0.1884529591,   0.1715912670,   0.1437245607,   0.0849021450
   0.1553916186,   0.1592883170,   0.1431625485,   0.0855797231,   0.1921434850,   0.2393795848,   0.1728800237,   0.0867798477,   0.0677280501,   0.0664872751,   0.1553211361,   0.1592530310,   0.1431545913,   0.0855795443
   0.1512388885,   0.1555528790,   0.1400694102,   0.0856458619,   0.1925094277,   0.2398968786,   0.1737724543,   0.0869049951,   0.0677276030,   0.0664095506,   0.1511675417,   0.1555152684,   0.1400589198,   0.0856462494
   0.1401808858,   0.1480041146,   0.1355356723,   0.0856970772,   0.1927853823,   0.2402461767,   0.1742435694,   0.0870266855,   0.0677266195,   0.0663252771,   0.1400993168,   0.1479606330,   0.1355233938,   0.0856986865
   0.1368116289,   0.1449536383,   0.1324626505,   0.0856975168,   0.1928997338,   0.2404134870,   0.1745046079,   0.0871554315,   0.0677261427,   0.0662448183,   0.1367298812,   0.1449086368,   0.1324471235,   0.0856997222
   0.1358631551,   0.1415215284,   0.1299612373,   0.0856484324,   0.1928642988,   0.2404127866,   0.1745733023,   0.0872685835,   0.0677257255,   0.0661527663,   0.1357861161,   0.1414727718,   0.1299429387,   0.0856511295
   0.1375502050,   0.1443601400,   0.1304719597,   0.0856268257,   0.1928040385,   0.2403551787,   0.1745402515,   0.0873893797,   0.0677259937,   0.0660698190,   0.1374731660,   0.1443157643,   0.1304530352,   0.0856291950
   0.1323245913,   0.1416826695,   0.1296123564,   0.0856044888,   0.1927687377,   0.2403230965,   0.1745104939,   0.0875058249,   0.0677255914,   0.0659860075,   0.1322398931,   0.1416355520,   0.1295942068,   0.0856073201
   0.1590018123,   0.1497178227,   0.1297867298,   0.0855631605,   0.1926695406,   0.2402274013,   0.1744359434,   0.0876128823,   0.0677268431,   0.0658972561,   0.1589608938,   0.1496777385,   0.1297608018,   0.0855644271
   0.1379188895,   0.1454469711,   0.1318786144,   0.0856104419,   0.1927110851,   0.2402403057,   0.1744003594,   0.0877236947,   0.0677261725,   0.0658166185,   0.1378397048,   0.1454031318,   0.1318616271,   0.0856126025
   0.1305340081,   0.1406231374,   0.1296432465,   0.0855739117,   0.1926829964,   0.2402292341,   0.1744075865,   0.0878245980,   0.0677254573,   0.0657314286,   0.1304463297,   0.1405744404,   0.1296259016,   0.0855769068
   0.1221486703,   0.1358523071,   0.1269711703,   0.0854625702,   0.1924921870,   0.2400645763,   0.1743028760,   0.0879142061,   0.0677246228,   0.0656413585,   0.1220477596,   0.1357991993,   0.1269536167,   0.0854665935
   0.1200420260,   0.1337147057,   0.1249416620,   0.0852984935,   0.1921500415,   0.2397393584,   0.1740399301,   0.0879913196,   0.0677241907,   0.0655471459,   0.1199415624,   0.1336600780,   0.1249216795,   0.0853029490
   0.1198512614,   0.1326793134,   0.1237619817,   0.0851229131,   0.1917413175,   0.2393297553,   0.1736656874,   0.0880583525,   0.0677240118,   0.0654514506,   0.1197534949,   0.1326239407,   0.1237401962,   0.0851275176
   0.1188055202,   0.1320585907,   0.1231707260,   0.0849487931,   0.1913089901,   0.2388842404,   0.1732348204,   0.0881152302,   0.0677238777,   0.0653552338,   0.1187069938,   0.1320029795,   0.1231484041,   0.0849535018
   0.1162793189,   0.1309815794,   0.1226342991,   0.0847713575,   0.1908632815,   0.2384219170,   0.1727791578,   0.0881606117,   0.0677236095,   0.0652581081,   0.1161766797,   0.1309251040,   0.1226120815,   0.0847763047
   0.1141412556,   0.1293617040,   0.1218221560,   0.0845764801,   0.1903830022,   0.2379272729,   0.1722968519,   0.0881925076,   0.0677233115,   0.0651590750,   0.1140365005,   0.1293033808,   0.1217996255,   0.0845817253
   0.1134712845,   0.1286459863,   0.1211890951,   0.0843701363,   0.1898657233,   0.2373926342,   0.1717748940,   0.0882114843,   0.0677231625,   0.0650586411,   0.1133668721,   0.1285871863,   0.1211658642,   0.0843754709
   0.1079343185,   0.1263857484,   0.1203647703,   0.0841481537,   0.1893142909,   0.2368240654,   0.1712196022,   0.0882154182,   0.0677226111,   0.0649557859,   0.1078194454,   0.1263245046,   0.1203422993,   0.0841540396
   0.1076143906,   0.1255405396,   0.1195562109,   0.0839065909,   0.1887118816,   0.2362036407,   0.1706179529,   0.0882039666,   0.0677224472,   0.0648503676,   0.1075013503,   0.1254786402,   0.1195326671,   0.0839125961
   0.1050990149,   0.1244242862,   0.1189380661,   0.0836618319,   0.1880901009,   0.2355587929,   0.1699845046,   0.0881789997,   0.0677221492,   0.0647434145,   0.1049818024,   0.1243614182,   0.1189144924,   0.0836680606
   0.1039181948,   0.1235988811,   0.1183970571,   0.0834249482,   0.1874830127,   0.2349262238,   0.1693550050,   0.0881440416,   0.0677219406,   0.0646364614,   0.1037999839,   0.1235353276,   0.1183731407,   0.0834313259
   0.1047403589,   0.1233519614,   0.1180002093,   0.0831834301,   0.1868589520,   0.2342763841,   0.1687128395,   0.0880962983,   0.0677219257,   0.0645285621,   0.1046258137,   0.1232883483,   0.1179755181,   0.0831897184
   0.1023598835,   0.1225832850,   0.1176481470,   0.0829348192,   0.1862136424,   0.2336040437,   0.1680486798,   0.0880337283,   0.0677216724,   0.0644189268,   0.1022407189,   0.1225192100,   0.1176238284,   0.0829412863
   0.1003996506,   0.1216177940,   0.1171648502,   0.0826799273,   0.1855550259,   0.2329184711,   0.1673706621,   0.0879571587,   0.0677214190,   0.0643074587,   0.1002773568,   0.1215527803,   0.1171406060,   0.0826866031
   0.0961198881,   0.1201076061,   0.1165712401,   0.0824175477,   0.1848808229,   0.2322181761,   0.1666805297,   0.0878667310,   0.0677209273,   0.0641937777,   0.0959883258,   0.1200410575,   0.1165476814,   0.0824246407
   0.0917748883,   0.1181601882,   0.1157296449,   0.0821398273,   0.1841771752,   0.2314916551,   0.1659709960,   0.0877614915,   0.0677203462,   0.0640767887,   0.0916342363,   0.1180912703,   0.1157064438,   0.0821474418
   0.0916586742,   0.1173595637,   0.1150181293,   0.0818596184,   0.1834592670,   0.2307485491,   0.1652442962,   0.0876449123,   0.0677201673,   0.0639581904,   0.0915205702,   0.1172898263,   0.1149938554,   0.0818673074
   0.0936500877,   0.1174380407,   0.1146644726,   0.0815914422,   0.1827554107,   0.2300148606,   0.1645195037,   0.0875205770,   0.0677202418,   0.0638401136,   0.0935193151,   0.1173688248,   0.1146390513,   0.0815989077
   0.0913084298,   0.1168203875,   0.1143746451,   0.0813175887,   0.1820341647,   0.2292636335,   0.1637799293,   0.0873833373,   0.0677199885,   0.0637203008,   0.0911723971,   0.1167509481,   0.1143497154,   0.0813252181
   0.0930579826,   0.1169878244,   0.1141836122,   0.0810625702,   0.1813513488,   0.2285464108,   0.1630604565,   0.0872400701,   0.0677200928,   0.0636014119,   0.0929281190,   0.1169189960,   0.1141579226,   0.0810699463
   0.1113265380,   0.1207608879,   0.1146540493,   0.0808487758,   0.1807457507,   0.2279005945,   0.1623993516,   0.0871006399,   0.0677215531,   0.0634888858,   0.1112395450,   0.1206967384,   0.1146239936,   0.0808544382
   0.1218952835,   0.1267636865,   0.1163377911,   0.0806860998,   0.1802290529,   0.2273331732,   0.1617993563,   0.0869644433,   0.0677227303,   0.0633838326,   0.1218246520,   0.1267084032,   0.1163069308,   0.0806903765
   0.1070356369,   0.1250090450,   0.1175831929,   0.0805466101,   0.1797898561,   0.2268460244,   0.1612684727,   0.0868209153,   0.0677220598,   0.0632788092,   0.1069319397,   0.1249526739,   0.1175587699,   0.0805515572
   0.1043304950,   0.1233127788,   0.1172922030,   0.0803822204,   0.1793499589,   0.2263813168,   0.1607905179,   0.0866684318,   0.0677217320,   0.0631702021,   0.1042223722,   0.1232539490,   0.1172686443,   0.0803874508
   0.1014756933,   0.1219593436,   0.1167022511,   0.0802143067,   0.1789180487,   0.2259334773,   0.1603463739,   0.0865247995,   0.0677213743,   0.0630704612,   0.1013627127,   0.1218990088,   0.1166788563,   0.0802198499
   0.0987883657,   0.1204547882,   0.1159612015,   0.0800219402,   0.1784322858,   0.2254374176,   0.1598741710,   0.0863730833,   0.0677209869,   0.0629676729,   0.0986712426,   0.1203927398,   0.1159376726,   0.0800278261
   0.0949394479,   0.1189165041,   0.1152125672,   0.0798182338,   0.1779156476,   0.2249088138,   0.1593700498,   0.0862149745,   0.0677205101,   0.0628623068,   0.0948147550,   0.1188528910,   0.1151892170,   0.0798245519
   0.0936543569,   0.1176036820,   0.1144313365,   0.0796064585,   0.1773771346,   0.2243573368,   0.1588424593,   0.0860515907,   0.0677201673,   0.0627551451,   0.0935291573,   0.1175383851,   0.1144073009,   0.0796130151
   0.0949391946,   0.1163475513,   0.1137446091,   0.0793834478,   0.1768055409,   0.2237719744,   0.1582846642,   0.0858813152,   0.0677200332,   0.0626455620,   0.0948206261,   0.1162800044,   0.1137193963,   0.0793900788
   0.0935212746,   0.1167555898,   0.1134161279,   0.0791682601,   0.1762357652,   0.2231818289,   0.1577125490,   0.0857091025,   0.0677199289,   0.0625365525,   0.0933994576,   0.1166900098,   0.1133906022,   0.0791748911
   0.0892710462,   0.1155804843,   0.1130608320,   0.0789487138,   0.1756550223,   0.2225800157,   0.1571271569,   0.0855298117,   0.0677194819,   0.0624253564,   0.0891389921,   0.1155137867,   0.1130363196,   0.0789557323
   0.0866809338,   0.1143745556,   0.1125291958,   0.0787240118,   0.1750659943,   0.2219714075,   0.1565360129,   0.0853459761,   0.0677190647,   0.0623118430,   0.0865436643,   0.1143063977,   0.1125048772,   0.0787312984
   0.0858120471,   0.1136057898,   0.1120078340,   0.0784947798,   0.1744650900,   0.2213518322,   0.1559376717,   0.0851579681,   0.0677188262,   0.0621966869,   0.0856744647,   0.1135367975,   0.1119830683,   0.0785022005
   0.0831264257,   0.1125555933,   0.1114979833,   0.0782571509,   0.1738413125,   0.2207093835,   0.1553205699,   0.0849648044,   0.0677184090,   0.0620791949,   0.0829859674,   0.1124854684,   0.1114734411,   0.0782648548
   0.0816184059,   0.1116532087,   0.1109714359,   0.0780130401,   0.1731988192,   0.2200473100,   0.1546839923,   0.0847679973,   0.0677180961,   0.0619594343,   0.0814756826,   0.1115820855,   0.1109466702,   0.0780209675
   0.0798212364,   0.1108058617,   0.1104779020,   0.0777639896,   0.1725397408,   0.2193674445,   0.1540305167,   0.0845655650,   0.0677177683,   0.0618374422,   0.0796750560,   0.1107338890,   0.1104530767,   0.0777720958
   0.0780119747,   0.1100664213,   0.1100545749,   0.0775243193,   0.1718977541,   0.2187021375,   0.1533835083,   0.0843604803,   0.0677174106,   0.0617146827,   0.0778618753,   0.1099936366,   0.1100298762,   0.0775326192
   0.0765490457,   0.1092948318,   0.1095925644,   0.0772695541,   0.1712205857,   0.2180051506,   0.1527167708,   0.0841470882,   0.0677170977,   0.0615888461,   0.0763996020,   0.1092211604,   0.1095677987,   0.0772774965
   0.0762621537,   0.1088595763,   0.1091994345,   0.0770149678,   0.1705383509,   0.2173002809,   0.1520385891,   0.0839289203,   0.0677169487,   0.0614616014,   0.0761137530,   0.1087856367,   0.1091742218,   0.0770229250
   0.0750186741,   0.1083534658,   0.1088692397,   0.0767641962,   0.1698606461,   0.2165976614,   0.1513583809,   0.0837071538,   0.0677166805,   0.0613332950,   0.0748678893,   0.1082792580,   0.1088440567,   0.0767722130
   0.0754967481,   0.1079973280,   0.1085838377,   0.0765251815,   0.1692113429,   0.2159232199,   0.1506995708,   0.0834849328,   0.0677166060,   0.0612051450,   0.0753494054,   0.1079227775,   0.1085581779,   0.0765331388
   0.0732525587,   0.1075676084,   0.1083217114,   0.0762809664,   0.1685471833,   0.2152342796,   0.1500339210,   0.0832576007,   0.0677162781,   0.0610752255,   0.0730989426,   0.1074931622,   0.1082965285,   0.0762891024
   0.0744322985,   0.1074245200,   0.1081179231,   0.0760556683,   0.1679268628,   0.2145869136,   0.1493967623,   0.0830321759,   0.0677163228,   0.0609462410,   0.0742842704,   0.1073500291,   0.1080921739,   0.0760636255
   0.0730710551,   0.1070931777,   0.1079112217,   0.0758255273,   0.1672970355,   0.2139333487,   0.1487634629,   0.0828034356,   0.0677161142,   0.0608160645,   0.0729196891,   0.1070187464,   0.1078857556,   0.0758335441
   0.0724423379,   0.1066617295,   0.1076369360,   0.0755889788,   0.1666524708,   0.2132668048,   0.1481233686,   0.0825702175,   0.0677159205,   0.0606838912,   0.0722905099,   0.1065869853,   0.1076114103,   0.0755970255
   0.0741606206,   0.1068497077,   0.1075193658,   0.0753787234,   0.1660650522,   0.2126512080,   0.1475150138,   0.0823418796,   0.0677160844,   0.0605540425,   0.0740156472,   0.1067756638,   0.1074931994,   0.0753865018
   0.0772636384,   0.1069399863,   0.1074142456,   0.0751635507,   0.1654720455,   0.2120351791,   0.1469169557,   0.0821128935,   0.0677163824,   0.0604247004,   0.0771269202,   0.1068660170,   0.1073871404,   0.0751714930
   0.1399988681,   0.1124717817,   0.1075949371,   0.0749742761,   0.1649182141,   0.2114519924,   0.1463438570,   0.0818922445,   0.0677205548,   0.0603046231,   0.1400033087,   0.1123944297,   0.1075534374,   0.0749783441
   0.1217255518,   0.1312101334,   0.1154431552,   0.0749918967,   0.1646515727,   0.2110762745,   0.1458723843,   0.0817036778,   0.0677228346,   0.0602119267,   0.1216629967,   0.1311711818,   0.1154147536,   0.0749939233
   0.1029242650,   0.1234486029,   0.1162262037,   0.0749658197,   0.1645030081,   0.2108705044,   0.1455512494,   0.0815081820,   0.0677214041,   0.0601139925,   0.1028269604,   0.1233994737,   0.1162058637,   0.0749691427
   0.0970836878,   0.1199151948,   0.1149829850,   0.0748714954,   0.1642743945,   0.2106344700,   0.1452957392,   0.0813072547,   0.0677205697,   0.0600094423,   0.0969773382,   0.1198615208,   0.1149630472,   0.0748755187
   0.0908569545,   0.1169419661,   0.1134963185,   0.0747421607,   0.1639727503,   0.2103395760,   0.1450296938,   0.0811041892,   0.0677196756,   0.0598999783,   0.0907395035,   0.1168849096,   0.1134761572,   0.0747469440
   0.0866600350,   0.1147276983,   0.1121400148,   0.0746022686,   0.1636383682,   0.2100111395,   0.1447380185,   0.0809023380,   0.0677189007,   0.0597872622,   0.0865355060,   0.1146681532,   0.1121190488,   0.0746076182
   0.0812473372,   0.1122358218,   0.1108665839,   0.0744448677,   0.1632566005,   0.2096353769,   0.1444070637,   0.0807003453,   0.0677179918,   0.0596700162,   0.0811114237,   0.1121731475,   0.1108454093,   0.0744509622
   0.0801958516,   0.1107560694,   0.1097659022,   0.0742723271,   0.1628283858,   0.2092127502,   0.1440341026,   0.0804976374,   0.0677175298,   0.0595489107,   0.0800636336,   0.1106913090,   0.1097432077,   0.0742787346
   0.0755232424,   0.1089840308,   0.1087946743,   0.0740762353,   0.1623304039,   0.2087178975,   0.1435979158,   0.0802883729,   0.0677167103,   0.0594225340,   0.0753798783,   0.1089172140,   0.1087719500,   0.0740832537
   0.0732842088,   0.1075695455,   0.1079348922,   0.0738775954,   0.1618121862,   0.2081957906,   0.1431234181,   0.0800801814,   0.0677161291,   0.0592926331,   0.0731399208,   0.1075005382,   0.1079116315,   0.0738845244
   0.0730226934,   0.1067987457,   0.1072809547,   0.0736806244,   0.1612901390,   0.2076654881,   0.1426323205,   0.0798719823,   0.0677158907,   0.0591612160,   0.0728802532,   0.1067287549,   0.1072566807,   0.0736876726
   0.0704228953,   0.1058802456,   0.1067651063,   0.0734837279,   0.1607612222,   0.2071253806,   0.1421272010,   0.0796625167,   0.0677153841,   0.0590278283,   0.0702739283,   0.1058092862,   0.1067408919,   0.0734910741
   0.0692971274,   0.1051284149,   0.1063017398,   0.0732875168,   0.1602303237,   0.2065821439,   0.1416158080,   0.0794520229,   0.0677150711,   0.0588924922,   0.0691464618,   0.1050564423,   0.1062772274,   0.0732950419
   0.0696062520,   0.1047370657,   0.1059129015,   0.0730887204,   0.1596872807,   0.2060254216,   0.1410928965,   0.0792401358,   0.0677149370,   0.0587557182,   0.0694586411,   0.1046647206,   0.1058876738,   0.0730962306
   0.0691058487,   0.1044349596,   0.1056340188,   0.0728961900,   0.1591543108,   0.2054758519,   0.1405709684,   0.0790291354,   0.0677147880,   0.0586186647,   0.0689579844,   0.1043625697,   0.1056085527,   0.0729037002
   0.1129142717,   0.1135845184,   0.1064078659,   0.0727478117,   0.1586873829,   0.2049787343,   0.1400804073,   0.0788218379,   0.0677193478,   0.0584829450,   0.1128611937,   0.1135249287,   0.1063724458,   0.0727519691
   0.0878367797,   0.1132640466,   0.1077987105,   0.0726246461,   0.1582780033,   0.2045317143,   0.1396221966,   0.0786300376,   0.0677181259,   0.0583673008,   0.0877299085,   0.1132082269,   0.1077705324,   0.0726297572
   0.0792072043,   0.1101594120,   0.1079736426,   0.0724902302,   0.1578805298,   0.2041074485,   0.1391883343,   0.0784326941,   0.0677170530,   0.0582447685,   0.0790787414,   0.1100985110,   0.1079492196,   0.0724961460
   0.0732889771,   0.1078013405,   0.1074605808,   0.0723443180,   0.1574810147,   0.2036923319,   0.1387781948,   0.0782338530,   0.0677160546,   0.0581173711,   0.0731477886,   0.1077367291,   0.1074377075,   0.0723509640
   0.0735688359,   0.1066998690,   0.1067794338,   0.0721792504,   0.1570438892,   0.2032496780,   0.1383649707,   0.0780352876,   0.0677157864,   0.0579862036,   0.0734316856,   0.1066330820,   0.1067555621,   0.0721860155
   0.0710158721,   0.1059581116,   0.1062477902,   0.0720146224,   0.1565967202,   0.2027943581,   0.1379421055,   0.0778369606,   0.0677153245,   0.0578535534,   0.0708751455,   0.1058908179,   0.1062238291,   0.0720211938
   0.0685917512,   0.1047306508,   0.1057007834,   0.0718415901,   0.1561314911,   0.2023223937,   0.1375057101,   0.0776360482,   0.0677147582,   0.0577172004,   0.0684454367,   0.1046614498,   0.1056768820,   0.0718485042
   0.0674708486,   0.1040179655,   0.1052176952,   0.0716683045,   0.1556594968,   0.2018411756,   0.1370591074,   0.0774349049,   0.0677161589,   0.0575790778,   0.0673297346,   0.1039479002,   0.1051933616,   0.0716753677
   0.0844608247,   0.1047885269,   0.1049080938,   0.0715090036,   0.1552093774,   0.2013773769,   0.1366235018,   0.0772481784,   0.0677160844,   0.0574578419,   0.0843591988,   0.1047178060,   0.1048786342,   0.0715151876
   0.0739077479,   0.1054605246,   0.1049823314,   0.0713445246,   0.1547481418,   0.2009034306,   0.1361774653,   0.0770516992,   0.0677152798,   0.0573256165,   0.0737790912,   0.1053939909,   0.1049553156,   0.0713512450
   0.0680241585,   0.1041736677,   0.1048081070,   0.0711847842,   0.1542906612,   0.2004311085,   0.1357323080,   0.0768654644,   0.0677143708,   0.0572018810,   0.0678805858,   0.1041053757,   0.1047830880,   0.0711916387
   0.0652551353,   0.1032067016,   0.1044824421,   0.0710164607,   0.1538266689,   0.1999546587,   0.1352804601,   0.0766658261,   0.0677155927,   0.0570612885,   0.0651106983,   0.1031369790,   0.1044580191,   0.0710236132
   0.0752819404,   0.1033469066,   0.1041522548,   0.0708547682,   0.1533701271,   0.1994848400,   0.1348389238,   0.0764795989,   0.0677148625,   0.0569351837,   0.0751622990,   0.1032761261,   0.1041243598,   0.0708615333
   0.0704352930,   0.1035839543,   0.1040356830,   0.0706900880,   0.1529030502,   0.1990061402,   0.1343927979,   0.0762939677,   0.0677143857,   0.0568100885,   0.0703037754,   0.1035152450,   0.1040088460,   0.0706966594
   0.0682523102,   0.1031252816,   0.1038938463,   0.0705296174,   0.1524457186,   0.1985333860,   0.1339460760,   0.0761078373,   0.0677140281,   0.0566831529,   0.0681147277,   0.1030562893,   0.1038676202,   0.0705363676
   0.0669604465,   0.1027685180,   0.1037557572,   0.0703818202,   0.1520206630,   0.1980906874,   0.1335182339,   0.0759245455,   0.0677155331,   0.0565561913,   0.0668264553,   0.1026992723,   0.1037298739,   0.0703886449
   0.0660783499,   0.1022648662,   0.1035471410,   0.0702280104,   0.1515861899,   0.1976438761,   0.1330949366,   0.0757402852,   0.0677152947,   0.0564275198,   0.0659427643,   0.1021949351,   0.1035213768,   0.0702349246
   0.0650200099,   0.1018366814,   0.1033000052,   0.0700682253,   0.1511361003,   0.1971826255,   0.1326648593,   0.0755543560,   0.0677150711,   0.0562971272,   0.0648822039,   0.1017663628,   0.1032742709,   0.0700752139
   0.0636371896,   0.1013083681,   0.1030496433,   0.0699105039,   0.1506907642,   0.1967253387,   0.1322360486,   0.0753686428,   0.0677147582,   0.0561654605,   0.0634960160,   0.1012374386,   0.1030240580,   0.0699176118
   0.0732462481,   0.1014655083,   0.1028752103,   0.0697544441,   0.1502487361,   0.1962694824,   0.1318054646,   0.0751749352,   0.0677140430,   0.0560216531,   0.0731277987,   0.1013935208,   0.1028467789,   0.0697611645
   0.0840016901,   0.1035098806,   0.1030000597,   0.0696176589,   0.1498368531,   0.1958403736,   0.1313969791,   0.0749951378,   0.0677153692,   0.0558989234,   0.0839077979,   0.1034418717,   0.1029690504,   0.0696233213
   0.0761834756,   0.1043523252,   0.1033024192,   0.0694880635,   0.1494453400,   0.1954286844,   0.1309990287,   0.0748184472,   0.0677149370,   0.0557781085,   0.0760690346,   0.1042878032,   0.1032735258,   0.0694939941
   0.0695524439,   0.1035779044,   0.1034020111,   0.0693570152,   0.1490578651,   0.1950244755,   0.1306091398,   0.0746429190,   0.0677141175,   0.0556536876,   0.0694212243,   0.1035129651,   0.1033753827,   0.0693634674
   0.0665940195,   0.1025906727,   0.1032299325,   0.0692145154,   0.1486510187,   0.1946069747,   0.1302166134,   0.0744656399,   0.0677153245,   0.0555253699,   0.0664642304,   0.1025240794,   0.1032043323,   0.0692208335
   0.0640767664,   0.1017029956,   0.1029517204,   0.0690731108,   0.1482495368,   0.1941937357,   0.1298272759,   0.0742882490,   0.0677148327,   0.0553948097,   0.0639401972,   0.1016350910,   0.1029266864,   0.0690797120
   0.0634169579,   0.1011039391,   0.1026757434,   0.0689392239,   0.1478677690,   0.1937995553,   0.1294520050,   0.0741132870,   0.0677145794,   0.0552634448,   0.0632797182,   0.1010350510,   0.1026505753,   0.0689459145
   0.0631346926,   0.1007133201,   0.1024107859,   0.0688025951,   0.1474814415,   0.1934047043,   0.1290818602,   0.0739388093,   0.0677144155,   0.0551311374,   0.0629978850,   0.1006438956,   0.1023853645,   0.0688093007
   0.0618904755,   0.1002240032,   0.1021001041,   0.0686506480,   0.1470555961,   0.1929730624,   0.1286909133,   0.0737605765,   0.0677140877,   0.0549960174,   0.0617508367,   0.1001541018,   0.1020746082,   0.0686575174
   0.0604370534,   0.0997080505,   0.1018518507,   0.0685114413,   0.1466569602,   0.1925622523,   0.1283069104,   0.0735852122,   0.0677137598,   0.0548604801,   0.0602935478,   0.0996375233,   0.1018265188,   0.0685184747
   0.0698202178,   0.1000346318,   0.1016931608,   0.0683842152,   0.1462855637,   0.1921765804,   0.1279391646,   0.0734154582,   0.0677130744,   0.0547280572,   0.0696992949,   0.0999635682,   0.1016649082,   0.0683908463
   0.0639653951,   0.1003567651,   0.1016524509,   0.0682530776,   0.1459035128,   0.1917844862,   0.1275726110,   0.0732463002,   0.0677142367,   0.0545960441,   0.0638354421,   0.1002881154,   0.1016256288,   0.0682596192
   0.0616489947,   0.0998378843,   0.1015370637,   0.0681172162,   0.1455114931,   0.1913827211,   0.1272000521,   0.0730750635,   0.0677138492,   0.0544609688,   0.0615121275,   0.0997686833,   0.1015109867,   0.0681239516
   0.0609403700,   0.0993978307,   0.1013601944,   0.0679806843,   0.1451182365,   0.1909796894,   0.1268260330,   0.0729035810,   0.0677136257,   0.0543243140,   0.0608022287,   0.0993280038,   0.1013342366,   0.0679874942
   0.0594251044,   0.0989450738,   0.1011400521,   0.0678389668,   0.1447128057,   0.1905660778,   0.1264458448,   0.0727310479,   0.0677133128,   0.0541857518,   0.0592827387,   0.0988747701,   0.1011143029,   0.0678458810
   0.0605670847,   0.0987259969,   0.1009307429,   0.0676995367,   0.1443112046,   0.1901549697,   0.1260656863,   0.0725593492,   0.0677134320,   0.0540464818,   0.0604302250,   0.0986553058,   0.1009043381,   0.0677064061
