          20
          35          36          37          38          45          46          47          48          55          56          57          58          65          66          67          68          75          76          77          78
     0.20275146,     0.20157465,     0.20376310,     0.16699488,     0.08066472,     0.07108367,     0.07748630,     0.09582274,     0.32081643,     0.30388138,     0.33112270,     0.30509236,     0.00727821,     0.02654601,     0.02673780,     0.00859495,     0.72336513,     0.18450202,     0.02625520,     0.50399309
     0.20784843,     0.20458844,     0.20135520,     0.17024568,     0.08232938,     0.07248297,     0.07629200,     0.09502201,     0.31848103,     0.30782971,     0.32875377,     0.30317235,     0.00357588,     0.02738547,     0.02872022,     0.00664712,     0.73300654,     0.13877997,     0.02685688,     0.52487171
     0.20617267,     0.20310226,     0.20579788,     0.16382554,     0.08488515,     0.07343158,     0.07370209,     0.09338387,     0.31397423,     0.31057820,     0.32379857,     0.30247566,     0.00693835,     0.02704227,     0.02710206,     0.00756800,     0.75483245,     0.17184761,     0.01186847,     0.52993649
     0.20155688,     0.20088282,     0.20913549,     0.16772293,     0.08493363,     0.07625247,     0.07316107,     0.09563399,     0.31760472,     0.30633071,     0.32662466,     0.30255955,     0.00958589,     0.02718608,     0.02564769,     0.00884784,     0.70880365,     0.17693651,     0.02671492,     0.52400559
     0.20707141,     0.20287769,     0.21443719,     0.17563784,     0.08785740,     0.07578315,     0.07091307,     0.09275436,     0.31738874,     0.30712530,     0.32888708,     0.30666342,     0.00666211,     0.03074587,     0.02475197,     0.00937885,     0.71462208,     0.19526446,     0.05583879,     0.56824458
     0.20759891,     0.20064585,     0.21771666,     0.16742504,     0.08738048,     0.07324546,     0.07356346,     0.08983763,     0.31834063,     0.30394384,     0.32618421,     0.30814058,     0.00917971,     0.02925658,     0.02754821,     0.00804358,     0.70030344,     0.22985393,     0.02630226,     0.52284795
     0.20402546,     0.20318575,     0.21548107,     0.17013885,     0.08745340,     0.07235501,     0.07554623,     0.09070740,     0.32234845,     0.30186909,     0.32577580,     0.31121442,     0.00653753,     0.02858715,     0.02682176,     0.00842690,     0.67920101,     0.19375828,     0.06787499,     0.52582014
     0.20467962,     0.20019153,     0.21637923,     0.17532033,     0.08540707,     0.06958980,     0.07391284,     0.09322970,     0.32106939,     0.30454263,     0.32361040,     0.31515077,     0.00688164,     0.02556541,     0.02877047,     0.00968450,     0.69286954,     0.21312410,     0.03984813,     0.54289716
     0.20184584,     0.20459186,     0.21110582,     0.18242835,     0.08651341,     0.06914742,     0.07506787,     0.09459136,     0.32528320,     0.30559957,     0.32630485,     0.31381813,     0.00891770,     0.02699708,     0.03267736,     0.01003435,     0.72446573,     0.17435324,     0.04863267,     0.56484640
     0.20339169,     0.20844261,     0.20770180,     0.18636256,     0.08844585,     0.06629371,     0.07408065,     0.09464967,     0.32906967,     0.30178449,     0.32207516,     0.31495345,     0.00954260,     0.02786811,     0.03184601,     0.01042366,     0.70481795,     0.13056453,     0.01647965,     0.53673309
     0.20078573,     0.21146633,     0.21196151,     0.19075023,     0.08751196,     0.06644578,     0.07140745,     0.09643314,     0.32544664,     0.30130148,     0.32050535,     0.31303447,     0.00660906,     0.02904300,     0.03165412,     0.00790360,     0.68548435,     0.14092837,     0.03999496,     0.50298148
     0.20421314,     0.21001393,     0.20852965,     0.19097181,     0.08467288,     0.06653108,     0.07382283,     0.09554415,     0.32622516,     0.30334711,     0.32090002,     0.31622943,     0.00983573,     0.02523304,     0.03341242,     0.00634971,     0.68423599,     0.12223423,     0.00752952,     0.45783889
     0.20595117,     0.20496705,     0.20438276,     0.19301721,     0.08503828,     0.06694782,     0.07614616,     0.09300445,     0.32944635,     0.30239847,     0.31769693,     0.32090279,     0.00990215,     0.02294886,     0.02990565,     0.00630219,     0.66649556,     0.14741136,     0.01867739,     0.43929064
