          28
          35          36          37          38          45          46          47          48          55          56          57          58          65          66          67          68          75          76          77          78          85          86          87          88          95          96          97          98
     0.21601121,     0.21640401,     0.20254923,     0.15412720,     0.09821622,     0.07531194,     0.04422896,     0.04619856,     0.34271780,     0.31116313,     0.32418483,     0.31095347,     0.00483693,     0.02106145,     0.03785636,     0.01035242,     0.10416625,     0.25738144,     0.15187413,     0.77445358,     0.67678398,     0.94549316,     0.97221267,     0.88011277,    53.48655319,    46.09387970,    38.06917953,    28.94879723
     0.22065072,     0.21083184,     0.20234503,     0.15233709,     0.09728297,     0.07268763,     0.04584954,     0.04662226,     0.33950895,     0.31112483,     0.32326862,     0.30914289,     0.00608343,     0.01725200,     0.03865637,     0.01156659,     0.09370324,     0.24078648,     0.15300164,     0.75320178,     0.66100055,     0.98007315,     0.93861878,     0.92013180,    57.86091232,    48.67578125,    33.93106079,    29.79054451
     0.21928118,     0.21209575,     0.20697133,     0.15577507,     0.09571831,     0.07020642,     0.04589982,     0.04564469,     0.34102863,     0.30731031,     0.32437217,     0.30431083,     0.00470839,     0.01636696,     0.03629992,     0.01033892,     0.11244479,     0.27234012,     0.17698944,     0.79375005,     0.66892076,     0.96185148,     0.96143132,     0.94943106,    57.55526733,    52.96884918,    36.39963913,    29.79961967
     0.21488969,     0.21499015,     0.21123190,     0.16111237,     0.09347884,     0.06892943,     0.04626973,     0.04358936,     0.34198788,     0.30539155,     0.32380036,     0.30164102,     0.00303231,     0.01709833,     0.03578460,     0.00957669,     0.10557303,     0.24926972,     0.14431386,     0.81448698,     0.65807670,     0.99747735,     0.91798639,     0.91841936,    62.32531738,    48.09957123,    40.50349045,    32.08121872
     0.21166973,     0.21200126,     0.21675561,     0.15844063,     0.09392114,     0.07129639,     0.04925586,     0.04617639,     0.34112239,     0.31006646,     0.32807207,     0.30345926,     0.00671045,     0.01405713,     0.03757354,     0.00608576,     0.08152300,     0.22181855,     0.10117135,     0.76784462,     0.62242144,     0.99703330,     0.93878341,     0.95507789,    58.60372162,    50.34578705,    38.61688995,    31.36746407
     0.21024497,     0.21231996,     0.22257110,     0.16486448,     0.09275242,     0.07417224,     0.04707037,     0.04329844,     0.34388381,     0.30817109,     0.32386702,     0.30606014,     0.00546108,     0.01172574,     0.03833756,     0.00366139,     0.09651290,     0.26184604,     0.05502421,     0.75995016,     0.65205485,     0.99414510,     0.91553581,     0.91191930,    54.21611023,    50.23513794,    34.78080368,    34.32286072
     0.21392152,     0.21692032,     0.21691377,     0.15804054,     0.09354009,     0.07216212,     0.04448702,     0.04079565,     0.34082359,     0.31194034,     0.32672736,     0.31035382,     0.00531559,     0.01460392,     0.04224181,     0.00605063,     0.14454098,     0.29304379,     0.02283866,     0.77788037,     0.69832289,     0.95878524,     0.90528095,     0.95384198,    51.95235062,    46.00157166,    34.32314682,    31.65370560
     0.20873939,     0.21853186,     0.22068320,     0.15536828,     0.09334338,     0.07016245,     0.04492443,     0.04062664,     0.33848932,     0.31509134,     0.32786250,     0.30548754,     0.00399068,     0.01188363,     0.04029316,     0.00678236,     0.09810375,     0.25010237,     0.06669559,     0.81134254,     0.66926336,     0.95730311,     0.92281717,     0.97804713,    56.33669281,    46.91437912,    37.85947037,    29.35108757
     0.21401674,     0.22300394,     0.22193050,     0.16010201,     0.09274758,     0.07012191,     0.04259853,     0.04243917,     0.34028360,     0.31440505,     0.32962576,     0.30701897,     0.00027705,     0.01107648,     0.03880231,     0.00731468,     0.08724927,     0.24643670,     0.05955323,     0.76695603,     0.64881730,     0.93139142,     0.93082583,     0.95141286,    56.28612137,    48.78923035,    34.46552277,    29.60788536
     0.21139117,     0.22646490,     0.21708907,     0.15367684,     0.09560368,     0.06789546,     0.04048279,     0.04035662,     0.34032744,     0.31335703,     0.33433044,     0.30647054,     0.00141414,     0.01419340,     0.04005684,     0.00718720,     0.08324970,     0.27165556,     0.04519745,     0.75034457,     0.69593781,     0.89713448,     0.88505721,     0.97718751,    57.88349915,    52.63727188,    38.37808990,    31.76671410
