          36
          26          27          28          29          30          31          32          33          34         105         106         107         108         109         110         111         112         113         114         115         117         118         119         120         121         122         131         132         133         134         135         136         137         138         139         140
     0.39019883,     0.27023265,     0.29410365,     0.20178939,     0.07903156,     0.19107358,     0.49948978,     0.42261812,     0.06310138,     3.93553329,     3.86207151,     3.95344257,     3.85797834,     3.97489071,     3.95056105,     3.97517085,     3.91959143,     3.99320126,     3.77021360,     1.81946516,    53.41212845,    41.15681458,    41.91275787,   101.87522125,  4896.63085938,  3884.77954102,     0.26186320,     0.24248071,     0.24089105,     0.25609034,     0.24331993,     0.24458262,     0.26087308,     0.24980782,     0.25302607,     0.24633405
     0.38121623,     0.27583396,     0.27651748,     0.18378904,     0.07569492,     0.18108372,     0.49761629,     0.42177713,     0.05831825,     3.98300338,     3.92244053,     3.82959628,     3.76736426,     3.88019824,     3.99005628,     3.96608162,     3.88081741,     3.94435692,     3.70930648,     1.00822484,    54.16216660,    47.34281921,    48.98981476,   116.80746460,  5185.87304688,  3633.45214844,     0.26279658,     0.24742581,     0.23875871,     0.24869841,     0.24235611,     0.25294957,     0.25322878,     0.25006139,     0.25547895,     0.25112900
     0.35981184,     0.29271924,     0.29035449,     0.19672565,     0.10047013,     0.17319432,     0.48597693,     0.39970431,     0.05064757,     3.84578967,     3.78768301,     3.93467617,     3.89899731,     3.99400163,     3.91565561,     3.87533498,     3.92833376,     3.93352914,     3.73061299,     1.57549131,    51.09428787,    42.65509796,    51.26270676,   105.80735779,  5071.54248047,  3394.04663086,     0.26239058,     0.24458697,     0.24008782,     0.26018199,     0.23212659,     0.26114169,     0.25829136,     0.24654308,     0.24691293,     0.24530631
     0.39013657,     0.27283958,     0.27737442,     0.20634528,     0.08573724,     0.16809547,     0.46874470,     0.41612324,     0.05396956,     3.85212541,     3.89527702,     3.99000287,     3.94094229,     3.98851776,     3.97568488,     3.76406550,     3.93634701,     3.95210052,     3.80188680,     1.85696471,    54.20256424,    47.90929031,    44.72019196,   108.40925598,  4781.25390625,  3253.98559570,     0.26709881,     0.23868661,     0.25011903,     0.25899604,     0.23999526,     0.25535178,     0.25375429,     0.25434861,     0.23710410,     0.24581693
     0.42399246,     0.29028684,     0.27653888,     0.20930670,     0.08728083,     0.18483619,     0.48362675,     0.43370807,     0.04024795,     3.97940445,     3.89256525,     3.92970967,     3.97281718,     3.99143958,     3.88536000,     3.67812300,     3.79198074,     3.96120811,     3.82890129,     1.72369707,    54.08438110,    50.98873520,    52.38682556,   101.94570160,  5074.01562500,  3115.08984375,     0.26012656,     0.24116628,     0.23984219,     0.26903811,     0.24515505,     0.24420759,     0.25881571,     0.25178671,     0.23481730,     0.25023881
     0.42936906,     0.28416914,     0.26873285,     0.18955973,     0.07708037,     0.19853160,     0.48152927,     0.42683524,     0.03779481,     3.85644603,     3.81092310,     3.85987520,     3.87769914,     3.99402475,     3.98075557,     3.53887343,     3.71692252,     3.96903038,     3.96650887,     2.34106398,    56.54982758,    43.91891098,    44.16194534,    90.74975586,  5216.46533203,  2925.16650391,     0.25454924,     0.23551038,     0.23405528,     0.26019308,     0.23382580,     0.25462803,     0.26886782,     0.25335175,     0.23913212,     0.26073441
     0.40580654,     0.30365777,     0.26810277,     0.20852298,     0.09188867,     0.20054397,     0.47264010,     0.42024335,     0.04840332,     3.75157118,     3.89456582,     3.73881125,     3.99506569,     3.87402678,     3.85605097,     3.47815037,     3.74961758,     3.94582152,     3.87286496,     2.60203314,    54.49605942,    36.18098450,    46.79421616,    74.79895020,  5007.95996094,  3035.40600586,     0.25569573,     0.23565471,     0.23318724,     0.24951896,     0.23411810,     0.25748813,     0.26619896,     0.26323426,     0.24394968,     0.26026338
     0.37255087,     0.30515391,     0.25358140,     0.19489515,     0.10757618,     0.20537607,     0.48088592,     0.40492496,     0.04642097,     3.67363858,     3.91663027,     3.87169695,     3.91863322,     3.97770810,     3.98407221,     3.36408329,     3.88300467,     3.95666456,     3.90772223,     2.88805223,    56.71984100,    43.14083862,    40.61911392,    88.70022583,  5170.20263672,  2826.48730469,     0.26057479,     0.23632593,     0.23210351,     0.24685027,     0.24237484,     0.25409177,     0.25633660,     0.25882167,     0.24714579,     0.26721346
     0.38272750,     0.30766135,     0.24320652,     0.17739978,     0.09718990,     0.21160656,     0.48336706,     0.43775195,     0.04871138,     3.56967592,     3.91983795,     3.75204110,     3.92022467,     3.91802573,     3.89808536,     3.33546686,     3.84273362,     3.98840618,     3.82088542,     3.05930543,    56.73249435,    47.48885345,    35.41825867,    68.63601685,  4904.98144531,  3090.75708008,     0.26087448,     0.24024777,     0.22569717,     0.23855250,     0.23810008,     0.26441026,     0.26402745,     0.26424837,     0.24627925,     0.26757768
     0.39132133,     0.32579637,     0.24527512,     0.16456035,     0.09302091,     0.21399234,     0.48188511,     0.45453304,     0.06090592,     3.65081906,     3.86029387,     3.64224744,     3.91091204,     3.92465210,     3.81076217,     3.33509994,     3.73488784,     3.88445091,     3.81570411,     3.68760371,    52.31161880,    51.57543564,    43.39754105,    62.34782028,  4770.24072266,  3184.80419922,     0.25281870,     0.23939423,     0.22632097,     0.24551004,     0.22798480,     0.27070725,     0.25675356,     0.26533824,     0.25521058,     0.27762249
     0.39164749,     0.30755892,     0.22851574,     0.15730825,     0.10753430,     0.19502732,     0.46295223,     0.48735929,     0.05942110,     3.57601357,     3.90910411,     3.74259329,     3.88915086,     3.99760556,     3.69823217,     3.33476615,     3.79439950,     3.81466770,     3.85704827,     3.02531576,    49.53166962,    44.26255417,    48.19802475,    48.95832443,  4531.30029297,  3146.14331055,     0.25821701,     0.24903771,     0.23414290,     0.25347328,     0.21633312,     0.26013392,     0.25812641,     0.27340567,     0.24569915,     0.27294326
     0.37732196,     0.29080257,     0.22155468,     0.15073588,     0.10698985,     0.18516389,     0.46491134,     0.51925433,     0.06806542,     3.44451332,     3.94591904,     3.67079663,     3.83123755,     3.95613599,     3.82926941,     3.36231256,     3.70859885,     3.73956847,     3.84666324,     3.18888664,    48.07472992,    51.67319870,    54.71292114,    30.86530685,  4580.59423828,  2940.45776367,     0.26536426,     0.25148311,     0.23876585,     0.25152034,     0.21354693,     0.26134720,     0.26832506,     0.26692227,     0.24471976,     0.27091601
