          88
          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84         105         106         107         108         109         110         111         112         113         114         115         117         118         119         120         121         122         131         132         133         134         135         136         137         138         139         140         141         142         143         144         145         146         147         148         149         150         151
     0.22428410,     0.31028041,     0.29791611,     0.28478143,     0.21750805,     0.21194336,     0.20870751,     0.28956285,     0.23723583,     0.20851961,     0.08593940,     0.06342164,     0.08787909,     0.06933659,     0.08101821,     0.08260156,     0.07402486,     0.07074480,     0.08261830,     0.07037863,     0.39592454,     0.32376200,     0.33362547,     0.34682396,     0.30230081,     0.36912701,     0.32626376,     0.38721433,     0.31067011,     0.39137205,     0.01777728,     0.06353953,     0.06417076,     0.04598863,     0.04385385,     0.02036289,     0.02084911,     0.03743027,     0.05425369,     0.05150818,     4.53154755,     2.36101770,     6.24803066,     3.35728765,     8.83396530,     5.24761152,     2.16004896,     8.75932980,     4.59300518,     9.39007854,     3.74824500,     2.76404572,     2.74380279,     3.18540597,     3.26904106,     2.74372053,     2.26945662,     2.54476810,     3.26694560,     2.74342275,     3.04172969,    82.61762238,    34.37820053,    82.53475189,    90.59347534,  7956.93359375,  6432.14843750,     0.11712798,     0.09193049,     0.09010765,     0.24003886,     0.19438039,     0.24127978,     0.15594427,     0.13337852,     0.28041327,     0.22718097,     0.21707331,     0.78902942,     0.73796552,     0.86321664,     0.93496758,     0.47080582,     0.89753854,     0.04561025,     0.16778778,     0.99957711,     4.86180162
     0.22465788,     0.30993804,     0.29724932,     0.29014471,     0.22150952,     0.21005075,     0.20464475,     0.29506058,     0.24042588,     0.20935282,     0.08641259,     0.06450990,     0.08845137,     0.06791556,     0.08037898,     0.08202156,     0.07284572,     0.06933614,     0.08131847,     0.07030606,     0.40017006,     0.32356119,     0.33324441,     0.35032028,     0.30609936,     0.36363900,     0.32810903,     0.38053560,     0.31648201,     0.39018565,     0.01917255,     0.06291486,     0.06517410,     0.04453627,     0.04343056,     0.02259453,     0.01800996,     0.03525770,     0.05527541,     0.05381923,     4.42973185,     2.57544398,     6.03029060,     3.38041997,     9.13099670,     5.25434351,     2.00056124,     8.48377800,     4.69293213,     9.41739082,     3.76956296,     2.75523353,     2.87189054,     3.25763297,     3.41355371,     2.73571444,     2.18355322,     2.49133086,     3.16970801,     2.87094355,     3.26350737,    82.92301941,    26.73654556,    82.95276642,    91.24306488,  7821.08154297,  6634.28906250,     0.11249548,     0.07837576,     0.09101665,     0.23009384,     0.19793396,     0.25386584,     0.16638629,     0.12271947,     0.29167008,     0.22225331,     0.19250184,     0.83189440,     0.70812702,     0.83160901,     0.94035155,     0.44413406,     0.90176409,     0.08299489,     0.21517220,     0.98882902,     5.25603390
     0.21969697,     0.31344548,     0.29850388,     0.28701681,     0.22086813,     0.20851189,     0.20011470,     0.28922516,     0.23833382,     0.20718515,     0.08678895,     0.06380804,     0.08974251,     0.06840680,     0.08094915,     0.08104167,     0.07150143,     0.07018141,     0.07986182,     0.07063845,     0.40591452,     0.32410896,     0.33801484,     0.34981138,     0.30999354,     0.36207920,     0.33223069,     0.38246486,     0.32159472,     0.38335744,     0.01672148,     0.06463970,     0.06635365,     0.04384379,     0.04524292,     0.02158791,     0.01724142,     0.03521246,     0.05473441,     0.05279576,     4.47198915,     3.02321196,     6.01196957,     2.99877977,     8.76317596,     5.05584621,     1.63772297,     8.72977543,     4.39628267,     9.07412338,     3.62507606,     2.66727042,     2.81114316,     3.26375437,     3.48478746,     2.60757017,     2.04903746,     2.40133429,     3.25240827,     2.74481082,     3.38776445,    82.29544830,    28.01225281,    88.26468658,    81.82650757,  7849.64208984,  6371.29394531,     0.10339442,     0.07585155,     0.07784508,     0.23695768,     0.18706970,     0.26512274,     0.15960079,     0.12065684,     0.27883404,     0.22565745,     0.19756608,     0.79536343,     0.75484025,     0.78900492,     0.92553514,     0.48436812,     0.86378509,     0.10239010,     0.19899423,     0.99436116,     5.18244028
     0.22553405,     0.31567588,     0.29352245,     0.29295558,     0.22003347,     0.21445400,     0.20147130,     0.28938410,     0.23729286,     0.20840159,     0.08708869,     0.06327888,     0.08967279,     0.06814908,     0.08214216,     0.08023436,     0.07012240,     0.06958716,     0.07990110,     0.07121319,     0.40017605,     0.31826887,     0.33673468,     0.34750837,     0.31478277,     0.35689601,     0.32966489,     0.38601887,     0.31978971,     0.37871403,     0.01564789,     0.06241940,     0.06600302,     0.04607178,     0.04438660,     0.02438958,     0.01566839,     0.03346738,     0.05704448,     0.05500639,     4.55706501,     3.11630750,     5.87370586,     3.37205124,     8.65816784,     5.14802027,     1.34605944,     8.83078957,     4.86089039,     9.21343327,     3.68412375,     2.59784675,     2.74156332,     3.38511920,     3.46788979,     2.72496605,     2.16201186,     2.54543638,     3.37678003,     2.65460038,     2.52991915,    83.39134216,    21.75083733,    86.82898712,    75.62262726,  7784.41162109,  6415.32275391,     0.09484946,     0.08142208,     0.07573920,     0.24689151,     0.17607455,     0.27779374,     0.15392911,     0.12734759,     0.27556258,     0.22565921,     0.16824715,     0.76365280,     0.79469538,     0.78063411,     0.96532065,     0.51113230,     0.87931991,     0.12304656,     0.21408744,     0.96904457,     4.85841370
     0.22036633,     0.31460100,     0.28890413,     0.29561222,     0.22013912,     0.20906867,     0.20170021,     0.28726462,     0.24174984,     0.20799159,     0.08654181,     0.06305960,     0.08994188,     0.06776478,     0.08350474,     0.07998829,     0.07037345,     0.07033263,     0.07844681,     0.07111230,     0.39730898,     0.32000604,     0.33110422,     0.35087112,     0.32155195,     0.35789299,     0.32771751,     0.39300078,     0.31854180,     0.37505692,     0.01696486,     0.06515282,     0.06549363,     0.04631152,     0.04343642,     0.02663560,     0.01294377,     0.03205081,     0.05502700,     0.05402548,     4.64144993,     3.23653626,     5.82458878,     3.37761402,     8.90658855,     5.12338352,     1.12089801,     8.45964909,     4.62190294,     9.14219189,     3.66404486,     2.65072107,     2.74102020,     3.38152313,     3.38488722,     2.83646441,     2.06224108,     2.58812928,     3.51914835,     2.54159236,     3.24844933,    82.12385559,    25.71035767,    90.14432526,    64.10865021,  7765.16308594,  6560.62500000,     0.09799716,     0.08871198,     0.08842801,     0.26034787,     0.16382980,     0.27765888,     0.16341443,     0.11674459,     0.28130099,     0.22015937,     0.17600097,     0.72550410,     0.80369246,     0.76350564,     0.93124121,     0.49949908,     0.83733988,     0.10838646,     0.24624449,     0.97897416,     5.22337914
     0.21831104,     0.30981290,     0.29375121,     0.30079228,     0.21909744,     0.21423131,     0.20583650,     0.28824520,     0.24552687,     0.20390420,     0.08645210,     0.06230288,     0.08896265,     0.06777429,     0.08392870,     0.08094507,     0.07162762,     0.06887122,     0.07968079,     0.07075970,     0.39987454,     0.32018998,     0.32514417,     0.35210350,     0.32526782,     0.35456792,     0.32750314,     0.38747868,     0.31652379,     0.38083836,     0.01629394,     0.06260624,     0.06740429,     0.04544150,     0.04219324,     0.02800063,     0.01513909,     0.03221846,     0.05533059,     0.05475750,     4.70443535,     3.50584483,     5.46369410,     3.74651074,     8.81705761,     5.52019787,     0.86080348,     8.35057545,     4.87675571,     9.38667297,     3.58152819,     2.77413964,     2.79803157,     3.43380928,     3.38111353,     2.77429295,     1.96640193,     2.52523541,     3.64261246,     2.49417567,     4.18719482,    83.60747528,    23.42472076,    84.06521606,    58.81997681,  7544.29052734,  6702.43652344,     0.11131723,     0.08773748,     0.08206645,     0.27386883,     0.17550047,     0.27762735,     0.16395348,     0.10944460,     0.27194971,     0.23148623,     0.19517608,     0.74503988,     0.76976001,     0.79712433,     0.91712058,     0.50897533,     0.85807949,     0.14445537,     0.21671468,     0.95212680,     4.82527685
     0.22123055,     0.31520733,     0.29543474,     0.30623129,     0.21867026,     0.21941331,     0.20449169,     0.28900078,     0.24098843,     0.20419446,     0.08781699,     0.06330907,     0.08841784,     0.06906283,     0.08424889,     0.07988697,     0.07227907,     0.06942942,     0.08071759,     0.07005268,     0.39771742,     0.32600701,     0.32390365,     0.35782743,     0.33164966,     0.35559180,     0.32127455,     0.39106098,     0.31234464,     0.38635790,     0.01898250,     0.06123289,     0.06468222,     0.04543969,     0.04479749,     0.02759079,     0.01304073,     0.03319987,     0.05359450,     0.05219220,     4.71245241,     3.85244346,     5.47063303,     4.09352875,     8.36354637,     5.51611471,     1.25809860,     8.06323433,     5.12561893,     9.28888893,     3.56439304,     2.74242926,     2.78342581,     3.33641124,     3.41710138,     2.67623925,     1.84449458,     2.42700434,     3.68311524,     2.35692096,     4.55894947,    84.69860840,    26.02955818,    75.02228546,    74.38407135,  7254.11718750,  6857.09960938,     0.11605704,     0.08911569,     0.08656175,     0.26823738,     0.16407226,     0.27211845,     0.15828866,     0.10626350,     0.26989749,     0.23132408,     0.20937254,     0.73345894,     0.79371279,     0.81699097,     0.91958886,     0.52289319,     0.86602426,     0.10187125,     0.24546716,     0.97272933,     5.23010445
     0.22084798,     0.31390518,     0.29911247,     0.30200064,     0.21954940,     0.22502120,     0.20392668,     0.28764254,     0.24044333,     0.20075795,     0.08883162,     0.06339439,     0.08806480,     0.06926124,     0.08410198,     0.07993624,     0.07229087,     0.06903216,     0.08180300,     0.07108334,     0.39133677,     0.33011386,     0.32905710,     0.35419083,     0.33391342,     0.35606426,     0.31525576,     0.39033645,     0.31825718,     0.38952771,     0.01891720,     0.06251838,     0.06434897,     0.04331471,     0.04233693,     0.02906540,     0.01127871,     0.03310476,     0.05145399,     0.05024109,     4.63182306,     3.75833893,     5.55317783,     4.21405840,     8.47116089,     5.24099779,     1.66390324,     8.24923229,     5.46383429,     9.09432220,     3.51279688,     2.88611984,     2.85263467,     3.31230855,     3.45106292,     2.68766928,     1.96601486,     2.31366992,     3.55662417,     2.28197074,     3.58341074,    88.24027252,    31.90762711,    67.05176544,    78.25447083,  7245.19775391,  6930.97998047,     0.12043528,     0.09382539,     0.07889874,     0.27318469,     0.15307546,     0.28221673,     0.15897715,     0.10492875,     0.26349765,     0.22321974,     0.23074004,     0.75941193,     0.81447005,     0.85522109,     0.88058245,     0.48777989,     0.82989746,     0.12150279,     0.28519109,     0.93305236,     5.65511322
     0.22098443,     0.31442311,     0.29419822,     0.30495089,     0.22437097,     0.22829938,     0.20453173,     0.28763503,     0.23510316,     0.20017004,     0.08813696,     0.06263347,     0.08772573,     0.07033380,     0.08368635,     0.07866101,     0.07343041,     0.06926841,     0.08172621,     0.07035363,     0.38988024,     0.32565609,     0.32796705,     0.34788609,     0.33191282,     0.35540485,     0.32103670,     0.39363492,     0.31192935,     0.39181358,     0.01785917,     0.06451368,     0.06284063,     0.04542645,     0.04182002,     0.03109643,     0.01293232,     0.03541481,     0.04872386,     0.04822566,     4.18783760,     4.22780848,     6.01841164,     4.03563881,     8.08286285,     5.65061855,     2.07471466,     8.26464176,     5.91859531,     9.11924267,     3.55708623,     2.74572229,     2.71612573,     3.39431047,     3.56753445,     2.77536297,     2.09838367,     2.43712831,     3.68147516,     2.26365066,     2.93150187,    86.89927673,    34.14364624,    75.62675476,    61.01625824,  7148.54589844,  6932.52783203,     0.11564774,     0.09560049,     0.07302208,     0.27333486,     0.14558151,     0.28136522,     0.16910872,     0.09569088,     0.26124674,     0.23359002,     0.22888833,     0.74928725,     0.83241117,     0.82693172,     0.85207421,     0.47009543,     0.80857021,     0.10961011,     0.32942083,     0.92074758,     5.15554237
     0.22495942,     0.31710008,     0.29531199,     0.29913327,     0.22870816,     0.22622934,     0.20458278,     0.29196072,     0.23569281,     0.20417026,     0.08711026,     0.06412620,     0.08688299,     0.06908170,     0.08445790,     0.07863580,     0.07320971,     0.06787129,     0.08175294,     0.07162353,     0.39433566,     0.33086100,     0.32282370,     0.34636599,     0.33568856,     0.35027984,     0.31814858,     0.39857981,     0.31080934,     0.38574535,     0.01935436,     0.06563804,     0.06188275,     0.04674143,     0.04426627,     0.03339848,     0.01361237,     0.03510040,     0.04892282,     0.04534947,     4.37754869,     4.50986576,     5.67337990,     3.69042134,     8.08439064,     5.43210745,     2.09017015,     8.66907978,     5.58900881,     9.42091751,     3.42253017,     2.85068274,     2.64987803,     3.39730811,     3.52094579,     2.66051555,     2.07090950,     2.56088543,     3.78072381,     2.18130088,     2.41073799,    91.20481110,    27.81874847,    73.49411011,    58.12493896,  7262.31054688,  6854.93408203,     0.11969594,     0.10729826,     0.07077716,     0.28435025,     0.15456024,     0.27994195,     0.17662396,     0.10653297,     0.25799632,     0.24036384,     0.22158408,     0.70327932,     0.83867329,     0.83389968,     0.85486728,     0.46390665,     0.77417594,     0.13219760,     0.29274893,     0.89052552,     5.00975752
