          70
          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104
     0.20680316,     0.20582718,     0.20507015,     0.15951429,     0.16957186,     0.19061339,     0.15422291,     0.16022581,     0.16316646,     0.15508543,     0.08906496,     0.04446855,     0.04132293,     0.06837434,     0.07035857,     0.05961462,     0.04888946,     0.07488976,     0.06784827,     0.06116395,     0.34775475,     0.35256439,     0.30785412,     0.34306553,     0.28222039,     0.28662035,     0.28918338,     0.28099358,     0.29190731,     0.28596318,     0.00004555,     0.01903181,     0.02868319,     0.01488001,     0.02379785,     0.00808721,     0.00562576,     0.00366608,     0.01194703,     0.00716566,     0.39073250,     0.64095062,     0.20673025,     0.06402320,     0.78486878,     0.24642813,     0.06669813,     0.42490256,     0.20641080,     0.01774303,     0.45536238,     0.68679965,     0.95678186,     0.90743023,     0.89909017,     0.92121708,     0.87397039,     0.72674137,     0.92676473,     0.86270761,    79.42622375,    60.50476456,    35.25984573,    28.00739670,    28.47807693,    19.99053192,    15.75608444,    46.74446869,    39.84379196,     3.81270576
     0.20919900,     0.20453277,     0.20573305,     0.15338401,     0.17318262,     0.19257829,     0.16156121,     0.16616212,     0.16077319,     0.15345593,     0.08636850,     0.04661490,     0.04209328,     0.06742490,     0.07250960,     0.06179292,     0.04800478,     0.07590993,     0.06734622,     0.06345325,     0.35155466,     0.35529855,     0.30551007,     0.34028918,     0.28007892,     0.28063679,     0.29195735,     0.28638145,     0.29429582,     0.28995404,     0.00338350,     0.01976684,     0.02841602,     0.01345721,     0.02136403,     0.00707296,     0.00395044,     0.00462333,     0.01291899,     0.00599262,     0.33068600,     0.62104881,     0.16516906,     0.03216614,     0.81895244,     0.27184239,     0.05099876,     0.47579902,     0.16906971,     0.00401430,     0.41495287,     0.65597242,     0.98566544,     0.88033360,     0.92315459,     0.89596134,     0.82899070,     0.76597047,     0.97028679,     0.87443030,    75.98237610,    56.91192627,    32.43521881,    27.53116989,    32.90956116,    20.74896240,    19.12892532,    49.27766418,    44.21719742,     6.89100504
     0.20799391,     0.20701326,     0.21008907,     0.15281048,     0.17929992,     0.18484478,     0.15468495,     0.15816747,     0.16249007,     0.15425636,     0.08817161,     0.04745555,     0.04434456,     0.06960596,     0.07278909,     0.06072659,     0.05075052,     0.07754684,     0.06579973,     0.06568310,     0.35055268,     0.35481530,     0.30618271,     0.34477279,     0.28238526,     0.28057006,     0.29089811,     0.28615722,     0.29036608,     0.28960934,     0.00245402,     0.01613705,     0.02838577,     0.00995397,     0.01844220,     0.01066550,     0.00668441,     0.00527025,     0.01608877,     0.00479387,     0.26618508,     0.60076523,     0.07967553,     0.02792767,     0.79934835,     0.17850514,     0.13422182,     0.50604486,     0.15864331,     0.06518485,     0.46216384,     0.60794461,     0.99175841,     0.83241600,     0.88073301,     0.90093940,     0.80006427,     0.79029739,     0.97551781,     0.91088206,    71.17750549,    59.41895676,    33.45111465,    29.02017784,    32.70422745,    24.36542892,    15.37614346,    52.07744217,    42.89295959,     8.35002041
     0.21136695,     0.21244907,     0.21153586,     0.16116352,     0.18196195,     0.18456240,     0.15099986,     0.15632094,     0.15963537,     0.15298067,     0.08829355,     0.04901850,     0.04686886,     0.06986967,     0.07297001,     0.06179681,     0.04897834,     0.07634037,     0.06455762,     0.06668759,     0.35332903,     0.35161003,     0.30774581,     0.34780106,     0.28010654,     0.28232259,     0.29340690,     0.28850269,     0.29060605,     0.29269114,     0.00153506,     0.01215564,     0.02529370,     0.00650483,     0.02242747,     0.01338112,     0.00661755,     0.00138587,     0.01579851,     0.00607224,     0.17525636,     0.52692664,     0.15044537,     0.12185837,     0.74402380,     0.17863142,     0.09070302,     0.41134381,     0.20797879,     0.04190720,     0.46731827,     0.62040848,     0.95729846,     0.80108654,     0.86804318,     0.89981717,     0.78129947,     0.79676491,     0.94960558,     0.89194691,    71.12954712,    63.12768936,    36.06251907,    28.22209740,    30.68666458,    21.40089798,    16.30828667,    47.29916763,    44.47028351,    12.28394794
     0.20783570,     0.20868492,     0.21264815,     0.16475011,     0.17830908,     0.19216183,     0.15394661,     0.16065539,     0.15488262,     0.15121266,     0.08543869,     0.04752325,     0.04687905,     0.07013588,     0.07353155,     0.06085192,     0.05060133,     0.07835190,     0.06606544,     0.06938113,     0.35399672,     0.35545114,     0.30552977,     0.34529731,     0.28409323,     0.28351408,     0.29373980,     0.28333554,     0.28979731,     0.29367819,     0.00254329,     0.01341082,     0.02243068,     0.00819005,     0.02049938,     0.01044461,     0.00887433,     0.00390440,     0.01771787,     0.00925090,     0.22966036,     0.50685579,     0.07367951,     0.06909297,     0.75861681,     0.19445273,     0.12668213,     0.39005685,     0.27543506,     0.04657046,     0.50207949,     0.65294671,     0.94538492,     0.80675411,     0.84208053,     0.92465115,     0.80425096,     0.81690609,     0.98111254,     0.92652166,    74.87998962,    62.86055756,    39.69984055,    29.93595314,    34.63798523,    23.91945648,    14.07130909,    51.82133102,    43.21617889,     9.28430080
     0.20723896,     0.20775256,     0.21519966,     0.17312141,     0.17008866,     0.19795114,     0.15341185,     0.16689083,     0.15920317,     0.15112117,     0.08682416,     0.04495259,     0.04781934,     0.06723411,     0.07398383,     0.06223447,     0.05233889,     0.07918540,     0.06548406,     0.06724166,     0.34977075,     0.35490978,     0.30177331,     0.34542963,     0.28500754,     0.28269294,     0.29016164,     0.28160620,     0.29302105,     0.29432368,     0.00477487,     0.01579917,     0.02490837,     0.00907338,     0.01726312,     0.00936394,     0.01244819,     0.00021636,     0.01434324,     0.01066495,     0.19162683,     0.53451997,     0.14523496,     0.04388430,     0.68932468,     0.24893647,     0.09308953,     0.30618092,     0.24289002,     0.13640594,     0.50284046,     0.65059000,     0.97301871,     0.82660657,     0.82647955,     0.90334833,     0.84459949,     0.84406590,     0.97172350,     0.89274997,    75.63130188,    63.31246567,    42.38210297,    30.12524414,    35.63320541,    21.97463608,    15.68073559,    54.35178375,    47.75903320,     6.96977139
     0.20625019,     0.20204109,     0.21380797,     0.16805758,     0.16196191,     0.20069999,     0.16016814,     0.17362794,     0.16137061,     0.15297839,     0.08749271,     0.04791084,     0.04995372,     0.06998808,     0.07598415,     0.06478024,     0.05505970,     0.07916214,     0.06637115,     0.06697457,     0.34490117,     0.35230598,     0.30570525,     0.34841391,     0.28045174,     0.28647152,     0.29355401,     0.28365791,     0.28751239,     0.28976896,     0.00246829,     0.01624906,     0.02805969,     0.01215737,     0.01505083,     0.00997554,     0.01123080,     0.00418177,     0.01256531,     0.01094729,     0.11111329,     0.53483725,     0.06729144,     0.07756432,     0.68292665,     0.26709038,     0.07449692,     0.35940716,     0.31791487,     0.05705221,     0.48963040,     0.66979635,     0.96991986,     0.80877030,     0.78816640,     0.86478102,     0.80881184,     0.87637186,     0.95514029,     0.89313734,    77.59916687,    63.50761795,    42.79683304,    33.34827042,    33.81772614,    26.76458359,    19.13348579,    49.84817505,    48.43231964,     2.96597409
     0.20184292,     0.20307444,     0.21060430,     0.17020443,     0.16830833,     0.19462425,     0.15681651,     0.17876047,     0.15647642,     0.15347126,     0.08885369,     0.04907683,     0.04848446,     0.07278562,     0.07814746,     0.06523603,     0.05413784,     0.07896768,     0.06800385,     0.06970567,     0.34707513,     0.35483742,     0.30643415,     0.35315678,     0.28284499,     0.29129139,     0.29584992,     0.28505397,     0.28489211,     0.29547903,     0.00064606,     0.02023919,     0.03173171,     0.00890918,     0.01572960,     0.01140594,     0.00881026,     0.00628554,     0.01031120,     0.01292374,     0.06653458,     0.53441441,     0.05859630,     0.10885503,     0.69093192,     0.16926619,     0.12076689,     0.30398962,     0.37738582,     0.05646705,     0.50120556,     0.66175139,     0.95837790,     0.77033722,     0.82597494,     0.87777776,     0.84588391,     0.83902931,     0.93720210,     0.92288470,    77.93860626,    66.08484650,    41.46797180,    37.01332474,    31.69387245,    24.76226616,    16.49230194,    48.02445602,    45.77468109,     2.43109083
     0.20493540,     0.20348090,     0.21413107,     0.17715333,     0.16267113,     0.20209044,     0.15492670,     0.18328857,     0.15574442,     0.15119188,     0.08620761,     0.04666802,     0.04958582,     0.07104187,     0.07583435,     0.06249918,     0.05545395,     0.07826529,     0.06893293,     0.07013270,     0.34532657,     0.35832411,     0.30378276,     0.35371763,     0.28263173,     0.28651753,     0.29172739,     0.28157395,     0.28745222,     0.28956458,     0.00046540,     0.02413238,     0.03123968,     0.00753233,     0.01943006,     0.00843486,     0.01175610,     0.01000521,     0.00929410,     0.01216251,     0.04830307,     0.55848676,     0.14065702,     0.13848919,     0.69299912,     0.24070074,     0.11385665,     0.38413572,     0.29135188,     0.13936126,     0.51217967,     0.67519271,     0.93979633,     0.75577223,     0.79398704,     0.90583175,     0.87968713,     0.82976538,     0.95322490,     0.94716138,    77.12783051,    70.79890442,    45.46385574,    37.56593704,    26.72395134,    23.90562248,    19.87401390,    46.96876526,    47.42707062,     6.25094318
     0.20210330,     0.20841701,     0.21470635,     0.17660749,     0.16227800,     0.21040264,     0.16250405,     0.18341774,     0.15199615,     0.15937953,     0.08685097,     0.04526355,     0.05159456,     0.07198598,     0.07661825,     0.05968821,     0.05492015,     0.08031648,     0.06651396,     0.07080955,     0.34229457,     0.36302525,     0.30307698,     0.35367775,     0.28595468,     0.29042131,     0.29070169,     0.28109762,     0.28246361,     0.29465789,     0.00254156,     0.02632037,     0.03277329,     0.00451432,     0.02295954,     0.00982842,     0.01481924,     0.00858735,     0.01291151,     0.01444039,     0.12271883,     0.54844356,     0.07794549,     0.14418310,     0.78789705,     0.18178785,     0.08919703,     0.45827660,     0.27900851,     0.04615263,     0.53353047,     0.66866189,     0.96542192,     0.72896832,     0.79522353,     0.87854272,     0.83873498,     0.80105841,     0.98967016,     0.98765433,    81.28818512,    67.91714478,    42.49897003,    38.56048584,    23.43555069,    22.04588318,    23.41653252,    45.60125732,    51.69831848,     6.16828680
