year,doy,hour,Tair,Tsoil,Relhumid,VPD,Rain,Windspeed,Solradiation
2019,82,16,15.42625,15.42625,23.450625,1.75187095,0,0.8975,758.1
2019,82,17,13.203125,13.203125,29.19125,1.518353959,0,1.30575,248.025
2019,82,18,9.6929375,9.6929375,38.9775,1.205566678,0,1.7515,15.497
2019,82,19,6.6069375,6.6069375,52.3425,0.975518198,0,1.501625,0
2019,82,20,5.397875,5.397875,57.289375,0.896881568,0,1.483875,0
2019,82,21,5.0004375,5.0004375,56.69625,0.872228572,0,1.61025,0
2019,82,22,4.7985625,4.7985625,55.778125,0.860130239,0,1.672375,0
2019,82,23,3.9850625,3.9850625,57.555,0.812580766,0,1.17825,0
2019,83,0,4.076125,4.076125,53.016875,0.818065912,0,0.515,0
2019,83,1,4.5465,4.5465,47.569375,0.845454551,0,0.008875,0
2019,83,2,4.650375,4.650375,46.76125,0.85123668,0,0,0
2019,83,3,3.162875,3.162875,57.61125,0.767750332,0,0.1955,0
2019,83,4,1.8686875,1.8686875,71.066875,0.699419265,0,0.184375,0
2019,83,5,1.3106875,1.3106875,77.795,0.671795919,0,0.005125,0
2019,83,6,1.733625,1.733625,79.82875,0.692782229,0,0.016375,51.7175
2019,83,7,4.542375,4.542375,68.6675,0.845684771,0,0.61525,314.7
2019,83,8,6.7543125,6.7543125,59.9125,0.985660331,0,1.189625,693.075
2019,83,9,9.30375,9.30375,52.754375,1.172377437,0,1.336,1140.5
2019,83,10,11.969375,11.969375,44.95375,1.400287849,0,1.36025,1505
2019,83,11,14.14625,14.14625,36.669375,1.614249109,0,1.509125,1700.25
2019,83,12,15.528125,15.528125,28.779375,1.763459408,0.254,2.175125,1750.75
2019,83,13,16.50625,16.50625,22.326875,1.876949913,0,2.401625,1666.5
2019,83,14,16.951875,16.951875,20.914375,1.930637937,0.254,2.562,1469
2019,83,15,16.810625,16.810625,20.76125,1.913547264,0,2.798875,1072.6
2019,83,16,16.565625,16.565625,19.44125,1.884286884,0.254,2.291625,753.925
2019,83,17,14.306875,14.306875,21.984375,1.631716772,0,3.024875,252.45
2019,83,18,10.985625,10.985625,27.21125,1.312595119,0,2.581,17.4535
2019,83,19,7.759625,7.759625,37.259375,1.055810518,0,2.064625,0
2019,83,20,5.8150625,5.8150625,42.37375,0.923056952,0,1.6915,0
2019,83,21,5.754625,5.754625,42.234375,0.919722088,0,1.52775,0
2019,83,22,4.8621875,4.8621875,44.94875,0.86399089,0,1.196375,0
2019,83,23,4.523125,4.523125,45.550625,0.843706369,0,1.007,0
2019,84,0,3.23475,3.23475,50.115625,0.770872222,0,0.8315,0
2019,84,1,2.5366875,2.5366875,49.39625,0.733506729,0,0.31875,0
2019,84,2,2.9175,2.9175,44.21,0.753576105,0,0.0235,0
2019,84,3,2.3321875,2.3321875,47.465625,0.723649696,0,0.07125,0
2019,84,4,1.536625,1.536625,52.156875,0.683317798,0,0.1205,0
2019,84,5,1.0910625,1.0910625,52.504375,0.661216118,0,0.219125,0
2019,84,6,2.241375,2.241375,47.75875,0.719540895,0,0.005,51.91075
2019,84,7,7.492625,7.492625,38.765,1.041856404,0,0.205375,425.6
2019,84,8,10.745,10.745,29.808125,1.291447821,0,0.37775,853.725
2019,84,9,12.643125,12.643125,22.731875,1.463196388,0,0.417875,1233
2019,84,10,13.219375,13.219375,40.88125,1.518730267,0,1.625125,1521.75
2019,84,11,14.5525,14.5525,35.35,1.656447786,0,1.722625,1698
2019,84,12,15.49625,15.49625,27.37875,1.759689774,0,1.972625,1744
2019,84,13,16.524375,16.524375,26.018125,1.879137205,0,2.16575,1653.5
2019,84,14,17.32,17.32,18.795625,1.976066534,0.254,1.953625,1438.25
2019,84,15,17.618125,17.618125,15.483125,2.013631203,0,1.908125,1115
2019,84,16,17.470625,17.470625,14.736875,1.995722402,0,1.714625,708.475
2019,84,17,15.4875,15.4875,18.209375,1.759943932,0,1.037375,251.85
2019,84,18,12.62,12.62,22.546875,1.461104077,0,0.3685,19.4745
2019,84,19,11.001875,11.001875,24.44,1.312967194,0,0.724625,0
2019,84,20,9.795,9.795,25.975,1.211366121,0,1.208125,0
2019,84,21,8.913,8.913,30.709375,1.141580199,0.254,1.132875,0
2019,84,22,8.341125,8.341125,31.5925,1.098009597,0,1.13425,0
2019,84,23,7.331625,7.331625,30.383125,1.025575319,0,0.193125,0
2019,85,0,6.279375,6.279375,34.325,0.955636553,0,0.38725,0
2019,85,1,4.5711875,4.5711875,40.295625,0.847595337,0,0.167875,0
2019,85,2,2.0449375,2.0449375,58.575,0.708431434,0,0.807375,0
2019,85,3,0.2811875,0.2811875,78.44375,0.623796532,0,0.81425,0
2019,85,4,-0.7025,-0.7025,90.78125,0.580679998,0,0.776,0
2019,85,5,-1.615625,-1.615625,94.3375,0.543068035,0,0.658375,0
2019,85,6,-2.295,-2.295,96.23125,0.516531855,0,0.641,56.99325
2019,85,7,1.795875,1.795875,87.400625,0.702125756,0,0.38825,461.925
2019,85,8,7.4321875,7.4321875,61.0675,1.032994758,0,0.995375,867.775
2019,85,9,10.441875,10.441875,53.19875,1.265136973,0,1.783,1223.5
2019,85,10,12.474375,12.474375,47.594375,1.447331299,0,1.991,1519.5
2019,85,11,14.34375,14.34375,44.80875,1.633946219,0,2.135125,1657.5
2019,85,12,15.9075,15.9075,39.124375,1.8072773,0,2.277875,1611
2019,85,13,17.163125,17.163125,33.044375,1.956723164,0,2.46825,1562
2019,85,14,17.20375,17.20375,37.1575,1.961622066,0,2.7145,1234.25
2019,85,15,16.96375,16.96375,40.176875,1.9319387,0,3.132875,1040.5
2019,85,16,16.044375,16.044375,42.0825,1.82265145,0,2.89475,532.075
2019,85,17,15.18875,15.18875,41.831875,1.72525542,0,2.87675,275.275
2019,85,18,13.970625,13.970625,44.58,1.594578023,0,2.36375,19.75175
2019,85,19,13.214375,13.214375,46.788125,1.517965959,0,2.370875,0
2019,85,20,12.76,12.76,52.43125,1.473392168,0,2.455125,0
2019,85,21,12.37875,12.37875,56.57,1.436998341,0,3.05275,0
2019,85,22,11.66375,11.66375,61.571875,1.371131517,0,2.799875,0
2019,85,23,11.05875,11.05875,69.703125,1.317008504,0,2.981125,0
2019,86,0,11.07625,11.07625,75.316875,1.31854242,0,3.091375,0
2019,86,1,10.593125,10.593125,80.096875,1.276867549,0,2.483375,0
2019,86,2,10.33125,10.33125,84.514375,1.254760896,0,2.39225,0
2019,86,3,10.06875,10.06875,88.19375,1.232909626,0,2.36875,0
2019,86,4,9.71625,9.71625,89.3625,1.204150624,0,1.907375,0
2019,86,5,8.971875,8.971875,91.48125,1.145507169,0,1.0005,0
2019,86,6,8.55,8.55,92.54375,1.113105645,0,0.8775,67.008
2019,86,7,10.18,10.18,84.1425,1.245425558,0,0.359375,377.525
2019,86,8,13.9075,13.9075,65.973125,1.591282318,0,1.389375,794.625
2019,86,9,17.45,17.45,46.128125,1.993930487,0,1.64575,1145.5
2019,86,10,18.984375,18.984375,37.25375,2.194038113,0,1.726625,1245.25
2019,86,11,19.85,19.85,34.0875,2.315491116,0,1.8495,1228.5
2019,86,12,21.06375,21.06375,30.18,2.496195044,0,2.230625,1415.75
2019,86,13,22.52375,22.52375,19.86,2.72856184,0,2.61875,1435.25
2019,86,14,23.03125,23.03125,16.738125,2.813274701,0.254,2.9465,1370
2019,86,15,23.16125,23.16125,16.913125,2.835869838,0,2.390875,1066.25
2019,86,16,22.91625,22.91625,15.333125,2.794720926,0.254,2.092875,698.925
2019,86,17,21.051875,21.051875,14.833125,2.495395799,0,2.00675,295.325
2019,86,18,17.500625,17.500625,20.5425,2.0027574,0,1.43225,17.20675
2019,86,19,15.02,15.02,27.1725,1.706913155,0,1.191125,0
2019,86,20,13.951875,13.951875,29.613125,1.592711309,0,0.530375,0
2019,86,21,14.344375,14.344375,28.440625,1.634010925,0,0.722,0
2019,86,22,14.355625,14.355625,26.9175,1.635363932,0,0.7075,0
2019,86,23,12.268125,12.268125,34.830625,1.430992234,0,1.35575,0
2019,87,0,9.8625,9.8625,42.796875,1.216223228,0,1.9365,0
2019,87,1,10.08375,10.08375,35.88625,1.234338576,0,2.676375,0
2019,87,2,9.585,9.585,34.22375,1.193746311,0,2.026625,0
2019,87,3,9.553125,9.553125,33.689375,1.19112795,0,1.5115,0
2019,87,4,9.1253125,9.1253125,35.12875,1.158818255,0,1.16025,0
2019,87,5,9.513125,9.513125,35.1525,1.188322724,0,0.738,0
2019,87,6,10.788125,10.788125,34.01375,1.293698611,0,1.30525,39.66925
2019,87,7,11.0225,11.0225,36.9475,1.314460206,0,0.949,244.075
2019,87,8,15.039375,15.039375,28.739375,1.714235279,0,0.860875,548.05
2019,87,9,18.596875,18.596875,21.915625,2.14321864,0,0.767,848.275
2019,87,10,19.654375,19.654375,18.795625,2.288169722,0,0.721875,1029.25
2019,87,11,21.74625,21.74625,16.718125,2.603184226,0,1.386125,1739.5
2019,87,12,22.23625,22.23625,16.74375,2.681055549,0,1.770625,1629.75
2019,87,13,23.208125,23.208125,13.23125,2.845839012,0,1.382375,1696
2019,87,14,24.38125,24.38125,9.052625,3.052158968,0,2.22775,1477
2019,87,15,24.09375,24.09375,8.523125,2.999810698,0,2.87575,1159.75
2019,87,16,22.67125,22.67125,8.878125,2.753890501,0,2.83525,757.1
2019,87,17,20.543125,20.543125,10.199375,2.418339445,0,2.471,303.65
2019,87,18,17.345625,17.345625,14.005625,1.984418713,0,0.9455,21.06425
2019,87,19,14.3025,14.3025,18.165,1.629831054,0,0.641125,0
2019,87,20,13.2275,13.2275,19.216875,1.51970066,0,0.543625,0
2019,87,21,11.6975,11.6975,23.296875,1.378105077,0,0.470125,0
2019,87,22,11.23375,11.23375,23.250625,1.333108558,0,0.46775,0
2019,87,23,10.191875,10.191875,26.541875,1.243557779,0,0.62225,0
2019,88,0,9.28375,9.28375,28.44,1.169747897,0,1.10375,0
2019,88,1,8.267,8.267,30.2275,1.09324163,0,0.676625,0
2019,88,2,7.41825,7.41825,29.815625,1.030930201,0,0.11525,0
2019,88,3,7.2005625,7.2005625,44.9375,1.016192085,0,1.020125,0
2019,88,4,5.3056875,5.3056875,86.86875,0.891088377,0,1.0335,0
2019,88,5,4.186375,4.186375,95.775,0.824316194,0,0.582125,0.3615
2019,88,6,3.4751875,3.4751875,90.825,0.783928812,0,0.28775,77.1225
2019,88,7,8.222375,8.222375,57.10125,1.099624265,0,0.625875,493.05
2019,88,8,12.913125,12.913125,41.721875,1.488963081,0,0.721375,907.2
2019,88,9,15.890625,15.890625,31.653125,1.812504928,0,1.324125,1282.25
2019,88,10,18.846875,18.846875,9.39375,2.175141998,0,3.071625,1566.75
2019,88,11,19.68375,19.68375,8.592625,2.291615284,0,3.4375,1736.75
2019,88,12,19.78375,19.78375,8.2223125,2.305791745,0,4.05475,1777.25
2019,88,13,20.00125,20.00125,8.624375,2.336963089,0,3.898,1686
2019,88,14,19.598125,19.598125,8.81,2.279196821,0,4.225875,1473.25
2019,88,15,19.873125,19.873125,8.79375,2.318474565,0,3.532375,1144.25
2019,88,16,18.601875,18.601875,11.005625,2.144407715,0,3.257625,742.175
2019,88,17,16.06625,16.06625,12.784375,1.826555941,0,3.16475,313.025
2019,88,18,13.173125,13.173125,14.119375,1.515727153,0,2.60875,22.6375
2019,88,19,9.7925,9.7925,19.124375,1.212578143,0,2.320125,0
2019,88,20,7.4063125,7.4063125,29.8525,1.030026339,0,2.550375,0
2019,88,21,6.19225,6.19225,32.84125,0.947580528,0,3.227375,0
2019,88,22,5.840875,5.840875,25.46625,0.924700061,0,3.741875,0
2019,88,23,4.66575,4.66575,26.99375,0.852337974,0,2.413375,0
2019,89,0,2.303,2.303,30.911875,0.721876419,0,1.259875,0
2019,89,1,0.537,0.537,37.650625,0.635361703,0,0.327,0
2019,89,2,0.501375,0.501375,54.20875,0.633718638,0,0.867625,0
2019,89,3,-0.0253125,-0.0253125,72.1525,0.609999058,0,0.708,0
2019,89,4,-0.61775,-0.61775,78.28125,0.584208122,0,0.494625,0
2019,89,5,-0.9675,-0.9675,81.268125,0.569560967,0,0.383625,0.54875
2019,89,6,-1.180875,-1.180875,80.085,0.560919042,0,0.723,68.5375
2019,89,7,1.0901875,1.0901875,61.9275,0.661825118,0,2.070375,459.425
2019,89,8,1.5085,1.5085,54.9875,0.681487828,0,2.392625,464.15
2019,89,9,2.65875,2.65875,50.519375,0.739948141,0,2.239625,664.35
2019,89,10,2.7845,2.7845,52.50625,0.746396556,0,1.904875,611.275
2019,89,11,2.9924375,2.9924375,50.385625,0.757483024,0,1.955,789.925
2019,89,12,4.0585625,4.0585625,45.446875,0.817200565,0,1.872125,1081.5
2019,89,13,5.6435,5.6435,38.82375,0.913122068,0,1.6785,1552.25
2019,89,14,6.1466875,6.1466875,36.87625,0.944627266,0,1.738625,1479
2019,89,15,6.36825,6.36825,35.9025,0.959066935,0,1.286,1213
2019,89,16,5.403125,5.403125,39.236875,0.897306507,0,1.30175,594.625
2019,89,17,3.930375,3.930375,43.4575,0.809954019,0,1.350375,298.9
2019,89,18,1.82175,1.82175,50.125,0.69707974,0,0.842875,20.6855
2019,89,19,0.609375,0.609375,54.225,0.638726029,0,0.74875,0
2019,89,20,-0.064625,-0.064625,56.463125,0.608307644,0,0.942125,0
2019,89,21,-0.8919375,-0.8919375,60.805,0.572686499,0,1.054625,0
2019,89,22,-1.8443125,-1.8443125,67.755,0.5339404,0,0.571375,0
2019,89,23,-1.70125,-1.70125,69.599375,0.539585797,0,0.2945,0
2019,90,0,-1.4351875,-1.4351875,69.85625,0.550217832,0,0.17925,0
2019,90,1,-1.444125,-1.444125,69.8675,0.549855449,0,0.20075,0
2019,90,2,-1.51425,-1.51425,71.1725,0.547032112,0,0.305125,0
2019,90,3,-2.329125,-2.329125,76.40625,0.515209863,0,0.235875,0
2019,90,4,-2.863875,-2.863875,79.9875,0.495055218,0,0.019875,0
2019,90,5,-3.6605625,-3.6605625,82.85,0.466541893,0,0.0035,0.49
2019,90,6,-2.9738125,-2.9738125,81.026875,0.491351926,0,0.131,72.6725
2019,90,7,-1.2040625,-1.2040625,72.33125,0.559796305,0,0.90125,312.55
2019,90,8,-0.2095625,-0.2095625,67.1625,0.601898371,0,1.24775,482.85
2019,90,9,0.4558125,0.4558125,62.65625,0.631795965,0,1.403125,586.375
2019,90,10,0.842125,0.842125,59.633125,0.64951155,0,1.10375,488.675
2019,90,11,1.12025,1.12025,61.6675,0.66267218,0,1.43125,625.55
2019,90,12,1.5803125,1.5803125,61.27375,0.684925447,0,1.56375,644.475
2019,90,13,1.8715,1.8715,59.959375,0.699373636,0,1.514625,604.375
2019,90,14,1.558625,1.558625,66.32875,0.684097304,0,1.268375,470.275
2019,90,15,-0.0428125,-0.0428125,85.7475,0.609353881,0,0.922375,258.125
2019,90,16,-0.2525,-0.2525,92.15,0.600002163,0.508,0.41975,175.25
2019,90,17,-0.5199375,-0.5199375,92,0.588380166,0,0.224125,53.1875
2019,90,18,-0.7154375,-0.7154375,93.60625,0.580041859,0,0.04975,6.99575
2019,90,19,-0.9870625,-0.9870625,94.86875,0.568623459,0,0.084875,0
2019,90,20,-0.9773125,-0.9773125,96.4875,0.569024112,0,0.302125,0
2019,90,21,-1.1105,-1.1105,96.60625,0.563491219,0,0.244375,0
2019,90,22,-1.0765625,-1.0765625,96.04375,0.564906593,0,0.212875,0
2019,90,23,-1.1601875,-1.1601875,95.10625,0.561442823,0,0.4635,0
2019,91,0,-1.026,-1.026,95.6625,0.566995522,0,0.373375,0
2019,91,1,-1.085375,-1.085375,93.20625,0.564531408,0,0.665375,0
2019,91,2,-1.4325625,-1.4325625,92.66875,0.550317958,0,0.869625,0
2019,91,3,-1.9800625,-1.9800625,93.5875,0.528583021,0,0.872,0
2019,91,4,-2.2859375,-2.2859375,91.7375,0.516742667,0,0.96575,0
2019,91,5,-2.603875,-2.603875,91.1125,0.504710558,0,0.718125,0.397
2019,91,6,-2.578875,-2.578875,89.75625,0.505747233,0,0.71975,52.09
2019,91,7,0.038625,0.038625,78.87,0.614747361,0.381,1.12975,253.1
2019,91,8,3.9964375,3.9964375,67.674375,0.816177089,0.762,0.9875,904.95
2019,91,9,7.1306875,7.1306875,46.99375,1.012865201,0,0.769,1302.25
2019,91,10,9.76125,9.76125,33.88375,1.209653126,0,0.840375,1585.25
2019,91,11,11.291875,11.291875,28.6175,1.338171756,0,0.8855,1752.25
2019,91,12,12.231875,12.231875,36.69375,1.423719256,0,1.65225,1738.25
2019,91,13,12.66125,12.66125,32.07375,1.464770491,0,2.38425,1511.25
2019,91,14,13.086875,13.086875,29.673125,1.5058881,0,2.921875,1510.75
2019,91,15,13.78375,13.78375,26.919375,1.575297633,0,2.635375,1119.5
2019,91,16,13.47875,13.47875,27.969375,1.544569704,0,2.53025,693.575
2019,91,17,12.35625,12.35625,30.23625,1.434978397,0,2.066375,291.8
2019,91,18,10.503125,10.503125,37.2625,1.270179511,0,1.288625,22.73225
2019,91,19,8.938125,8.938125,42.149375,1.142785911,0,0.952125,0
2019,91,20,8.59275,8.59275,39.67875,1.116855115,0,0.9665,0
2019,91,21,8.087125,8.087125,46.6525,1.078662833,0,1.167375,0
2019,91,22,7.543625,7.543625,46.505,1.039612342,0,1.062125,0
2019,91,23,7.285,7.285,45.360625,1.021317679,0,1.044625,0
2019,92,0,6.8701875,6.8701875,44.524375,0.992712653,0,1.355125,0
2019,92,1,6.5933125,6.5933125,42.12,0.973917591,0,1.513625,0
2019,92,2,5.914875,5.914875,45.31875,0.929401908,0,1.007875,0
2019,92,3,6.336875,6.336875,41.48375,0.956833816,0,0.913625,0
2019,92,4,5.701625,5.701625,47.919375,0.916265423,0,1.058875,0
2019,92,5,5.43425,5.43425,51.0775,0.898935736,0,1.605625,0.273
2019,92,6,5.5036875,5.5036875,50.571875,0.903275452,0,1.041375,43.77
2019,92,7,7.125625,7.125625,43.434375,1.011793474,0,0.515,221.975
2019,92,8,9.795,9.795,34.78125,1.211689684,0,0.303625,380.45
2019,92,9,11.595625,11.595625,27.25,1.365028659,0,0.304125,572.725
2019,92,10,12.628125,12.628125,27.263125,1.461710333,0,1.03275,852.55
2019,92,11,14.048125,14.048125,27.265,1.603063206,0,1.444875,1110.75
2019,92,12,15.01875,15.01875,28.73875,1.706594953,0,1.59025,1136.5
2019,92,13,15.710625,15.710625,24.469375,1.783809463,0,1.64475,929.25
2019,92,14,15.57375,15.57375,19.545,1.768252888,0,1.619625,674.075
2019,92,15,15.243125,15.243125,18.475625,1.7309626,0,1.940625,501.325
2019,92,16,14.890625,14.890625,18.695,1.69230902,0,1.8645,296.775
2019,92,17,13.875,13.875,22.941875,1.584820419,0,1.130375,115.4
2019,92,18,12.36625,12.36625,27.5025,1.436675414,0,0.48325,19.973
2019,92,19,10.893125,10.893125,29.906875,1.303004413,0,0.16625,0
2019,92,20,10.549375,10.549375,28.01625,1.274220985,0,0.109875,0
2019,92,21,11.085,11.085,25.986875,1.320280993,0,0.008,0
2019,92,22,9.456875,9.456875,32.339375,1.184065966,0,0.1,0
2019,92,23,7.9988125,7.9988125,36.478125,1.072259226,0,0.0925,0
2019,93,0,7.3424375,7.3424375,42.796875,1.025520513,0,0.42575,0
2019,93,1,5.5756875,5.5756875,53.399375,0.908882575,0,0.595625,0
2019,93,2,5.3314375,5.3314375,55.434375,0.892843537,0,0.5205,0
2019,93,3,5.0386875,5.0386875,54.828125,0.875284699,0,0.68725,0
2019,93,4,5.3825,5.3825,53.5725,0.896107071,0,0.871125,0
2019,93,5,5.325625,5.325625,51.92125,0.892430935,0,0.695875,0.9325
2019,93,6,5.5011875,5.5011875,49.2725,0.903981943,0,0.455,58.96
2019,93,7,8.9321875,8.9321875,42.38875,1.145932225,0,0.608125,325.775
2019,93,8,13.065625,13.065625,29.598125,1.508045323,0,1.723375,819.35
2019,93,9,15.67625,15.67625,21.776875,1.780096149,0,2.5145,1355.25
2019,93,10,16.225625,16.225625,18.586875,1.843532182,0,2.797875,1502.75
2019,93,11,16.574375,16.574375,18.309375,1.885549488,0,2.605,1343.375
2019,93,12,16.360625,16.360625,19.260625,1.862002138,0,2.849,1592
2019,93,13,16.99375,16.99375,16.279375,1.937341904,0,2.914375,1467
2019,93,14,14.74,14.74,25.80625,1.67823044,0,3.6765,1412.25
2019,93,15,15.199375,15.199375,21.101875,1.726426866,0,3.03275,1191.5
2019,93,16,13.456875,13.456875,25.436875,1.542585058,0,3.31425,755.875
2019,93,17,12.468125,12.468125,25.210625,1.447028428,0,2.57325,328.3
2019,93,18,9.640625,9.640625,34.52375,1.200146787,0,2.560875,24.4355
2019,93,19,7.8243125,7.8243125,41.23,1.059596838,0,2.98175,0
2019,93,20,6.313625,6.313625,49.530625,0.955929835,0,2.212875,0
2019,93,21,4.752,4.752,54.790625,0.857702934,0,1.47425,0
2019,93,22,3.6809375,3.6809375,59.18,0.795350685,0,1.333625,0
2019,93,23,4.5174375,4.5174375,57.78625,0.843972026,0,1.69875,0
2019,94,0,4.4091875,4.4091875,57.413125,0.837895607,0,1.814125,0
2019,94,1,3.2529375,3.2529375,62.25625,0.771712642,0,2.167625,0
2019,94,2,3.5358125,3.5358125,60.39,0.787057455,0,2.206875,0
2019,94,3,3.766,3.766,59.24875,0.800054203,0,2.55325,0
2019,94,4,3.9115,3.9115,58.000625,0.808189913,0,2.44425,0
2019,94,5,3.820375,3.820375,57.255,0.8031592,0,2.127375,1.55125
2019,94,6,4.4355,4.4355,53.480625,0.840212889,0,1.748875,123.125
2019,94,7,9.0614375,9.0614375,39.195625,1.157828005,0,1.3515,547.55
2019,94,8,13.27125,13.27125,28.420625,1.525433319,0,1.235875,962.75
2019,94,9,15.318125,15.318125,23.87,1.740235541,0,1.026,1343.75
2019,94,10,16.49,16.49,21.683125,1.875632947,0,1.021875,1594.75
2019,94,11,17.405,17.405,21.99,1.986994186,0,1.78325,1778.75
2019,94,12,17.95,17.95,19.6375,2.056264327,0,2.196375,1802.5
2019,94,13,18.5775,18.5775,17.57375,2.138847258,0,2.26525,1592.75
2019,94,14,18.821875,18.821875,17.2275,2.172104373,0,2.2935,1372
2019,94,15,18.945,18.945,16.185,2.188624891,0,2.347,1089.25
2019,94,16,18.060625,18.060625,16.7325,2.071660189,0,2.191375,607.65
2019,94,17,16.338125,16.338125,18.190625,1.856868966,0,1.786375,165.225
2019,94,18,14.63375,14.63375,23.18,1.66551079,0,0.629875,22.28875
2019,94,19,13.073125,13.073125,27.0175,1.504485828,0,0.479,0
2019,94,20,12.470625,12.470625,26.261875,1.445761912,0,0.474125,0
2019,94,21,11.549375,11.549375,28.42875,1.361063463,0,0.35475,0
2019,94,22,11.366875,11.366875,30.50625,1.344531085,0,0.664125,0
2019,94,23,11.6425,11.6425,32.22,1.369017634,0,1.33275,0
2019,95,0,10.821875,10.821875,33.781875,1.296583874,0,0.8525,0
2019,95,1,10.18875,10.18875,33.371875,1.243123582,0,0.73475,0
2019,95,2,10.979375,10.979375,28.285,1.310324233,0,1.3815,0
2019,95,3,10.37,10.37,28.976875,1.258659655,0,0.89875,0
2019,95,4,8.71375,8.71375,34.015,1.125643224,0,0.52725,0
2019,95,5,8.748125,8.748125,34.155,1.128129381,0,0.79475,1.075
2019,95,6,8.357375,8.357375,36.418125,1.099332842,0,0.972625,68.49
2019,95,7,10.1345625,10.1345625,35.8925,1.243193166,0,0.482,347.575
2019,95,8,16.008125,16.008125,23.426875,1.821504152,0,0.646375,897.275
2019,95,9,18.0325,18.0325,21.026875,2.067229559,0,1.129875,1270
2019,95,10,19.015,19.015,19.88625,2.199026024,0,1.730625,1538.75
2019,95,11,18.355,18.355,16.344375,2.109934741,0,2.553875,977
2019,95,12,16.845,16.845,17.12875,1.917863643,0,2.478,600.5
2019,95,13,17.759375,17.759375,17.160625,2.03261906,0,2.84025,1063.4
2019,95,14,18.065,18.065,17.48875,2.071559131,0,2.933,1087.75
2019,95,15,17.085625,17.085625,20.78125,1.947843951,0,3.195875,681.975
2019,95,16,15.884375,15.884375,22.9525,1.803640419,0,2.63625,482.7
2019,95,17,15.47125,15.47125,21.02625,1.756842754,0,2.42175,148.4275
2019,95,18,13.595625,13.595625,26.89375,1.557348852,0,1.923375,11.98725
2019,95,19,11.231875,11.231875,39.314375,1.332302553,0,2.314875,0
2019,95,20,10.74875,10.74875,39.918125,1.290444567,0,1.92675,0
2019,95,21,9.94875,9.94875,39.6725,1.223162155,0,0.699875,0
2019,95,22,8.4721875,8.4721875,46.045625,1.107951255,0,0.777125,0
2019,95,23,7.21475,7.21475,47.976875,1.016841716,0,0.38325,0
2019,96,0,6.024875,6.024875,46.22125,0.937072339,0,0.723875,0
2019,96,1,5.5405625,5.5405625,45.388125,0.905751638,0,0.432625,0
2019,96,2,4.574,4.574,49.216875,0.848409172,0,0.78,0
2019,96,3,4.7968125,4.7968125,47.64625,0.860265183,0,0.654625,0
2019,96,4,4.513875,4.513875,49.75125,0.843471707,0,1.408875,0
2019,96,5,4.630875,4.630875,48.02,0.850217656,0,1.867875,1.489
2019,96,6,5.29925,5.29925,46.181875,0.891320241,0,1.36125,115.57
2019,96,7,10.6605625,10.6605625,34.393125,1.291670723,0,1.145125,543.85
2019,96,8,14.7725,14.7725,23.620625,1.682234836,0,1.7135,968.75
2019,96,9,16.77875,16.77875,19.89,1.913586814,0,1.925125,1337.75
2019,96,10,17.903125,17.903125,17.914375,2.051713478,0,1.244625,1413.75
2019,96,11,17.615625,17.615625,17.873125,2.014628702,0,0.957625,1088.45
2019,96,12,19.035,19.035,16.354375,2.202735733,0,1.14775,1421.425
2019,96,13,18.648125,18.648125,17.0775,2.152254475,0,1.133125,1322.2
2019,96,14,20.14,20.14,14.63125,2.35775681,0,1.278125,1454.5
2019,96,15,18.9475,18.9475,15.895625,2.189333461,0,0.98125,689.525
2019,96,16,19.31375,19.31375,15.344375,2.239471575,0,0.88475,762.325
2019,96,17,18.1025,18.1025,16.095625,2.080012067,0,1.124125,233.8675
2019,96,18,14.9125,14.9125,21.151875,1.696628833,0,1.430625,20.81175
2019,96,19,12.225625,12.225625,28.5325,1.423343362,0,1.755625,0
2019,96,20,11.110625,11.110625,32.823125,1.321761938,0,2.378375,0
2019,96,21,9.495,9.495,36.759375,1.186392481,0,2.3265,0
2019,96,22,8.850625,8.850625,38.5,1.136088775,0,2.275875,0
2019,96,23,7.31725,7.31725,43.93,1.023575254,0,2.194375,0
2019,97,0,7.4091875,7.4091875,44.041875,1.029972155,0,2.31075,0
2019,97,1,6.7671875,6.7671875,45.6675,0.985714097,0,2.41775,0
2019,97,2,6.140125,6.140125,48.409375,0.944078164,0,2.288375,0
2019,97,3,5.6945625,5.6945625,50.651875,0.915435361,0,2.671875,0
2019,97,4,5.9030625,5.9030625,50.66375,0.928712297,0,1.9725,0
2019,97,5,5.33075,5.33075,51.89375,0.892765078,0,2.74375,2.2525
2019,97,6,7.0290625,7.0290625,46.694375,1.0064985,0,2.60975,132.65
2019,97,7,11.851875,11.851875,33.8475,1.391999013,0,2.158375,562.075
2019,97,8,15.2625,15.2625,27.384375,1.735769005,0,1.778625,984.5
2019,97,9,17.614375,17.614375,23.5525,2.014403307,0,1.7615,1351.75
2019,97,10,19.19375,19.19375,20.788125,2.223785386,0,1.25975,1627
2019,97,11,20.31125,20.31125,18.383125,2.382858081,0,1.17475,1746.25
2019,97,12,21.261875,21.261875,16.49625,2.526912813,0,1.28775,1857.25
2019,97,13,21.5025,21.5025,16.4025,2.563587797,0,1.371875,1780
2019,97,14,20.968125,20.968125,19.339375,2.484675528,0,1.8395,1259.25
2019,97,15,21.345625,21.345625,18.2925,2.538889151,0,1.901625,1219.5
2019,97,16,20.059375,20.059375,19.00875,2.345827183,0,1.716125,732.975
