"year","doy","hour","Tair","Tsoil","Relhumidity","VPD","Rain","Windspeed","Solradiation"
2010,189,10,23.974,0.08,23.664,2.2748,0,1.723,901.59
2010,189,11,25.023,0.161,19.564,2.5523,0,2.473,963.84
2010,189,12,26.124,0.111,17.156,2.806,0,2.58,988.15
2010,189,13,27.067,-0.083,14.839,3.049,0,1.483,906.11
2010,189,14,28.045,-0.228,15.121,3.2176,0,2.233,831.86
2010,189,15,28.833,-0.541,14.632,3.3876,0,1.613,731.53
2010,189,16,28.436,-0.905,17.039,3.2172,0,1.587,188.1
2010,189,17,26.261,-1.293,22.922,2.6319,0,3.277,105.64
2010,189,18,25.326,-1.391,24.991,2.4232,0,3.143,85.99
2010,189,19,24.834,-1.398,27.825,2.2645,0,2.857,29.535
2010,189,20,24.645,-1.324,31.756,2.1172,0,2.83,0
2010,189,21,24.145,-1.262,30.083,2.105,0,2.783,0
2010,189,22,23.876,-1.181,26.805,2.1685,0,2.567,0
2010,189,23,23.751,-1.118,28.56,2.1006,0,2.847,0
2010,190,0,23.517,0.014,29.486,2.0443,0,2.807,0
2010,190,1,23.895,0.103,26.456,2.1814,0,2.213,0
2010,190,2,23.198,0.101,28.4,2.0363,0,1.353,0
2010,190,3,23.291,0.095,27.209,2.0819,0,2.37,0
2010,190,4,22.305,0.085,29.765,1.8924,0,2.51,0
2010,190,5,21.431,0.079,33.314,1.7034,0,1.88,64.424
2010,190,6,21.642,0.064,36.176,1.6515,0,1.61,230.23
2010,190,7,22.07,0.058,37.224,1.6673,0,2.43,418.74
2010,190,8,23.108,0.056,31.772,1.9299,0,2.41,605.96
2010,190,9,24.397,0.091,28.759,2.1776,0,1.507,760.01
2010,190,10,25.606,0.151,26.823,2.4037,0,1.353,875.3
2010,190,11,27.053,0.219,23.287,2.7444,0,1.277,945.96
2010,190,12,27.98,0.23,20.868,2.9884,0,1.477,984.97
2010,190,13,28.701,0.181,20.427,3.1337,0,1.823,684.77
2010,190,14,25.619,0.127,30.427,2.287,0,4.513,83.764
2010,190,15,23.455,0.019,39.332,1.7524,0,4.6,118.39
2010,190,16,23.633,-0.125,34.407,1.915,0,4.257,160.8
2010,190,17,23.788,-0.284,30.479,2.0488,0,4.177,133.53
2010,190,18,24.71,-0.339,32.481,2.1028,0,4.553,161.29
2010,190,19,23.704,-0.357,28.622,2.0929,0,5.617,33.066
2010,190,20,21.925,-0.345,29.056,1.8677,0,1.687,0
2010,190,21,21.21,-0.344,31.693,1.7214,0,2.167,0
2010,190,22,20.335,-0.345,38.896,1.4591,0,2.647,0
2010,190,23,19.216,-0.218,43.511,1.2585,0,3.363,0
2010,191,0,18.148,-0.024,49.839,1.0453,0,2.943,0
2010,191,1,17.582,0.105,53.404,0.937,0,2.513,0
2010,191,2,17.684,0.101,51.321,0.9852,0,3.653,0
2010,191,3,17.904,0.091,49.83,1.0296,0,1.293,0
2010,191,4,17.747,0.077,49.359,1.029,0,3.117,0
2010,191,5,17.27,0.067,51.169,0.9628,0,0.777,33.465
2010,191,6,16.058,0.045,59.775,0.7343,0,1.69,109.08
2010,191,7,18.588,0.036,50.054,1.0699,0,1.093,439.12
2010,191,8,20.53,0.032,32.991,1.6195,0,1.943,621.41
2010,191,9,21.641,0.081,27.289,1.8813,0,2.263,799.7
2010,191,10,22.422,0.147,22.852,2.0934,0,2.47,921.45
2010,191,11,23.935,0.216,16.499,2.4826,0,2.453,993.6
2010,191,12,25.006,0.206,17.063,2.6288,0,2.483,1009.8
2010,191,13,25.018,0.116,15.57,2.6782,0,3.07,969.92
2010,191,14,25.701,0.041,16.902,2.7451,0,2.34,866.98
2010,191,15,25.349,-0.126,20.387,2.5756,0,3.247,683.53
2010,191,16,24.979,-0.317,26.825,2.3157,0,3.02,574.73
2010,191,17,24.305,-0.52,29.358,2.1473,0,3.22,378.37
2010,191,18,23.088,-0.577,35.194,1.8309,0,3.217,164.24
2010,191,19,21.296,-0.586,48.126,1.3141,0,4.2,35.9
2010,191,20,19.647,-0.559,54.806,1.0342,0,1.203,0
2010,191,21,18.664,-0.55,58.294,0.8977,0,0.89,0
2010,191,22,18.178,-0.549,60.702,0.8205,0,2.853,0
2010,191,23,17.249,-0.393,65.119,0.6868,0,2.097,0
2010,192,0,16.686,-0.094,66.925,0.6284,0,2.063,0
2010,192,1,16.606,0.157,66.247,0.6381,0,1.737,0
2010,192,2,16.178,0.167,68.314,0.5829,0,2.02,0
2010,192,3,15.677,0.168,69.436,0.5445,0,1.903,0
2010,192,4,15.326,0.155,71.565,0.4953,0,2.203,0
2010,192,5,15.873,0.136,69.048,0.5584,0,1.787,74.017
2010,192,6,17.436,0.082,64.728,0.7028,0,1.69,242.91
2010,192,7,18.801,0.026,57.585,0.9208,0,2.203,434.88
2010,192,8,19.715,-0.005,55.51,1.0224,0,2.61,620.66
2010,192,9,21.241,0.017,49.628,1.2718,0,2.297,776.95
2010,192,10,22.459,0.08,45.132,1.4922,0,3.167,893.49
2010,192,11,23.759,0.161,37.332,1.8435,0,2.947,962.79
2010,192,12,24.562,0.111,33.292,2.0592,0,3.78,976.84
2010,192,13,24.65,-0.083,37.289,1.946,0,4.093,938.71
2010,192,14,24.59,-0.228,40.117,1.8516,0,4.593,845.32
2010,192,15,24.81,-0.541,38.259,1.9343,0,5.073,712.19
2010,192,16,24.379,-0.905,43.153,1.7357,0,3.83,542.47
2010,192,17,23.007,-1.293,47.733,1.4694,0,4.913,371.76
2010,192,18,21.668,-1.391,54.266,1.1852,0,4.377,162.87
2010,192,19,20.091,-1.398,57.758,0.9936,0,4.8,35.17
2010,192,20,18.192,-1.324,65.971,0.7111,0,4.337,0
2010,192,21,17.082,-1.262,71.216,0.5608,0,4.417,0
2010,192,22,16.35,-1.181,74.795,0.4688,0,4.703,0
2010,192,23,15.775,-1.118,78.622,0.3833,0,4.047,0
2010,193,0,15.511,0.014,81.088,0.3334,0,4.447,0
2010,193,1,15.495,0.103,79.522,0.3606,0,5.907,0
2010,193,2,15.181,0.101,78.491,0.3712,0,6.423,0
2010,193,3,14.887,0.095,76.068,0.4053,0,6.52,0
2010,193,4,14.312,0.085,73.706,0.429,0,6.75,0
2010,193,5,13.797,0.079,77.577,0.3539,0,5.943,77.113
2010,193,6,14.078,0.064,72.01,0.4499,0,4.563,246.79
2010,193,7,14.617,0.058,62.489,0.6243,0,4.407,441.45
2010,193,8,15.7,0.056,57.274,0.7623,0,4.787,630.18
2010,193,9,16.329,0.091,56.09,0.8156,0,7.723,787.03
2010,193,10,17.598,0.151,45.664,1.0938,0,5.36,907.76
2010,193,11,18.73,0.219,31.798,1.4741,1.016,5.457,984.97
2010,193,12,18.964,0.23,26.027,1.6223,0,4.95,1010.8
2010,193,13,19.226,0.181,24.574,1.6814,0,5.16,977.24
2010,193,14,20.037,0.127,24.743,1.7642,0,3.76,880.41
2010,193,15,19.87,0.019,22.72,1.793,0,3.97,745.19
2010,193,16,19.285,-0.125,24.028,1.6998,0,3.71,574.66
2010,193,17,17.973,-0.284,26.326,1.5185,0,5.497,387.75
2010,193,18,16.64,-0.339,30.27,1.321,0,4.753,175.05
2010,193,19,15.185,-0.357,40.377,1.0293,0,4.84,34.831
2010,193,20,13.613,-0.345,40.797,0.9232,0,5.357,0
2010,193,21,12.796,-0.344,29.316,1.045,0,2.423,0
2010,193,22,11.091,-0.345,42.675,0.7573,0,1.547,0
2010,193,23,10.532,-0.218,57.159,0.5453,0,3.257,0
2010,194,0,10.364,-0.024,50.57,0.6221,0,2.733,0
2010,194,1,9.03,0.105,67.148,0.378,0,2.463,0
2010,194,2,8.781,0.101,63.408,0.4141,0,2.433,0
2010,194,3,8.967,0.091,58.366,0.4771,0,1.793,0
2010,194,4,8.555,0.077,63.925,0.402,0,1.743,0
2010,194,5,7.181,0.067,69.231,0.3122,0,1.173,73.495
2010,194,6,8.843,0.045,64.092,0.408,0,1.33,247.4
2010,194,7,10.636,0.036,49.681,0.6449,0,2.74,446.71
2010,194,8,12.469,0.032,36.12,0.9243,0,2.023,635.52
2010,194,9,13.568,0.081,31.426,1.0662,0,3.017,801.38
2010,194,10,14.098,0.147,30.556,1.1176,0,3.33,925.11
2010,194,11,15.168,0.216,29.54,1.215,0,3.43,993.55
2010,194,12,16.283,0.206,26.142,1.3678,0,2.967,1004
2010,194,13,16.819,0.116,23.979,1.4567,0,3.577,966.35
2010,194,14,17.744,0.041,23.371,1.5568,0,2.94,874.32
2010,194,15,17.721,-0.126,24.519,1.5312,0,3.31,734.69
2010,194,16,17.561,-0.317,23.893,1.5284,0,3.483,566.2
2010,194,17,17.114,-0.52,25.837,1.4479,0,3.133,377.98
2010,194,18,16.316,-0.577,28.244,1.3317,0,2.653,172.21
2010,194,19,15.043,-0.586,30.529,1.1883,0,2.033,30.297
2010,194,20,12.946,-0.559,36.354,0.9502,0,2.93,0
2010,194,21,12.182,-0.55,42.472,0.8169,0,2.733,0
2010,194,22,11.56,-0.549,48.587,0.7007,0,2.713,0
2010,194,23,11.268,-0.393,47.458,0.7023,0,2.607,0
2010,195,0,11.168,-0.094,47.918,0.6915,0,2.953,0
2010,195,1,10.819,0.157,50.049,0.6481,0,3.093,0
2010,195,2,10.38,0.167,53.203,0.5896,0,1.79,0
2010,195,3,10.352,0.168,54.572,0.5713,0,1.527,0
2010,195,4,9.861,0.155,56.241,0.5325,0,1.73,0
2010,195,5,10.145,0.136,53.185,0.5806,0,1.643,70.437
2010,195,6,10.437,0.082,56.835,0.5459,0,1.713,239.49
2010,195,7,11.827,0.026,52.512,0.6587,0,1.463,435.94
2010,195,8,14.094,-0.005,45.978,0.8691,0,0.817,620.74
2010,195,9,14.881,0.017,35.995,1.0835,0,1.733,783.79
2010,195,10,15.757,0.08,32.884,1.2019,0,2.34,904.06
2010,195,11,17.595,0.161,27.85,1.452,0,1.483,973.32
2010,195,12,18.851,0.111,26.147,1.6083,0,1.643,988.53
2010,195,13,19.855,-0.083,25.902,1.7176,0,1.56,947.87
2010,195,14,21.069,-0.228,24.983,1.8741,0,2.12,856.97
2010,195,15,21.439,-0.541,23.612,1.9522,0,2.87,723.54
2010,195,16,21.759,-0.905,23.216,2.0011,0,2.803,557.19
2010,195,17,21.611,-1.293,22.362,2.0051,0,2.823,372
2010,195,18,21.338,-1.391,22.506,1.9683,0,2.953,172.7
2010,195,19,20.765,-1.398,24.772,1.8447,0,2.513,28.506
2010,195,20,20.036,-1.324,26.17,1.7307,0,2.017,0
2010,195,21,19.495,-1.262,27.393,1.6459,0,2.683,0
2010,195,22,19.041,-1.181,28.592,1.5735,0,2.427,0
2010,195,23,18.676,-1.118,31.099,1.4841,0,2.687,0
2010,196,0,18.549,0.014,31.148,1.4713,0,1.173,0
2010,196,1,18.126,0.103,32.019,1.4147,0,0,0
2010,196,2,17.866,0.101,32.138,1.3893,0,0.183,0
2010,196,3,18.279,0.095,31.122,1.4471,0,0.5,0
2010,196,4,17.754,0.085,32.087,1.3806,0,1.747,0
2010,196,5,18.145,0.079,30.722,1.4434,0,1.42,68.752
2010,196,6,18.209,0.064,32.214,1.418,0,1.787,237.77
2010,196,7,18.712,0.058,34.839,1.4067,0,1.387,433.32
2010,196,8,20.502,0.056,34.381,1.5831,0,1.447,622.45
2010,196,9,22.275,0.091,31.224,1.8496,0,1.58,781.44
2010,196,10,24.363,0.151,27.075,2.2245,0,2.093,899.85
2010,196,11,25.431,0.219,23.756,2.4787,0,2.23,965.42
2010,196,12,26.164,0.23,22.235,2.6402,0,3.017,981.98
2010,196,13,27.656,0.181,13.125,3.2195,0,2.92,950.83
2010,196,14,28.084,0.127,12.051,3.3416,0,4.08,859.04
2010,196,15,28.355,0.019,13.502,3.3387,0,3.847,723.8
2010,196,16,27.755,-0.125,15.76,3.1398,0,4.4,557.78
2010,196,17,26.793,-0.284,24.947,2.6443,0,3.537,367.9
2010,196,18,25.362,-0.339,24.765,2.4358,0,5.693,174.75
2010,196,19,23.86,-0.357,24.482,2.2351,0,5.39,25.454
2010,196,20,21.833,-0.345,32.53,1.7663,0,5.23,0
2010,196,21,20.628,-0.344,38.445,1.4967,0,3.733,0
2010,196,22,18.734,-0.345,47.538,1.1341,0,2.197,0
2010,196,23,18.273,-0.218,47.841,1.0955,0,1.537,0
2010,197,0,17.817,-0.024,47.508,1.0713,0,0.953,0
2010,197,1,18.196,0.105,40.044,1.2532,0,3.82,0
2010,197,2,18.087,0.101,42.187,1.2001,0,3.93,0
2010,197,3,17.326,0.091,44.771,1.0928,0,4.43,0
2010,197,4,16.723,0.077,43.42,1.0776,0,3.903,0
2010,197,5,16.038,0.067,47.39,0.9592,0,3.493,70.036
2010,197,6,16.915,0.045,43.125,1.0964,0,2.813,242.79
2010,197,7,18.186,0.036,34.845,1.3609,0,4.16,444.12
2010,197,8,19.692,0.032,29.52,1.6173,0,3.673,634.38
2010,197,9,21.347,0.081,23.785,1.9368,0,2.83,788.79
2010,197,10,22.686,0.147,19.296,2.2253,0,4.317,909.8
2010,197,11,23.424,0.216,22.097,2.246,0,4.877,977.39
2010,197,12,24.282,0.206,23.742,2.315,0,4.207,988.31
2010,197,13,24.686,0.116,23.727,2.3719,0,5.69,953.83
2010,197,14,24.991,0.041,23.433,2.4247,0,4.857,858.11
2010,197,15,24.947,-0.126,24.844,2.3739,0,4.917,724.03
2010,197,16,24.326,-0.317,23.399,2.3314,0,5.47,558.53
2010,197,17,23.759,-0.52,21.155,2.3195,0,5.167,372.36
2010,197,18,22.262,-0.577,24.54,2.0277,0,5.353,177.99
2010,197,19,20.42,-0.586,26.612,1.7616,0,5.743,24.084
2010,197,20,18.601,-0.559,32.373,1.4498,0,5.677,0
2010,197,21,17.655,-0.55,35.805,1.2969,0,5.82,0
2010,197,22,16.659,-0.549,37.968,1.1766,0,5.577,0
2010,197,23,15.767,-0.393,42.961,1.0221,0,4.87,0
2010,198,0,15.566,-0.094,40.681,1.0493,0,4.65,0
2010,198,1,15.737,0.157,31.701,1.2215,0,4.25,0
2010,198,2,14.787,0.167,43.697,0.9473,0,4.257,0
2010,198,3,14.312,0.168,44.998,0.8975,0,3.09,0
2010,198,4,14.107,0.155,45.245,0.8817,0,3.747,0
2010,198,5,13.803,0.136,46.968,0.8372,0,1.257,65.454
2010,198,6,14.976,0.082,41.046,1.0041,0,2.053,238.27
2010,198,7,16.359,0.026,36.972,1.1729,0,1.537,433.89
2010,198,8,17.941,-0.005,30.552,1.4285,0,3.393,628.45
2010,198,9,19.476,0.017,27.844,1.6337,0,3.433,788.46
2010,198,10,21.272,0.08,20.207,2.0184,0,2.873,904.37
2010,198,11,22.299,0.161,17.626,2.2185,0,2.97,976.18
2010,198,12,23.325,0.111,18.49,2.336,0,2.8,989.82
2010,198,13,23.706,-0.083,20.42,2.3337,0,3.667,950.34
2010,198,14,24.532,-0.228,19.259,2.488,0,3.773,860.77
2010,198,15,24.967,-0.541,18.195,2.587,0,2.75,720.68
2010,198,16,24.302,-0.905,23.296,2.3313,0,3.45,551.07
2010,198,17,23.131,-1.293,28.31,2.0306,0,4.077,363.41
2010,198,18,21.346,-1.391,29.734,1.7855,0,4.357,177.68
2010,198,19,19.395,-1.398,28.106,1.6197,0,5.563,21.694
2010,198,20,17.295,-1.324,37.589,1.2325,0,6.947,0
2010,198,21,15.864,-1.262,46.454,0.9655,0,5.783,0
2010,198,22,14.745,-1.181,51.376,0.8159,0,5.99,0
2010,198,23,13.623,-1.118,55.63,0.6924,0,3.473,0
2010,199,0,13.63,0.014,49.91,0.782,0,4.33,0
2010,199,1,13.361,0.103,51.84,0.7387,0,4.29,0
2010,199,2,12.891,0.101,50.294,0.7394,0,4.253,0
2010,199,3,12.081,0.095,52.41,0.6712,0,3.52,0
2010,199,4,11.547,0.085,53.847,0.6284,0,1.37,0
2010,199,5,12.214,0.079,45.667,0.7731,0,2.733,66.091
2010,199,6,12.627,0.064,45.367,0.7988,0,3.583,239.64
2010,199,7,13.922,0.058,42.681,0.9119,0,2.847,437.36
2010,199,8,16,0.056,34.061,1.1993,0,1.987,625.39
2010,199,9,17.314,0.091,29.627,1.3914,0,2.797,786.72
2010,199,10,18.932,0.151,25.272,1.6356,0,2.147,903.3
2010,199,11,20.221,0.219,24.399,1.7925,0,2.51,970.27
2010,199,12,21.158,0.23,24.981,1.8844,0,2.887,987.79
2010,199,13,21.282,0.181,26.797,1.8529,0,3.553,948.69
2010,199,14,21.241,0.127,28.247,1.8115,0,3.967,855.05
2010,199,15,21.265,0.019,30.387,1.7602,0,3.35,715.75
2010,199,16,20.712,-0.125,30.585,1.6965,0,3.737,557.72
2010,199,17,19.658,-0.284,31.427,1.5702,0,3.833,370.42
2010,199,18,18.508,-0.339,30.593,1.4794,0,5.01,182.64
2010,199,19,16.703,-0.357,36.555,1.2068,0,3.193,20.914
2010,199,20,14.752,-0.345,39.189,1.0209,0,1.037,0
2010,199,21,13.896,-0.344,40.739,0.9412,0,1.093,0
2010,199,22,12.763,-0.345,47.798,0.7701,0,3.31,0
2010,199,23,12.338,-0.218,51.417,0.6969,0,1.62,0
2010,200,0,10.934,-0.024,63.733,0.4741,0,2.5,0
2010,200,1,11.471,0.105,49.542,0.6836,0,2.913,0
2010,200,2,11.805,0.101,39.997,0.831,0,3.283,0
2010,200,3,11.268,0.091,40.867,0.7904,0,1.863,0
2010,200,4,10.534,0.077,44.928,0.7011,0,1.48,0
2010,200,5,10.548,0.067,45.081,0.6998,0,1.177,65.772
2010,200,6,13.434,0.045,31.693,1.0528,0,1.177,241.38
2010,200,7,14.618,0.036,33.679,1.1038,0,1.313,445.48
2010,200,8,16.236,0.032,33.422,1.2293,0,0.913,635.46
2010,200,9,17.462,0.081,25.994,1.477,0,0.913,800.37
2010,200,10,18.673,0.147,24.308,1.6301,0,1.18,916.1
2010,200,11,20.354,0.216,22.157,1.861,0,1.643,986.73
2010,200,12,21.555,0.206,18.278,2.1033,0,1.91,1002.6
2010,200,13,22.548,0.116,21.115,2.157,0,1.753,952.58
2010,200,14,23.075,0.041,19.787,2.2644,0,2.77,864.57
2010,200,15,23.518,-0.126,18.992,2.3488,0,3.16,724.54
2010,200,16,23.532,-0.317,18.566,2.3632,0,3.593,555.77
2010,200,17,23.453,-0.52,18.131,2.3645,0,3.333,368.2
2010,200,18,22.957,-0.577,18.518,2.2839,0,3.15,179.9
2010,200,19,21.608,-0.586,21.386,2.0299,0,1.52,18.372
2010,200,20,19.95,-0.559,22.897,1.7978,0,1.563,0
2010,200,21,19.349,-0.55,30.238,1.5671,0,1.813,0
2010,200,22,18.994,-0.549,31.831,1.4979,0,2.86,0
2010,200,23,18.128,-0.393,32.879,1.3969,0,2.953,0
2010,201,0,17.781,-0.094,28.365,1.4587,0,2.783,0
2010,201,1,17.105,0.157,26.837,1.4276,0,1.283,0
2010,201,2,16.988,0.167,23.288,1.4857,0,0.297,0
2010,201,3,16.797,0.168,27.027,1.3963,0,0.703,0
2010,201,4,16.606,0.155,27.203,1.3762,0,1.503,0
2010,201,5,17.092,0.136,25.891,1.4448,0,1.093,62.016
2010,201,6,17.706,0.082,25.653,1.5068,0,0.397,233.19
2010,201,7,17.928,0.026,29.645,1.446,0,1,435.42
2010,201,8,19.541,-0.005,24.997,1.705,0,0.777,631.3
2010,201,9,20.699,0.017,21.035,1.9284,0,1.08,793.12
2010,201,10,21.047,0.08,23.334,1.9127,0,2.45,904.69
2010,201,11,22.262,0.161,21.393,2.1124,0,2.05,967.95
2010,201,12,23.111,0.111,17.419,2.3363,0,1.78,983.47
2010,201,13,24.386,-0.083,13.457,2.6434,0,1.063,942.27
2010,201,14,24.507,-0.228,15.865,2.5886,0,2.157,847.22
2010,201,15,24.587,-0.541,17.6,2.5474,0,3.16,711.93
2010,201,16,24.176,-0.905,19.829,2.4183,0,2.87,542.71
2010,201,17,23.399,-1.293,25.607,2.1416,0,3.123,351.37
2010,201,18,21.595,-1.391,28.467,1.8456,0,3.81,171.76
2010,201,19,19.598,-1.398,33.213,1.5236,0,3.377,19.292
2010,201,20,17.485,-1.324,45.92,1.0809,0,2.977,0
2010,201,21,16.623,-1.262,46.689,1.0089,0,2.277,0
2010,201,22,17.744,-1.181,38.227,1.255,0,1.65,0
2010,201,23,18.732,-1.118,29.595,1.5218,0,2.44,0
2010,202,0,18.73,0.014,27.213,1.5731,0,2.453,0
2010,202,1,17.557,0.103,31.616,1.373,0,2.353,0
2010,202,2,18.256,0.101,22.45,1.6271,0,2.893,0
2010,202,3,17.361,0.095,23.489,1.5173,0,3.247,0
2010,202,4,16.929,0.085,23.069,1.4845,0,2.467,0
2010,202,5,16.102,0.079,27.123,1.3342,0,2.863,48.524
2010,202,6,16.11,0.064,32.698,1.2328,0,3.413,217.2
2010,202,7,16.935,0.058,40.938,1.1401,0,3.867,412.73
2010,202,8,18.302,0.056,38.897,1.2857,0,3.717,602.62
2010,202,9,18.845,0.091,35.449,1.4052,0,3.647,764.7
2010,202,10,20.297,0.151,31.079,1.6419,0,3.577,885.87
2010,202,11,21.436,0.219,27.565,1.8508,0,3.97,958.91
2010,202,12,22.509,0.23,25.576,2.0302,0,3.653,974.56
2010,202,13,22.944,0.181,23.532,2.1416,0,3.43,934.81
2010,202,14,23.456,0.127,22.99,2.2245,0,3.873,780.74
2010,202,15,24.479,0.019,20.9,2.4297,0,2.593,679.26
2010,202,16,24.159,-0.125,22.203,2.3443,0,2.67,458.9
2010,202,17,24.335,-0.284,20.429,2.4232,0,1.97,287.38
2010,202,18,23.683,-0.339,23.869,2.2294,0,2.397,165.65
2010,202,19,21.669,-0.357,35.396,1.6744,0,2.26,17.489
2010,202,20,20.09,-0.345,39.341,1.4267,0,3.113,0
2010,202,21,18.422,-0.344,44.435,1.178,0,2.703,0
2010,202,22,17.952,-0.345,42.197,1.1898,0,2.793,0
2010,202,23,17.966,-0.218,41.226,1.2109,0,0.747,0
2010,203,0,17.567,-0.024,40.381,1.1978,0,1.133,0
2010,203,1,16.29,0.105,42.806,1.0597,0,2.98,0
2010,203,2,15.748,0.101,47.203,0.9449,0,3.29,0
2010,203,3,15.537,0.091,50.366,0.8764,0,3.747,0
2010,203,4,14.905,0.077,55.642,0.752,0,1.437,0
2010,203,5,14.522,0.067,60.208,0.6582,0,3.677,55.466
2010,203,6,15.639,0.045,52.976,0.8358,0,2.043,220.19
2010,203,7,16.799,0.036,46.745,1.0192,0,3.457,413.83
2010,203,8,18.075,0.032,40.098,1.2425,0,5.513,603.42
2010,203,9,19.161,0.081,35.182,1.4391,0,4.827,760.74
2010,203,10,19.896,0.147,38.059,1.4395,0,4.907,879.2
2010,203,11,20.676,0.216,38.072,1.5102,0,5.763,953.12
2010,203,12,21.457,0.206,38.861,1.5642,0,5.137,964.38
2010,203,13,22.041,0.116,39.031,1.6164,0,3.78,931.43
2010,203,14,22.049,0.041,35.792,1.7032,0,3.923,840.12
2010,203,15,21.857,-0.126,36.737,1.6586,0,3.56,704.43
2010,203,16,21.252,-0.317,39.847,1.5197,0,5.89,542.84
2010,203,17,20.712,-0.52,42.502,1.4053,0,3.977,358.83
2010,203,18,19.171,-0.577,46.239,1.1943,0,4.05,145.34
2010,203,19,17.712,-0.586,52.103,0.9711,0,3.673,17.969
2010,203,20,16.219,-0.559,59.421,0.7484,0,3.937,0
2010,203,21,15.056,-0.55,63.058,0.6325,0,2.113,0
2010,203,22,14.89,-0.549,58.062,0.7104,0,2.967,0
2010,203,23,14.205,-0.393,57.489,0.6889,0,2.463,0
2010,204,0,14.458,-0.094,52.801,0.7775,0,2.5,0
2010,204,1,14.161,0.157,48.399,0.8338,0,2.387,0
2010,204,2,13.631,0.167,43.879,0.8762,0,1.5,0
2010,204,3,12.54,0.168,52.388,0.6922,0,1.87,0
2010,204,4,13.078,0.155,50.773,0.7413,0,1.28,0
2010,204,5,13.597,0.136,46.876,0.8275,0,1.717,55.398
2010,204,6,14.105,0.082,47.47,0.8458,0,0.227,220.99
2010,204,7,14.691,0.026,42.273,0.9653,0,1.38,420.59
2010,204,8,14.861,-0.005,42.224,0.9768,0,2.26,615.07
2010,204,9,15.861,0.017,36.369,1.1471,0,1.807,775.83
2010,204,10,17.342,0.08,32.49,1.3372,0,1.947,894.63
2010,204,11,18.799,0.161,29.024,1.5406,0,2.23,967.72
2010,204,12,20.199,0.111,26.76,1.7343,0,2.42,983.58
2010,204,13,20.899,-0.083,23.293,1.8965,0,3.297,946.27
2010,204,14,21.87,-0.228,20.69,2.081,0,2.87,855.24
2010,204,15,23.233,-0.541,18.348,2.327,0,2.707,718.98
2010,204,16,23.43,-0.905,16.655,2.4038,0,2.843,548.85
2010,204,17,23.482,-1.293,19.462,2.33,0,3.4,358.93
2010,204,18,22.802,-1.391,22.789,2.1439,0,3.17,170.09
2010,204,19,20.985,-1.398,28.841,1.7686,0,3.067,11.737
2010,204,20,19.473,-1.324,30.558,1.5719,0,3.907,0
2010,204,21,18.679,-1.262,31.199,1.4822,0,3.88,0
2010,204,22,18.262,-1.181,30.784,1.4527,0,3.623,0
2010,204,23,18.177,-1.118,29.525,1.4712,0,3.28,0
2010,205,0,17.869,0.014,29.665,1.4402,0,3.397,0
2010,205,1,17.479,0.103,30.965,1.3792,0,3.133,0
2010,205,2,17.52,0.101,30.762,1.3869,0,2.637,0
2010,205,3,17.132,0.095,30.986,1.3489,0,2.013,0
2010,205,4,16.793,0.085,31.348,1.3133,0,2.363,0
2010,205,5,17.078,0.079,31.564,1.3331,0,1.907,53.291
2010,205,6,17.23,0.064,34.016,1.2977,0,2.29,217.41
2010,205,7,17.746,0.058,37.181,1.2764,0,2.197,413.57
2010,205,8,18.621,0.056,37.207,1.3479,0,2.56,602.52
2010,205,9,19.635,0.091,33.585,1.5187,0,1.827,761.38
2010,205,10,21.122,0.151,28.565,1.7904,0,1.747,878.16
2010,205,11,22.84,0.219,25.983,2.0601,0,1.683,947.94
2010,205,12,24.224,0.23,22.857,2.3337,0,1.633,967.78
2010,205,13,25.517,0.181,20.278,2.6049,0,2.377,927.61
2010,205,14,26.256,0.127,18.193,2.7924,0,3.207,838.86
2010,205,15,26.842,0.019,16.083,2.9651,0,3.133,700.75
2010,205,16,27.312,-0.125,14.069,3.1211,0,3.397,533.59
2010,205,17,27.463,-0.284,14.716,3.1251,0,2.96,345.34
2010,205,18,26.884,-0.339,17.281,2.9301,0,3.227,160.35
2010,205,19,25.358,-0.357,18.878,2.6257,0,2.943,12.266
2010,205,20,24.326,-0.345,18.413,2.4833,0,3.117,0
2010,205,21,23.342,-0.344,22.532,2.2224,0,3.247,0
2010,205,22,22.782,-0.345,23.262,2.1282,0,3.347,0
2010,205,23,22.552,-0.218,23.498,2.0923,0,2.643,0
2010,206,0,22.613,-0.024,23.266,2.1064,0,1.837,0
2010,206,1,22.94,0.105,21.66,2.1935,0,0,0
2010,206,2,22.701,0.101,23.013,2.1247,0,0.993,0
2010,206,3,22.223,0.091,24.651,2.0199,0,0.847,0
2010,206,4,21.951,0.077,24.195,1.9988,0,1.837,0
2010,206,5,21.765,0.067,24.935,1.957,0,1.19,47.082
2010,206,6,21.84,0.045,25.622,1.948,0,1.353,209.46
2010,206,7,21.849,0.036,31.273,1.801,0,1.48,406.55
2010,206,8,23.164,0.032,26.869,2.0756,0,1.043,592.57
2010,206,9,24.742,0.081,21.74,2.4419,0,1.03,751.67
2010,206,10,26.117,0.147,23.619,2.5861,0,1.363,870.17
2010,206,11,27.224,0.216,25.141,2.7049,0,1.753,939.65
2010,206,12,27.651,0.206,24.049,2.8137,0,3.633,957.88
2010,206,13,28.78,0.116,20.144,3.1592,0,1.997,914.47
2010,206,14,29.628,0.041,17.077,3.445,0,3.427,837.78
2010,206,15,29.573,-0.126,19.892,3.3176,0,3.347,784.63
2010,206,16,28.474,-0.317,24.569,2.9316,0,3.013,412.32
