"year","doy","hour","Tair","Tsoil","Relhumidity","VPD","Rain","Windspeed","Solradiation"
2010,58,6,1.542,-0.07,74.758,0.1724,0,2.707,0
2010,58,7,1.655,0.024,69.245,0.2118,0,1.367,44.487
2010,58,8,2.703,0.152,62.336,0.2795,0,2.107,247.98
2010,58,9,3.894,0.108,57.145,0.346,0,1.86,422.98
2010,58,10,4.951,0.29,47.968,0.4525,0,1.667,562.31
2010,58,11,6.095,0.219,37.102,0.5922,0,0.933,647.41
2010,58,12,7.241,0.23,30.924,0.7038,0,1.983,675.8
2010,58,13,7.271,0.278,35.769,0.6558,0,2.593,532.32
2010,58,14,7.029,0.124,44.751,0.5548,0,2.733,452.44
2010,58,15,6.212,0.51,52.876,0.4473,0,2.72,104.99
2010,58,16,7.15,0.285,43.175,0.5754,0,2.73,227.82
2010,58,17,6.596,0.54,46.847,0.5181,0,2.013,56.71
2010,58,18,4.927,0.171,57.995,0.3647,0,1.203,0
2010,58,19,4.282,-0.032,62.417,0.3119,0,1.9,0
2010,58,20,3.959,-0.079,68.309,0.2571,0,1.403,0
2010,58,21,3.659,-0.116,71.308,0.2279,0,2.48,0
2010,58,22,3.05,-0.071,76.491,0.1788,0,0.86,0
2010,58,23,2.874,-0.081,77.2,0.1713,0,1.247,0
2010,59,0,2.42,-0.128,81.299,0.136,0,0.51,0
2010,59,1,1.683,-0.107,84.276,0.1085,0,2.433,0
2010,59,2,1.516,-0.112,88.153,0.0808,0,1.65,0
2010,59,3,1.512,-0.117,85.709,0.0974,0,1.627,0
2010,59,4,1.797,-0.122,80.805,0.1335,0,2.607,0
2010,59,5,0.912,-0.128,84.965,0.0981,0,2.887,0
2010,59,6,0.938,-0.134,85.757,0.0931,0,1.88,0
2010,59,7,1.431,-0.057,83.117,0.1144,0,1.303,39.673
2010,59,8,2.482,0.064,77.063,0.1676,0,0.02,194.46
2010,59,9,3.825,0.162,73.819,0.2104,0,1.377,342.98
2010,59,10,4.355,0.268,69.992,0.2503,0,1.953,501.63
2010,59,11,6.542,0.216,60.18,0.3867,0,0.547,641.97
2010,59,12,8.354,0.206,44.551,0.6095,0,0.98,656.92
2010,59,13,8.686,0.116,41.074,0.6625,0,2.04,639.55
2010,59,14,9.524,0.289,36.588,0.7544,0,2.193,549.01
2010,59,15,10.222,0.323,37.013,0.7853,0,1.257,377.69
2010,59,16,10.157,0.396,39.74,0.748,0,1.213,206.94
2010,59,17,8.345,0.208,47.997,0.5713,0,2.48,42.082
2010,59,18,7.313,0.435,50.758,0.5042,0,2.887,0
2010,59,19,6.639,0.471,57.74,0.4131,0,1.78,0
2010,59,20,6.247,0.449,61.592,0.3655,0,2.807,0
2010,59,21,5.957,0.417,62.655,0.3483,0,2.17,0
2010,59,22,6.656,0.471,59.592,0.3955,0,1.14,0
2010,59,23,6.101,0.449,62.008,0.3579,0,1.577,0
2010,60,0,5.399,0.222,63.011,0.3319,0,1.927,0
2010,60,1,4.982,0.171,65.974,0.2965,0,1.587,0
2010,60,2,4.246,0.013,70.372,0.2452,0,2.137,0
2010,60,3,3.546,-0.504,77.873,0.1743,0,2.467,0
2010,60,4,3.109,-0.332,79.843,0.154,0,1.797,0
2010,60,5,3.014,-0.313,84.763,0.1156,0,0.72,0
2010,60,6,2.183,-0.262,73.447,0.1899,0,1.923,0
2010,60,7,2.215,-0.028,64.379,0.2553,0,1.493,32.456
2010,60,8,2.88,-0.246,64.527,0.2666,0,1.727,135.89
2010,60,9,3.604,0.11,57.394,0.3371,0,1.193,260.23
2010,60,10,5.328,0.077,48.942,0.4558,0,1.25,346.17
2010,60,11,6.063,0.3,50.107,0.4687,0,1.29,372.04
2010,60,12,7.097,0.243,47.499,0.5297,0,2.037,485.96
2010,60,13,8.141,0.358,47.046,0.5737,0,1.757,393.05
2010,60,14,9.366,0.714,44.571,0.6524,0,0.57,295.67
2010,60,15,10.116,0.562,43.136,0.7039,0,1.53,252.76
2010,60,16,7.523,0.377,62.711,0.3873,0,1.893,87.154
2010,60,17,5.936,0.368,73.331,0.2484,0,2.103,17.299
2010,60,18,5.372,0.124,74.036,0.2325,0,2.653,0
2010,60,19,5.391,0.079,74.436,0.2292,0,3.083,0
2010,60,20,4.573,-0.066,77.956,0.1867,0,2.273,0
2010,60,21,4.764,0.127,76.013,0.2059,0,2.17,0
2010,60,22,4.773,0.127,74.072,0.2227,0,1.83,0
2010,60,23,3.687,-0.812,79.196,0.1655,0,2.793,0
2010,61,0,3.108,-0.545,83.102,0.1291,0,1.583,0
2010,61,1,5.779,0.259,62.512,0.3453,0,3.977,0
2010,61,2,4.356,-0.032,72.157,0.2322,0,2.077,0
2010,61,3,4.147,-1.353,73.16,0.2206,0,1.653,0
2010,61,4,3.861,-1.353,72.751,0.2195,0,2.003,0
2010,61,5,4.873,0.128,65.4,0.2992,0,4.777,0
2010,61,6,3.553,-1.389,72.707,0.2151,0,2.677,0
2010,61,7,4.922,-0.316,64.526,0.3079,0,3.547,23.891
2010,61,8,5.406,0.237,64.015,0.323,0,3.793,69.712
2010,61,9,6.184,0.294,62.416,0.3561,0,3.547,180.27
2010,61,10,7.34,0.208,56.538,0.4458,0,3.83,418.91
2010,61,11,7.717,0.398,52.39,0.5011,0,3.487,218.46
2010,61,12,8.395,0.525,48.308,0.5698,0,2.443,272.88
2010,61,13,8.404,0.344,48.426,0.5689,0,2.243,173.51
2010,61,14,7.401,0.282,59.521,0.417,0,2.97,129.3
2010,61,15,4.294,-1.152,76.72,0.1933,0,4.743,51.635
2010,61,16,3.839,-0.064,75.273,0.1989,0,2.697,43.692
2010,61,17,3.835,-0.068,77.375,0.1819,0,1.783,18.926
2010,61,18,3.739,-0.035,78.136,0.1746,0,1.163,0
2010,61,19,3.761,-0.035,76.461,0.1883,0,1.047,0
2010,61,20,2.669,-1.211,88.512,0.0851,0,2.607,0
2010,61,21,2.216,-1.157,95.931,0.0292,0,2.123,0
2010,61,22,2.556,-0.036,89.686,0.0758,0,0.77,0
2010,61,23,1.306,-0.029,94.947,0.0339,0.254,2.1,0
2010,62,0,1.021,-0.025,97.894,0.0139,0.508,0.46,0
2010,62,1,0.147,-0.02,99.999,0,0,1.157,0
2010,62,2,0.362,-0.017,100,0,0,1.633,0
2010,62,3,0.328,-0.017,100,0,0,1.137,0
2010,62,4,0.378,-0.017,100,0,0,1.627,0
2010,62,5,0.426,-0.017,100,0,0,0.14,0
2010,62,6,0.377,-0.017,100,0,0,0.777,0
2010,62,7,0.402,0.087,100,0,0,0.407,67.565
2010,62,8,0.711,0.138,97.176,0.0182,0,0.473,86.585
2010,62,9,1.03,0.085,93.795,0.0408,0,0.54,112.95
2010,62,10,1.587,0.111,88.705,0.0774,0,0.017,159.21
2010,62,11,1.283,0.156,90.942,0.0607,0.254,1.57,129.95
2010,62,12,1.53,0.122,91.453,0.0583,0.254,1.193,145.09
2010,62,13,1.946,0.154,92.066,0.0558,0,1.7,328.43
2010,62,14,2.547,0.134,84.944,0.1105,0,1.327,238.49
2010,62,15,2.509,0.146,84.434,0.1139,0,1.75,171.67
2010,62,16,1.949,0.142,91.532,0.0596,0,1.927,170.56
2010,62,17,1.145,0.054,94.776,0.0347,0,1.803,25.944
2010,62,18,1.506,-0.036,89.661,0.0704,0,1.877,0
2010,62,19,1.099,-0.027,90.204,0.0648,0,2.247,0
2010,62,20,0.717,-0.023,88.772,0.0723,0,1.753,0
2010,62,21,0.697,-0.023,88.292,0.0752,0,1.657,0
2010,62,22,0.889,-0.026,83.73,0.106,0,1.07,0
2010,62,23,0.836,-0.025,85.131,0.0965,0,0.587,0
2010,63,0,0.642,-0.023,86.477,0.0866,0,1.153,0
2010,63,1,0.915,-0.026,83.813,0.1057,0,0.817,0
2010,63,2,0.411,-0.023,86.449,0.0853,0,1.5,0
2010,63,3,0.131,-0.026,86.585,0.0827,0,2.21,0
2010,63,4,0.571,-0.023,80.345,0.1252,0,2.193,0
2010,63,5,-0.297,-0.028,86.919,0.0782,0,1.63,0
2010,63,6,-0.254,-0.027,86.456,0.0812,0,0.407,0
2010,63,7,0.114,0.157,80.803,0.1183,0,1.98,81.178
2010,63,8,1.039,0.148,78.585,0.1411,0,1.717,269.33
2010,63,9,2.088,0.109,71.771,0.2005,0,1.827,450.18
2010,63,10,2.615,0.08,64.699,0.2604,0,2.173,590.14
2010,63,11,3.623,0.161,61.364,0.3061,0,2.007,689.36
2010,63,12,4.292,0.111,57.777,0.3506,0,2.663,721.59
2010,63,13,4.057,-0.083,57.441,0.3476,0,3.26,649.99
2010,63,14,4.011,0.108,59.445,0.3302,0,2.81,439.04
2010,63,15,4.308,0.062,60.856,0.3254,0,2.17,312.73
2010,63,16,3.875,0.155,60.66,0.3172,0,3.867,243.57
2010,63,17,2.479,0.059,71.444,0.2086,0,3.407,45.738
2010,63,18,0.891,-0.028,83.086,0.1102,0,2.317,0
2010,63,19,0.584,-0.025,81.735,0.1164,0,2.867,0
2010,63,20,0.242,-0.027,84.012,0.0994,0,3.31,0
2010,63,21,0.239,-0.028,83.794,0.1008,0,3.763,0
2010,63,22,0.095,-0.03,82.328,0.1087,0,2.997,0
2010,63,23,-0.211,-0.032,81.885,0.109,0,2.51,0
2010,64,0,0.095,-0.031,78.642,0.1314,0,2.657,0
2010,64,1,-0.2,-0.033,82.208,0.1071,0,1.393,0
2010,64,2,-0.214,-0.034,81.705,0.1101,0,2.343,0
2010,64,3,-0.108,-0.034,80.913,0.1157,0,2.053,0
2010,64,4,-0.621,-0.031,85.047,0.0873,0,0.617,0
2010,64,5,-0.492,-0.031,85.227,0.0871,0,0.497,0
2010,64,6,-1.073,-0.031,88.052,0.0675,0,2.163,0
2010,64,7,-1.307,0.164,89.254,0.0597,0,1.567,91.996
2010,64,8,-0.763,0.167,86.86,0.0759,0,1.46,179.88
2010,64,9,0.25,0.136,80.128,0.1236,0,2.26,358.12
2010,64,10,1.031,0.055,75.839,0.1591,0,2.193,411.59
2010,64,11,1.989,0.238,70.953,0.2049,0,2.117,499.76
2010,64,12,3.458,0.292,62.546,0.2933,0,2.343,545.85
2010,64,13,4.314,0.278,56.611,0.3609,0,2.667,529.05
2010,64,14,5.053,0.094,55.734,0.3877,0,2.263,424.81
2010,64,15,5.193,-0.143,56.689,0.383,0,2.343,270.95
2010,64,16,4.377,-0.074,63.645,0.3037,0,3.147,132.21
2010,64,17,3.917,-0.212,66.128,0.274,0,2.993,51.339
2010,64,18,3.239,-0.045,69.08,0.2384,0,3.33,0
2010,64,19,2.337,-0.075,78.035,0.1588,0,3.873,0
2010,64,20,2.059,-0.071,81.161,0.1335,0,3.727,0
2010,64,21,1.968,-0.071,79.89,0.1416,0,3.637,0
2010,64,22,1.73,-0.07,78.932,0.1459,0,3.47,0
2010,64,23,1.601,-0.07,78.292,0.1489,0,3.563,0
2010,65,0,1.358,-0.065,78.797,0.1429,0,3.253,0
2010,65,1,1.124,-0.062,79.888,0.1333,0,2.957,0
2010,65,2,0.895,-0.062,81.033,0.1237,0,3.197,0
2010,65,3,0.557,-0.058,83.277,0.1064,0,2.797,0
2010,65,4,0.636,-0.061,82.757,0.1103,0,2.73,0
2010,65,5,0.227,-0.066,85.02,0.0931,0,2.707,0
2010,65,6,0.088,-0.07,86.759,0.0814,0,2.73,0
2010,65,7,0.199,0.216,86.359,0.0846,0,2.457,89.034
2010,65,8,0.971,0.153,83.852,0.1059,0,2.39,274.85
2010,65,9,2.607,0.102,74.644,0.1869,0,1.077,441.31
2010,65,10,4.611,0.147,62.983,0.3143,0,2.37,594.2
2010,65,11,5.738,0.216,54.57,0.4173,0,3.1,643.82
2010,65,12,7.111,0.206,50.168,0.5032,0,2.297,708.48
2010,65,13,7.515,0.116,49.54,0.5239,0,3.13,671.72
2010,65,14,7.938,0.041,49.989,0.5344,0,3.107,577.47
2010,65,15,8.409,0.108,48.545,0.5677,0,2.213,426.03
2010,65,16,7.93,0.366,51.926,0.5134,0,2.84,229.38
2010,65,17,6.578,0.554,56.813,0.4204,0,3.12,69.021
2010,65,18,5.71,0.263,63.188,0.3375,0,3.283,0
2010,65,19,5.054,0.171,70.455,0.2588,0,3.35,0
2010,65,20,4.373,-0.058,78.172,0.1823,0,3.173,0
2010,65,21,4.375,-0.058,76.68,0.1948,0,2.71,0
2010,65,22,4.441,-0.075,75.478,0.2058,0,1.233,0
2010,65,23,4.23,-0.008,76.419,0.195,0,0,0
2010,66,0,4.106,-0.098,75.256,0.2028,0,0.89,0
2010,66,1,3.657,-0.116,77.793,0.1763,0,2.193,0
2010,66,2,2.884,-0.101,82.209,0.1338,0,2.28,0
2010,66,3,1.752,-0.117,88.719,0.0782,0,1.513,0
2010,66,4,2.572,-0.103,82.674,0.1274,0,2.337,0
2010,66,5,3.021,-0.116,78.81,0.1609,0,2.473,0
2010,66,6,2.856,-0.127,74.732,0.1896,0,2.263,0
2010,66,7,3.293,0.051,79.049,0.1621,0,4.443,95.159
2010,66,8,4.526,-0.143,76.316,0.1999,0,3.53,281.65
2010,66,9,5.434,0.3,66.564,0.3007,0,3.38,465.6
2010,66,10,6.254,0.08,61.081,0.3705,0,3.88,585.2
2010,66,11,7.434,0.161,51.529,0.5004,0,3.8,674.92
2010,66,12,7.862,0.111,48.343,0.5491,0,4.293,706.7
2010,66,13,7.967,-0.083,48.059,0.5561,0,4.94,666.21
2010,66,14,7.857,0.278,49.776,0.5337,0,4.817,536.75
2010,66,15,7.271,0.3,47.702,0.5339,0,4.213,365.25
2010,66,16,6.197,0.324,37.849,0.5893,0,5.15,162.06
2010,66,17,5.265,-0.344,49.262,0.451,0,4.5,79.803
2010,66,18,3.164,-0.092,58.177,0.3207,0,5.073,0
2010,66,19,1.614,-0.161,76.422,0.1619,0,4.3,0
2010,66,20,0.847,-0.168,79.607,0.1325,0,5.16,0
2010,66,21,1.617,-0.175,68.018,0.2196,0,4.63,0
2010,66,22,1.41,-0.183,71.302,0.1942,0,3.637,0
2010,66,23,1.355,-0.191,72.514,0.1852,0,3.78,0
2010,67,0,0.96,-0.199,78.547,0.1405,0,3.083,0
2010,67,1,0.755,-0.208,82.393,0.1136,0,3.633,0
2010,67,2,-0.178,-0.218,90.991,0.0543,0,2.213,0
2010,67,3,-0.681,-0.206,91.683,0.0484,0,2.717,0
2010,67,4,-1.177,-0.2,95.43,0.0256,0,1.81,0
2010,67,5,-1.716,-0.223,82.343,0.0951,0,1.96,0
2010,67,6,-2.139,-0.193,73.561,0.1381,0,2.723,0
2010,67,7,-2.395,0.079,71.044,0.1484,0,3.04,43.222
2010,67,8,-2.334,0.046,73.018,0.1389,0,1.423,143.52
2010,67,9,-0.645,0.14,59.169,0.238,0,0.907,331.3
2010,67,10,-0.128,0.164,55.663,0.2684,0,1.64,353.29
2010,67,11,1.03,0.219,43.608,0.3713,0,2.91,719.16
2010,67,12,0.894,0.23,44.504,0.3618,0,3.627,676.63
2010,67,13,0.877,0.181,44.954,0.3584,0,3.643,720.08
2010,67,14,0.168,0.292,47.731,0.3233,0,3.937,543.79
2010,67,15,-0.148,0.125,45.043,0.3322,0,3.58,412.23
2010,67,16,-1.373,0.078,40.188,0.3305,0,3.987,252.13
2010,67,17,-2.117,0.058,49.551,0.2639,0,4.507,87.803
2010,67,18,-3.511,0.01,54.46,0.2147,0,4.253,0
2010,67,19,-4.08,-0.002,63.522,0.1648,0,3.47,0
2010,67,20,-4.626,-0.026,66.438,0.1455,0,2.227,0
2010,67,21,-5.362,-0.184,72.394,0.1131,0,3,0
2010,67,22,-5.649,-0.186,73.723,0.1054,0,3.243,0
2010,67,23,-5.7,-0.186,74.666,0.1012,0,2.473,0
2010,68,0,-5.593,-0.186,76.534,0.0945,0,1.81,0
2010,68,1,-5.963,-0.187,78.214,0.0853,0,1.87,0
2010,68,2,-6.216,-0.187,84.599,0.0591,0,2.583,0
2010,68,3,-6.013,-0.187,84.612,0.06,0,1.89,0
2010,68,4,-5.536,-0.186,80.029,0.0808,0,3.353,0
2010,68,5,-5.86,-0.186,83.197,0.0663,0,3.723,0
2010,68,6,-6.005,-0.187,84.844,0.0591,0,1.647,0
2010,68,7,-5.717,-0.155,82.456,0.07,0,2.963,113.5
2010,68,8,-4.399,-0.113,76.024,0.1057,0,2.507,321.59
2010,68,9,-3.999,-0.101,70.83,0.1326,0,3.127,306.43
2010,68,10,-3.778,-0.156,64.412,0.1644,0,3.36,375.61
2010,68,11,-2.985,0.23,56.557,0.213,0,2.923,477.33
2010,68,12,-1.755,0.137,51.097,0.2627,0,2.89,354
2010,68,13,-0.219,0.144,38.508,0.3698,0,2.963,432.61
2010,68,14,0.034,0.164,31.054,0.4223,0,4.037,294.78
2010,68,15,0.437,0.158,33.528,0.4192,0,3.833,292.79
2010,68,16,0.92,0.192,32.853,0.4386,0,2.62,224.9
2010,68,17,0.097,0.087,40.081,0.3687,0,1.217,44.237
2010,68,18,-0.317,-1.264,40.902,0.3529,0,0.347,0
2010,68,19,-1.578,-1.231,65.766,0.1863,0,1.44,0
2010,68,20,-3.106,0.022,91.241,0.0426,0,0.713,0
2010,68,21,-2.866,0.024,85.125,0.0736,0,1.04,0
2010,68,22,-3.332,0.023,96.121,0.0185,0,1.877,0
2010,68,23,-3.282,0.024,82.472,0.0841,0,4.93,0
2010,69,0,-3.933,0.009,86.256,0.0628,0,4.283,0
2010,69,1,-4.243,-0.014,88.458,0.0515,0,4.163,0
2010,69,2,-4.465,-0.024,90.311,0.0425,0,4.23,0
2010,69,3,-4.197,-0.011,88.762,0.0503,0,4.327,0
2010,69,4,-4.027,0.005,90.567,0.0428,0,4.43,0
2010,69,5,-4.013,0.013,91.98,0.0364,0,5.08,0
2010,69,6,-3.802,0.022,88.319,0.0539,0,5.347,0
2010,69,7,-3.182,0.06,80.934,0.0921,0,4.513,115.93
2010,69,8,-2.425,0.032,80.119,0.1016,0,4.623,314.89
2010,69,9,-1.845,0.26,78.731,0.1135,0,4.617,505.67
2010,69,10,-1.825,0.044,78.682,0.1139,0,3.963,441.56
2010,69,11,-0.65,0.161,67.134,0.1915,0,3.873,624.68
2010,69,12,0.217,0.111,60.402,0.2458,0,3.88,770.3
2010,69,13,-0.196,-0.083,59.319,0.245,0,5.183,739.81
2010,69,14,-0.267,-0.228,55.316,0.2678,0,4.487,618.68
2010,69,15,0.027,0.149,56.073,0.2689,0,4.63,466.49
2010,69,16,-0.601,0.157,58.618,0.242,0,4.08,238.78
2010,69,17,-1.635,0.13,68.252,0.1721,0,3.583,62.708
2010,69,18,-2.169,-0.019,74.173,0.1346,0,3.343,0
2010,69,19,-1.971,-0.021,72.746,0.1441,0,3.007,0
2010,69,20,-1.643,-0.017,68.076,0.1729,0,2.973,0
2010,69,21,-1.55,-0.009,65.217,0.1897,0,2.71,0
2010,69,22,-0.843,-0.017,47.919,0.2992,0,4.153,0
2010,69,23,-0.711,-0.023,48.532,0.2986,0,3.23,0
2010,70,0,-0.412,-0.021,47.216,0.313,0,2.95,0
2010,70,1,-0.572,-0.022,50.113,0.2924,0,3.477,0
2010,70,2,0.414,-0.023,39.147,0.3832,0,3.82,0
2010,70,3,0.821,-0.026,42.559,0.3725,0,4.57,0
2010,70,4,0.988,-0.027,45.606,0.357,0,4.727,0
2010,70,5,-0.346,-0.029,53.577,0.2766,0,2.447,0
2010,70,6,0.832,-0.026,57.155,0.2781,0,3.05,0
2010,70,7,1.415,0.078,70.199,0.2017,0,4.837,56.192
2010,70,8,3.227,0.006,73.333,0.2054,0,5.223,73.885
2010,70,9,3.698,0.176,75.86,0.1922,0,4.66,171.99
2010,70,10,5.077,0.28,69.291,0.2694,0,5.86,468.09
2010,70,11,4.274,0.108,74.856,0.2085,0,6.987,417.97
2010,70,12,4.069,0.13,77.415,0.1846,0,6.77,412.88
2010,70,13,4.907,0.289,71.199,0.2497,0,7.47,556.1
2010,70,14,5.24,0.278,68.52,0.2793,0,5.723,539.65
2010,70,15,4.883,0.015,69.558,0.2635,0,5.443,319.64
2010,70,16,4.693,-0.344,72.922,0.2313,0,3.717,102.46
2010,70,17,4.202,-0.28,79.541,0.1688,0,2.093,26.316
2010,70,18,3.864,-0.06,81.219,0.1513,0,2.223,0
2010,70,19,3.228,-0.038,88.103,0.0917,0,1.537,0
2010,70,20,2.8,-0.024,88.759,0.084,0.508,1.37,0
2010,70,21,2.669,-0.045,89.453,0.0781,0.254,0.65,0
2010,70,22,2.38,-0.066,88.03,0.0868,0,0.95,0
2010,70,23,3.021,-0.054,80.999,0.1442,0,3.58,0
2010,71,0,4.467,-0.075,69.665,0.255,0,3.777,0
2010,71,1,4.147,-0.098,69.392,0.2516,0,2.657,0
2010,71,2,3.754,-0.049,68.494,0.2519,0,2.583,0
2010,71,3,3.005,-0.052,68.835,0.2363,0,2.343,0
2010,71,4,2.247,-0.063,70.349,0.213,0,3.093,0
2010,71,5,2.592,-0.041,66.55,0.2463,0,3.263,0
2010,71,6,3.271,-0.052,62.575,0.2892,0,2.623,0
2010,71,7,3.231,-0.041,62.985,0.2852,0,2.947,54.534
2010,71,8,4.17,-0.422,59.323,0.3349,0,3.393,74.141
2010,71,9,3.701,-0.212,62.76,0.2966,0,1.98,38.9
2010,71,10,1.262,0.132,89.314,0.0715,0.254,4.373,79.012
2010,71,11,0.376,0.216,92.063,0.0498,0,4.12,187.67
2010,71,12,-0.202,0.198,83.741,0.0979,0.254,6.283,333.48
2010,71,13,-0.964,0.088,81.994,0.1025,0,4.647,147.23
2010,71,14,-0.82,0.148,81.476,0.1066,0,4.503,170.86
2010,71,15,-0.086,0.209,77.617,0.1359,0,2.42,190.44
2010,71,16,-0.09,0.189,74.341,0.1558,0,2.403,107.3
2010,71,17,-0.193,0.206,70.492,0.1778,0,4.06,117.22
2010,71,18,-2,-0.034,89.387,0.056,0,3.877,0
2010,71,19,-2.683,0.069,86.871,0.0658,0,3.63,0
2010,71,20,-2.991,0.066,87.798,0.0598,0,4.673,0
2010,71,21,-2.897,0.065,83.535,0.0813,0,4.473,0
2010,71,22,-3.156,0.066,79.651,0.0985,0,4.063,0
2010,71,23,-3.64,0.07,88.707,0.0527,0,3.83,0
2010,72,0,-3.925,0.071,80.083,0.091,0,4.503,0
2010,72,1,-4.146,0.071,81.985,0.081,0,4.333,0
2010,72,2,-4.154,0.071,80.592,0.0872,0,4.18,0
2010,72,3,-4.319,-0.074,85.852,0.0628,0,4.31,0
2010,72,4,-4.248,0.072,77.112,0.1021,0,4.513,0
2010,72,5,-4.311,-0.074,83.45,0.0735,0,3.347,0
2010,72,6,-4.532,-0.052,89.911,0.044,0,3.09,0
2010,72,7,-3.707,-0.014,80.674,0.0898,0,2.803,114.84
2010,72,8,-3.143,-0.136,81.074,0.0917,0,3.347,240.29
2010,72,9,-2.375,0.014,71.701,0.1452,0,3,203.23
2010,72,10,-0.675,0.08,61.969,0.2212,0,2.893,634.95
2010,72,11,0.113,0.161,55.57,0.2737,0,2.823,726.71
2010,72,12,0.663,0.111,57.222,0.2743,0,2.873,772.85
2010,72,13,1.597,-0.083,54.711,0.3106,0,2.307,715.33
2010,72,14,1.179,0.202,56.773,0.2877,0,3.24,490.71
2010,72,15,1.032,0.161,58.44,0.2736,0,3.26,476.35
2010,72,16,0.86,0.076,57.148,0.2787,0,3.82,273.64
2010,72,17,-0.116,0.192,65.495,0.209,0,3.533,74.648
2010,72,18,-1.373,-0.071,72.348,0.1528,0,3.04,0
2010,72,19,-1.455,-0.064,70.805,0.1604,0,2.33,0
2010,72,20,-1.726,-0.087,72.333,0.149,0,1.253,0
2010,72,21,-1.546,-0.075,71.105,0.1576,0,1.087,0
2010,72,22,-1.313,-0.084,70.693,0.1627,0,0.69,0
2010,72,23,-1.766,-0.11,73.542,0.142,0,0.937,0
2010,73,0,-2.632,0.113,78.131,0.1101,0,1.427,0
2010,73,1,-2.387,-0.163,76.331,0.1213,0,0.497,0
2010,73,2,-2.636,0.096,74.617,0.1277,0,2.153,0
2010,73,3,-2.507,0.108,73.675,0.1338,0,1.5,0
2010,73,4,-2.675,0.077,74.738,0.1268,0,1.733,0
2010,73,5,-2.862,0.001,74.719,0.1251,0,1.533,0
2010,73,6,-3.198,0.006,76.409,0.1139,0,1.297,0
2010,73,7,-2.809,0.027,74.064,0.1289,0,0.467,115.72
2010,73,8,-1.607,0.067,67.37,0.1772,0,0.667,278.99
2010,73,9,0.113,0.142,61.74,0.2357,0,1.33,479.38
2010,73,10,1.809,0.151,50.296,0.3461,0,2.513,612.94
2010,73,11,2.902,0.219,47.765,0.3932,0,1.843,659.97
2010,73,12,4.51,0.23,41.456,0.4936,0,1.81,631.97
2010,73,13,5.743,0.292,37.624,0.5732,0,2.17,542.32
2010,73,14,6.81,0.306,33.498,0.6578,0,1.87,483.73
2010,73,15,7.356,0.287,31.833,0.7,0,1.48,312.18
2010,73,16,7.333,0.341,36.528,0.6508,0,1.9,199.21
2010,73,17,6.09,0.527,45.761,0.5105,0,2.06,91.201
2010,73,18,4.558,-0.357,52.966,0.3979,0,2.593,0
2010,73,19,4.47,-0.604,51.622,0.4068,0,2.617,0
2010,73,20,4.896,0.171,45.599,0.4713,0,1.867,0
2010,73,21,4.37,-0.612,49.756,0.4195,0,1.29,0
2010,73,22,3.97,-0.41,54.515,0.3692,0,0.977,0
2010,73,23,3.647,-0.421,53.455,0.3694,0,1.153,0
2010,74,0,2.76,-0.176,58.812,0.3069,0,1.573,0
2010,74,1,2.666,-0.218,59.858,0.2971,0,1.503,0
2010,74,2,3.177,-0.235,56.708,0.3323,0,0.527,0
2010,74,3,2.504,-0.3,59.55,0.296,0,1.393,0
2010,74,4,2.498,-0.316,61.596,0.2809,0,0.767,0
2010,74,5,2.42,-0.317,53.051,0.3415,0,1.33,0
2010,74,6,2.02,-0.262,62.226,0.267,0,0.73,0
2010,74,7,1.924,0.041,53.451,0.3268,0,1.303,100.2
2010,74,8,2.861,0.164,47.755,0.3921,0,0.933,223.7
2010,74,9,3.89,-0.075,44.361,0.4491,0,2.71,431.74
2010,74,10,5.223,0.292,39.857,0.533,0,2.41,541.74
2010,74,11,6.3,0.29,39.823,0.5747,0,2.093,570.01
2010,74,12,7.593,0.289,36.331,0.6645,0,2.673,552.43
2010,74,13,9.709,0.116,31.254,0.8281,0,2.797,583.06
2010,74,14,11.55,0.041,27.208,0.9913,0,2.52,619.84
2010,74,15,11.271,0.103,33.134,0.8939,0,3.187,479.23
2010,74,16,9.478,0.44,39.642,0.7159,0,3.907,217.96
2010,74,17,8.307,0.488,43.291,0.6214,0,3.97,84.349
2010,74,18,7.613,0.037,45.637,0.5682,0,3.167,0
2010,74,19,7.056,0.031,48.34,0.5197,0,2.897,0
2010,74,20,6.4,0.078,54.595,0.4366,0,1.46,0
2010,74,21,6.462,0.072,54.266,0.4417,0,1.687,0
2010,74,22,5.605,0.116,60.131,0.3629,0,1.287,0
2010,74,23,5.796,0.259,58.803,0.3799,0,1.307,0
2010,75,0,5.353,0.134,60.699,0.3515,0,1.397,0
2010,75,1,4.61,-0.066,64.09,0.3049,0,0.707,0
2010,75,2,4.129,-1.353,65.119,0.2863,0,1.49,0
2010,75,3,4.398,-0.032,62.349,0.315,0,0.957,0
2010,75,4,4.338,-0.032,63.219,0.3064,0,0.887,0
2010,75,5,4.586,-0.066,63.047,0.3132,0,0.6,0
2010,75,6,3.969,-1.353,65.14,0.283,0,1.547,0
2010,75,7,5.42,0.283,53.632,0.4166,0,2.29,138.48
2010,75,8,6.905,0.287,51.057,0.4873,0,1.217,309.96
2010,75,9,9.489,0.243,41.215,0.6977,0,2.29,487.44
2010,75,10,12.943,0.08,31.365,1.0245,0,2.097,609.49
2010,75,11,13.508,-0.093,31.277,1.0643,0,3.503,464.37
2010,75,12,12.338,0.145,33.71,0.951,0,4.49,355.81
2010,75,13,11.867,-0.083,42.155,0.8044,0,6.733,672.02
