day,swc_12p5,Date
1,0.118364919,1/1/2018
2,0.118872288,1/2/2018
3,0.11917832,1/3/2018
4,0.119037158,1/4/2018
5,0.11877672,1/5/2018
6,0.118600133,1/6/2018
7,0.118133463,1/7/2018
8,0.117954511,1/8/2018
9,0.11774263,1/9/2018
10,0.117297791,1/10/2018
11,0.117125928,1/11/2018
12,0.117178737,1/12/2018
13,0.117205935,1/13/2018
14,0.117267329,1/14/2018
15,0.117208815,1/15/2018
16,0.11758853,1/16/2018
17,0.117740973,1/17/2018
18,0.117779128,1/18/2018
19,0.117406328,1/19/2018
20,0.11680223,1/20/2018
21,0.116436755,1/21/2018
22,0.116744333,1/22/2018
23,0.116958417,1/23/2018
24,0.117202349,1/24/2018
25,0.116947554,1/25/2018
26,0.116516352,1/26/2018
27,0.116417534,1/27/2018
28,0.116494104,1/28/2018
29,0.11640198,1/29/2018
30,0.116311339,1/30/2018
31,0.115953007,1/31/2018
32,0.115518284,2/1/2018
33,0.115732906,2/2/2018
34,0.115488784,2/3/2018
35,0.114945413,2/4/2018
36,0.115012699,2/5/2018
37,0.114736232,2/6/2018
38,0.114840698,2/7/2018
39,0.114725154,2/8/2018
40,0.114382514,2/9/2018
41,0.113977945,2/10/2018
42,0.114516097,2/11/2018
43,0.114790745,2/12/2018
44,0.114811591,2/13/2018
45,0.11444803,2/14/2018
46,0.114124572,2/15/2018
47,0.114067156,2/16/2018
48,0.114225861,2/17/2018
49,0.114071752,2/18/2018
50,0.11388415,2/19/2018
51,0.113837653,2/20/2018
52,0.113884558,2/21/2018
53,0.114303959,2/22/2018
54,0.114377436,2/23/2018
55,0.114115582,2/24/2018
56,0.114246242,2/25/2018
57,0.114415464,2/26/2018
58,0.114186662,2/27/2018
59,0.113822526,2/28/2018
60,0.113780004,3/1/2018
61,0.113803884,3/2/2018
62,0.113482672,3/3/2018
63,0.113168807,3/4/2018
64,0.112731507,3/5/2018
65,0.112684991,3/6/2018
66,0.112559416,3/7/2018
67,0.112538967,3/8/2018
68,0.112171986,3/9/2018
69,0.111827328,3/10/2018
70,0.111330838,3/11/2018
71,0.111244777,3/12/2018
72,0.111059371,3/13/2018
73,0.110836142,3/14/2018
74,0.110417232,3/15/2018
75,0.110011767,3/16/2018
76,0.109734054,3/17/2018
77,0.109250092,3/18/2018
78,0.109034659,3/19/2018
79,0.108874628,3/20/2018
80,0.108629381,3/21/2018
81,0.108328864,3/22/2018
82,0.107806245,3/23/2018
83,0.10729193,3/24/2018
84,0.106876098,3/25/2018
85,0.106282407,3/26/2018
86,0.106041704,3/27/2018
87,0.106174843,3/28/2018
88,0.10589008,3/29/2018
89,0.105831538,3/30/2018
90,0.105664863,3/31/2018
91,0.105310808,4/1/2018
92,0.105528699,4/2/2018
93,0.105246163,4/3/2018
94,0.105160536,4/4/2018
95,0.105208274,4/5/2018
96,0.104754906,4/6/2018
97,0.104478391,4/7/2018
98,0.104707494,4/8/2018
99,0.104275894,4/9/2018
100,0.104196102,4/10/2018
101,0.104068495,4/11/2018
102,0.103741948,4/12/2018
103,0.103011803,4/13/2018
104,0.103436593,4/14/2018
105,0.103590929,4/15/2018
106,0.103536933,4/16/2018
107,0.103301274,4/17/2018
108,0.103128838,4/18/2018
109,0.103269421,4/19/2018
110,0.103278608,4/20/2018
111,0.103518953,4/21/2018
112,0.103597858,4/22/2018
113,0.103512362,4/23/2018
114,0.103364633,4/24/2018
115,0.103269983,4/25/2018
116,0.103178577,4/26/2018
117,0.103037809,4/27/2018
118,0.102816587,4/28/2018
119,0.102548007,4/29/2018
120,0.102163227,4/30/2018
121,0.101883487,5/1/2018
122,0.101619273,5/2/2018
123,0.10125461,5/3/2018
124,0.101103103,5/4/2018
125,0.101194275,5/5/2018
126,0.100932069,5/6/2018
127,0.100653091,5/7/2018
128,0.100146622,5/8/2018
129,0.0991575,5/9/2018
130,0.098499825,5/10/2018
131,0.097830813,5/11/2018
132,0.097196498,5/12/2018
133,0.096533705,5/13/2018
134,0.095867791,5/14/2018
135,0.095171459,5/15/2018
136,0.09475997,5/16/2018
137,0.094294827,5/17/2018
138,0.093855761,5/18/2018
139,0.093407855,5/19/2018
140,0.093081385,5/20/2018
141,0.092735284,5/21/2018
142,0.092647562,5/22/2018
143,0.093427679,5/23/2018
144,0.093331629,5/24/2018
145,0.092670981,5/25/2018
146,0.092795588,5/26/2018
147,0.093049041,5/27/2018
148,0.092989475,5/28/2018
149,0.093071815,5/29/2018
150,0.093121305,5/30/2018
151,0.093232726,5/31/2018
152,0.093081733,6/1/2018
153,0.092612784,6/2/2018
154,0.092149815,6/3/2018
155,0.0925023,6/4/2018
156,0.092155625,6/5/2018
157,0.092057774,6/6/2018
158,0.092157924,6/7/2018
159,0.092265304,6/8/2018
160,0.092408309,6/9/2018
161,0.094150513,6/10/2018
162,0.092131245,6/11/2018
163,0.091964971,6/12/2018
164,0.091504208,6/13/2018
165,0.091180314,6/14/2018
166,0.090824924,6/15/2018
167,0.090349429,6/16/2018
168,0.090230946,6/17/2018
169,0.090145188,6/18/2018
170,0.090027718,6/19/2018
171,0.089684548,6/20/2018
172,0.089423623,6/21/2018
173,0.088951457,6/22/2018
174,0.088336129,6/23/2018
175,0.087852679,6/24/2018
176,0.087370768,6/25/2018
177,0.087149497,6/26/2018
178,0.086752646,6/27/2018
179,0.086395286,6/28/2018
180,0.0859595,6/29/2018
181,0.085669876,6/30/2018
182,0.085145439,7/1/2018
183,0.084705459,7/2/2018
184,0.084290814,7/3/2018
185,0.083636759,7/4/2018
186,0.115459468,7/5/2018
187,0.168119998,7/6/2018
188,0.156871358,7/7/2018
189,0.147727513,7/8/2018
190,0.140095104,7/9/2018
191,0.133857261,7/10/2018
192,0.12872803,7/11/2018
193,0.128270392,7/12/2018
194,0.127709557,7/13/2018
195,0.124980062,7/14/2018
196,0.121466765,7/15/2018
197,0.118806246,7/16/2018
198,0.116291282,7/17/2018
199,0.114303909,7/18/2018
200,0.11217664,7/19/2018
201,0.110801928,7/20/2018
202,0.1092221,7/21/2018
203,0.107944313,7/22/2018
204,0.106573049,7/23/2018
205,0.117570589,7/24/2018
206,0.154407372,7/25/2018
207,0.147036433,7/26/2018
208,0.160202715,7/27/2018
209,0.162837047,7/28/2018
210,0.151764485,7/29/2018
211,0.142442983,7/30/2018
212,0.136990468,7/31/2018
213,0.131557786,8/1/2018
214,0.126130284,8/2/2018
215,0.120979714,8/3/2018
216,0.116738105,8/4/2018
217,0.113314996,8/5/2018
218,0.110688208,8/6/2018
219,0.109219649,8/7/2018
220,0.107389432,8/8/2018
221,0.106545588,8/9/2018
222,0.106335637,8/10/2018
223,0.107531984,8/11/2018
224,0.108212922,8/12/2018
225,0.107907666,8/13/2018
226,0.106855336,8/14/2018
227,0.17470168,8/15/2018
228,0.179076293,8/16/2018
229,0.182108457,8/17/2018
230,0.178228952,8/18/2018
231,0.190453405,8/19/2018
232,0.188214821,8/20/2018
233,0.17905693,8/21/2018
234,0.176203549,8/22/2018
235,0.17235987,8/23/2018
236,0.166308853,8/24/2018
237,0.160806744,8/25/2018
238,0.157995136,8/26/2018
239,0.154031256,8/27/2018
240,0.149439442,8/28/2018
241,0.145428281,8/29/2018
242,0.14133722,8/30/2018
243,0.136012372,8/31/2018
244,0.132998694,9/1/2018
245,0.131932529,9/2/2018
246,0.129752674,9/3/2018
247,0.153964538,9/4/2018
248,0.179017005,9/5/2018
249,0.171939359,9/6/2018
250,0.166912882,9/7/2018
251,0.165019202,9/8/2018
252,0.159873612,9/9/2018
253,0.155188769,9/10/2018
254,0.150116337,9/11/2018
255,0.144560926,9/12/2018
256,0.138859401,9/13/2018
257,0.133895693,9/14/2018
258,0.129998322,9/15/2018
259,0.126846335,9/16/2018
260,0.125623702,9/17/2018
261,0.124012984,9/18/2018
262,0.120710096,9/19/2018
263,0.118661875,9/20/2018
264,0.118485039,9/21/2018
265,0.11730106,9/22/2018
266,0.116010798,9/23/2018
267,0.114485614,9/24/2018
268,0.113583322,9/25/2018
269,0.11291084,9/26/2018
270,0.112427473,9/27/2018
271,0.111723193,9/28/2018
272,0.111179068,9/29/2018
273,0.110592798,9/30/2018
274,0.109804482,10/1/2018
275,0.109121155,10/2/2018
276,0.108709321,10/3/2018
277,0.108661461,10/4/2018
278,0.108554393,10/5/2018
279,0.108329816,10/6/2018
280,0.108583385,10/7/2018
281,0.108776253,10/8/2018
282,0.177792412,10/9/2018
283,0.184845291,10/10/2018
284,0.177383014,10/11/2018
285,0.173287135,10/12/2018
286,0.168696646,10/13/2018
287,0.165813043,10/14/2018
288,0.173583409,10/15/2018
289,0.173644465,10/16/2018
290,0.171558614,10/17/2018
291,0.177601479,10/18/2018
